,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
108,"""15067""","Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)",60.0,1.0 fillet,0.095,0.35,,0.0,0.032,1.145,0.000,,2,,,,1.294,,,,,,,,,,,,,,0,,,,,,,10,,0,,,,2.369,0.036,,0.031,0.000,,,,,,,,0.617,,,278,,0.004,278,,0.004,,,,,,,,,,0.134,0.052,2.2,0.08,0.1,10,0.0,0.197,,1.02,,0.007,0.8,,,,,,,,,0.007,258.0,,0.499,0.71,0.008,,,,31.0,67.0,,0.158,,52.0,0.475,,26.5,0,0.011,2,0.649,0.061,160.0,0.0,55.0,0.575,0.0,55.0,0.575,0.0,,,0.0,31,,,,,0.844,,0.000,0.8,0.726,49.0,0.049,0.415,,,,,0.0,,,,,,,
109,"""15266""","Fish, pollock, Alaska, raw",85.0,3.0 oz,0.126,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.000,,,,,,,,,,,270,0.003,0.008,270,0.003,0.008,,,,,,,,,,,,,0.081,,,,,,1.14,,0.002,,,,0.007,135.0,,,,,0.008,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.008,,,,,,,,,0.048,,,0.002,0.003,0.003,,,,,,,,
110,"""15066""","Fish, pollock, Alaska, raw (may contain additives to retain moisture)",77.0,1.0 fillet,0.095,0.15,0.00,0.0,0.023,0.755,0.000,,2,0.001,0.38,0.363,0.861,0.001,,0.0,0.003,0.008,0.001,1.480,0.932,0.003,,0.001,,0.001,0,0.0,,0.534,0.0,,0.534,2,,0,,,,0.503,0.024,0.001,0.022,0.001,,0.001,2,0.002,0.001,2,0.002,0.413,,0.00,179,,0.003,179,,0.003,0.008,66.8,0,0.0,0.42,12.0,,0,0.001,0.062,0.038,1.26,0.061,0.0,2,0.001,0.053,0.000,1.05,0.00,0.001,0.2,0.000,,0.002,256.0,0.000,,0.003,0.0,0.012,123.0,,0.356,0.32,0.003,0.008,,,8.0,43.0,0.004,0.128,0.00,35.0,0.349,0.000,12.2,0,0.008,2,0.441,0.067,219.0,0.0,50.0,0.384,0.0,50.0,0.384,0.0,,,0.0,6,0.037,0.003,,0.182,0.661,,0.000,0.2,0.477,12.0,0.040,0.199,0.0,0.002,0.004,0.012,0.0,,,0.0,0.285,,0.0,
111,"""15205""","Fish, pollock, Atlantic, cooked, dry heat",85.0,3.0 oz,0.145,0.529,,,,,,,,,,,1.946,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,3.386,0.054,,0.047,,,,,,,,,0.929,,,420,,0.005,420,,0.005,,,,,,,,,,0.191,0.077,3.13,0.122,,10,,,,1.54,,0.011,,,,,,,,,,0.01,388.0,,0.749,1.07,0.013,,,,34.0,100.0,,0.237,,77.0,0.715,,39.8,0,0.016,3,0.976,0.092,241.0,,,,,,,0.0,,,,,,,,,1.267,,,,,,0.073,0.624,,,,,,,,,,,,
112,"""15065""","Fish, pollock, Atlantic, raw",85.0,3.0 oz,0.115,0.411,,0.0,0.04,1.343,0.000,,3,,,,1.518,,,,,,,,,,,,,,0,,,,,,,12,,0,,,,2.78,0.043,,0.037,0.000,,,,,,,,0.724,,,327,,0.004,327,,0.004,,,,,,,,,,0.157,0.060,2.71,0.095,0.1,12,0.0,0.244,,1.2,,0.009,0.8,,,,,,,,,0.008,303.0,,0.585,0.83,0.010,,,,39.0,78.0,,0.185,,60.0,0.558,,31.0,0,0.013,3,0.762,0.071,188.0,0.0,64.4,0.674,0.0,64.4,0.674,0.0,,,0.0,36,,,,,0.989,,0.000,0.8,0.852,57.0,0.057,0.486,,,,,0.0,,,,,,,
113,"""15069""","Fish, pompano, florida, cooked, dry heat",88.0,1.0 fillet,3.959,1.283,,,,,,,,,,,1.914,,,,,,,,,,,,0.0,,,,,,,,,32,,,,,,3.344,0.069,,0.929,,,,,,,,,0.913,,,777,,0.463,777,,0.463,,,,,,,,,,0.132,0.197,1.06,2.917,,32,,,,1.21,,,,,,,,,,,,0.136,560.0,,0.737,10.68,0.635,,,,106.0,186.0,,0.233,,56.0,0.704,,41.2,0,0.022,15,0.961,2.501,300.0,,,,,,,0.0,,,,,,,,,1.247,,,,,,2.282,0.613,,,,,,,,,,,,
114,"""15068""","Fish, pompano, florida, raw",28.35,"1.0 oz, boneless",0.995,0.322,,0.0,0.159,0.426,0.000,,4,,,,0.481,,,,,,,,,,,,,,0,,,,,,,11,,0,,,,0.851,0.011,,0.234,0.000,,,,,,,,0.23,,,194,,0.116,194,,0.116,,,,,,,,,,0.034,0.050,0.37,0.733,0.0,11,0.0,0.057,,0.31,,0.000,3.1,,,,,,,,,0.034,108.0,,0.185,2.68,0.160,,,,37.0,46.0,,0.059,,14.0,0.177,,10.3,0,0.004,4,0.241,0.629,55.0,0.0,14.6,0.214,0.0,14.6,0.214,0.0,,,0.0,124,,,,,0.314,,0.000,3.1,0.270,8.0,0.574,0.154,,,,,0.0,,,,,,,
115,"""15206""","Fish, pout, ocean, cooked, dry heat",137.0,0.5 fillet,0.562,0.056,,,,,,,,,,,2.684,,,,,,,,,,,,0.0,,,,,,,,,19,,,,,,3.504,0.056,,0.099,,,,,,,,,1.281,,,585,,0.055,585,,0.055,,,,,,,,,,0.1,,1.42,0.578,,19,,,,1.99,,,,,,,,,,,,0.056,703.0,,1.033,1.6,0.144,,,,63.0,140.0,,0.327,,92.0,0.986,,64.1,0,0.026,11,1.347,0.310,351.0,,,,,,,0.0,,,,,,,,,1.749,,,,,,0.434,0.860,,,,,,,,,,,,
116,"""15059""","Fish, pout, ocean, raw",85.0,3.0 oz,0.272,0.027,,,,,,,,,,,1.299,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,1.785,0.027,,0.048,,,,,,,,,0.62,,,281,,0.026,281,,0.026,,,,,,,,,,0.051,,0.77,0.28,,10,,,,0.96,,,,,,,,,,,,0.027,340.0,,0.5,0.77,0.070,,,,34.0,67.0,,0.158,,44.0,0.478,,31.0,0,0.013,6,0.652,0.150,170.0,,,,,,,0.0,,,,,,,,,0.847,,,,,,0.210,0.416,,,,,,,,,,,,
117,"""15071""","Fish, rockfish, Pacific, mixed species, cooked, dry heat",149.0,1.0 fillet,0.626,0.723,0.00,0.0,0.04,2.734,0.000,0.004,15,,,,3.26,,,0.0,,0.089,0.003,5.282,3.464,0.009,,0.007,,,0,0.0,,1.97,0.0,,1.97,7,,0,,,,4.317,0.061,0.007,0.098,0.021,,0.003,15,0.009,0.003,15,0.009,1.511,,0.00,682,,0.089,682,,0.089,,,,0.0,1.545,25.0,,,,0.337,0.159,2.37,0.694,0.0,7,0.003,0.359,0.001,2.37,0.00,0.018,6.9,0.000,,,,,,0.04,0.0,0.069,696.0,,1.256,2.41,0.130,,,,24.0,162.0,0.019,0.441,0.00,91.0,1.189,0.003,113.5,0,0.019,15,1.579,0.413,370.0,0.0,117.3,1.375,0.0,117.3,1.375,0.0,,,0.0,273,,,,,2.259,,0.000,6.9,1.648,49.0,0.423,0.748,0.0,,,,0.0,,,0.0,1.053,,0.0,
118,"""15070""","Fish, rockfish, Pacific, mixed species, raw",85.0,3.0 oz,0.286,0.315,0.00,0.0,0.02,1.289,0.000,0.002,8,0.009,0.31,0.656,1.537,0.025,,0.0,0.003,0.040,0.001,2.489,1.633,0.004,,0.003,,0.003,0,0.0,,0.928,0.0,,0.928,3,,0,,,,2.034,0.029,0.003,0.044,0.009,,0.002,8,0.004,0.002,8,0.004,0.712,0.001,0.00,321,0.005,0.042,321,0.005,0.042,0.011,67.22,0,0.0,0.728,12.0,0.002,0,0.004,0.159,0.071,1.18,0.309,0.0,3,0.001,0.178,,1.11,0.00,0.025,3.2,0.000,,0.06,63.0,0.000,,0.016,0.0,0.03,328.0,,0.592,1.14,0.061,0.011,,,13.0,76.0,0.009,0.208,0.00,42.0,0.56,0.002,53.5,0,0.009,8,0.745,0.190,174.0,0.0,55.2,0.649,0.0,55.2,0.649,0.0,,,0.0,128,0.178,0.019,,0.283,1.064,0.0,,3.2,0.776,23.0,0.180,0.352,0.0,0.003,0.012,0.015,0.0,,,0.0,0.496,,0.0,0.001
119,"""15207""","Fish, roe, mixed species, cooked, dry heat",28.35,1.0 oz,0.529,0.965,,,,,,,,,,,0.618,,,,,,,,,,,,0.0,,,,,,,,,26,,,,,,0.621,0.036,,0.038,0.002,,,,,,,,0.37,,,242,,0.027,242,,0.027,,,,,,,,,,0.269,0.357,3.27,0.604,,26,,,,0.5,,0.015,,,,,,,,,,0.01,80.0,,0.432,2.33,0.136,,,,86.0,58.0,,0.106,,136.0,0.408,,14.7,0,0.004,26,0.415,0.463,146.0,,,,,,,0.54,,,,,,,,,0.465,,,,,,0.412,0.221,,,,,,,,,,,,
120,"""15072""","Fish, roe, mixed species, raw",14.0,1.0 tbsp,0.204,0.372,,0.0,0.034,0.274,0.000,,11,,,,0.238,,,,,,,,,,,,0.0,,30,,,,,,,13,,0,,,,0.252,0.014,,0.015,0.001,,,,,,,,0.142,,,84,,0.011,84,,0.011,,,,,,,,,,0.104,0.138,1.4,0.233,0.0,13,0.0,0.022,,0.19,,0.006,1.7,,,,,,,,,0.004,31.0,,0.166,0.9,0.052,,,,42.0,20.0,,0.041,,52.0,0.157,,5.6,0,0.001,11,0.16,0.178,56.0,0.0,47.0,0.137,0.0,47.0,0.137,0.21,,,0.0,68,,,,,0.179,,0.000,1.7,0.183,3.0,0.159,0.085,,,,,0.0,,2.2,,,,,
121,"""15232""","Fish, roughy, orange, cooked, dry heat",85.0,3.0 oz,0.029,0.156,,0.0,0.038,1.527,0.000,,4,0.0,1.59,0.739,1.778,,,0.0,,0.056,0.0,3.150,2.141,0.000,,0.059,,,0,,,,,,,20,,0,,,,1.547,0.064,0.000,0.004,0.000,,0.001,4,0.000,0.001,4,0.000,0.875,,,373,,0.004,373,,0.004,,,,0.03,0.74,9.0,,,,0.054,0.005,0.4,0.373,0.9,20,0.0,0.057,,0.84,0.00,0.021,,,,,,,,,,0.048,154.0,,0.62,0.77,0.047,,,,68.0,89.0,,0.196,,68.0,0.679,0.000,75.1,0,0.031,4,0.899,0.014,87.0,0.0,,0.796,0.0,,0.796,0.0,,,0.0,,,,,,1.231,,0.000,,,,0.249,0.403,0.0,,,,0.0,,,0.0,0.619,,,
122,"""15073""","Fish, roughy, orange, raw",85.0,3.0 oz,0.013,0.093,,0.0,0.026,1.099,0.000,,22,0.003,1.02,0.532,1.266,,,0.0,,0.035,0.0,2.272,1.568,0.000,,0.031,,,0,,,,,,,18,,0,,,,1.301,0.064,0.000,0.002,0.003,,0.000,22,,0.000,22,,0.629,,,272,,0.003,272,,0.003,,,,0.03,0.553,8.0,,,,0.038,0.003,0.32,0.203,0.6,18,0.0,0.044,,0.92,0.00,0.014,,,,,,,,,,0.027,142.0,,0.463,0.59,0.024,,,,60.0,65.0,,0.156,,51.0,0.484,0.000,56.7,0,0.043,22,0.652,0.007,91.0,0.0,,0.574,0.0,,0.574,0.0,,,0.0,,,,,,0.883,,0.000,,,,0.131,0.287,0.0,,,,0.0,,,0.0,0.447,,,
123,"""15208""","Fish, sablefish, cooked, dry heat",85.0,3.0 oz,3.484,2.225,,,,,,,,,,,1.342,,,,,,,,,,,,0.0,,,,,,,,,87,,,,,,4.359,0.024,,0.445,0.104,,,,,,,,0.641,,,889,,0.783,889,,0.783,,,,,,,,,,0.098,0.737,1.22,8.779,,87,0.01,0.294,,1.15,,1.419,,,,,,,,,,0.179,390.0,,0.517,16.68,1.332,,,,287.0,212.0,,0.164,,54.0,0.493,,39.8,0,0.016,14,0.673,2.236,183.0,,,,,,,0.0,,,,,,,,,0.875,,,,,,4.436,0.430,,,,,,,,,,,,
124,"""15074""","Fish, sablefish, raw",85.0,3.0 oz,2.721,1.736,,,,,0.000,,13,,,,1.047,,,,,,,,,,,,0.0,,,,,,,,,79,,,,,,3.4,0.019,,0.347,0.081,,,,,,,,0.5,,,694,,0.611,694,,0.611,,,,,,,,,,0.076,0.575,1.27,6.848,,79,0.008,0.255,,0.89,,1.108,,,,,,,,,,0.14,304.0,,0.403,13.01,1.040,,,,264.0,166.0,,0.128,,42.0,0.385,,31.0,0,0.013,13,0.525,1.746,143.0,,,,,,,0.0,,,,,,,,,0.683,,0.000,,,,3.463,0.336,,,,,,,,,,,,
125,"""15075""","Fish, sablefish, smoked",28.35,1.0 oz,1.194,0.762,,,,,,,,,,,0.46,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.503,0.01,,0.152,0.035,,,,,,,,0.219,,,305,,0.268,305,,0.268,,,,,,,,,,0.034,0.253,0.57,3.007,,35,0.003,0.111,,0.59,,0.486,,,,,,,,,,0.062,134.0,,0.177,5.71,0.456,,,,116.0,73.0,,0.056,,18.0,0.169,,14.2,0,0.006,6,0.231,0.766,63.0,,,,,,,0.0,,,,,,,,,0.3,,,,,,1.520,0.147,,,,,,,,,,,,
126,"""15237""","Fish, salmon, Atlantic, farmed, cooked, dry heat",85.0,3.0 oz,2.037,3.87,,0.0,0.289,1.527,0.000,,29,,,,1.725,,,,,,,,,,,,,,0,,,,,,,59,,0,,,,6.838,0.042,,0.268,0.096,,,,,,,,0.824,,,732,,0.485,732,,0.485,,,,,,,,,,0.115,0.587,2.38,3.554,0.1,59,0.011,0.550,,0.98,,0.000,,,,,,,,,,0.566,326.0,,0.664,10.5,0.652,,,,196.0,175.0,,0.211,,54.0,0.634,,35.2,0,0.014,29,0.865,1.269,214.0,0.0,76.9,0.767,0.0,76.9,0.767,0.0,,,0.0,447,,,,,1.124,,0.004,11.1,0.968,26.0,1.739,0.553,,,,,0.0,,3.1,,,,,
127,"""15236""","Fish, salmon, Atlantic, farmed, raw",85.0,3.0 oz,2.592,3.303,,0.0,0.176,1.373,0.000,,22,0.126,3.02,0.718,1.59,,,0.0,,0.225,0.0,2.405,1.721,0.000,,0.053,,,0,0.0,0.05,1.08,0.0,0.05,1.08,49,,0,0.036,17.36,0.0,7.371,0.038,0.037,0.421,0.142,,0.000,22,0.015,0.000,22,0.015,0.731,0.017,,740,,0.473,740,,0.473,,,,0.26,0.816,8.0,,,,0.132,0.733,2.75,3.204,0.4,49,0.0,0.541,0.009,0.96,0.04,0.000,,,,,,,,,,0.765,309.0,2.5,0.613,11.41,0.672,,,,164.0,177.0,,0.178,,47.0,0.645,0.019,20.4,0,0.009,22,0.823,1.595,204.0,0.0,66.7,0.762,0.0,66.7,0.762,0.0,,,0.0,375,,,,,1.038,,0.000,9.3,0.941,23.0,2.308,0.467,0.0,,,,0.0,,3.3,0.0,0.532,,,
128,"""15209""","Fish, salmon, Atlantic, wild, cooked, dry heat",85.0,3.0 oz,1.068,2.768,,,,,,,,,,,1.986,,,,,,,,,,,,0.0,,,,,,,,,11,,,,,,8.565,0.273,,0.231,0.321,,,,,,,,0.948,,,647,,0.150,647,,0.150,,,,,,,,,,0.414,0.349,2.59,2.292,,11,,,,2.77,,0.304,,,,,,,,,,0.187,534.0,,0.764,6.91,0.274,,,,37.0,155.0,,0.242,,60.0,0.73,,39.8,0,0.018,25,0.996,0.689,218.0,,,,,,,0.0,,,,,,,,,1.294,,,,,,1.472,0.637,,,,,,,,,,,,
129,"""15076""","Fish, salmon, Atlantic, wild, raw",85.0,3.0 oz,0.834,2.158,,,,,,,,,,,1.549,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,6.681,0.212,,0.18,0.251,,,,,,,,0.74,,,505,,0.116,505,,0.116,,,,,,,,,,0.323,0.273,2.7,1.788,,10,,,,2.16,,0.237,,,,,,,,,,0.146,416.0,,0.597,5.39,0.213,,,,34.0,121.0,,0.189,,47.0,0.57,,31.0,0,0.014,21,0.777,0.537,170.0,,,,,,,0.0,,,,,,,,,1.009,,,,,,1.148,0.496,,,,,,,,,,,,
130,"""15210""","Fish, salmon, chinook, cooked, dry heat",85.0,3.0 oz,2.732,2.263,,,,,,,,,,,2.008,,,,,,,,,,,,0.0,,,,,,,,,127,,,,,,8.538,0.045,,0.607,0.093,,,,,,,,0.958,,,822,,0.387,822,,0.387,,,,,,,,,,0.131,0.858,2.44,4.881,,127,,,,1.5,,0.377,,,,,,,,,,0.116,429.0,,0.773,11.37,0.963,,,,422.0,196.0,,0.245,,72.0,0.738,,39.8,0,0.016,30,1.007,1.738,315.0,,,,,,,0.0,,,,,,,,,1.308,,,,,,3.047,0.643,,,,,,,,,,,,
131,"""15078""","Fish, salmon, chinook, raw",85.0,3.0 oz,2.635,2.379,,0.0,0.046,1.385,,,,,,,1.566,,,,,,,,,,,,,,0,,,,,,,116,,0,,,,7.157,0.035,,0.49,0.076,,,,,,,,0.747,,,638,,0.358,638,,0.358,,,,,,,,,,0.096,0.857,1.1,3.739,,116,,,,1.13,,0.159,,,,,,,,,,0.104,335.0,,0.603,8.87,0.773,,,,385.0,152.0,,0.191,,42.0,0.575,0.009,31.0,0,0.013,26,0.785,1.778,246.0,,,,,,,0.0,,,0.0,,,,,,1.02,,,,,,2.514,0.501,,,,,0.0,,3.4,,,,,
132,"""15077""","Fish, salmon, chinook, smoked",28.35,"1.0 oz, boneless",0.263,0.282,,0.0,0.007,0.421,0.000,,1,,,,0.476,,,,,,,,,,,,,,0,,,,,,,7,,0,,,,1.338,0.065,,0.053,0.000,,,,,,,,0.227,,,139,,0.052,139,,0.052,,,,,,,,,,0.029,0.052,0.92,0.574,0.0,7,0.0,0.079,,0.74,,0.085,4.8,,,,,,,,,0.134,50.0,,0.183,1.22,0.086,,,,25.0,33.0,,0.058,,7.0,0.175,,9.2,0,0.005,1,0.239,0.159,46.0,0.0,25.2,0.211,0.0,25.2,0.211,0.0,,,0.0,194,,,,,0.31,,0.000,4.8,0.267,5.0,0.269,0.153,,,,,0.0,,,,,,,
133,"""15179""","Fish, salmon, chinook, smoked, (lox), regular",28.35,1.0 oz,0.263,0.282,,,,,,,,,,,0.476,,,,,,,,,,,,0.0,,,,,,,,,7,,,,,,1.338,0.065,,0.053,,,,,,,,,0.227,,,139,,0.052,139,,0.052,,,,,,,,,,0.029,0.052,0.92,0.574,,7,,,,0.74,,0.085,,,,,,,,,,0.134,50.0,,0.183,1.22,0.086,,,,25.0,33.0,,0.058,,7.0,0.175,,10.8,0,0.005,1,0.239,0.159,46.0,,,,,,,0.0,,,,,,,,,0.31,,,,,,0.269,0.153,,,,,,,,,,,,
134,"""15080""","Fish, salmon, chum, canned, drained solids with bone",85.0,3.0 oz,1.263,1.289,,0.0,0.017,1.481,0.000,,17,,,,1.673,,,,,,,,,,,,,,0,,,,,,,15,,0,,,,5.95,0.085,,0.16,0.042,,,,,,,,0.799,,,502,,0.410,502,,0.410,,,,,,,,,,0.136,0.402,3.74,1.631,0.1,15,0.0,0.323,,2.1,,0.208,8.2,,,,,,,,,0.048,255.0,,0.644,4.67,0.201,,,,51.0,120.0,,0.204,,33.0,0.615,,36.8,0,0.017,17,0.84,0.694,301.0,0.0,72.2,0.743,0.0,72.2,0.743,0.0,,,0.0,328,,,,,1.09,,0.000,8.2,0.938,26.0,0.985,0.536,,,,,0.0,,,,,,,
135,"""15180""","Fish, salmon, chum, canned, without salt, drained solids with bone",85.0,3.0 oz,1.263,1.289,,,,,,,,,,,1.673,,,,,,,,,,,,0.0,,,,,,,,,15,,,,,,5.95,0.085,,0.16,0.042,,,,,,,,0.799,,,502,,0.410,502,,0.410,,,,,,,,,,0.136,0.402,3.74,1.631,,15,,,,2.1,,0.208,,,,,,,,,,0.048,255.0,,0.644,4.67,0.201,,,,52.0,120.0,,0.204,,33.0,0.615,,36.8,0,0.017,17,0.84,0.694,301.0,,,,,,,0.0,,,,,,,,,1.09,,,,,,0.985,0.536,,,,,,,,,,,,
136,"""15211""","Fish, salmon, chum, cooked, dry heat",85.0,3.0 oz,0.915,0.979,,,,,,,,,,,2.015,,,,,,,,,,,,0.0,,,,,,,,,29,,,,,,7.247,0.06,,0.113,0.037,,,,,,,,0.962,,,547,,0.163,547,,0.163,,,,,,,,,,0.186,0.254,2.94,1.68,,29,,,,1.28,,0.349,,,,,,,,,,0.065,468.0,,0.776,4.11,0.241,,,,97.0,131.0,,0.246,,81.0,0.741,,39.8,0,0.016,4,1.011,0.638,309.0,,,,,,,0.0,,,,,,,,,1.313,,,,,,0.889,0.646,,,,,,,,,,,,
137,"""15079""","Fish, salmon, chum, raw",85.0,3.0 oz,0.714,0.763,,,,,,,,,,,1.572,,,,,,,,,,,,0.0,,,,,,,,,26,,,,,,5.95,0.047,,0.088,0.029,,,,,,,,0.751,,,427,,0.128,427,,0.128,,,,,,,,,,0.153,0.198,2.55,1.31,,26,,,,1.0,,0.272,,,,,,,,,,0.051,365.0,,0.605,3.2,0.188,,,,84.0,102.0,,0.192,,63.0,0.578,,31.0,0,0.013,3,0.789,0.498,241.0,,,,,,,0.0,,,,,,,,,1.024,,,,,,0.694,0.504,,,,,,,,,,,,
138,"""15239""","Fish, salmon, coho, farmed, cooked, dry heat",143.0,1.0 fillet,2.78,2.807,,,,,,,,,,,3.192,,,,,,,,,,,,0.0,,,,,,,,,84,,,,,,10.572,0.127,,0.472,0.109,,,,,,,,1.523,,,1065,,0.440,1065,,0.440,,,,,,,,,,0.162,0.583,4.53,5.174,,84,,,,2.0,,0.951,,,,,,,,,,0.533,658.0,,1.228,11.77,0.689,,,,282.0,255.0,,0.389,,90.0,1.173,,20.2,0,0.030,20,1.602,1.680,475.0,,,,,,,0.0,,,,,,,,,2.079,,,,,,2.637,1.022,,,,,,,,,,,,
139,"""15238""","Fish, salmon, coho, farmed, raw",85.0,3.0 oz,1.544,1.582,,,,,,,,,,,1.66,,,,,,,,,,,,0.0,,,,,,,,,48,,,,,,5.791,0.041,,0.265,0.064,,,,,,,,0.792,,,569,,0.244,569,,0.244,,,,,,,,,,0.093,0.327,2.27,2.831,,48,,,,1.1,,0.497,,,,,,,,,,0.297,382.0,,0.639,6.52,0.379,,,,160.0,136.0,,0.202,,43.0,0.61,,10.7,0,0.010,11,0.833,0.927,248.0,,,,,,,0.0,,,,,,,,,1.082,,,,,,1.465,0.532,,,,,,,,,,,,
140,"""15247""","Fish, salmon, coho, wild, cooked, dry heat",85.0,3.0 oz,0.896,1.082,,0.0,0.064,1.620,0.000,,11,,,,1.831,,,,,,,,,,,,,,0,,,,,,,43,,0,,,,6.758,0.06,,0.134,0.047,,,,,,,,0.874,,,495,,0.128,495,,0.128,,,,,,,,,,0.119,0.341,4.25,1.344,0.1,43,0.0,0.483,,1.1,,0.130,9.6,,,,,,,,,0.048,369.0,,0.705,3.65,0.231,,,,144.0,118.0,,0.224,,47.0,0.673,,32.3,0,0.016,11,0.919,0.581,274.0,0.0,61.2,0.813,0.0,61.2,0.813,0.0,,,0.0,383,,,,,1.193,,0.000,9.6,1.027,28.0,0.731,0.587,,,,,0.0,,1.2,,,,,
141,"""15082""","Fish, salmon, coho, wild, cooked, moist heat",85.0,3.0 oz,1.356,2.143,,,,,,,,,,,2.136,,,,,,,,,,,,0.0,,,,,,,,,27,,,,,,6.612,0.055,,0.223,0.169,,,,,,,,1.02,,,654,,0.284,654,,0.284,,,,,,,,,,0.135,0.462,3.81,2.297,,27,,,,1.3,,0.157,,,,,,,,,,0.221,387.0,,0.823,6.38,0.544,,,,92.0,156.0,,0.26,,48.0,0.785,,39.3,0,0.015,8,1.072,0.807,253.0,,,,,,,0.0,,,,,,,,,1.391,,,,,,1.295,0.685,,,,,,,,,,,,
142,"""15081""","Fish, salmon, coho, wild, raw",85.0,3.0 oz,1.071,1.693,,0.0,0.096,1.493,0.000,,8,,,,1.687,,,,,,,,,,,,,,0,,,,,,,34,,0,,,,6.146,0.043,,0.176,0.133,,,,,,,,0.806,,,519,,0.224,519,,0.224,,,,,,,,,,0.119,0.365,3.54,1.814,0.1,34,0.0,0.467,,1.03,,0.124,7.7,,,,,,,,,0.175,360.0,,0.649,5.04,0.430,,,,115.0,124.0,,0.206,,38.0,0.62,,31.0,0,0.012,8,0.847,0.638,223.0,0.0,93.0,0.750,0.0,93.0,0.750,0.0,,,0.0,307,,,,,1.1,,0.000,7.7,0.947,26.0,1.023,0.541,,,,,0.0,,0.8,,,,,
