,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
209,"""15130""","Fish, whitefish, mixed species, raw",85.0,3.0 oz,0.77,1.827,,0.0,0.119,1.318,0.000,,13,,,,1.49,,,,,,,,,,,,,,0,,,,,,,31,,0,,,,2.55,0.061,,0.168,0.156,,,,,,,,0.711,,,477,,0.093,477,,0.093,,,,,,,,,,0.102,0.269,0.85,1.697,0.1,31,0.0,0.255,,0.95,,0.021,10.2,,,,,,,,,0.231,269.0,,0.574,4.98,0.442,,,,102.0,114.0,,0.182,,51.0,0.547,,10.7,0,0.057,13,0.748,0.509,230.0,0.0,55.2,0.662,0.0,55.2,0.662,0.0,,,0.0,406,,,,,0.971,,0.000,10.2,0.836,28.0,1.145,0.478,,,,,0.0,,,,,,,
210,"""15131""","Fish, whitefish, mixed species, smoked",136.0,"1.0 cup, cooked",0.31,0.398,,0.0,0.044,2.587,0.000,,10,,,,2.923,,,,,,,,,,,,,,0,,,,,,,78,,0,,,,3.264,0.428,,0.06,0.000,,,,,,,,1.395,,,615,,0.010,615,,0.010,,,,,,,,,,0.137,0.065,4.43,0.378,0.1,78,0.0,0.529,,6.88,,0.033,17.4,,,,,,,,,0.114,575.0,,1.125,1.26,0.035,,,,258.0,147.0,,0.356,,45.0,1.074,,18.4,0,0.046,10,1.466,0.241,180.0,0.0,129.2,1.299,0.0,129.2,1.299,0.0,,,0.0,696,,,,,1.904,,0.000,17.4,1.640,31.0,0.279,0.937,,,,,0.0,,,,,,,
211,"""15133""","Fish, whiting, mixed species, cooked, dry heat",72.0,1.0 fillet,0.288,0.423,,0.0,0.049,1.374,0.000,,11,,,,1.552,,,,,,,,,,,,,,0,,,,,,,27,,0,,,,1.202,0.029,,0.034,0.009,,,,,,,,0.741,,,348,,0.049,348,,0.049,,,,,,,,,,0.043,0.204,1.87,0.32,0.1,27,0.0,0.130,,1.05,,0.014,1.3,,,,,,,,,0.014,312.0,,0.598,1.22,0.087,,,,92.0,84.0,,0.189,,60.0,0.571,,29.6,0,0.094,11,0.779,0.205,205.0,0.0,60.0,0.690,0.0,60.0,0.690,0.0,,,0.0,53,,,,,1.012,,0.000,1.3,0.871,19.0,0.199,0.498,,,,,0.0,,,,,,,
212,"""15132""","Fish, whiting, mixed species, raw",92.0,1.0 fillet,0.227,0.388,,0.0,0.052,1.369,0.000,,12,,,,1.547,,,,,,,,,,,,,,0,,,,,,,28,,0,,,,1.196,0.029,,0.029,0.031,,,,,,,,0.739,,,347,,0.041,347,,0.041,,,,,,,,,,0.042,0.086,2.12,0.257,0.1,28,0.0,0.144,,1.2,,0.004,1.3,,,,,,,,,0.018,229.0,,0.596,1.21,0.075,,,,92.0,83.0,,0.189,,62.0,0.569,,29.5,0,0.096,12,0.776,0.145,204.0,0.0,59.8,0.687,0.0,59.8,0.687,0.0,,,0.0,52,,,,,1.008,,0.000,1.3,0.868,19.0,0.149,0.496,,,,,0.0,,,,,,,
213,"""15224""","Fish, wolffish, Atlantic, cooked, dry heat",119.0,0.5 fillet,0.557,1.289,,,,,,,,,,,2.453,,,,,,,,,,,,0.0,,,,,,,,,155,,,,,,3.092,0.044,,0.07,0.014,,,,,,,,1.171,,,613,,0.101,613,,0.101,,,,,,,,,,0.115,0.468,2.8,1.276,,155,,,,1.77,,0.027,,,,,,,,,,0.031,458.0,,0.944,3.64,0.288,,,,515.0,146.0,,0.299,,70.0,0.901,,55.7,0,0.023,7,1.23,0.386,305.0,,,,,,,0.0,,,,,,,,,1.598,,,,,,,0.787,,,,,,,,,,,,
214,"""15134""","Fish, wolffish, Atlantic, raw",85.0,3.0 oz,0.31,0.718,,,,,,,,,,,1.366,,,,,,,,,,,,0.0,,,,,,,,,96,,,,,,1.813,0.025,,0.039,0.008,,,,,,,,0.652,,,342,,0.056,342,,0.056,,,,,,,,,,0.068,0.261,1.73,0.711,,96,,,,0.99,,0.015,,,,,,,,,,0.017,255.0,,0.526,2.03,0.161,,,,319.0,82.0,,0.167,,39.0,0.502,,31.0,0,0.013,4,0.685,0.215,170.0,,,,,,,0.0,,,,,,,,,0.89,,,,,,0.439,0.438,,,,,,,,,,,,
215,"""15135""","Fish, yellowtail, mixed species, raw",85.0,3.0 oz,1.088,1.207,,,,,,,,,,,1.807,,,,,,,,,,,,0.0,,,,,,,,,25,,,,,,5.78,0.038,,,,,,,,,,,0.863,,,519,,,519,,,,,,,,,,,,0.034,,1.1,1.692,0.1,25,,,,0.93,,,,,,,,,,,,,,,0.695,4.45,,,,,81.0,124.0,,0.22,,47.0,0.664,,31.0,0,0.013,3,0.906,,133.0,,,,,,,0.0,,,,,,,,,1.177,,,,,,,,,,,,,,,,,,,
216,"""80200""","Frog legs, raw",45.0,1.0 leg,0.034,0.046,,0.0,0.063,,0.000,,7,,,,,,,,,,,,,,,,,,0,,,,,,,7,,0,,,,0.54,0.113,,0.009,0.005,,,,,,,,,,,137,,0.000,137,,0.000,,,,,,,,,,0.113,0.006,0.18,0.024,0.0,7,0.0,0.054,,0.63,,0.000,0.1,,,,,,,,,0.009,128.0,,,,,,,,22.0,33.0,,,,,,,,0,,7,,,,0.0,29.2,,0.0,29.2,,0.0,,,0.0,4,,,,,,,,0.1,,9.0,0.020,,,,,,0.0,,,,,,,
217,"""43497""","Jellyfish, dried, salted",58.0,1.0 cup,0.158,0.275,,0.0,0.006,,0.000,,1,,,,,,,,,,,,,,,,,,0,,,,,,,1,,0,,,,0.116,0.081,,0.037,0.001,,,,,,,,,,,88,,0.011,88,,0.011,,,,,,,,,,0.006,0.004,0.01,0.117,0.1,1,0.0,0.006,,14.56,,0.004,0.0,,,,,,,,,0.006,2.0,,,,,,,,4.0,21.0,,,,,,,,0,,1,,,,0.0,55.1,,0.0,55.1,,0.0,,,0.0,,,,,,,,,0.0,,1.0,0.074,,,,,,0.0,,,,,,,
218,"""15156""","Mollusks, abalone, mixed species, cooked, fried",85.0,3.0 oz,1.399,1.425,,,,,,,,,,,1.218,,,,,,,,,,,,0.0,,,,,,,,,2,,,,,,1.615,0.194,,0.551,0.081,,,,,,,,0.712,,,672,,0.042,672,,0.042,,,,,,,,,,0.111,0.046,0.59,2.33,,2,,,,1.5,,,,,,,,,,,,1.253,241.0,,0.723,5.76,0.019,,,,4.0,161.0,,0.19,,80.0,0.533,,44.0,8,0.060,12,0.726,0.810,184.0,,,,,,,9.39,,,,,,,,,1.199,,,,,,2.313,0.321,,,,,,,,,,,,
219,"""15155""","Mollusks, abalone, mixed species, raw",85.0,3.0 oz,0.127,0.088,,0.0,0.161,1.023,0.000,,4,,,,1.086,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,1.275,0.167,,0.018,0.000,,,,,,,,0.626,,,373,,0.020,373,,0.020,,,,,,,,,,0.085,0.042,0.62,0.091,19.6,2,0.0,0.128,,1.33,,0.000,0.0,,,,,,,,,0.006,212.0,,0.593,0.65,0.017,,,,6.0,89.0,,0.163,,72.0,0.465,,38.1,0,0.034,4,0.632,0.088,162.0,0.0,55.2,0.651,0.0,55.2,0.651,5.11,,,0.0,,,,,,1.061,,0.000,0.0,0.635,41.0,0.074,0.279,,,,,0.0,,1.7,,,,,
220,"""15160""","Mollusks, clam, mixed species, canned, drained solids",85.0,3.0 oz,0.263,0.27,0.00,0.0,0.02,1.686,0.000,0.007,6,,,,1.577,,,0.0,,0.009,0.0,3.157,2.258,0.048,,0.006,,,0,0.1,0.04,1.244,0.1,0.04,1.244,127,,0,,,,0.491,0.074,,0.071,0.021,0.00,0.000,6,0.001,0.000,6,0.001,0.983,,0.00,506,,0.010,506,,0.010,,,,1.25,0.899,55.0,,,,0.056,0.060,15.84,0.168,0.3,127,0.006,0.014,0.000,2.55,0.54,0.000,0.1,0.002,,,,,,0.01,0.0,0.06,534.0,,0.702,1.35,0.027,,,,422.0,121.0,0.000,0.288,1.96,42.0,0.839,0.006,42.9,0,0.119,6,0.972,0.154,278.0,0.0,91.3,0.969,0.0,91.3,0.969,5.02,,,0.0,2,,,,,1.7,,0.000,0.1,1.043,27.0,0.083,0.422,0.0,,,,0.0,,,0.01,0.593,0.000,0.0,
221,"""15162""","Mollusks, clam, mixed species, canned, liquid",85.0,3.0 oz,0.002,0.005,,0.0,0.009,,0.000,,2,,,,0.0,,,0.0,,,,,,,,,,,0,,,,,,,8,,0,,,,0.153,0.331,,0.0,,,,,,,,,0.0,,,7,,0.000,7,,0.000,,,,0.0,0.001,11.0,,,,0.017,0.001,4.25,0.002,0.2,8,0.0,0.009,,1.53,0.01,0.000,0.0,,,,,,,,,0.0,127.0,,,,,,,,26.0,2.0,,,,,0.0,,3.5,0,0.063,2,0.0,0.001,97.0,0.0,11.1,0.001,0.0,11.1,0.001,0.09,,,0.0,,,,,,0.001,,0.000,0.0,,9.0,0.001,0.000,,,,,0.0,,0.8,0.0,,,,
222,"""15158""","Mollusks, clam, mixed species, cooked, breaded and fried",85.0,3.0 oz,2.281,2.44,,,,,,,,,,,0.843,,,,,,,,,,,,,,,,,,,,,77,,,,,,1.754,0.303,,0.909,0.136,,,,,,,,0.512,,,718,,0.049,718,,0.049,,,,,,,,,,0.207,0.056,34.23,3.863,,77,,,,1.84,,0.005,,,,,,,,,,2.087,277.0,,0.587,9.48,0.036,,,,257.0,172.0,,0.143,,52.0,0.394,,24.6,15,0.459,31,0.541,1.318,160.0,,,,,,,8.78,,,,,,,,,0.837,,,,,,3.801,0.238,,,,,,,,,,,,
223,"""15159""","Mollusks, clam, mixed species, cooked, moist heat",85.0,3.0 oz,0.16,0.469,,,,,,,,,,,1.623,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.851,0.585,,0.031,0.007,,,,,,,,0.934,,,525,,0.022,525,,0.022,,,,,,,,,,0.362,0.117,84.06,0.146,,145,,,,3.18,,0.010,,,,,,,,,,0.027,534.0,,0.886,1.66,0.037,,,,484.0,126.0,,0.243,,57.0,0.694,,54.4,0,0.850,25,0.945,0.102,287.0,,,,,,,4.36,,,,,,,,,1.584,,,,,,0.058,0.416,,,,,,,,,,,,
224,"""15157""","Mollusks, clam, mixed species, raw",85.0,3.0 oz,0.159,0.163,0.00,0.0,0.013,1.020,0.000,0.004,4,0.013,0.58,0.476,0.955,0.000,,0.0,0.005,0.006,0.0,1.911,1.367,0.029,,0.003,,,0,0.0,0.03,0.752,0.0,0.03,0.752,76,,0,,,,0.297,0.045,0.007,0.043,0.013,0.00,0.000,4,0.001,0.000,4,0.001,0.595,,0.00,306,0.012,0.007,306,0.012,0.007,0.001,67.13,0,0.76,0.544,33.0,0.007,0,0.002,0.034,0.037,9.59,0.102,0.2,76,0.003,0.009,0.000,1.55,0.32,0.000,0.0,0.001,,0.01,511.0,0.000,,0.006,0.0,0.036,39.0,,0.425,0.82,0.017,0.001,,0.00,255.0,73.0,0.000,0.174,1.19,26.0,0.507,0.003,26.0,0,0.072,4,0.589,0.093,168.0,0.0,55.2,0.587,0.0,55.2,0.587,3.03,0.000,,0.0,1,0.046,0.023,,0.126,1.028,,0.000,0.0,0.632,16.0,0.051,0.255,0.0,0.001,0.009,0.013,0.0,,,0.01,0.360,0.000,0.0,0.012
225,"""15250""","Mollusks, conch, baked or broiled",127.0,"1.0 cup, sliced",0.47,0.348,,0.0,0.076,,0.000,,227,,,,,,,,,,,,,,,,,,0,,,,,,,9,,0,,,,1.321,0.552,,0.136,0.000,,,,,,,,,,,691,,0.030,691,,0.030,,,,,,,,,,0.102,0.061,6.67,0.424,0.3,9,0.0,0.076,,1.78,,0.136,0.0,,,,,,,,,0.061,207.0,,,,,,,,29.0,165.0,,,,,,,,0,,227,,,,0.0,102.9,,0.0,102.9,,2.16,,,0.0,,,,,,,,,0.0,,302.0,0.091,,,,,,0.0,,,,,,,
226,"""15229""","Mollusks, cuttlefish, mixed species, cooked, moist heat",85.0,3.0 oz,0.201,0.228,,,,,,,,,,,2.063,,,,,,,,,,,,0.0,,,,,,,,,173,,,,,,1.861,0.848,,0.075,0.002,,,,,,,,1.188,,,562,,0.020,562,,0.020,,,,,,,,,,1.47,0.066,4.59,0.138,,173,,,,2.86,,0.002,,,,,,,,,,0.003,541.0,,1.126,1.19,0.020,,,,574.0,134.0,,0.309,,190.0,0.883,,76.2,0,0.178,20,1.202,0.104,493.0,,,,,,,1.39,,,,,,,,,2.014,,,,,,0.053,0.530,,,,,,,,,,,,
227,"""15163""","Mollusks, cuttlefish, mixed species, raw",85.0,3.0 oz,0.1,0.114,,,,,,,,,,,1.031,,,,,,,,,,,,0.0,,,,,,,,,96,,,,,,1.034,0.499,,0.037,0.001,,,,,,,,0.594,,,281,,0.010,281,,0.010,,,,,,,,,,0.774,0.033,2.55,0.069,,96,,,,1.43,,0.001,,,,,,,,,,0.002,301.0,,0.563,0.59,0.010,,,,319.0,67.0,,0.155,,95.0,0.442,,38.1,0,0.093,14,0.601,0.052,329.0,,,,,,,0.7,,,,,,,,,1.007,,,,,,0.026,0.265,,,,,,,,,,,,
228,"""15165""","Mollusks, mussel, blue, cooked, moist heat",85.0,3.0 oz,0.723,1.03,,,,,,,,,,,1.512,,,,,,,,,,,,0.0,,,,,,,,,77,,,,,,2.55,0.127,,0.116,0.034,,,,,,,,0.871,,,612,,0.100,612,,0.100,,,,,,,,,,0.357,0.235,20.4,0.862,,77,,,,2.7,,0.044,,,,,,,,,,0.031,228.0,,0.825,3.81,0.235,,,,258.0,146.0,,0.227,,48.0,0.648,,76.2,0,5.780,65,0.881,0.500,242.0,,,,,,,6.28,,,,,,,,,1.476,,,,,,0.349,0.388,,,,,,,,,,,,
229,"""15164""","Mollusks, mussel, blue, raw",150.0,1.0 cup,0.637,0.909,,0.0,0.24,1.257,0.000,,63,,,,1.333,,,0.0,,0.207,,,,,,,,,0,,,,,,,72,,0,,,,2.4,0.141,,0.102,0.030,,,,,,,,0.768,,,540,,0.088,540,,0.088,,,,0.03,1.116,39.0,,,,0.315,0.282,18.0,0.76,0.1,72,0.0,0.075,,2.38,0.00,0.039,0.0,,,,,,,,,0.027,480.0,,0.729,3.36,0.207,,,,240.0,129.0,,0.2,,42.0,0.572,,67.2,0,5.100,63,0.777,0.441,296.0,0.0,97.5,0.799,0.0,97.5,0.799,5.54,,,0.0,,,,,,1.302,,0.000,0.0,0.780,51.0,0.307,0.342,,,,,0.0,,12.0,0.0,0.402,,,
230,"""15230""","Mollusks, octopus, common, cooked, moist heat",85.0,3.0 oz,0.385,0.405,,0.0,0.048,1.784,0.000,,20,,,,1.894,,,,,,,,,,,,,,0,,,,,,,76,,0,,,,3.213,0.628,,0.085,0.000,,,,,,,,1.091,,,583,,0.043,583,,0.043,,,,,,,,,,0.065,0.129,30.6,0.275,0.1,76,0.0,0.551,,2.72,,0.017,0.0,,,,,,,,,0.015,536.0,,1.034,1.77,0.112,,,,255.0,139.0,,0.284,,82.0,0.811,,76.2,0,0.040,20,1.103,0.252,237.0,0.0,68.8,1.136,0.0,68.8,1.136,3.74,,,0.0,,,,,,1.85,,0.000,0.0,1.108,51.0,0.105,0.487,,,,,0.0,,6.8,,,,,
231,"""15166""","Mollusks, octopus, common, raw",85.0,3.0 oz,0.193,0.203,,0.0,0.025,0.892,0.000,,14,,,,0.947,,,,,,,,,,,,,,0,,,,,,,38,,0,,,,1.785,0.37,,0.043,0.000,,,,,,,,0.546,,,292,,0.021,292,,0.021,,,,,,,,,,0.034,0.065,17.0,0.138,0.1,38,0.0,0.306,,1.36,,0.009,0.0,,,,,,,,,0.008,298.0,,0.517,0.88,0.056,,,,128.0,70.0,,0.142,,41.0,0.405,,38.1,0,0.021,14,0.552,0.126,158.0,0.0,55.2,0.568,0.0,55.2,0.568,1.87,,,0.0,,,,,,0.925,,0.000,0.0,0.553,26.0,0.053,0.243,,,,,0.0,,4.2,,,,,
232,"""15170""","Mollusks, oyster, eastern, canned",85.0,3.0 oz,0.536,0.628,,0.0,0.128,0.422,0.000,,8,,,,0.449,,,,,,,,,,,,,,0,,,,,,,76,,0,,,,1.057,3.792,,0.051,0.031,,,,,,,,0.258,,,244,,0.093,244,,0.093,,,,,,,,,,0.141,0.179,16.26,0.212,0.1,76,0.0,0.081,,1.21,,0.008,0.0,,,,,,,,,0.042,195.0,,0.245,2.1,0.063,,,,255.0,58.0,,0.067,,47.0,0.192,,30.4,0,0.383,8,0.261,0.370,118.0,0.0,68.8,0.269,0.0,68.8,0.269,3.32,,,0.0,1,,,,,0.438,,0.000,0.0,0.262,46.0,0.082,0.116,,,,,0.0,,4.2,,,,,
233,"""15168""","Mollusks, oyster, eastern, cooked, breaded and fried",85.0,3.0 oz,2.717,2.816,,,,,,,,,,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,1.403,3.65,,0.944,0.133,,,,,,,,0.31,,,707,,0.128,707,,0.128,,,,,,,,,,0.172,,13.29,3.997,,76,,,,1.46,,0.008,,,,,,,,,,2.074,207.0,,0.399,10.69,0.078,,,,257.0,169.0,,0.089,,60.0,0.246,,56.5,14,0.416,26,0.337,1.623,135.0,,,,,,,9.88,,,,,,,,,0.497,,,,,,3.774,0.149,,,,,,,,,,,,
234,"""15246""","Mollusks, oyster, eastern, farmed, cooked, dry heat",85.0,3.0 oz,0.581,0.606,,,,,,,,,,,0.445,,,,,,,,,,,,0.0,,,,,,,,,16,,,,,,1.523,1.219,,0.06,0.054,,,,,,,,0.256,,,281,,0.045,281,,0.045,,,,,,,,,,0.047,0.195,20.66,0.196,,16,,,,1.4,,,,,,,,,,,,0.037,129.0,,0.243,1.8,0.050,,,,54.0,67.0,,0.066,,32.0,0.19,,65.9,0,0.361,20,0.259,0.416,98.0,,,,,,,6.19,,,,,,,,,0.434,,,,,,0.094,0.114,,,,,,,,,,,,
235,"""15245""","Mollusks, oyster, eastern, farmed, raw",85.0,3.0 oz,0.377,0.502,,,,,,,,,,,0.331,,,,,,,,,,,,0.0,,,,,,,,,7,,,,,,1.077,0.627,,0.038,0.037,,,,,,,,0.191,,,210,,0.030,210,,0.030,,,,,,,,,,0.055,0.160,13.77,0.129,,7,,,,1.27,,,,,,,,,,,,0.024,105.0,,0.181,1.32,0.032,,,,21.0,50.0,,0.05,,21.0,0.142,,54.1,0,0.335,15,0.193,0.267,79.0,,,,,,,4.7,,,,,,,,,0.324,,,,,,0.063,0.085,,,,,,,,,,,,
236,"""15244""","Mollusks, oyster, eastern, wild, cooked, dry heat",85.0,3.0 oz,0.626,0.697,0.00,0.82,0.021,0.473,0.000,0.003,8,,,,0.503,,53.5,,,,0.0,0.891,0.649,,,0.004,,,0,3.3,,0.358,3.3,,0.358,17,,0,,,,1.16,3.773,0.031,0.087,0.111,0.82,0.003,8,0.008,0.003,8,0.008,0.031,,0.00,281,,0.065,281,,0.065,,,,,,,,,,0.095,0.233,10.97,0.334,1.3,17,0.002,0.038,0.001,1.08,,0.001,0.0,0.002,,,,,,0.014,0.0,0.054,206.0,,0.297,2.25,0.068,,,,49.0,67.0,0.001,0.091,0.59,53.0,0.267,0.003,26.1,0,0.390,8,0.303,0.422,128.0,0.0,85.8,0.297,0.0,85.8,0.297,3.6,,,0.0,1,,,,,0.49,,0.000,0.0,0.345,24.0,0.222,0.145,0.0,,,,0.0,,,,,,0.0,
237,"""15169""","Mollusks, oyster, eastern, wild, cooked, moist heat",85.0,3.0 oz,0.806,0.898,0.00,1.05,0.031,0.609,0.000,0.004,12,0.139,1.45,0.351,0.648,0.001,,,,,0.0,1.147,0.835,0.005,,0.006,,0.003,0,4.2,,0.461,4.2,,0.461,22,,0,,,,1.573,4.851,0.040,0.111,0.143,1.05,0.003,12,0.009,0.003,12,0.009,0.039,0.003,0.00,363,0.049,0.085,363,0.049,0.085,0.009,66.46,0,,,,0.014,0,0.018,0.153,0.300,14.88,0.43,1.7,22,0.002,0.052,,1.3,,0.001,0.0,0.003,,0.073,141.0,0.000,,0.017,0.0,0.07,118.0,,0.383,2.91,0.088,0.009,,0.00,75.0,87.0,0.001,0.117,0.77,67.0,0.343,0.003,33.6,0,0.502,12,0.39,0.542,165.0,0.0,110.5,0.383,0.0,110.5,0.383,4.63,0.000,,0.0,2,0.251,0.052,,0.380,0.632,,0.000,0.0,0.445,30.0,0.286,0.187,0.0,0.006,0.037,0.058,0.0,,,,,,0.0,0.009
238,"""15167""","Mollusks, oyster, eastern, wild, raw",84.0,6.0 medium,0.398,0.444,0.00,0.52,0.015,0.301,0.000,0.002,6,,,,0.32,,34.0,,,,0.0,0.567,0.412,,,0.003,,,0,2.1,,0.228,2.1,,0.228,11,,0,,,,0.777,2.401,0.020,0.055,0.071,0.52,0.002,6,0.005,0.002,6,0.005,0.019,,0.00,179,,0.042,179,,0.042,,,,,,,,,,0.076,0.149,7.35,0.213,0.8,11,0.001,0.026,,0.69,,0.001,0.0,0.002,,,,,,0.008,0.0,0.034,131.0,,0.189,1.44,0.044,,,,37.0,43.0,0.000,0.058,0.38,34.0,0.17,0.002,16.5,0,0.249,6,0.192,0.268,81.0,0.0,54.6,0.189,0.0,54.6,0.189,2.28,,,0.0,1,,,,,0.312,,0.000,0.0,0.220,15.0,0.141,0.092,0.0,,,,0.0,,,,,,0.0,
239,"""15231""","Mollusks, oyster, Pacific, cooked, moist heat",25.0,1.0 medium,0.255,0.447,,0.0,0.032,0.333,0.000,,4,,,,0.353,,,,,,,,,,,,,,0,,,,,,,36,,0,,,,0.905,0.67,,0.035,0.016,,,,,,,,0.203,,,170,,0.041,170,,0.041,,,,,,,,,,0.111,0.219,7.2,0.194,0.0,36,0.0,0.022,,0.61,,0.026,,,,,,,,,,0.016,76.0,,0.193,1.15,0.057,,,,122.0,41.0,,0.053,,25.0,0.151,,38.5,0,0.305,4,0.206,0.178,61.0,,,,,,,2.48,,,0.0,,,,,,0.345,,0.000,,,,0.096,0.091,,,,,0.0,,3.2,,,,,
240,"""15171""","Mollusks, oyster, Pacific, raw",50.0,1.0 medium,0.255,0.447,,,,,0.000,,5,,,,0.353,,,,,,,,,,,,0.0,,,,,,,,,40,,,,,,1.005,0.788,,0.035,0.016,,,,,,,,0.203,,,170,,0.041,170,,0.041,,,,,,,,,,0.117,0.219,8.0,0.179,,40,0.0,0.025,,0.61,,0.026,,,,,,,,,,0.016,84.0,,0.193,1.15,0.057,,,,135.0,40.0,,0.053,,25.0,0.151,,38.5,0,0.322,5,0.205,0.178,81.0,,,,,,,2.48,,,,,,,,,0.344,,0.000,,,,0.096,0.090,,,,,,,,,,,,
241,"""90240""","Mollusks, scallop, (bay and sea), cooked, steamed",85.0,3.0 oz,0.185,0.189,0.00,0.0,0.01,1.042,0.000,0.001,17,,,,1.069,,,0.0,,0.008,0.0,2.031,1.336,0.001,,0.002,,,0,0.0,,0.775,0.0,,0.775,2,,0,,,,0.915,0.028,0.007,0.042,0.005,0.00,0.001,17,0.003,0.001,17,0.003,0.535,,0.00,396,,0.011,396,,0.011,,,,0.0,1.497,8.0,,,,0.02,0.061,1.83,0.07,0.0,2,0.002,0.095,0.001,2.52,0.00,0.001,0.0,,,,,,,0.004,0.0,0.012,267.0,,0.414,0.71,0.013,,,,4.0,94.0,0.001,0.147,3.14,35.0,0.428,0.001,18.4,0,0.025,17,0.588,0.117,362.0,0.0,94.1,0.521,0.0,94.1,0.521,4.6,,,0.0,2,,,,,0.936,,0.000,0.0,0.548,31.0,0.045,0.267,0.0,,,,0.0,,,0.0,0.414,,0.0,
242,"""15173""","Mollusks, scallop, mixed species, cooked, breaded and fried",31.0,2.0 large,0.827,0.885,,,,,,,,,,,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467,0.024,,0.33,0.048,,,,,,,,0.238,,,280,,0.017,280,,0.017,,,,,,,,,,0.034,0.027,0.41,1.394,,7,,,,0.57,,,,,,,,,,,,0.757,103.0,,0.263,3.39,0.010,,,,23.0,67.0,,0.065,,17.0,0.182,,8.3,6,0.043,11,0.248,0.479,73.0,,,,,,,3.14,,,,,,,,,0.392,,,,,,1.381,0.110,,,,,,,,,,,,
