,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
25,"""02013""","Spices, coriander seed",1.8,1.0 tsp,0.018,0.032,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,0,,,,,,0.038,0.018,,0.002,,,,,,,,,,,,22,,0.000,1.0,0.29,,,,,,,,,,,0.005,,0.0,0.244,,0.0,,,,0.11,,,0.11,,,,,,,,,0.032,23.0,,,,,,,,0,5,,,,,,,,,0.034,0.0,,,,,,,,,,0.99,,,,,,,,,,,,0.0,,6.0,0.243,,,,,,,,,,,,,
26,"""02014""","Spices, cumin seed",2.1,"1.0 tsp, whole",0.032,0.069,,0.05,0.013,,0.000,,0.0,,,,,,,,,,,,,,,,0.2,,9,,,,,,,,,0,,,,0.096,0.018,,0.007,0.004,,,,,,,,,,,33,,0.000,1.0,1.39,,,,,,,,,,,0.007,,0.0,0.295,0.1,1.0,0.000,0.009,,0.16,,0.000,0.16,,0.000,,,,,,,0.065,38.0,,,,,,,,27,8,,,,,,,,0,0.07,0.0,,,,0.00,0.5,,0.00,0.5,,0.93,,,0.0,,,,,,,,,0.0,,8.0,0.286,,,,,,0.0,,0.2,,,,,
27,"""02015""","Spices, curry powder",2.0,1.0 tsp,0.033,0.061,0.02,0.06,0.004,0.018,0.001,,1.0,0.005,0.5,0.012,0.014,,,,,,0.0,0.045,0.036,,,0.0,1.1,,0,,,,0.002,,0.0,,,0,,0.29,0.0,0.065,0.024,0.000,0.003,0.005,0.02,0.0,1.0,,0.0,1.0,,0.007,0.000,0.00,27,0.000,0.013,,,,,,,0.02,0.016,10.0,,,,0.004,,0.0,0.176,2.0,0.0,0.000,0.002,,0.14,0.00,0.000,0.14,0.00,0.000,,,,0.00,,0.0,0.056,23.0,0.6,0.025,0.28,0.000,,,,0,6,0.000,0.002,,0.0,0.008,0.000,0.8,0,0.166,1.0,0.013,0.014,7.0,0.00,1.3,0.008,0.00,1.3,0.008,1.12,,,0.0,,0.175,,,,0.018,,0.000,0.0,0.015,5.0,0.175,0.006,0.0,,,,0.0,,0.0,,,,0.0,
28,"""02016""","Spices, dill seed",2.1,1.0 tsp,0.015,0.021,,,,,0.000,,0.0,,,,0.022,,,,,,,,,,,,0.4,,,,,,,,,,,0,,,,0.059,0.016,,0.002,0.003,,,,,,,,0.012,,,27,,0.000,3.0,0.34,,,,,,,,,,,0.006,,0.0,0.198,,0.0,0.000,0.005,,0.14,,0.000,0.14,,0.000,,,,,,,0.020,25.0,,,,,,,,1,6,,,,,,,,0,0.038,0.0,0.016,0.012,6.0,,,,,,,1.16,,,,,,,,,0.027,,0.000,0.0,0.024,5.0,0.197,0.007,,,,,0.0,,0.4,,,,,
29,"""02017""","Spices, dill weed, dried",1.0,1.0 tsp,0.002,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,0,,,,,,0.028,0.005,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,0.003,,0.0,,,,,,,0.13,,,0.13,,,,,,,,,,,,,,,,,,58,3,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,0.0,,5.0,,,,,,,,,,,,,,
30,"""02018""","Spices, fennel seed",2.0,"1.0 tsp, whole",0.01,0.034,,,,,,,,,,,0.015,,,,,,,,,,,,0.8,,,,,,,,,0,,,,,,0.121,0.021,,,,,,,,,,,0.012,,,29,,,1.0,0.37,0.004,,,,,,,,,,0.007,,0.0,0.198,,0.0,,,,0.16,,,0.16,,,,,,,,,0.034,34.0,,0.018,0.3,,,,,3,7,,0.005,,0.0,0.008,,,,,,0.014,0.010,10.0,,,,,,,1.05,,,,,,,,,0.014,,,0.0,0.018,8.0,0.198,0.007,,,,,,,,,,,,
31,"""02019""","Spices, fenugreek seed",3.7,1.0 tsp,0.054,,,,,,,,,,,,0.062,,,,,,,,,,,,0.9,,,,,,,,,0,,,,,,0.061,0.041,,,,,,,,,,,0.033,,,50,,,5.0,1.24,0.014,,,,,,,,,,0.014,,0.0,,,,,,,0.13,,,0.13,,,,,,,,,,,,0.044,0.24,,,,,2,12,,0.014,,0.0,0.028,,0.2,0,0.045,2.0,0.046,,11.0,,,,,,,2.16,,,,,,,,,0.091,,,0.0,0.041,7.0,,,,,,,,,,,,,,
32,"""02020""","Spices, garlic powder",3.1,1.0 tsp,0.008,0.006,0.01,0.08,0.013,0.023,0.000,,1.0,0.0,0.02,0.016,0.024,,,0.0,,,0.0,0.113,0.059,0.000,,0.001,0.3,,0,,,,,,0.0,,,0,,0.51,0.0,0.025,0.017,0.000,0.003,0.000,0.00,0.0,1.0,,0.0,1.0,,0.012,,0.00,43,0.000,0.000,0.0,0.18,0.008,,,,0.0,0.016,2.0,,,,0.004,,0.0,0.004,0.0,0.0,0.000,0.051,0.001,0.11,0.00,,0.11,0.00,,,,,,,0.0,0.004,37.0,0.2,0.042,0.02,0.000,,,,0,10,0.000,0.004,,0.0,0.014,0.000,0.7,0,0.03,1.0,0.013,0.003,13.0,0.00,2.1,0.016,0.00,2.1,0.016,2.25,,,0.0,,0.003,,,,0.104,,0.000,0.0,0.021,2.0,0.003,0.008,0.0,,,,0.0,,0.0,0.0,0.003,,0.0,
33,"""02021""","Spices, ginger, ground",1.8,1.0 tsp,0.047,0.017,0.03,0.06,0.001,0.009,0.000,,0.0,0.004,0.0,0.006,0.004,,,0.0,,,0.0,0.014,0.025,0.000,,0.0,0.3,,0,,,,,,0.0,,,0,,0.16,0.0,0.173,0.009,0.000,0.004,0.004,0.02,0.001,0.0,0.000,0.001,0.0,0.000,0.005,,0.00,25,0.000,0.001,1.0,0.36,0.002,,,,0.05,0.009,2.0,,,,0.003,,0.0,0.009,0.0,0.0,0.001,0.011,0.000,0.09,0.00,0.001,0.09,0.00,0.001,,,,0.00,,0.0,0.013,24.0,0.1,0.006,0.08,0.001,,,,1,6,0.000,0.003,,0.0,0.004,0.000,1.0,0,0.599,0.0,0.006,0.010,3.0,0.00,0.7,0.005,0.00,0.7,0.005,1.29,,,0.0,,0.006,,,,0.013,,0.028,0.0,0.007,4.0,0.006,0.004,0.0,,,,0.0,,0.0,0.0,0.002,,0.0,
34,"""02022""","Spices, mace, ground",1.7,1.0 tsp,0.162,0.075,,,,,0.000,,1.0,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,0,,,,0.023,0.042,,0.007,0.001,,,,,,,,,,,34,,0.016,1.0,0.24,,,,,,,,,,,0.008,,0.0,0.190,,1.0,0.000,0.003,,0.04,,0.000,0.04,,0.000,,,,,,,0.073,8.0,,,,,,,,14,8,,,,,,,,0,0.025,1.0,,,,,,,,,,0.86,,,,,,,,,,,,0.0,,3.0,0.180,,,,,,0.0,,0.4,,,,,
35,"""02023""","Spices, marjoram, dried",0.6,1.0 tsp,0.003,0.026,,0.02,0.002,,0.000,,2.0,,,,,,,,,,,,,,,,0.2,,11,,,,,,,,,0,,,,0.025,0.007,,0.001,0.019,,,,,,,,,,,7,,0.000,0.0,0.5,,,,,,,,,,,0.002,,0.0,0.006,3.7,2.0,0.000,0.007,,0.07,,0.000,0.07,,0.000,,,,,,,0.007,9.0,,,,,,,,48,2,,,,,,,,0,0.033,2.0,,,,0.00,0.3,,0.00,0.3,,0.36,,,0.0,,,,,,,,,0.0,,2.0,0.006,,,,,,0.0,,0.3,,,,,
36,"""02024""","Spices, mustard seed, ground",2.0,1.0 tsp,0.04,0.202,0.00,0.14,0.016,0.042,0.000,,3.0,,,,0.037,,,0.0,,0.080,0.0,0.105,0.049,0.000,,0.005,0.2,,11,,,,,,0.0,,,0,,0.52,0.0,0.095,0.013,0.000,0.009,0.076,0.06,0.0,3.0,,0.0,3.0,,0.017,,0.00,43,,0.000,2.0,0.18,0.014,,,,0.4,0.032,5.0,,,,0.005,,0.0,0.450,0.1,0.0,0.000,0.008,0.003,0.09,0.02,0.187,0.09,0.02,0.187,,,,0.00,,0.0,0.118,15.0,0.0,0.056,0.72,0.001,,,,1,10,0.013,0.005,,0.0,0.016,0.006,4.2,0,0.049,3.0,0.024,0.020,17.0,0.00,2.5,0.015,0.00,2.5,0.015,0.56,,,0.0,,,,,,0.039,,0.000,0.0,0.030,7.0,0.169,0.018,0.0,,,,0.0,,0.1,0.0,0.01,0.000,0.0,
37,"""02025""","Spices, nutmeg, ground",2.2,1.0 tsp,0.571,0.008,,0.07,0.008,,0.000,,2.0,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,0.029,0.023,,0.004,0.000,,,,,,,,,,,48,,0.502,1.0,0.07,,,,,0.01,,4.0,,,,0.001,,0.0,0.071,0.0,0.0,0.008,0.004,,0.05,0.00,,0.05,0.00,,,,,,,,0.008,8.0,,,,,,,,2,12,,,,,,,,0,0.064,2.0,,,,0.00,0.2,,0.00,0.2,,1.08,,,0.0,,,,,,,,,0.0,,4.0,0.035,,,,,,0.0,,0.1,,,,,
38,"""02026""","Spices, onion powder",2.4,1.0 tsp,0.005,0.007,0.04,0.16,0.011,0.005,0.000,,2.0,0.0,0.01,0.007,0.012,,,0.0,,,0.0,0.050,0.016,,,0.0,0.4,,0,,,,,,0.0,,,0,,,,0.008,0.014,0.000,0.001,0.000,0.02,0.0,2.0,,0.0,2.0,,0.003,,0.00,34,,0.000,2.0,0.09,0.002,,,,0.0,0.006,9.0,,,,0.002,,0.0,0.005,0.1,0.0,0.000,0.017,0.001,0.1,0.00,,0.1,0.00,,,,,0.01,,0.0,0.006,24.0,0.0,0.017,0.02,0.000,,,,0,8,,0.001,,0.0,0.003,0.001,0.3,0,0.031,2.0,0.003,0.003,8.0,0.00,0.9,0.003,0.00,0.9,0.003,1.9,,,0.0,,0.005,,,,0.047,,0.000,0.0,0.004,3.0,0.005,0.004,0.0,,,,0.0,,0.6,0.0,0.002,,0.0,
39,"""02027""","Spices, oregano, dried",1.0,"1.0 tsp, leaves",0.016,0.014,0.01,0.04,0.002,0.008,0.000,,2.0,0.006,0.18,0.004,0.005,,,,,,0.0,0.010,0.01,,,0.0,0.4,,19,,,,,,0.0,,,0,,0.09,0.0,0.046,0.006,0.000,0.005,0.006,0.02,0.0,2.0,,0.0,2.0,,0.003,,0.00,11,0.000,0.000,2.0,0.37,0.001,,,,0.24,0.005,16.0,,,,0.005,,0.0,0.007,6.2,1.0,0.002,0.01,0.000,0.08,0.01,0.000,0.08,0.01,0.000,,,,0.00,,0.0,0.007,13.0,0.1,0.017,0.04,0.000,,,,17,3,0.000,0.002,,0.0,0.003,0.000,0.0,0,0.05,2.0,0.004,0.008,1.0,0.00,0.3,0.003,0.00,0.3,0.003,0.69,,,0.0,0,0.007,,,,0.004,,0.000,0.0,0.006,3.0,0.007,0.001,0.0,,,,0.0,,0.0,,,,0.0,
40,"""02028""","Spices, paprika",2.3,1.0 tsp,0.049,0.179,0.15,0.24,0.008,0.021,0.000,,1.0,0.01,0.67,0.014,0.016,,,0.0,,0.001,0.0,0.052,0.066,,,0.0,0.8,,436,,,,,,0.0,,,0,,0.33,0.0,0.231,0.016,0.000,0.008,0.010,0.06,0.0,1.0,,0.0,1.0,,0.011,,0.00,27,0.000,0.004,4.0,0.49,0.005,,,,0.08,0.018,5.0,,,,0.028,,0.0,0.039,1.8,57.0,0.002,0.049,0.001,0.18,0.01,0.000,0.18,0.01,0.000,,,,0.00,,0.0,0.168,52.0,0.2,0.053,0.3,0.002,,,,1133,6,0.000,0.002,,0.0,0.009,0.001,0.1,0,0.037,1.0,0.013,0.034,7.0,0.00,1.2,0.014,0.00,1.2,0.014,1.24,,,14.0,0,0.037,,,,0.02,,0.000,0.0,0.017,4.0,0.037,0.006,0.0,,,,0.0,,0.0,0.0,0.005,0.000,0.0,
41,"""02029""","Spices, parsley, dried",0.5,1.0 tsp,0.007,0.016,0.00,0.04,0.001,0.014,0.000,,1.0,0.009,0.04,0.009,0.01,0.000,,0.0,,,0.0,0.018,0.016,,,0.0,0.1,0.000,12,,,,,,0.0,,,0,,0.13,0.0,0.05,0.004,0.000,0.0,0.009,0.01,0.0,1.0,,0.0,1.0,,0.006,0.000,0.00,6,,0.000,,,,,,,0.01,0.009,6.0,,6.0,0.0,0.012,,0.0,0.004,6.8,0.0,0.000,0.005,0.000,0.06,0.00,,0.06,0.00,,,2.0,0.0,,,0.0,0.006,13.0,0.0,0.010,0.03,0.000,,,,10,1,0.000,0.002,,0.0,0.006,0.000,0.1,0,0.049,1.0,0.008,0.006,2.0,0.00,0.5,0.006,0.00,0.5,0.006,0.25,0.000,,0.0,0,0.004,0.006,,0.005,0.009,,0.000,0.0,0.010,2.0,0.004,0.004,0.0,,,0.0,0.0,,0.6,0.0,0.003,,0.0,
42,"""02030""","Spices, pepper, black",2.3,"1.0 tsp, ground",0.032,0.023,0.01,0.01,0.002,0.023,0.000,,0.0,0.003,0.02,0.01,0.006,,0.8,0.0,,,0.0,,0.032,,,0.0,0.6,,10,,,,,,0.0,,,0,0.000,0.24,0.0,0.026,0.031,0.000,0.008,0.003,0.01,0.0,0.0,0.003,0.0,0.0,0.003,0.006,,0.00,24,0.000,0.001,2.0,0.22,0.003,,,,0.15,0.010,10.0,,,,0.004,,0.0,0.017,3.8,1.0,0.002,0.007,0.000,0.1,0.00,,0.1,0.00,,,,,0.00,,0.0,0.016,31.0,0.2,0.032,0.07,0.002,,,,13,6,0.000,0.001,,0.0,0.011,0.000,0.1,0,0.293,0.0,0.008,0.012,4.0,0.00,0.3,0.009,0.00,0.3,0.009,1.47,,,0.0,0,0.015,,,,0.007,,0.001,0.0,0.013,4.0,0.015,0.004,0.0,,,,0.0,,,0.0,0.002,0.002,0.0,
43,"""02031""","Spices, pepper, red or cayenne",1.8,1.0 tsp,0.059,0.151,,0.19,0.006,,0.000,,2.0,,,,,,,,,,,,,,,,0.5,,237,,,,,,,,,0,,,,0.157,0.007,,0.009,0.012,,,,,,,,,,,24,,0.002,1.0,0.14,,,,,,,,,,,0.017,,0.0,0.050,1.4,37.0,0.001,0.044,,0.11,,0.000,0.11,,0.000,,,,,,,0.139,36.0,,,,,,,,749,6,,,,,,,,0,0.036,2.0,,,,0.00,0.9,,0.00,0.9,,1.02,,,0.0,,,,,,,,,0.0,,3.0,0.045,,,,,,0.0,,1.4,,,,,
44,"""02032""","Spices, pepper, white",2.4,"1.0 tsp, ground",0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,0,,,,,,0.005,0.022,,,,,,,,,,,,,,30,,,1.0,0.34,,,,,,,,,,,0.003,,0.0,0.019,,0.0,,,,0.04,,,0.04,,,,,,,,,,,,,,,,,,0,7,,,,,,,,0,0.103,0.0,,,,,,,,,,1.65,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,
45,"""02033""","Spices, poppy seed",2.8,1.0 tsp,0.126,0.800,0.01,0.08,0.024,0.037,0.001,,2.0,0.008,0.05,0.021,0.027,,,0.0,,0.002,0.0,0.120,0.066,,,0.0,0.5,,0,,,,,3,0.0,,,0,,0.5,0.0,0.025,0.046,0.000,0.022,0.008,0.01,0.0,2.0,,0.0,2.0,,0.019,,0.00,61,0.000,0.002,,,,,,,0.25,0.027,40.0,,,,0.003,,0.0,0.167,,0.0,0.000,0.007,,0.18,0.01,0.000,0.18,0.01,0.000,,,,,,0.0,0.792,20.0,0.0,0.077,1.16,0.001,,,,0,15,,0.005,,0.0,0.02,0.001,0.4,0,0.188,2.0,0.023,0.100,24.0,0.00,0.2,0.027,0.00,0.2,0.027,0.79,,,0.0,,0.164,,,,0.054,,0.000,0.0,0.031,10.0,0.164,0.013,0.0,,,,0.0,,0.0,0.0,0.014,0.000,0.0,
46,"""02034""","Spices, poultry seasoning",1.5,1.0 tsp,0.049,0.029,,0.03,0.004,,0.000,,2.0,,,,,,,,,,,,,,,,0.2,,17,,,,,,,,,0,,,,0.045,0.013,,0.005,0.014,,,,,,,,,,,19,,0.018,1.0,0.53,,,,,,,,,,,0.003,,0.0,0.018,12.1,2.0,0.002,0.02,,0.09,,0.000,0.09,,0.000,,,,,,,0.015,10.0,,,,,,,,39,5,,,,,,,,0,0.103,2.0,,,,0.00,0.5,,0.00,0.5,,0.98,,,0.0,,,,,,,,,0.0,,3.0,0.017,,,,,,0.0,,0.2,,,,,
47,"""02035""","Spices, pumpkin pie spice",1.7,1.0 tsp,0.111,0.013,,0.13,0.002,,0.000,,0.0,,,,,,,,,,,,,,,,0.3,,2,,,,,,,,,0,,,,0.038,0.008,,0.013,0.001,,,,,,,,,,,24,,0.079,1.0,0.34,,,,,,,,,,,0.002,,0.0,0.019,0.5,0.0,0.003,0.007,,0.07,,0.000,0.07,,0.000,,,,,,,0.012,11.0,,,,,,,,4,6,,,,,,,,0,0.269,0.0,,,,0.00,0.4,,0.00,0.4,,1.18,,,0.0,0,,,,,,,,0.0,,2.0,0.013,,,,,,0.0,,0.4,,,,,
48,"""02036""","Spices, rosemary, dried",1.2,1.0 tsp,0.088,0.028,,,,,0.000,,4.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,0,,,,,,0.012,0.007,0.001,0.007,0.013,,0.001,4.0,,0.001,4.0,,,,,17,,0.004,1.0,0.35,,,,,,,,,,,0.005,,0.0,0.036,,2.0,0.000,0.021,0.005,0.08,,0.000,0.08,,0.000,,,,,,,0.014,11.0,,,,,,,,38,4,,,,,,,,0,0.022,4.0,,,,,,,,,,0.77,,,,,,,,,,,,0.0,,3.0,0.032,,,,,,,,,,,,,
49,"""02037""","Spices, saffron",0.7,1.0 tsp,0.011,0.014,,,,,0.000,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,,,,0.01,0.002,,0.002,0.009,,,,,,,,,,,9,,0.000,,,,,,,,,,,,,0.002,,0.0,0.003,,0.0,0.000,0.007,,0.04,,0.000,0.04,,0.000,,,,,,,0.005,12.0,,,,,,,,4,2,,,,,,,,0,0.199,1.0,,,,,,,,,,0.46,,,,,,,,,,,,0.0,,2.0,0.003,,,,,,0.0,,0.6,,,,,
50,"""02038""","Spices, sage, ground",0.7,1.0 tsp,0.049,0.012,,0.01,0.005,,0.000,,2.0,,,,,,,,,,,,,,,,0.3,,13,,,,,,,,,0,,,,0.04,0.005,,0.009,0.009,,,,,,,,,,,9,,0.005,2.0,0.2,,,,,,,,,,,0.002,,0.0,0.013,12.0,2.0,0.002,0.019,,0.06,,0.000,0.06,,0.000,,,,,,,0.004,7.0,,,,,,,,41,2,,,,,,,,0,0.022,2.0,,,,0.00,0.3,,0.00,0.3,,0.43,,,0.0,,,,,,,,,0.0,,3.0,0.012,,,,,,0.0,,0.2,,,,,
51,"""02039""","Spices, savory, ground",1.4,1.0 tsp,0.046,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,0,,,,,,0.057,0.012,,,,,,,,,,,,,,16,,,0.0,0.53,,,,,,,,,,,,,,,,,,,,0.13,,,0.13,,,,,,,,,,,,,,,,,,72,4,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,0.0,,5.0,,,,,,,,,,,,,,
52,"""02041""","Spices, tarragon, dried",0.6,"1.0 tsp, leaves",0.011,0.022,,,,,0.000,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,,,,0.054,0.004,,0.002,0.018,,,,,,,,,,,7,,0.001,0.0,0.19,,,,,,,,,,,0.008,,0.0,0.003,,1.0,0.000,0.014,,0.07,,0.000,0.07,,0.000,,,,,,,0.004,18.0,,,,,,,,25,2,,,,,,,,0,0.048,2.0,,,,,,,,,,0.3,,,,,,,,,,,,0.0,,2.0,0.002,,,,,,0.0,,0.3,,,,,
53,"""02042""","Spices, thyme, dried",1.0,"1.0 tsp, leaves",0.027,0.012,,0.02,0.005,0.004,0.000,,3.0,,,,0.002,,,,,,,,,,,,0.4,,19,,,,,,,,,0,,,,0.049,0.009,,0.003,0.007,,,,,,,,0.003,,,12,,0.002,2.0,1.24,,,,,,,,,,,0.004,,0.0,0.005,17.1,2.0,0.002,0.006,,0.12,,0.000,0.12,,0.000,,,,,,,0.005,8.0,,,,,,,,38,3,,0.002,,0.0,,,,0,0.079,3.0,0.005,0.017,2.0,0.00,0.4,,0.00,0.4,,0.64,,,0.0,,,,,,,,,0.0,0.005,2.0,0.005,,,,,,0.0,,0.5,,,,,
54,"""02043""","Spices, turmeric, ground",3.0,1.0 tsp,0.055,0.023,0.01,0.1,0.002,0.024,0.000,,1.0,0.0,0.13,0.016,0.011,,,0.0,0.002,,0.0,0.034,0.056,0.005,,0.0,0.7,,0,,,,,,0.0,,,0,,0.29,0.0,0.041,0.039,0.010,0.0,0.003,0.01,0.005,1.0,0.000,0.005,1.0,0.000,0.010,0.002,0.00,39,0.002,0.012,,,,,,,0.02,0.014,5.0,,,,0.004,,0.0,0.013,0.4,0.0,0.000,0.003,0.000,0.21,0.00,,0.21,0.00,,,,,,,0.0,0.020,62.0,0.3,0.014,0.1,0.000,,,,0,9,,0.005,,0.0,0.01,0.003,0.2,0,0.594,1.0,0.014,0.005,9.0,0.00,1.5,0.008,0.00,1.5,0.008,2.01,,,0.0,,0.002,,,,0.016,,0.025,0.0,0.020,6.0,0.004,0.004,0.0,,,,0.0,,0.0,0.0,0.004,0.000,0.0,
55,"""02049""","Thyme, fresh",0.8,1.0 tsp,0.004,0.004,,,,,,,,,,,0.001,,,,,,,,,,,,0.1,,,,,,,,,0,,,,,,0.015,0.004,,0.0,0.004,,,,,,,,0.001,,,3,,0.000,,,,,,,,,,,,,0.004,,0.0,0.001,,2.0,0.000,0.003,,0.03,,,0.03,,,,,,,,,0.001,5.0,,,,,,,,38,1,,0.001,,0.0,,,,0,0.014,0.0,0.002,0.002,1.0,,,,,,,0.2,,,,,,,,,,,,0.0,0.002,1.0,0.001,,,,,,,,,,,,,
56,"""02050""",Vanilla extract,4.2,1.0 tsp,0.0,0.000,,0.53,0.000,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.018,0.003,,0.0,,,,,,,,,,,,51,,0.000,,,,,,,,,,,,,0.004,,0.0,0.000,,0.0,0.000,0.001,,0.01,,0.000,0.01,,0.000,,,,,,,0.000,6.0,,,,,,,,0,12,,,,,,,,,0.01,0.0,,,,0.00,,,0.00,,,0.53,,,0.0,,,,,,,,,0.0,,1.0,0.000,,,,,,0.0,,,,,,,
57,"""02052""","Vanilla extract, imitation, no alcohol",4.2,1.0 tsp,0.0,,,0.6,0.000,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.005,0.0,,0.0,,,,,,,,,,,,10,,0.000,,,,,,,,,,,,,0.001,,0.0,,,0.0,0.000,0.0,,0.0,,0.000,0.0,,0.000,,,,,,,,0.0,,,,,,,,0,2,,,,,,,,,0.0,0.0,,,,,0.0,,,0.0,,0.6,,,0.0,,,,,,,,,0.0,,0.0,0.000,,,,,,0.0,,,,,,,
58,"""02069""","Vinegar, balsamic",16.0,1.0 tbsp,0.0,,1.18,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.06,,,,,,0.00,,,,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
59,"""02048""","Vinegar, cider",14.9,1.0 tbsp,0.0,,0.04,0.06,0.000,,,,0.0,,,,0.0,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,0.001,,0.0,,0.01,,,,,,,,,0.00,13,,0.000,0.0,0.03,,,,,,,,,,,,,0.0,,,0.0,,0.0,,0.03,,0.000,0.03,,0.000,,,,,,0.0,0.000,11.0,,,0.0,,,,,0,3,,,,0.0,0.0,,0.0,,0.037,0.0,0.000,,1.0,,0.0,,,0.0,,0.14,,,0.0,,,,,,0.0,,,0.0,,1.0,,0.000,,,,,0.0,,,,,,0.0,
60,"""02053""","Vinegar, distilled",14.9,1.0 tbsp,0.0,,,0.01,0.000,,,,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.0,0.001,,0.0,,,,,,,,,,,,11,,0.000,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,0.0,,0.000,0.0,,0.000,,,,,,,0.000,0.0,,,,,,,,0,3,,,,,,,,,0.008,0.0,,,,,0.0,,,0.0,,0.01,,,0.0,,,,,,,,,0.0,,0.0,0.000,,,,,,0.0,,,,,,,
