,Energy (kcal),Total lipid (fat) (g),"Carbohydrate, by difference (g)","Fiber, total dietary (g)",Cholesterol (mg),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Fatty acids, total trans (g)","Sugars, total (g)",Protein (g),"Iron, Fe (mg)","Magnesium, Mg (mg)","Manganese, Mn (mg)",Thiamin (mg),Vitamin D (D2 + D3) (microg),recipe_name,recipe_id
0,2224.566040152821,77.04719355998999,224.30395001751094,9.331084759712608,498.80088648455467,24.125511227756533,31.27518612192084,14.777011769102415,0.39906269578535114,24.95752587364209,150.17462412361323,16.212310885928417,290.2179212201078,2.5229576187383804,2.842143081094012,2.6180904366836844,Chicken Soup with Stars and Meatballs,RECIPE_24578
