,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
20,"""19268""","Candies, dark chocolate coated coffee beans",40.0,1.0 serving 28 pieces,6.000,0.000,,17.0,0.007,,0.000,,1,,,,,,,,,,,,,,,,3.0,,6,,,,,,,0,,336,,,,0.231,0.225,0.000,3.363,0.000,,0.0,1,,0.0,1,,,,,904,,0.009,,,,,,,,,,,,,0.106,,0.00,,2.4,0,0.000,0.015,,0.43,,0.000,,,,,,,,,,0.000,137.0,,,,,,,,0,216.0,,,,,,,,0,0.223,1,,,,,,,,,,23.98,,,0.0,,,,,,,,,,,,0.000,,,,,,147.0,,0.0,,,,,
21,"""19384""","Candies, divinity, prepared-from-recipe",11.0,1.0 piece,0.000,,,8.69,0.001,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.002,0.001,,0.000,,,,,,,,,,,,168,,0.000,,,,,,,,,,,,,0.007,0.000,0.00,,,0,0.000,0.0,,0.02,,0.000,,,,,,,,,,0.000,3.0,,,,,,,,0,40.0,,,,,,,,,0.000,0,,,,0.00,,,0.00,,,9.8,,,0.0,,,,,,,,,,,,0.000,,,,,,0.0,,,,,,,
22,"""19099""","Candies, fondant, prepared-from-recipe",28.35,1.0 oz,0.000,,,25.2,0.001,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.000,0.001,,0.000,,,,,,,,,,,,442,,0.000,,,,,,,,,,,,,0.005,,0.00,,,0,,0.0,,0.02,,0.000,,,,,,,,,,,1.0,0.0,,,,,,,0,106.0,,,,,,,,,,0,,,,,0.0,,,0.0,,26.42,,,0.0,,,,,,,,,,,0.0,0.000,,,,,,0.0,,,,,,,
23,"""19919""","Candies, fruit snacks, with high vitamin C",44.0,1.0 serving,0.000,,,30.0,0.011,,0.000,,0,,,,,,,,,,,,,,,,0.0,,1,,,,,,,,,0,,,,0.004,0.007,,0.000,,,,,,,,,,,,649,,0.000,,,,,,,,,,,,,0.004,,0.00,,,0,0.000,0.0,,0.05,,0.000,,,,,,,,,,,4.0,0.0,,,,,,,1,155.0,,,,,,,,0,0.006,0,,,,0.00,0.1,,0.00,0.1,,38.71,,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,60.0,,,,,
24,"""19379""","Candies, fudge, chocolate marshmallow, prepared-from-recipe",20.0,1.0 piece,2.134,0.122,,12.81,0.004,,0.043,,1,0.006,0.06,,,,,,,,0.0,,,,,0.000,0.3,,1,,,,,,0.000,15,,4,,,,0.033,0.043,0.014,0.791,0.012,,0.0,1,,0.0,1,,,,,379,0.058,0.165,,,,0.006,1.56,0.0,,,,,,,0.015,0.000,0.01,1.041,0.5,15,0.054,0.003,0.001,0.15,,0.000,,,,0.019,17.0,0.068,,,,0.110,29.0,,,,,,,,55,91.0,0.000,,,,,,,0,0.046,1,,,,0.00,,,0.00,,,14.27,,,0.0,,0.331,0.042,,0.024,,,,,,,1.011,,,,,,28.0,,0.0,,,,,
25,"""19301""","Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe",28.35,1.0 oz,2.942,1.157,,,,,0.056,,3,0.008,0.17,,,,,,,,0.0,,,,,0.000,0.6,,2,,,,,,0.000,19,,5,,,,0.066,0.090,0.018,1.078,0.208,,0.0,3,,0.0,3,,,,,562,0.077,0.217,,,,0.008,2.02,0.0,,,,,,,0.023,0.000,0.01,1.561,0.7,19,0.072,0.015,0.002,0.24,,0.000,,,,0.025,22.0,0.089,,,,0.949,48.0,,,,,,,,65,134.0,0.000,,,,,,,0,0.133,3,,,,0.00,,,0.00,,,19.19,,,,,,0.056,,0.044,,,,,,,1.518,,,,,,37.0,,0.1,,,,,
26,"""19100""","Candies, fudge, chocolate, prepared-from-recipe",17.0,1.0 piece,1.096,0.063,,12.43,0.004,,0.021,,1,,,,,,,,,,0.0,,,,,0.000,0.3,,1,,,,,,0.000,7,,1,,,,0.030,0.056,0.006,0.418,0.009,,0.0,1,,0.0,1,,,,,292,,0.081,,,,,,,,,,,,,0.014,0.000,0.02,0.500,0.2,7,0.026,0.002,0.001,0.12,,0.000,,,,,,,,,,0.055,23.0,,,,,,,,27,70.0,0.000,,,,,,,0,0.072,1,,,,0.00,1.7,,0.00,1.7,,13.04,,,0.0,,,,,,,,,0.0,,6.0,0.490,,,,,,22.0,,0.0,,,,,
27,"""19101""","Candies, fudge, chocolate, with nuts, prepared-from-recipe",28.35,1.0 oz,1.840,2.134,,17.97,0.019,,0.031,,5,,,,,,,,,,0.0,,,,,0.000,0.7,,1,,,,,,0.000,10,,2,,,,0.089,0.149,0.009,0.672,0.406,,0.0,5,,0.0,5,,,,,546,,0.116,,,,,,,,,,,,,0.027,0.000,0.02,1.106,0.5,11,0.038,0.025,0.001,0.25,,0.000,,,,,,,,,,1.728,52.0,,,,,,,,40,130.0,0.000,,,,,,,0,0.251,5,,,,0.00,4.1,,0.00,4.1,,19.32,,,0.0,,,,,,,,,0.0,,16.0,1.085,,,,,,32.0,,0.1,,,,,
28,"""19102""","Candies, fudge, peanut butter, prepared-from-recipe",16.0,1.0 piece,0.275,0.254,,11.74,0.004,,0.004,,1,,,,,,,,,,,,,,,,0.1,,,,,,,,0.000,1,,0,,,,0.230,0.009,0.000,0.049,0.005,,0.0,1,,0.0,1,,,,,259,,0.019,,,,,,,,,,,,,0.013,0.000,0.02,0.459,0.0,1,0.006,0.011,0.024,0.11,,0.000,,,,,,,,,,0.249,19.0,,,,,,,,5,62.0,,,,,,,,0,0.026,1,,,,0.00,,,0.00,,,12.44,,,,,,,,,,,,,,,0.449,,,,,,0.0,,,,,,,
29,"""19104""","Candies, fudge, vanilla with nuts",28.35,1.0 oz,1.085,1.875,,20.13,0.014,,0.033,,3,,,,,,,,,,,,,,,,0.3,,0,,,,,,0.000,11,,0,,,,0.051,0.062,0.008,0.229,0.360,,0.0,3,,0.0,3,,,,,516,,0.125,,,,,,,,,,,,,0.024,0.000,0.02,0.696,0.2,12,0.041,0.022,0.000,0.15,,0.000,,,,,,,,,,1.515,29.0,,,,,,,,43,123.0,0.000,,,,,,,0,0.132,3,,,,0.00,2.8,,0.00,2.8,,21.15,,,0.0,,,,,,,,,0.0,,7.0,0.676,,,,,,0.0,,0.0,,,,,
30,"""19103""","Candies, fudge, vanilla, prepared-from-recipe",28.35,1.0 oz,0.959,0.064,,22.61,0.004,,0.038,,0,,,,,,,,,,,,,,,,,,0,,,,,,0.000,13,,0,,,,0.011,0.001,0.009,0.187,0.011,,0.0,0,,0.0,0,,,,,454,,0.141,,,,,,,,,,,,,0.021,0.000,0.02,0.397,0.1,13,0.047,0.003,0.000,0.1,,0.000,,,,,,,,,,0.053,14.0,,,,,,,,48,109.0,,,,,,,,0,0.001,0,,,,0.00,1.5,,0.00,1.5,,23.29,,,0.0,,,,,,,,,0.0,,1.0,0.380,,,,,,0.0,,,,,,,
31,"""43057""","Candies, gum drops, no sugar or low calorie (sorbitol)",182.0,1.0 cup,0.062,0.116,,127.4,0.000,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,0.007,0.000,,,,,,,,,,,2697,,0.000,,,,,,,,,,,,,,,0.00,0.167,,0,,0.0,,0.0,,,,,,,,,,,,0.116,0.0,,,,,,,,0,644.0,,,,,,,,,,0,,,,,0.0,,,0.0,,160.34,,,0.0,,,,,,,,,,,0.0,0.164,,,,,,0.0,,,,,,,
32,"""19106""","Candies, gumdrops, starch jelly pieces",182.0,1.0 cup gumdrops,0.000,,,107.33,0.011,,,,0,,,,,,,,,,,,,,,,0.2,,0,,,,,,,,,0,,,,0.018,0.022,,0.000,,,,,,,,,,,,3012,,0.000,,,,,,,,,,,,,0.024,,0.00,,,0,0.000,0.009,,0.18,,0.000,,,,,,,,,,0.000,9.0,,,,,,,,0,721.0,,,,,,,,,0.018,0,,,,,0.0,,,0.0,,180.0,,,0.0,,,,,,,,,0.0,,2.0,0.000,,,,,,0.0,,,,,,,
33,"""19117""","Candies, halavah, plain",28.35,1.0 oz,1.170,2.404,,,,,0.000,,18,,,,,,,,,,,,,,,,1.3,,,,,,,,,0,,,,,,0.810,0.341,,0.524,0.017,,,,,,,,,,,556,,0.000,,,,,,,,,,,,,0.025,0.000,0.01,2.323,,0,0.000,0.099,,0.52,,0.000,,,,,,,,,,2.387,53.0,,,,,,,,1,133.0,,,,,,,,0,0.247,18,,,,,,,,,,17.15,,,0.0,,,,,,,,,,,,2.306,,,,,,,,,,,,,
34,"""19107""","Candies, hard",28.35,1.0 oz,0.000,,,17.83,0.001,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.002,0.008,,0.000,,,,,,,,,,,,467,,0.000,,,,,,,,,,,,,0.001,,0.00,,,0,0.000,0.001,,0.14,,0.000,,,,,,,,,,0.000,1.0,,,,,,,,0,112.0,,,,,,,,,0.003,0,,,,,0.0,,,0.0,,27.78,,,0.0,,,,,,,,,0.0,,1.0,0.000,,,,,,0.0,,,,,,,
35,"""43058""","Candies, hard, dietetic or low calorie (sorbitol)",3.0,1.0 piece,0.000,,,0.0,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,0.000,,,,,,,,,,,,50,,0.000,,,,,,,,,,,,,,,0.00,,,0,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,0,12.0,,,,,,,,,,0,,,,,0.0,,,0.0,,2.96,,,0.0,,,,,,,,,,,0.0,0.000,,,,,,0.0,,,,,,,
36,"""19243""","Candies, HEATH BITES",39.0,15.0 pieces,6.092,0.994,,23.41,0.008,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,0.035,0.012,,,,,,,,,,,,,,865,,,,,,,,,,,,,,,0.043,,,3.432,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,90,207.0,,,,,,,,,,,,,,,,,,,,24.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"""19084""","Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES",41.0,13.0 pieces,6.244,,,15.22,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,0,233.0,,,,,,,,,,,,,,,,,,,,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"""19236""","Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES",39.0,17.0 pieces,6.782,0.944,,17.39,0.027,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,0.242,0.078,,,,,,,,,,,,,,926,,,,,,,,,,,,,,,0.148,,,5.608,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,69,222.0,,,,,,,,,,,,,,,,,,,,20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"""19130""","Candies, HERSHEY'S POT OF GOLD Almond Bar",78.0,1.0 bar 2.8 oz,13.000,,,30.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"""19136""","Candies, HERSHEY'S SKOR Toffee Bar",39.0,1.0 bar 1.4 oz,7.324,0.464,,23.36,0.008,,0.004,0.000,1,,,,,,,,,,0.0,,,,,0.000,0.5,,3,,,,,,,24,,4,,,,0.051,0.016,0.007,3.765,0.029,,0.002,1,0.000,0.002,1,0.000,,,,883,,0.036,,,,,,,,,,,,,0.039,0.000,0.08,3.788,3.4,24,0.008,0.009,0.005,0.47,,0.000,0.0,0.003,,,,,,,,0.435,60.0,,,,,,,,80,211.0,0.000,,,,,,,0,,1,,,,0.00,1.2,,0.00,1.2,,24.85,,,1.0,1,,,,,,,,0.0,,4.0,3.755,,,,,,43.0,,0.2,,,,,
41,"""19248""","Candies, HERSHEY'S, ALMOND JOY BITES",40.0,18.0 pieces,8.240,0.584,,20.68,0.016,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,0.132,0.072,,,,,,,,,,,,,,942,,,,,,,,,,,,,,,0.064,,,3.540,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,47,225.0,,,,,,,,,,,,,,,,,,,,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"""19250""","Candies, HERSHEY, KIT KAT BIG KAT Bar",55.0,1.0 bar 1.94 oz,9.894,0.281,,29.68,0.028,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.099,0.006,,,,,,,,,,,,,,1196,,,,,,,,,,,,,,,0.094,,,2.700,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,51,286.0,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"""19249""","Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",42.0,1.0 serving 1.5 oz,5.548,1.966,,16.94,0.055,,0.018,,17,,,,,,,,,,0.0,,,0.002,,0.000,1.4,,19,,,,,,0.000,6,,0,,,,1.529,0.084,0.006,2.585,0.021,,0.005,17,0.000,0.005,17,0.000,,,,916,,0.099,,,,,,,,,,,,,0.042,0.000,0.06,4.544,2.5,6,0.093,0.034,0.002,0.84,,0.000,,,,,,,,,,1.929,124.0,,,,,,,,24,219.0,0.000,,,,,,,0,,17,,,,0.00,11.8,,0.00,11.8,,23.26,,,0.0,,,,,,,,,0.0,,21.0,3.916,,,,,,20.0,,0.3,,,,,
44,"""19923""","Candies, HERSHEYS, PAYDAY Bar",52.0,1.0 serving,2.499,2.439,,20.97,0.043,0.457,0.000,,27,,,,0.268,,0.1,0.0,,0.156,0.0,1.432,0.833,0.008,,0.001,2.0,,0,0.0,0.02,0.274,,,,,,0,,6.99,0.0,3.726,0.169,0.013,0.384,0.008,,0.0,27,0.003,0.0,27,0.003,0.238,,,1067,,0.007,0.0,1.00,0.087,,,,1.63,0.398,49.0,,,,0.060,0.012,0.01,6.483,,0,0.000,0.122,0.384,0.88,0.16,0.014,0.0,0.217,,,,,,,,2.410,377.0,0.2,0.316,13.0,0.009,,,,1,255.0,0.000,0.069,1.14,0.0,0.278,0.181,2.7,0,0.474,27,0.253,1.311,102.0,0.00,18.5,0.342,0.00,18.5,0.342,27.5,,,0.0,,,,,,0.786,,0.000,0.0,0.294,47.0,6.296,0.175,0.0,,,,0.0,,,0.01,0.086,0.000,,
45,"""19025""","Candies, honey-combed, with peanut butter",40.0,1.0 serving,2.294,1.918,,25.07,0.026,0.243,0.000,,14,,,,0.107,,0.0,0.0,,0.077,0.0,0.800,0.480,0.004,,0.001,0.8,,0,,,,,,,,,0,,,,2.059,0.068,0.010,0.493,0.004,,0.0,14,0.002,0.0,14,0.002,0.082,,,792,,0.004,,,,,,,1.2,0.226,8.0,,,,0.034,,0.00,3.398,0.0,0,0.000,0.069,0.385,0.46,0.12,0.006,,,,,,,,,,1.908,88.0,0.1,0.221,8.07,0.004,,,,0,189.0,,0.036,0.56,0.0,0.13,0.162,0.8,0,0.262,14,0.097,1.072,53.0,0.00,9.9,0.232,0.00,9.9,0.232,26.96,,,0.0,,,,,,0.435,,0.000,0.0,0.123,26.0,3.307,0.088,,,,,0.0,,,0.0,0.042,,,
46,"""19108""","Candies, jellybeans",11.0,10.0 small,0.000,,,7.7,0.000,,,,0,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,0,,,,0.001,0.003,,0.000,,,,,,,,,,,,172,,0.000,,,,,,,,,,,,,0.001,,0.00,,,0,0.000,0.0,,0.01,,0.000,,,,,,,,,,0.000,4.0,,,,,,,,0,41.0,,,,,,,,,0.004,0,,,,,0.0,,,0.0,,10.29,,,0.0,,,,,,,,,0.0,,0.0,0.000,,,,,,0.0,,,,,,,
47,"""19109""","Candies, KIT KAT Wafer Bar",42.0,1.0 bar (1.5 oz),7.540,0.376,0.08,20.45,0.049,0.218,0.049,,3,0.032,0.14,0.113,0.118,,,0.0,0.042,,0.0,0.638,0.197,,,0.000,0.4,,10,,,,,,0.000,10,,6,,2.73,0.0,0.210,0.092,0.021,2.017,0.032,0.07,0.0,8,,0.0,8,,0.08,0.000,0.03,911,0.042,0.734,,,,,,,1.73,0.067,52.0,,,,0.088,0.000,0.24,2.454,2.2,10,2.063,0.008,0.000,0.54,0.09,0.000,,,,,,,,,0.0,0.345,97.0,2.6,0.273,10.92,0.063,,,,34,218.0,,0.038,4.45,5.0,0.063,,2.1,3,0.042,6,0.118,2.091,57.0,0.00,13.0,0.134,0.00,13.0,0.134,27.13,,,0.0,,2.350,,,,0.084,,0.213,0.0,0.151,16.0,2.392,0.046,0.2,,,,49.0,,0.0,0.05,0.067,0.211,3.45,
48,"""19110""","Candies, KRACKEL Chocolate Bar",41.0,1.0 bar 1.45 oz,6.527,0.234,,21.54,0.021,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.107,0.008,,,,,,,,,,,,,,897,,,,,,,,,,,,,,,0.078,,,2.562,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,42,214.0,,,,,,,,,,,,,,,,,,,,26.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"""19914""","Candies, M & M MARS 3 MUSKETEERS Truffle Crisp",31.0,1.0 serving,5.961,0.338,,17.88,0.028,,0.029,,3,,,,,,,,,,0.0,,,,,0.000,0.0,,2,,,,,,0.000,14,,5,,,,0.095,0.121,0.003,2.157,0.031,,0.0,3,,0.0,3,,,,,698,,0.512,,,,,,,0.23,,46.0,,,,0.074,0.000,0.19,1.716,1.8,14,0.781,0.009,0.002,0.44,,0.000,,,,,,,,,,0.307,92.0,,,,,,,,48,167.0,0.000,,,,,,,0,0.116,3,,,,0.00,11.3,,0.00,11.3,,19.58,,,0.0,,,,,,,,,0.0,,16.0,1.614,,,,,,51.0,,0.0,,,,,
50,"""19917""","Candies, M & M MARS Pretzel Chocolate Candies",40.0,0.25 cup,3.594,0.406,,20.0,0.033,,0.019,,4,,,,,,,0.0,,,0.0,,,,,0.000,1.0,,2,,,,,,0.000,14,,4,,,,0.173,0.108,0.003,1.378,0.042,,0.0,8,,0.0,8,,,,,748,,0.275,,,,,,,0.15,,20.0,,,,0.081,0.000,0.18,1.321,1.9,14,0.214,0.013,0.001,0.89,0.00,,0.0,,,,,,,,,0.364,101.0,,,,,,,,46,179.0,0.000,,,,,,,2,0.119,6,,,,0.00,11.7,,0.00,11.7,,29.18,,,0.0,,,,,,,,,0.0,,16.0,1.241,,0.0,,,,50.0,,0.0,0.0,,0.032,,
51,"""19159""","Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar",60.0,1.0 serving 2.13 oz bar,5.188,0.190,,40.13,0.020,,0.047,,2,,,,,,,,,,0.0,,,0.001,,0.000,0.9,,1,,,,,,0.000,12,,4,,,,0.138,0.093,0.023,2.347,0.006,,0.005,2,0.000,0.005,2,0.000,,,,1095,,0.177,,,,,,,,,,,,,0.034,0.000,0.10,1.424,1.7,12,0.056,0.009,0.025,0.64,,0.000,,,,,,,,,,0.184,80.0,,,,,,,,40,262.0,0.000,,,,,,,0,0.096,2,,,,0.00,7.3,,0.00,7.3,,46.66,,,0.0,,,,,,,,,0.0,,17.0,1.408,,,,,,64.0,,0.1,,,,,
52,"""19327""","Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar",22.0,1.0 serving 0.78 oz bar,2.875,,,8.58,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,6,116.0,,,,,,,,,,,,,,,,,,,,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"""19326""","Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar",22.0,1.0 serving 0.78 oz bar,3.455,,,8.62,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,7,119.0,,,,,,,,,,,,,,,,,,,,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"""19897""","Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Covered Almonds",28.0,1.0 serving 1oz pack,3.289,,,7.54,,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,6,160.0,,,,,,,,,,,,,,,,,,,,14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"""19328""","Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar",20.0,1.0 serving 0.7 oz bar,2.801,,,6.99,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,5,103.0,,,,,,,,,,,,,,,,,,,,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"""19255""","Candies, MARS SNACKFOOD US, DOVE Dark Chocolate",37.0,1.0 serving 1.3 oz bar,7.107,,,17.12,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,50,192.0,,,,,,,,,,,,,,,,,,,,21.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"""19254""","Candies, MARS SNACKFOOD US, DOVE Milk Chocolate",37.0,1.0 serving 1.30 oz bar,7.119,,,20.52,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,108,202.0,,,,,,,,,,,,,,,,,,,,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"""42227""","Candies, MARS SNACKFOOD US, M & M's Almond Chocolate Candies",37.0,1.0 serving 1.31 oz bag,3.491,1.389,,18.21,0.041,,0.035,,4,,,,,,,,,,0.0,,,0.002,,0.000,2.1,,0,,,,,,0.000,9,,3,,,,0.352,0.204,0.013,1.313,0.004,,0.007,4,0.000,0.007,4,0.000,,,,808,,0.129,,,,,,,,,,,,,0.120,0.000,0.08,4.177,0.7,9,0.042,0.02,0.004,0.63,,0.000,,,,,,,,,,1.384,141.0,,,,,,,,30,193.0,,,,,,,,0,0.381,4,,,,0.00,13.9,,0.00,13.9,,22.39,,,0.0,,,,,,,,,0.0,,43.0,4.129,,,,,,27.0,,0.2,,,,,
59,"""19292""","Candies, MARS SNACKFOOD US, M & M's Crispy Chocolate Candies",47.0,1.0 serving 1.6 oz bag,5.476,,,27.7,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,78,223.0,,,,,,,,,,,,,,,,,,,,34.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"""19141""","Candies, MARS SNACKFOOD US, M & M's Milk Chocolate Candies",48.0,1.0 package (1.69 oz),6.278,0.442,,30.57,0.038,,0.080,,4,,,,,,,,,,0.0,,,0.011,,0.000,1.3,,0,,,,,,0.000,27,,7,,,,0.130,0.165,0.029,2.690,0.027,,0.037,4,0.000,0.037,4,0.000,,,,987,,0.292,,,,,,,0.31,,50.0,,,,0.102,0.000,0.25,2.488,1.9,27,0.096,0.012,0.008,0.78,,0.000,,,,,,,,,,0.415,125.0,0.4,,,,,,,90,236.0,0.000,,,,,,,0,0.158,4,,,,0.00,10.4,,0.00,10.4,,34.17,,,0.0,,,,,,,,,0.0,,21.0,2.370,,,,,,69.0,,0.2,,,,,
