,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
61,"""19157""","Candies, MARS SNACKFOOD US, M & M's MINIs Milk Chocolate Candies",30.0,1.0 serving 1.0 oz tube,4.340,,,18.76,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,67,151.0,,,,,,,,0,,,,,,,,,,,,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"""42148""","Candies, MARS SNACKFOOD US, M & M's Peanut Butter Chocolate Candies",46.0,1.0 serving 1.63 oz singles bag,8.503,0.249,,21.69,0.070,,0.046,,21,,,,,,,,,,0.0,,,0.006,,0.000,1.8,,0,,,,,,0.000,13,,3,,,,1.991,0.208,0.009,2.256,0.012,,0.019,21,0.000,0.019,21,0.000,,,,1018,,1.134,,,,,,,,,,,,,0.034,0.000,0.09,2.046,2.7,13,3.041,0.044,0.002,0.81,,0.000,,,,,,,,,,0.237,152.0,,,,,,,,42,243.0,0.000,,,,,,,0,0.443,21,,,,0.00,17.2,,0.00,17.2,,26.17,,,0.0,,,,,,,,,0.0,,37.0,1.984,,,,,,29.0,,0.2,,,,,
63,"""19140""","Candies, MARS SNACKFOOD US, M & M's Peanut Chocolate Candies",54.0,1.0 serving 1 singles bag,5.491,1.866,,27.41,0.034,,0.058,,30,,,,,,,,,,0.0,,,0.005,,0.000,2.0,,0,,,,,,0.000,12,,5,,,,1.815,0.273,0.021,2.111,0.011,,,,,,,,,,,1164,,0.217,,,,,,,,,,,,,0.057,0.000,0.17,4.366,1.6,12,0.070,0.049,0.006,0.78,,0.000,,,,,,,,,,1.855,187.0,,,,,,,,40,278.0,0.000,,,,,,,0,0.359,30,,,,0.00,20.1,,0.00,20.1,,32.66,,,0.0,,,,,,,,,0.0,,37.0,4.241,,,,,,58.0,,0.0,,,,,
64,"""19115""","Candies, MARS SNACKFOOD US, MARS Almond Bar",50.0,1.0 bar (1.76 oz),3.634,1.990,,26.05,0.021,,0.041,,4,,,,,,,,,,,,,,,,1.0,,0,,,,,,,8,,2,,,,0.472,0.125,,1.096,0.131,,,,,,,,,,,977,,0.319,,,,,,,,,,,,,0.156,0.000,0.18,5.346,5.5,8,0.147,0.03,,0.8,,0.000,,,,,,,,,,1.850,162.0,,,,,,,,26,234.0,,,,,,,,0,0.184,4,,,,0.00,18.6,,0.00,18.6,,31.35,,,0.0,,,,,,,,,0.0,,36.0,5.157,,,,,,14.0,,0.3,,,,,
65,"""19135""","Candies, MARS SNACKFOOD US, MILKY WAY Bar",58.0,1.0 serving 2.05 oz bar,6.969,0.151,,34.62,0.027,,0.054,,2,,,,,,,,,,0.0,,,0.003,,0.000,,,1,,,,,,0.000,18,,3,,,,0.089,0.085,0.010,1.673,0.017,,0.01,2,0.000,0.01,2,0.000,,,,1106,,0.924,,,,,,,,,,,,,0.060,0.000,0.10,1.293,2.1,18,2.292,0.008,0.003,0.75,,0.000,,,,,,,,,,0.134,72.0,,,,,,,,64,264.0,0.000,,,,,,,0,0.085,2,,,,0.00,9.6,,0.00,9.6,,41.28,,,0.0,9,,,,,,,,0.2,,12.0,1.246,,,,,,37.0,,0.4,,,,,
66,"""19256""","Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered",44.0,1.0 serving 5 pieces,5.789,,,25.81,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,115,204.0,,,,,,,,,,,,,,,,,,,,30.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"""19258""","Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered",44.0,1.0 serving 5 pieces,6.078,,,23.8,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,108,202.0,,,,,,,,,,,,,,,,,,,,29.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"""42196""","Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",50.0,1.0 serving 1.76 oz bar,5.737,0.257,,28.91,0.018,,0.039,,4,,,,,,,,,,0.0,,,,,0.000,1.4,,3,,,,,,0.000,21,,15,,,,0.109,0.172,0.018,2.800,0.024,,0.0,4,,0.0,4,,,,,928,,0.181,,,,,,,,,,,,,0.032,0.000,0.02,2.320,1.8,21,0.054,0.01,0.009,0.51,,0.000,,,,,,,,,,0.234,98.0,,,,,,,,78,222.0,0.000,,,,,,,0,0.197,4,,,,0.00,8.4,,0.00,8.4,,35.61,,,0.0,,,,,,,,,0.0,,29.0,2.287,,,,,,119.0,,0.1,,,,,
69,"""19308""","Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies",41.0,1.0 serving 15 pieces,4.068,,,27.47,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,41,182.0,,,,,,,,,,,,,,,,,,,,31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"""19307""","Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies",39.0,1.0 serving 13 pieces,3.467,,,23.82,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,53,181.0,,,,,,,,,,,,,,,,,,,,28.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"""19306""","Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies",39.0,1.0 serving 13 pieces,3.857,,,20.16,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,68,187.0,,,,,,,,,,,,,,,,,,,,23.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"""19370""","Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",62.0,1.0 serving 2.17 oz pack,2.551,0.000,,47.02,0.000,,0.007,,0,,,,,,,,,,,,,,,,0.0,,1,,,,,,,,,0,,,,0.004,0.022,,0.371,0.000,,,,,,,,,,,1051,,0.446,,,,,,,,,,,,,0.014,,0.00,,0.7,0,1.334,0.002,,0.6,,0.000,,,,,,,,,,0.000,7.0,,,,,,,,0,251.0,,,,,,,,,0.039,0,,,,,0.0,,,0.0,,56.28,,,0.0,,,,,,,,,0.0,,1.0,0.000,,,,,,0.0,,41.4,,,,,
73,"""19369""","Candies, MARS SNACKFOOD US, SKITTLES Sours Original",51.0,1.0 serving 1.80 oz bag,1.920,,,37.31,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,0,205.0,,,,,,,,,,,,,,,,,,,,46.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"""19363""","Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies",62.0,1.0 serving 2.1 oz bag,2.551,,,47.07,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,0,249.0,,,,,,,,,,,,,,,,,,,,56.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"""19302""","Candies, MARS SNACKFOOD US, SNICKERS Almond bar",50.0,1.0 serving 1.76 oz bar,4.267,,,26.96,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,83,236.0,,,,,,,,,,,,,,,,,,,,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"""19155""","Candies, MARS SNACKFOOD US, SNICKERS Bar",57.0,1.0 bar (2 oz),5.169,1.718,,28.77,0.034,,0.081,,12,,,,,,,0.0,,0.063,0.0,,,0.005,,0.000,1.3,,9,,,,,,0.000,26,,5,,,,2.052,0.154,0.021,1.793,0.027,,0.015,18,0.000,0.015,18,0.000,,,,1170,,0.328,,,,,,,2.25,,53.0,,,,0.074,0.000,0.09,4.489,1.1,26,0.103,0.051,0.006,0.89,0.24,0.000,,,,,,,,,,1.691,184.0,0.5,,,,,,,92,280.0,0.000,,,,,,,3,0.199,15,,,,0.00,21.9,,0.00,21.9,,35.06,,,0.0,,,,,,,,,0.0,,41.0,4.346,,,,,,48.0,0.00,0.3,0.01,,0.047,,
77,"""19359""","Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER",47.0,1.0 serving 1.66 oz bar,5.970,,,21.87,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,56,229.0,,,,,,,,,,,,,,,,,,,,29.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"""19295""","Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar",40.0,1.0 serving 1.42 oz bar,3.528,,,12.35,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,126,214.0,,,,,,,,,,,,,,,,,,,,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"""19309""","Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Fruit and Creme",40.0,1.0 serving fun size (8 chews),3.172,,,23.19,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,0,163.0,,,,,,,,,,,,,,,,,,,,32.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"""19156""","Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Original fruits",40.0,1.0 serving fun size (8 chews),3.111,0.000,,23.25,0.000,,0.011,,0,,,,,,,,,,,,,,,,0.0,,2,,,,,,,,,0,,,,0.002,0.005,,0.683,0.000,,,,,,,,,,,682,,0.490,,,,,,,,,,,,,0.001,,0.00,,0.8,0,1.410,0.0,,0.12,,0.000,,,,,,,,,,0.000,1.0,,,,,,,,0,163.0,,,,,,,,0,0.006,0,,,,,0.0,,,0.0,,33.03,,,0.0,,,,,,,,,0.0,,0.0,0.000,,,,,,0.0,,23.5,,,,,
81,"""19313""","Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits",40.0,1.0 serving fun size (8 chews),3.219,,,23.27,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,0,164.0,,,,,,,,,,,,,,,,,,,,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"""19315""","Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews",59.0,1.0 serving 2.07 oz pack,4.437,,,33.1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,0,236.0,,,,,,,,,,,,,,,,,,,,47.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"""19160""","Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars",57.0,1.0 package (2 oz),10.807,0.358,,27.5,0.088,,0.067,,5,,,,,,,,,,0.0,,,0.006,,0.000,0.6,,3,,,,,,0.000,11,,4,,,,0.632,0.112,0.017,2.615,0.019,,0.023,22,0.000,0.023,22,0.000,,,,1198,,1.410,,,,,,,,,,,,,0.119,0.000,0.19,1.703,3.2,11,3.755,0.014,0.005,0.69,,0.000,,,,,,,,,,0.339,106.0,,,,,,,,38,286.0,0.000,,,,,,,10,0.156,15,,,,0.00,11.9,,0.00,11.9,,36.94,,,0.0,,,,,,,,,0.0,,15.0,1.629,,,,,,40.0,,0.3,,,,,
84,"""42183""","Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",51.0,2.0 cookie 2011 label,2.531,6.386,,27.03,0.071,,0.000,,5,,,,,,,,,,,,,,,,1.5,,2,,,,,,,5,,5,,,,0.566,0.149,,0.849,0.442,,,,,,,,,,,1180,,0.017,,,,,,,,,,,,,0.102,0.000,0.17,7.303,9.5,5,0.000,0.02,,0.61,,0.000,,,,,,,,,,5.927,158.0,,,,,,,,16,282.0,,,,,,,,0,,5,,,,0.00,10.7,,0.00,10.7,,28.56,,,0.0,,,,,,,,,0.0,,23.0,7.218,,,,,,108.0,,0.5,,,,,
85,"""19161""","Candies, MARS SNACKFOOD US, TWIX Peanut Butter Cookie Bars",54.0,"1.0 package (1.89 oz, 2 bars)",8.509,1.840,,19.51,0.053,,0.062,,8,,,,,,,,,,0.0,,,0.004,,0.000,1.7,,17,,,,,,0.000,11,,4,,,,1.285,0.157,0.036,3.433,0.030,,0.015,8,0.000,0.015,8,0.000,,,,1237,,0.263,,,,,,,,,,,,,0.078,0.000,0.14,6.651,3.2,11,0.090,0.062,0.182,1.18,,0.000,,,,,,,,,,1.810,143.0,,,,,,,,37,295.0,0.000,,,,,,,0,0.509,8,,,,0.00,15.9,,0.00,15.9,,29.24,,,0.0,,,,,,,,,0.0,,33.0,6.557,,,,,,38.0,,0.2,,,,,
86,"""19116""","Candies, marshmallows",50.0,1.0 cup of miniature,0.028,0.024,,28.78,0.000,0.033,0.000,,0,,,,0.038,,,,,,,,,,,,0.1,,0,,,,,,,,,0,,,,0.039,0.049,,0.007,0.000,,,,,,,,0.018,,,666,,0.000,,,,,,,,,,,,,0.000,,0.00,0.040,,0,0.000,0.002,,0.15,,0.000,,,,,,,,,,0.022,2.0,,0.138,0.1,0.002,,,,0,159.0,,,,0.0,0.005,,0.8,0,0.004,0,0.014,0.020,4.0,0.00,0.1,0.030,0.00,0.1,0.030,40.65,,,0.0,,,,,,0.073,,0.000,0.0,0.025,1.0,0.038,0.009,,,,,0.0,,,,,,,
87,"""19120""","Candies, milk chocolate",7.0,"1.0 bar, miniature",1.296,0.096,,3.6,0.008,,0.007,,1,0.009,0.04,,,,,,,,0.0,,,,,0.000,0.2,,0,,,,,3,0.000,4,,1,,,,0.027,0.034,0.001,0.549,0.009,,0.0,1,,0.0,1,,,,,157,,0.083,,,,,,,0.06,,13.0,,,,0.021,0.000,0.05,0.503,0.4,4,0.018,0.003,0.000,0.12,,0.000,,,,,,,,,,0.085,26.0,0.2,,,,,,,14,37.0,0.000,,,,,,,0,0.033,1,,,,0.00,3.2,,0.00,3.2,,4.16,,,0.0,,0.425,,,,,,,0.0,,4.0,0.425,,0.0,,,,14.0,,0.0,,,,,
88,"""19279""","Candies, milk chocolate coated coffee beans",28.35,1.0 oz,5.142,0.371,,14.39,0.028,,0.065,,3,,,,,,,,,,0.0,,,0.016,,0.000,1.6,,1,,,,,,0.000,14,,227,,,,0.094,0.139,0.023,2.188,0.021,,0.058,3,0.000,0.058,3,0.000,,,,651,0.000,0.237,,,,,,,,,,,,,0.089,0.000,0.18,3.894,1.5,14,0.077,0.009,0.007,0.5,,0.000,0.0,,,,,,,,,0.350,117.0,,,,,,,,48,156.0,0.000,,,,,,,0,0.152,3,,,,0.00,11.5,,0.00,11.5,,15.66,,,0.0,,,,,,,,,0.0,,18.0,3.711,,,,,,50.0,,0.0,,,,,
89,"""19126""","Candies, milk chocolate coated peanuts",149.0,1.0 cup,21.754,6.452,,56.01,0.173,,0.045,,76,,,,,,,,,,0.0,,,0.019,,0.000,7.0,,6,,,,,,0.000,61,,21,,,,6.331,0.811,0.088,8.615,0.060,,0.07,76,0.000,0.07,76,0.000,,,,3236,,0.900,,,,,,,,,,,,,0.259,0.000,0.79,19.251,6.0,61,0.134,0.149,0.025,2.68,,0.000,,,,,,,,,,6.291,748.0,,,,,,,,195,773.0,0.000,,,,,,,0,1.408,76,,,,0.00,71.2,,0.00,71.2,,74.05,,,0.0,,,,,,,,,0.0,,143.0,18.700,,,,,,216.0,,0.0,,,,,
90,"""19132""","Candies, milk chocolate, with almonds",41.0,1.0 bar (1.45 oz),7.257,1.238,,18.0,0.025,,0.091,,5,,,,,,,,,,0.0,,,0.013,,0.000,2.5,,2,,,,,,0.000,21,,7,,,,0.304,0.173,0.032,3.067,0.034,,0.045,5,0.000,0.045,5,0.000,,,,902,,0.330,,,,,,,,,,,,,0.178,0.000,0.27,4.904,2.1,21,0.108,0.018,0.009,0.7,,0.000,,,,,,,,,,1.204,182.0,,,,,,,,72,216.0,0.000,,,,,,,0,0.256,6,,,,0.00,19.2,,0.00,19.2,,21.89,,,0.0,,,,,,,,,0.0,,37.0,4.746,,,,,,75.0,,0.1,,,,,
91,"""19134""","Candies, milk chocolate, with rice cereal",40.0,1.0 bar (1.4 oz),6.356,0.312,,20.42,0.052,,0.081,0.000,4,,,,,,,,,,0.0,,,0.015,,0.000,1.3,,2,,,,,,0.000,26,,8,,,,0.269,0.195,0.029,2.723,0.018,,0.052,8,0.000,0.052,8,0.000,,,,854,,0.296,,,,,,,0.36,,75.0,,,,0.129,0.000,0.32,3.456,2.3,26,0.096,0.022,0.008,0.71,,0.000,,,,,,,,,,0.264,148.0,,,,,,,,87,204.0,0.000,,,,,,,2,0.191,7,,,,0.02,18.3,,0.02,18.3,,23.87,,,0.0,,,,,,,,,0.0,,25.0,3.292,,0.0,,,,81.0,,0.2,,,,,
92,"""19142""","Candies, MOUNDS Candy Bar",19.0,1.0 bar snack size,3.910,0.027,,8.78,0.009,,0.022,,1,,,,,,,,,,0.0,,,0.002,,0.000,0.7,,1,,,,,,0.000,0,,3,,,,0.053,0.076,0.002,0.654,0.001,,0.002,1,,0.002,1,,,,,392,,0.559,,,,,,,,,,,,,0.011,,0.00,0.074,0.3,0,1.505,0.017,0.002,0.17,,0.000,,,,,,,,,,0.022,61.0,,,,,,,,0,94.0,,,,,,,,0,0.180,1,,,,0.00,2.2,,0.00,2.2,,11.19,,,0.0,,,,,,,,,0.0,,10.0,0.064,,,,,,25.0,,0.1,,,,,
93,"""19143""","Candies, MR. GOODBAR Chocolate Bar",49.0,1.0 bar (1.75 oz),6.924,2.139,,23.14,0.069,,0.060,,19,,,,,,,,,,0.0,,,0.003,,0.000,1.9,,2,,,,,,0.000,17,,9,,,,1.686,0.083,0.022,2.793,0.000,,0.013,19,0.000,0.013,19,0.000,,,,1103,,0.226,,,,,,,,,,,,,0.069,0.000,0.16,4.019,1.8,17,0.072,0.034,0.006,0.75,,0.000,,,,,,,,,,2.139,193.0,,,,,,,,56,264.0,0.000,,,,,,,0,,19,,,,0.00,23.2,,0.00,23.2,,26.63,,,0.0,,,,,,,,,0.0,,23.0,3.916,,,,,,97.0,,0.4,,,,,
94,"""19144""","Candies, NESTLE, 100 GRAND Bar",43.0,1.0 bar (1.5 oz),5.117,0.597,,22.32,0.025,,0.073,,2,,,,,,,,,,0.0,,,0.008,,0.000,0.4,,1,,,,,,0.000,16,,3,,,,0.085,0.080,0.021,1.613,0.055,,0.028,2,0.000,0.028,2,0.000,,,,842,,0.441,,,,,,,,,,,,,0.051,0.000,0.12,2.597,2.7,16,0.619,0.007,0.004,0.47,,0.000,,,,,,,,,,0.541,70.0,,,,,,,,55,201.0,0.000,,,,,,,0,0.074,2,,,,0.00,10.6,,0.00,10.6,,30.52,,,0.0,,,,,,,,,0.0,,11.0,2.481,,,,,,24.0,,0.3,,,,,
95,"""19153""","Candies, NESTLE, AFTER EIGHT Mints",42.0,1.0 serving 5 mints,3.499,,,27.97,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,0,181.0,,,,,,,,0,,,,,,,,,,,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"""19111""","Candies, NESTLE, BABY RUTH Bar",60.0,1.0 serving 2.1 oz bar,7.260,1.583,,32.4,0.035,,0.037,,7,,,,,,,,,,,,,,,,1.2,,0,,,,,,,0,,2,,,,0.751,0.135,,0.318,0.002,,,,,,,,,,,1193,,1.396,,,,,,,,,,,,,0.073,0.000,0.04,3.334,1.4,0,3.823,0.025,,0.73,,0.000,,,,,,,,,,1.580,149.0,,,,,,,,0,285.0,,,,,,,,0,0.211,7,,,,0.00,20.9,,0.00,20.9,,38.88,,,0.0,,,,,,,,,0.0,,26.0,3.270,,,,,,71.0,,0.0,,,,,
97,"""19068""","Candies, NESTLE, BIT-O'-HONEY Candy Chews",40.0,1.0 serving 6 pieces,2.200,0.135,,19.2,0.024,,0.019,,1,,,,,,,,,,,,,,,,0.1,,0,,,,,,0.000,,,0,,,,0.028,0.010,0.000,0.076,0.001,,0.0,1,,0.0,1,,,,,648,,0.420,,,,,,,,,,,,,0.018,0.000,0.02,0.412,,0,1.119,0.004,0.000,0.52,,0.000,,,,,,,,,,0.134,18.0,,,,,,,,0,155.0,,,,,,,,0,0.015,1,,,,0.00,1.0,,0.00,1.0,,32.36,,,0.0,,,,,,,,,0.0,,3.0,0.410,,,,,,0.0,,0.3,,,,,
98,"""19069""","Candies, NESTLE, BUTTERFINGER Bar",60.0,1.0 serving 2.1 oz bar,5.700,1.898,,27.54,0.073,,0.013,,17,,,,,,,,,,,,,,,,1.2,,0,,,,,,,0,,1,,,,1.589,0.116,0.000,0.867,0.001,,,,,,,,,,,1152,,0.844,,,,,,,,,,,,,0.037,0.000,0.02,3.071,1.3,0,2.510,0.041,0.000,0.94,,0.000,,,,,,,,,,1.898,132.0,,,,,,,,0,275.0,,,,,,,,0,0.294,17,,,,0.00,9.0,,0.00,9.0,,43.74,,,0.0,,,,,,,,,0.0,,29.0,2.990,,,,,,22.0,,0.0,,,,,
99,"""19913""","Candies, NESTLE, BUTTERFINGER Crisp",60.0,1.0 piece,6.355,1.302,,29.0,0.080,0.240,0.014,0.000,15,,,,0.143,,0.0,,,,0.0,0.806,0.343,,,0.000,1.0,,17,,,,,,,0,,3,,,,1.463,0.253,0.000,0.442,0.006,,0.0,15,,0.0,15,,0.123,,,1168,,1.122,7.0,0.36,0.052,,,,,,,,,,0.056,0.000,0.03,2.679,1.9,0,3.207,0.088,0.000,0.9,,0.000,0.0,,,,,,,,,1.297,257.0,,0.272,11.0,0.001,,,,1,279.0,0.000,0.043,,0.0,0.127,0.000,6.6,0,0.646,15,0.134,1.093,92.0,0.00,8.3,0.170,0.00,8.3,0.170,41.07,,,0.0,,,,,,0.291,,0.253,0.0,0.171,53.0,2.632,0.086,,,,,111.0,,0.1,,,,,
100,"""19119""","Candies, NESTLE, CHUNKY Bar",40.0,1.0 serving 1.4 oz bar,5.000,,,21.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,0,208.0,,,,,,,,,,,,,,,,,,,,24.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"""19145""","Candies, NESTLE, CRUNCH Bar and Dessert Topping",44.0,1.0 bar 1.55 oz,7.040,,,24.2,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,47,220.0,,,,,,,,,,,,,,,,,,,,29.48,,,,,,,,,,,,,,,,,,,,,74.0,,0.2,,,,,
