,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
0,"""04609""","Animal fat, bacon grease",4.3,1.0 tsp,1.677,0.479,,0.0,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,0.578,0.043,,,,,,,,,,,161,,0.056,,,,,,,,,,,,,,,0.00,1.930,,0,0.009,0.000,,0.02,,0.000,0.1,,,,,,,,,0.436,0,,,,,,,,0.0,39.0,,,,,,,,,,0.0,,,,0.00,1.8,,0.00,1.8,,0.0,,,0.0,4,,,,,,,,0.1,,0,1.763,,,,,,0.0,,,,,,,
1,"""43214""","Butter replacement, without fat, powder",80.0,1.0 cup,0.471,0.046,,4.24,0.000,,0.014,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,0.089,0.014,,,,,,,,,,,1249,,0.074,,,,,,,,,,,,,,,0.00,0.221,,0,0.025,0.000,,2.4,,0.000,,,,,,,,,,0.031,2,,,,,,,,0.0,298.0,,,,,,,,,,0.0,,,,0.00,0.3,,0.00,0.3,,71.2,,,0.0,,,,,,,,,,,0,0.194,,,,,,0.0,,,,,,,
2,"""04601""","Butter, light, stick, with salt",14.0,1.0 tablespoon,4.805,0.286,,0.0,0.001,,0.148,,0,,,,,,,,,,,,,,,,,,0,,,,,,,64,,0,,,,0.003,0.000,,0.935,0.112,,,,,,,,,,,292,,0.777,,,,,,,,,,,,,0.010,0.000,0.02,2.230,0.7,65,0.217,0.001,,0.14,,0.000,0.0,,,,,,,,,0.174,10,,,,,,,,238.0,70.0,,,,,,,,0,,0.0,,,,0.00,1.8,,0.00,1.8,,0.0,,,0.0,,,,,,,,,0.0,,1,1.941,,,,,,0.0,,,,,,,
3,"""04602""","Butter, light, stick, without salt",14.0,1.0 tablespoon,4.805,0.286,,0.0,0.001,,0.148,,0,,,,,,,,,,,,,,,,,,0,,,,,,,64,,0,,,,0.003,0.000,,0.935,0.112,,,,,,,,,,,292,,0.777,,,,,,,,,,,,,0.010,0.000,0.02,2.230,0.7,65,0.217,0.001,,0.07,,0.000,0.0,,,,,,,,,0.174,10,,,,,,,,238.0,70.0,,,,,,,,0,,0.0,,,,0.00,1.8,,0.00,1.8,,0.0,,,0.0,,,,,,,,,0.0,,1,1.941,,,,,,0.0,,,,,,,
4,"""42116""","Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",15.0,1.0 tbsp,0.317,1.199,,0.85,0.002,,0.001,,1,,,,,,,,,,,,,,,,0.0,,12,,,,,,,1,,0,,,,0.003,0.000,,0.082,0.141,,,,,,,,,,,100,,0.005,,,,,,,,,,,,,0.002,0.000,0.01,0.491,0.5,2,0.001,0.004,,0.46,,0.000,,,,,,,,,,1.056,5,,,,,,,,21.0,24.0,,,,,,,,0,,1.0,,,,0.00,2.4,,0.00,2.4,,1.05,,,3.0,0,,,,,,,,0.0,,0,0.48,,,,,,0.0,,0.1,,,,,
5,"""42158""","Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",15.0,1.0 tbsp,0.203,0.434,,0.49,0.002,,0.001,,1,,,,,,,,,,,,,,,,0.0,,7,,,,,,,3,,0,,,,0.006,0.000,,0.064,0.031,,,,,,,,,,,88,,0.006,,,,,,,,,,,,,0.009,0.000,0.01,0.509,5.2,3,0.002,0.003,,0.3,,0.000,,,,,,,,,,0.402,7,,,,,,,,10.0,21.0,,,,,,,,0,,1.0,,,,0.00,2.4,,0.00,2.4,,2.4,,,0.0,0,,,,,,,,0.0,,1,0.501,,,,,,0.0,,,,,,,
6,"""42157""","Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",17.0,1.0 tbsp,0.084,0.245,,0.91,0.002,,0.001,,1,,,,,,,,,,,,,,,,0.0,,1,,,,,,,0,,0,,,,0.007,0.000,,0.021,0.029,,,,,,,,,,,76,,0.004,,,,,,,,,,,,,0.010,,0.00,0.109,0.4,0,0.001,0.003,,0.2,,0.000,,,,,,,,,,0.216,23,,,,,,,,1.0,18.0,,,,,,,,0,,1.0,,,,0.00,2.7,,0.00,2.7,,3.4,,,0.0,,,,,,,,,0.0,,1,0.105,,,,,,0.0,,,,,,,
7,"""04706""","Dressing, honey mustard, fat-free",30.0,2.0 tbsp (1 NLEA serving),0.105,0.086,,5.33,0.013,,0.003,,3,,,,,,,,,,,,,,,,0.4,,4,,,,,,,1,,0,,,,0.045,0.012,,0.02,0.030,,0.001,3,0.000,0.001,3,0.000,,,,212,,0.013,,,,,,,,,,,,,0.006,0.000,0.01,0.212,0.1,2,0.004,0.016,0.001,0.86,,0.072,,,,,,,,,,0.052,21,,,,,,,,5.0,51.0,0.005,,,,,,,0,0.035,3.0,,,,0.00,1.6,,0.00,1.6,,11.53,,,0.0,,,,,,,,,0.0,,4,0.101,,,,,,0.0,,0.6,,,,,
8,"""04001""","Fat, beef tallow",12.8,1.0 tbsp,6.374,0.512,,0.0,,,,,0,,,,0.0,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,2.419,0.077,,,,,,,,0.000,,,483,,0.474,0.0,,,,,,,,,,,,,,0.00,5.350,,0,0.115,0.000,,0.0,,,0.1,,,,,,,,,0.397,0,,0.0,12.8,0.538,,,,0.0,115.0,,0.000,,14.0,0.000,,0.0,,,0.0,,3.187,0.0,0.00,10.2,,0.00,10.2,,0.0,,,0.0,4,,,,,0.0,,,0.1,,0,4.608,0.000,,,,,0.0,,,,,,,
9,"""04542""","Fat, chicken",12.8,1.0 tbsp,3.814,2.675,,0.0,,,,,0,,,,0.0,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,0.768,0.128,,,,,,,,0.000,,,482,,0.115,0.0,,,,,,,,,,,,,,0.00,5.722,,0,0.013,0.000,,0.0,,,0.6,,,,,,,,,2.496,0,,0.0,12.77,0.730,,,,0.0,115.0,,0.000,,11.0,0.000,,0.0,,,0.0,,2.765,0.0,0.00,15.7,,0.00,15.7,,0.0,,,0.0,24,,,,,0.0,,,0.6,,0,4.774,0.000,,,,,0.0,,,,,,,
10,"""04576""","Fat, goose",12.8,1.0 tbsp,3.546,1.408,,,,,,,0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.000,,,0.781,0.064,,,,,,,,0.000,,,482,,0.064,0.0,,,,,,,,,,,,,,0.00,7.258,,0,,0.000,,0.0,,,,,,,,,,,,1.254,0,,0.0,12.77,0.358,,,,0.0,115.0,,0.000,,13.0,0.000,,0.0,,,0.0,,2.65,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,6.848,0.000,,,,,,,,,,,,
11,"""04575""","Fat, turkey",12.8,1.0 tbsp,3.763,2.957,,0.0,,,,,0,,,,0.0,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,0.794,0.179,,,,,,,,0.000,,,482,,0.115,0.0,,,,,,,,,,,,,,0.00,5.491,,0,,0.000,,0.0,,,0.6,,,,,,,,,2.714,0,,0.0,12.77,0.768,,,,0.0,115.0,,0.000,,13.0,0.000,,0.0,,,0.0,,2.637,0.0,0.00,15.7,,0.00,15.7,,0.0,,,0.0,24,,,,,0.0,,,0.6,,0,4.595,0.000,,,,,0.0,,,,,,,
12,"""04589""","Fish oil, cod liver",4.5,1.0 tsp,1.017,1.014,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1350,,,,,,,0.000,,0.126,0.042,,,,,,,,,,,170,,0.161,,,,,,,,,,,,,,0.310,0.00,2.102,,1350,,,,0.0,,0.330,,,,,,,,,,0.042,0,,,,,,,,4500.0,41.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,11.2,,0,0.929,,,,,,,,,,,,,
13,"""04590""","Fish oil, herring",13.6,1.0 tbsp,2.895,2.122,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,,0.000,,0.111,0.104,,,,,,,,,,,513,,0.977,,,,,,,,,,,,,,0.853,0.00,7.693,,0,0.021,0.000,,0.0,,2.803,,,,,,,,,,0.156,0,,,,,,,,0.0,123.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.626,,,,,,,,,,,,,
14,"""04591""","Fish oil, menhaden",13.6,1.0 tbsp,4.138,4.651,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,,0.000,,0.513,0.203,,,,,,,,,,,513,,1.082,,,,,,,,,,,,,,1.791,0.00,3.630,,0,,,,0.0,,0.048,,,,,,,,,,0.293,0,,,,,,,,0.0,123.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.976,,,,,,,,,,,,,
15,"""04592""","Fish oil, menhaden, fully hydrogenated",12.5,1.0 tbsp,11.95,0.000,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,,0.000,,2.642,,,,,,,,,,,,472,,1.132,,,,,,,,,,,,,,,0.00,,,0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,113.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"""04593""","Fish oil, salmon",13.6,1.0 tbsp,2.703,5.484,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,,0.000,,0.577,0.144,,,,,,,,,,,513,,0.446,,,,,,,,,,,,,,1.771,0.00,3.949,,0,,,,0.0,,0.459,,,,,,,,,,0.210,0,,,,,,,,0.0,123.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.309,,,,,,,,,,,,,
17,"""04594""","Fish oil, sardine",13.6,1.0 tbsp,4.065,4.334,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,,0.000,,0.529,0.180,,,,,,,,,,,513,,0.887,,,,,,,,,,,,,,1.379,0.00,4.602,,0,0.014,0.000,,0.0,,0.760,,,,,,,,,,0.274,0,,,,,,,,0.0,123.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,1.1,,0,2.006,,,,,,,,,,,,,
18,"""04002""",Lard,12.8,1.0 tbsp,5.018,1.434,,0.0,,,,,0,,,,0.0,,,0.0,,0.128,,,,,,,,,0,,,,,,,,,0,,,,,0.000,,1.728,0.128,,,,,,,,0.000,,,483,,0.166,0.0,,,,,,,,0,,,,,,0.00,5.773,,0,0.026,0.000,,0.0,,,0.3,,,,,,,,,1.306,0,,0.0,12.8,0.346,,,,0.0,115.0,,0.000,,12.0,0.000,,0.0,,,0.0,,3.046,0.0,0.00,6.4,,0.00,6.4,,0.0,,,0.0,13,,,,,0.0,,0.013,0.3,,0,5.274,0.000,,,,,0.0,,,0.0,,,,
19,"""04628""","Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils",14.0,1.0 tbsp,2.126,3.402,,,,,0.000,,0,0.274,0.73,,,,,0.0,1.986,0.019,0.000,,,0.003,,0.001,0.0,,,,,,,,,,,,,,,0.000,,0.010,0.864,0.286,,0.000,0,0.000,0.000,0,0.000,,,,420,1.986,0.006,,,,0.098,2.31,,6.13,,0,0.000,,0.002,0.000,,,5.443,10.5,,,0.000,0.015,0.27,2.14,0.000,,,,0.006,92.0,0.000,,,,3.115,3,,,,,0.098,,,,,,,,,,,,0,,0.0,,,,,,,,,,0.1,0.000,,,,,3.013,5,0.000,,,,,,,5.414,,14.5,0.000,0.0,2.085,,,,0.0,,,,
20,"""04684""","Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",14.0,1.0 tablespoon (1 NLEA serving),1.631,2.988,,,,,0.000,,,0.865,3.73,,,,,0.0,0.012,0.177,0.000,,,0.007,,0.006,,,,,,,,,,,,,,,,,,,0.254,0.947,,0.000,,0.005,0.000,,0.005,,,,428,0.012,0.080,,,,0.031,2.25,,2.74,,,0.000,,0.003,,,,6.337,,,0.166,,0.008,0.25,0.10,0.005,,,,0.020,100.0,0.000,,,,2.028,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.000,,,,,1.992,,,,,,,,,6.11,,,0.005,0.0,0.042,,,,0.01,,0.002,,
21,"""04665""","Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries",14.0,1.0 tbsp,2.862,1.297,,0.0,0.003,,0.000,,0,0.044,0.64,,,,,,,,,,,,,,0.0,,,,,,,,,137,,0,,,,0.007,0.000,0.015,1.394,0.110,,,,,,,,,,,418,3.018,0.017,,,,0.447,2.21,0,,,,,,,0.011,0.000,0.03,6.537,14.9,144,0.007,0.003,0.039,0.28,,0.000,,,,0.009,123.0,0.000,,,,1.187,13,,,,,,,,600.0,100.0,,,,,,,,0,,0.0,,,,0.00,,,0.00,,,0.0,,,0.0,,3.511,0.806,,0.026,,,,0.0,,1,6.528,,,,,,0.0,,0.1,,,,,
22,"""04668""","Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy",14.0,1.0 tbsp,2.285,3.139,,0.0,0.002,,0.000,,0,0.338,0.87,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.000,,0.013,0.905,0.386,,,,,,,,,,,418,2.656,0.015,,,,0.225,2.40,,,,,,,,0.000,,0.03,5.244,10.5,,0.025,0.000,0.038,0.27,,0.000,,,,0.007,124.0,0.000,,,,2.753,3,,,,,,,,500.0,100.0,,,,,,,,0,,0.0,,,,0.00,,,0.00,,,0.1,,,,,,2.576,,0.000,,,,,,,5.225,,,,,,,,,,,,,
23,"""04683""","Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",14.0,1.0 tbsp (1 NLEA serving),2.336,3.331,,,,,0.000,,,0.409,1.82,,,,,0.0,0.408,0.048,0.000,,,0.004,,0.002,,,,,,,,,,,,,,,,,,,0.484,0.411,,0.000,,0.002,0.000,,0.002,,,,355,0.408,0.033,,,,0.049,4.13,,4.09,,,0.000,,0.003,,,,3.465,,,0.009,,0.024,0.21,1.31,0.000,,,,0.011,75.0,0.000,,,,2.915,,,,,,0.049,,,500.0,85.0,0.000,,,,,,,,,,,,,,,,,,,0.08,0.000,,,,,2.860,,,,,,,,,3.402,,,0.002,0.0,0.457,,,,0.29,,0.002,,
24,"""04629""","Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick",14.0,1.0 tbsp (1 NLEA serving),1.908,2.835,,,,,0.001,0.000,0,0.290,0.78,,,,,0.0,1.961,0.024,0.000,,,0.003,,0.001,,,,,,,,,,,,,,,,,,,0.786,0.299,,0.000,0,0.000,0.000,0,0.000,,,,368,1.961,0.010,,,,0.109,3.67,,4.90,,1,0.000,,0.002,0.004,0.000,,4.686,,,0.002,0.000,0.023,0.25,1.53,,,,,0.006,98.0,0.002,,,,2.535,6,,,,,0.109,,,500.0,88.0,0.000,,,,,,,0,0.002,0.0,,,,,,,,,,0.21,0.000,,,,,2.419,4,0.000,,,,,,,4.653,,,0.000,0.0,2.07,,,,0.0,,0.002,,
25,"""04610""","Margarine, regular, 80% fat, composite, stick, with salt",14.0,1.0 tbsp,2.126,3.402,,0.0,0.001,,0.000,,0,0.274,1.26,,,,,,,,0.000,,,0.003,,0.001,,,0,,,,,,,108,,0,,,,0.003,0.000,0.010,0.864,0.286,,0.000,0,0.000,0.000,0,0.000,,,,420,1.986,0.006,,,,0.098,2.31,0,,,,,,,0.005,0.000,0.01,5.443,13.0,115,0.000,0.001,0.015,0.27,,0.000,,,,,,,,,,3.115,3,,,,,0.098,,,500.0,100.0,0.000,,,,,,,0,,0.0,,,,0.00,1.7,,0.00,1.7,,0.1,0.000,,0.0,,,,,,,,,0.0,,0,5.414,,,0.000,0.0,2.085,0.0,,0.0,,,,,
26,"""04691""","Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",14.0,1.0 tablespoon,2.126,3.402,,0.0,0.001,,0.000,,0,0.274,1.26,,,,,0.0,1.986,0.019,0.000,,,0.003,,0.001,,,0,,,,,,,108,,0,,,,0.003,0.000,0.010,0.865,0.286,,0.000,0,0.000,0.000,0,0.000,,,,420,1.986,0.006,57.0,0.01,,0.098,2.31,0,6.13,,0,0.000,85,0.002,0.005,0.000,0.01,5.443,13.0,115,0.000,0.001,0.015,0.27,,0.000,,,,0.006,105.0,0.000,,,,3.115,3,,,,,0.098,,,501.0,100.0,0.000,,,,,,,0,,0.0,,,,0.00,1.7,,0.00,1.7,,0.1,0.000,,0.0,60,3.428,3.013,5,,,,,1.5,,0,5.414,,,0.000,0.0,2.085,0.0,,0.0,0.0,,,,
27,"""04617""","Margarine, regular, 80% fat, composite, stick, without salt",14.2,1.0 tbsp,2.157,3.451,,0.0,0.001,,0.000,,0,,,,,,,,,,,,,,,,,,0,,,,,,,109,,0,,,,0.003,0.000,,0.877,0.290,,,,,,,,,,,426,,0.007,,,,,,,,,,0.000,87,,0.005,0.000,0.01,5.521,13.2,116,0.000,0.001,,0.27,,0.000,,,,0.006,0.0,0.000,,,,3.160,3,,,,,,,,508.0,102.0,,,,,,,,0,,0.0,,,,0.00,1.8,,0.00,1.8,,0.1,,,0.0,,3.477,3.056,,,,,,0.0,,0,5.492,,,,,,0.0,,0.0,,,,,
28,"""04696""","Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D",14.0,1.0 tbsp,2.126,3.402,,0.0,0.001,,0.000,,0,,,,,,,,,,,,,,,,,,0,,,,,,,108,,0,,,,0.003,0.000,,0.864,0.286,,,,,,,,,,,420,,0.006,,,,,,,,,,0.000,85,,0.005,0.000,0.01,5.443,13.0,115,0.000,0.001,,0.27,,0.000,,,,0.006,0.0,0.000,,,,3.115,3,,,,,,,,501.0,100.0,,,,,,,,0,,0.0,,,,0.00,1.7,,0.00,1.7,,0.1,,,0.0,60,3.428,3.013,,,,,,1.5,,0,5.414,,,,,,0.0,,0.0,,,,,
29,"""04611""","Margarine, regular, 80% fat, composite, tub, with salt",14.2,1.0 tbsp,2.02,3.797,,0.0,,,0.000,,0,0.664,2.19,,,,,0.0,0.745,0.097,0.000,,,0.005,,0.003,,,0,0.0,0.01,,,,,109,,0,,,,,0.000,0.009,0.825,0.714,,0.000,0,0.003,0.000,0,0.003,,,,423,0.745,0.034,30.0,0.00,,0.082,2.42,0,3.83,,0,0.000,87,0.003,0.000,,0.01,5.174,13.0,116,0.061,0.000,0.015,0.25,0.94,0.004,,,,0.012,93.0,0.000,,,,3.075,2,,,,,0.082,,,507.0,101.0,0.009,,,,,,,0,,0.0,,,,0.00,1.8,,0.00,1.8,,0.11,0.000,,0.0,,4.302,2.987,5,0.012,,,,0.0,,0,5.047,,7.6,0.003,0.0,0.827,0.0,,0.0,0.01,,0.002,,
30,"""04692""","Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D",14.0,1.0 tbsp,1.991,3.744,,0.0,,,0.000,,0,0.655,2.16,,,,,0.0,0.735,0.095,0.000,,,0.005,,0.003,,,0,0.0,0.01,,,,,108,,0,,,,,0.000,0.009,0.813,0.704,,0.000,0,0.003,0.000,0,0.003,,,,417,0.735,0.034,29.0,0.00,,0.081,2.39,0,3.78,,0,0.000,85,0.003,0.000,,0.01,5.101,12.8,115,0.061,0.000,0.015,0.25,0.93,0.004,,,,0.012,92.0,0.000,,,,3.032,2,,,,,0.081,,,501.0,100.0,0.009,,,,,,,0,,0.0,,,,0.00,1.7,,0.00,1.7,,0.1,0.000,,0.0,60,4.241,2.945,5,0.012,,,,1.5,,0,4.976,,7.5,0.003,0.0,0.816,0.0,,0.0,0.01,,0.002,,
31,"""04618""","Margarine, regular, 80% fat, composite, tub, without salt",14.2,1.0 tbsp,2.02,3.797,,0.0,,,0.000,,0,,,,,,,,,,,,,,,,,,0,,,,,,,109,,0,,,,,0.000,,0.825,0.714,,,,,,,,,,,423,,0.034,,,,,,,,,,,,,0.000,,0.01,5.174,13.0,116,0.061,0.000,,0.25,,0.004,,,,,,,,,,3.075,2,,,,,,,,508.0,101.0,,,,,,,,0,,0.0,,,,0.00,1.8,,0.00,1.8,,0.11,,,0.0,,,,,,,,,0.0,,0,5.047,,,,,,0.0,,0.0,,,,,
32,"""04073""","Margarine, regular, hard, soybean (hydrogenated)",4.7,1.0 tsp,0.785,0.982,,0.0,0.000,0.004,0.000,,0,,,,0.003,,,,,,,,,,,,,,0,,,,,,,36,,,,,,0.001,,,0.324,0.071,,,,,,,,0.002,,,141,,0.009,7.0,0.00,0.000,,,,,,,,,,0.002,0.000,0.00,1.847,,38,0.000,0.000,,0.09,,0.000,,,,,,,,,,0.912,2,,0.004,3.78,0.009,,,,168.0,34.0,,0.001,,0.0,0.002,,0.0,0,,0.0,0.002,0.451,1.0,0.00,,0.002,0.00,,0.002,0.04,,,0.0,,,,,,0.001,,0.000,,,,1.838,0.001,,,,,,,,,,,,
33,"""04128""","Margarine,spread, 35-39% fat, tub",232.0,1.0 cup,20.082,37.329,,0.0,0.007,,0.007,0.000,2,5.104,31.2,,,,,,,,0.000,,,0.039,,0.028,,,0,,,,,,,3009,,0,,,,0.009,0.021,0.072,3.545,5.313,,0.000,2,,0.000,2,,,,,3385,0.065,0.738,,,,0.121,136.11,0,,,,0.000,1415,0.026,0.007,0.000,0.14,25.965,173.1,3127,1.605,0.891,0.237,3.71,,0.035,40.6,0.102,,0.088,1355.0,0.016,,,,31.972,118,,,,,0.121,,,12386.0,810.0,0.030,,,,,,,0,0.012,7.0,,,,0.00,28.8,,0.00,28.8,,3.53,0.000,,0.0,,25.330,31.810,,0.070,,,,40.6,,2,25.395,,,0.000,0.03,0.183,0.0,,,,,,,
34,"""04655""","Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries",14.0,1.0 tbsp,3.202,1.052,,0.0,,,,,0,0.069,0.86,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,0.000,0.014,1.786,0.106,,,,,,,,,,,368,2.455,0.021,,,,0.214,3.92,0,4.52,,0,,,,,,0.00,5.214,6.0,0,0.005,0.000,0.033,0.14,2.15,0.000,,,,0.008,121.0,0.000,,,,0.946,0,,,,,,,,0.0,88.0,,,,,,,,,,0.0,,,,0.00,,,0.00,,,0.0,,,0.0,,2.751,0.769,,,,,,,,,5.206,,,,,,0.0,,,,,,,
35,"""04626""","Margarine-like spread with yogurt, 70% fat, stick, with salt",14.0,1.0 tablespoon,1.862,1.960,,0.0,0.001,,0.000,,0,,,,,,,,,,,,,,,,,,0,,,,,,,108,,0,,,,0.001,0.000,,0.49,0.196,,,,,,,,,,,369,,0.000,,,,,,,,,,,,,0.003,0.000,0.01,5.586,13.0,115,0.000,0.007,,0.28,,0.000,,,,,,,,,,1.764,4,,,,,,,,501.0,88.0,,,,,,,,0,,0.0,,,,0.00,1.7,,0.00,1.7,,0.07,,,0.0,,,,,,,,,0.0,,0,5.488,,,,,,0.0,,0.0,,,,,
36,"""04627""","Margarine-like spread with yogurt, approximately 40% fat, tub, with salt",14.0,1.0 tablespoon,0.98,2.352,,0.0,0.001,,0.000,,0,,,,,,,,,,,,,,,,,,0,,,,,,,108,,0,,,,0.004,0.001,,0.147,0.245,,,,,,,,,,,193,,0.000,,,,,,,,,,,,,0.008,0.000,0.02,1.372,13.0,115,0.000,0.001,,0.28,,0.000,,,,,,,,,,2.106,9,,,,,,,,501.0,46.0,,,,,,,,0,,0.0,,,,0.00,1.7,,0.00,1.7,,0.28,,,0.0,,,,,,,,,0.0,,1,1.323,,,,,,0.0,,0.0,,,,,
37,"""04687""","Margarine-like spread, BENECOL Light Spread",14.0,1.0 tablespoon (1 NLEA serving),0.668,1.673,,,,,0.000,,,0.277,5.21,,,,,0.0,0.257,0.038,,,,0.006,,0.005,,,,,,,,,,192,,,,,,,0.000,0.005,0.234,0.306,,,,,,,,,,,209,0.257,0.005,,,,0.053,7.52,,1.93,,1,,,,0.000,,,2.650,7.9,192,,0.000,0.019,0.26,0.36,0.003,,,,0.010,94.0,0.000,,,,1.361,1,,,,,0.023,,,639.0,50.0,,,,,,,,,,,,,,,,,,,,0.8,,,,,,1.338,,,,,,,,,2.593,,1.7,,,,,,,0.0,,,,
