,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
140,"""01137""","Egg, yolk, dried",67.0,"1.0 cup, sifted",13.624,6.914,0.00,0.15,0.259,1.948,0.000,,140,0.121,3.22,0.986,1.654,,,,,,0.0,2.856,2.218,0.000,,0.071,0.0,,759,,,,,,,320,,0,,,,0.056,0.0,0.082,3.469,0.188,0.15,0.023,140,0.000,0.023,140,0.000,1.035,0.048,0.00,1876,0.162,0.133,,,,0.070,2.06,47,,,,,,,0.842,0.000,3.42,15.663,1.0,324,0.000,0.497,0.019,2.35,,0.000,7.0,0.000,,,,,,0.019,0.0,5.812,177.0,,0.888,39.62,0.901,,,,1149.0,448.0,,0.261,,1546,0.953,0.000,93.3,0,0.124,140.0,1.14,9.898,697.0,0.00,1610.2,1.885,0.00,1610.2,1.885,0.44,,0.051,53.0,279,14.481,5.761,,6.072,1.565,0.0,,7.0,1.296,17.0,14.643,0.577,,,,,0.0,,,,,,0.0,
141,"""01125""","Egg, yolk, raw, fresh",17.0,1.0 large,1.624,0.715,0.01,0.1,0.030,0.238,0.000,,25,,,,0.207,,,0.0,,0.015,,,,,,,0.0,,186,,,,,,,63,,0,,,,0.004,0.013,0.009,0.411,0.018,0.03,0.004,25,,0.004,25,,0.117,,0.01,229,,0.018,,,,,,,0.23,0.083,22.0,,,,0.090,0.002,0.33,1.995,0.1,65,0.002,0.059,0.006,0.29,0.01,0.002,0.9,0.002,,,,,0.01,,0.0,0.601,19.0,0.2,0.11,4.51,0.156,,,,245.0,55.0,,0.03,,184,0.115,0.005,9.5,0,0.009,25.0,0.147,1.166,66.0,0.00,139.4,0.225,0.00,139.4,0.225,0.61,,,6.0,37,,,,,0.187,,0.002,0.9,0.161,1.0,1.819,0.071,0.0,,,,0.0,,,0.0,0.064,0.002,0.01,
142,"""01126""","Egg, yolk, raw, frozen, pasteurized",28.35,1.0 oz,2.442,1.368,0.00,0.05,0.063,0.383,0.000,,43,0.026,0.64,0.195,0.335,,,,,,0.0,0.551,0.426,0.000,,0.013,0.0,,256,,,,,,,119,,0,,,,0.009,0.0,0.014,0.638,0.035,0.05,0.006,43,0.000,0.006,43,0.000,0.2,0.009,0.00,351,0.020,0.024,,,,0.008,16.0,9,,,,,,,0.160,0.000,0.54,2.823,0.2,120,0.000,0.117,,0.46,,0.000,1.7,0.000,,,,,,0.006,0.0,1.137,34.0,,0.174,7.26,0.155,,,,416.0,84.0,,0.063,,281,0.193,0.000,16.0,0,0.022,43.0,0.221,1.761,119.0,0.00,181.2,0.369,0.00,181.2,0.369,0.23,,0.008,10.0,67,2.625,1.128,,0.974,0.309,0.0,,1.7,0.257,3.0,2.645,0.113,,,,,0.0,,,,,,0.0,
143,"""01160""","Egg, yolk, raw, frozen, salted, pasteurized",28.35,1.0 oz,2.030,1.058,0.00,0.02,0.040,0.337,0.000,,32,0.024,0.65,0.173,0.293,0.000,,,,,0.0,0.481,0.378,0.003,,0.013,0.0,,202,,,,,,,89,,0,,,,0.008,0.034,0.014,0.522,0.029,0.02,0.005,32,0.000,0.005,32,0.000,0.176,0.005,0.00,326,,0.021,,,,,,,,,,,,,0.121,0.000,0.46,2.571,0.2,89,0.000,0.114,,2.94,,0.000,0.9,0.000,,,,,,0.003,0.0,0.87,31.0,,0.156,6.5,0.154,,,,296.0,78.0,,0.054,,259,0.169,0.000,16.1,0,0.018,32.0,0.198,1.47,117.0,0.00,199.9,0.321,0.00,199.9,0.321,0.5,,,11.0,36,,,,,0.268,,0.000,0.9,0.225,2.0,2.392,0.100,,,,,0.0,,,,,,0.0,
144,"""01127""","Egg, yolk, raw, frozen, sugared, pasteurized",28.35,1.0 oz,2.016,1.093,0.03,2.92,0.040,0.335,0.000,,49,0.024,0.64,0.172,0.293,0.000,,,,,0.0,0.479,0.379,0.006,,0.014,0.0,,274,,,,,,,89,,0,,,,0.010,0.003,0.012,0.517,0.032,0.03,0.005,49,0.000,0.005,49,0.000,0.178,0.008,0.00,364,,0.029,,,,,,,,,,,,,0.148,0.000,0.46,2.519,0.2,90,0.001,0.113,0.000,0.32,,0.000,0.9,0.000,,,,,,0.004,0.0,0.894,30.0,,0.155,6.47,0.149,,,,313.0,87.0,,0.054,,260,0.144,0.000,15.2,0,0.023,49.0,0.198,1.454,115.0,0.00,189.7,0.322,0.00,189.7,0.322,3.1,,,11.0,35,,,,,0.26,,0.000,0.9,0.224,3.0,2.341,0.100,,,,,0.0,,,,,,0.0,
145,"""01057""",Eggnog,254.0,1.0 cup,6.581,0.503,0.10,20.45,0.086,0.973,0.193,,3,,,,0.653,,0.5,0.0,,,,,,,,,0.0,,137,,,,,,,147,,0,,,,0.267,0.033,,1.298,0.150,0.18,,,,,,,0.511,,0.10,932,,1.019,,,,,,,0.2,0.325,330.0,,,,0.483,0.000,1.14,3.307,0.8,150,0.284,0.127,,1.7,0.00,,3.0,,,,,,0.10,,0.0,0.335,419.0,1.5,0.886,10.64,0.257,,,,523.0,224.0,,0.216,,150,0.505,,10.7,0,0.013,3.0,0.602,2.873,277.0,0.00,132.6,0.612,0.00,132.6,0.612,20.45,,,0.0,124,,,,,0.485,,0.254,3.0,0.734,48.0,2.901,0.274,0.0,,,,0.0,,3.8,0.0,0.305,0.112,19.91,
146,"""43285""","Eggs, scrambled, frozen mixture",28.35,1.0 oz,0.298,0.504,,2.13,0.003,,0.000,,5,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.026,0.009,,0.09,0.033,,,,,,,,,,,155,,0.003,,,,,,,,,,,,,0.085,0.000,0.05,0.663,0.5,6,0.000,0.003,,0.31,,0.000,0.5,,,,,,,,,0.464,42.0,,,,,,,,116.0,37.0,,,,,,,,0,,5.0,,,,0.00,72.5,,0.00,72.5,,2.13,,,0.0,20,,,,,,,,0.5,,3.0,0.644,,,,,,0.0,,,,,,,
147,"""01243""","Fat free ice cream, no sugar added, flavors other than chocolate",68.0,0.5 cup,0.000,,,6.0,0.020,,0.000,,3,,,,,,,,,,,,,,,,5.0,,0,,,,,,,90,,0,,,,0.050,0.02,,0.0,,,,,,,,,,,,379,,0.000,,,,,,,,,,,,,0.083,0.000,0.35,,0.0,90,0.000,0.02,,0.82,,0.000,,,,,,,,,,0.0,133.0,,,,,,,,313.0,90.0,,,,,,,,0,,3.0,,,,0.00,15.6,,0.00,15.6,,19.62,,,0.0,,,,,,,,,0.0,,6.0,0.000,,,,,,0.0,,,,,,,
148,"""01264""","Ice cream bar, stick or nugget, with crunch coating",95.0,26.0 pieces,17.000,2.098,,20.0,0.041,,0.232,,3,,,,,,,,,,0.0,,,0.002,,0.000,1.0,,0,,,,,,,33,,0,,,,0.521,0.029,0.055,3.309,0.180,,0.006,3,0.000,0.006,3,0.000,,,,1422,,1.132,,,,,,,,,,,,,0.066,0.000,0.09,1.114,21.2,33,0.300,0.101,0.000,0.39,,0.000,0.1,,,,,,,,,1.911,67.0,,,,,,,,100.0,340.0,,,,,,,,0,,3.0,,,,0.00,42.8,,0.00,42.8,,35.26,,,0.0,3,,,,,,,,0.1,,10.0,1.080,,,,,,0.0,,,,,,,
149,"""01240""","Ice cream cone, chocolate covered, with nuts, flavors other than chocolate",96.0,1.0 unit,11.000,1.591,,24.0,0.104,,0.189,,8,,,,,,,,,,0.0,,,,,0.000,1.0,,4,,,,,,0.000,30,,7,,,,0.796,0.123,0.013,4.036,0.239,,0.000,34,,0.000,34,,,,,1423,,0.910,,,,,,,,,,,,,0.242,0.000,0.35,7.046,1.1,31,0.244,0.044,0.007,1.07,,0.000,0.1,0.000,,,,,,,,1.352,213.0,,,,,,,,100.0,340.0,0.000,,,,,,,15,0.186,23.0,,,,0.00,22.8,,0.00,22.8,,33.0,,,0.0,3,,,,,,,,0.1,,28.0,6.854,,,,,,54.0,,0.0,,,,,
150,"""01239""",Ice cream cookie sandwich,82.0,1.0 serving,1.364,0.695,,17.47,0.025,,0.003,,4,,,,,,,,,,,,,,,,1.0,,5,,,,,,,30,,5,,,,0.194,0.087,,1.077,0.035,,,,,,,,,,,822,,0.033,,,,,,,,,,,,,0.025,0.001,0.01,3.403,1.1,30,0.003,0.023,,0.45,,0.000,,,,,,,,,,0.654,56.0,,,,,,,,100.0,197.0,,,,,,,,0,0.184,4.0,,,,0.00,6.6,,0.00,6.6,,32.47,,,0.0,,,,,,,,,0.0,,13.0,3.398,,,,,,34.0,,0.0,,,,,
151,"""01238""",Ice cream sandwich,70.0,1.0 serving,1.622,1.590,,13.0,0.078,,0.004,,4,,,,,,,,,,,,,,,,0.0,,4,,,,,,,60,,3,,,,1.096,0.178,,0.432,0.103,,,,,,,,,,,693,,0.117,,,,,,,,,,,,,0.102,0.001,0.04,1.863,0.9,60,0.291,0.02,,0.77,,0.000,,,,,,,,,,1.483,80.0,,,,,,,,200.0,166.0,,,,,,,,19,0.267,24.0,,,,0.00,5.6,,0.00,5.6,,26.0,,,0.0,,,,,,,,,0.0,,20.0,1.844,,,,,,85.0,,0.0,,,,,
152,"""01241""","Ice cream sandwich, made with light ice cream, vanilla",70.0,1.0 serving,0.575,0.564,,12.5,0.027,,0.001,,1,,,,,,,,,,,,,,,,0.0,,1,,,,,,,67,,1,,,,0.389,0.063,,0.153,0.036,,,,,,,,,,,544,,0.041,,,,,,,,,,,,,0.036,0.001,0.01,0.659,0.3,67,0.104,0.007,,0.27,,0.000,,,,,,,,,,0.525,29.0,,,,,,,,225.0,130.0,,,,,,,,7,,8.0,,,,0.00,2.0,,0.00,2.0,,27.75,,,0.0,,,,,,,,,0.0,,7.0,0.653,,,,,,30.0,,0.0,,,,,
153,"""01242""","Ice cream sandwich, vanilla, light, no sugar added",70.0,1.0 serving,0.575,0.564,,4.61,0.027,,0.001,,1,,,,,,,,,,,,,,,,5.0,,1,,,,,,,90,,1,,,,0.389,0.063,,0.153,0.036,,,,,,,,,,,586,,0.041,,,,,,,,,,,,,0.036,0.001,0.01,0.659,0.3,90,0.104,0.007,,0.27,,0.000,,,,,,,,,,0.525,29.0,,,,,,,,301.0,140.0,,,,,,,,7,,8.0,,,,0.00,2.0,,0.00,2.0,,30.0,,,0.0,,,,,,,,,0.0,,7.0,0.653,,,,,,30.0,,0.0,,,,,
154,"""01237""","Ice cream, bar or stick, chocolate covered",50.0,1.0 bar,6.601,1.628,,9.15,0.031,,0.075,,4,,,,,,,,,,,,,,,,0.4,,0,,,,,,,8,,2,,,,0.087,0.038,,1.25,0.141,,,,,,,,,,,693,,0.913,,,,,,,,,,,,,0.131,0.000,0.24,3.193,0.7,10,1.744,0.021,,0.5,,0.000,0.1,,,,,,,,,1.487,152.0,,,,,,,,62.0,166.0,,,,,,,,0,0.039,4.0,,,,0.00,14.8,,0.00,14.8,,12.25,,,0.0,4,,,,,,,,0.1,,14.0,3.113,,,,,,16.0,,0.0,,,,,
155,"""01263""","Ice cream, light, soft serve, chocolate",298.0,1.0 medium,7.000,0.372,,57.99,0.098,,0.164,,15,,,,,,,,,,,,,,,,0.0,,6,,,,,,,268,,0,,,,0.554,0.647,,1.863,0.116,,,,,,,,,,,1758,,0.885,,,,,,,,,,,,,0.370,0.000,0.77,3.078,1.2,271,0.241,0.113,,2.62,,0.000,1.8,,,,,,,,,0.256,617.0,,,,,,,,1001.0,420.0,,,,,,,,36,0.632,51.0,,,,0.00,31.0,,0.00,31.0,,68.99,,,0.0,77,,,,,,,,2.1,,107.0,2.774,,,,,,0.0,,,,,,,
156,"""01236""","Ice cream, soft serve, chocolate",86.0,0.5 cup,6.416,0.396,,18.2,0.042,0.304,0.198,,8,,,,0.255,,,,,,,,,,,,0.6,,130,,,,,,,137,,2,,,,0.082,0.026,,1.264,0.155,,,,,,,,0.145,,,800,,1.066,,,,,,,,,,,,,0.157,0.000,0.43,3.001,0.8,139,0.292,0.041,,0.77,,0.000,0.6,,,,,,,,,0.241,152.0,,0.322,11.18,0.232,,,,507.0,191.0,,0.041,,78,0.146,,2.6,0,0.004,8.0,0.185,2.89,100.0,0.00,22.4,0.186,0.00,22.4,0.186,19.09,,,4.0,25,,,,,0.148,,0.258,0.6,0.207,10.0,2.769,0.085,,,,,59.0,,0.7,,,,,
157,"""42117""","Imitation cheese, american or cheddar, low cholesterol",113.0,"1.0 cup, shredded",6.571,11.995,,1.13,0.034,,0.020,,20,,,,,,,,,,,,,,,,,,0,,,,,,,128,,0,,,,0.090,0.034,,2.022,0.202,,,,,,,,,,,1844,,0.148,,,,,,,,,,,,,0.407,0.000,0.94,15.964,3.1,130,0.031,0.079,,4.52,,0.000,,,,,,,,,,11.796,62.0,,,,,,,,478.0,441.0,,,,,,,,0,,20.0,,,,0.00,0.1,,0.00,0.1,,1.13,,,0.0,,,,,,,,,0.0,,34.0,15.922,,,,,,0.0,,,,,,,
158,"""01289""","Kefir, lowfat, plain, LIFEWAY",243.0,1.0 cup,1.599,0.129,0.00,11.2,0.073,,0.044,0.000,32,0.015,0.05,,,,,,,,0.0,,,0.007,,0.000,,,0,,,,,,,416,,0,,,,0.364,0.022,0.017,0.287,0.015,0.00,0.027,32,0.005,0.027,32,0.005,,,,442,0.073,0.255,,,,0.019,217.97,0,,,,0.007,0,0.032,0.328,0.000,0.70,0.753,0.2,416,0.070,0.141,0.000,1.75,,0.000,2.4,0.000,,0.041,97.0,0.07,2.21,0.002,0.0,0.102,399.0,,,,,0.019,,0.00,1383.0,104.0,0.000,,,,,,,0,0.012,32.0,,,,0.00,36.9,,0.00,36.9,,11.59,0.000,,0.0,100,0.598,0.07,,0.936,,,,2.4,,29.0,0.663,,,,0.005,0.090,0.0,,0.5,,,,8.99,0.015
159,"""01290""","Kefir, lowfat, strawberry, LIFEWAY",247.0,1.0 cup,1.317,0.101,0.00,22.75,0.074,,0.032,0.000,54,0.012,0.15,,,,,,,,0.0,,,0.005,,0.000,,,0,,,,,,,440,,0,,,,0.259,0.022,0.012,0.235,0.012,0.00,0.022,54,0.002,0.022,54,0.002,,,,645,0.062,0.207,,,,0.015,209.51,0,,,,0.007,7,0.025,0.519,0.000,0.77,0.647,3.0,440,0.057,0.148,0.000,1.68,,0.000,2.7,0.000,,0.035,91.0,0.059,1.56,0.002,0.0,0.082,380.0,,,,,0.015,,13.19,1480.0,153.0,0.000,,,,,,,0,0.012,54.0,,,,0.00,37.5,,0.00,37.5,,25.19,0.000,,0.0,109,0.516,0.054,,0.939,,,,2.7,,27.0,0.571,,,0.002,0.005,0.074,0.0,,3.7,,,,7.98,0.012
160,"""01194""",KRAFT BREAKSTONE'S FREE Fat Free Sour Cream,32.0,2.0 tbsp,0.256,,,2.3,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,217.0,29.0,,,,,,,,,,,,,,,,,,,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"""01193""",KRAFT BREAKSTONE'S Reduced Fat Sour Cream,31.0,2.0 tbsp,2.356,,,1.98,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,326.0,47.0,,,,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"""01189""",KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,35.0,2.0 tbsp,2.240,,,2.87,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,0.116,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,220.0,75.0,,,,,,,,,,,,,,,,,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"""01188""",KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce,33.0,2.0 tbsp,4.323,,,2.21,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,,,,,,,,,,,,,,,0.079,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,214.0,91.0,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"""01190""",KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,21.0,1.0 slice,0.147,,,1.41,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,0.059,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,455.0,31.0,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"""01192""",KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,28.0,1.0 oz,1.988,,,2.38,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,0.182,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,275.0,62.0,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"""01191""",KRAFT VELVEETA Pasteurized Process Cheese Spread,28.0,1.0 oz,4.032,,,2.27,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,,,,,,,,,,,,,0.098,,,,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,310.0,85.0,,,,,,,,,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"""01244""","Milk dessert bar, frozen, made from lowfat milk",68.0,1.0 bar,0.500,0.044,,15.0,0.016,,0.001,,3,,,,,,,,,,,,,,,,4.5,,1,,,,,,,41,,1,,,,0.086,0.07,,0.34,0.001,,,,,,,,,,,418,,0.014,,,,,,,,,,,,,0.088,0.000,0.10,0.395,0.4,48,0.002,0.016,,0.47,,0.000,,,,,,,,,,0.043,215.0,,,,,,,,288.0,100.0,,,,,,,,0,,3.0,,,,0.00,13.3,,0.00,13.3,,21.76,,,0.0,3,,,,,,,,0.1,,14.0,0.388,,,,,,47.0,,0.6,,,,,
168,"""01110""","Milk shakes, thick chocolate",28.4,1.0 fl oz,0.477,0.028,,5.92,0.013,0.085,0.015,,1,,,,0.069,,,,,,,,,,,,0.1,,0,,,,,,,5,,1,,,,0.035,0.018,,0.093,0.011,,,,,,,,0.039,,,141,,0.077,,,,,,,,,,,,,0.063,0.000,0.09,0.222,0.1,5,0.022,0.007,,0.26,,0.000,0.3,,,,,,,,,0.017,64.0,,0.084,0.77,0.017,,,,19.0,34.0,,0.012,,3,0.042,,0.5,0,0.011,1.0,0.053,0.202,36.0,0.00,4.8,0.047,0.00,4.8,0.047,6.01,,,0.0,12,,,,,0.031,,0.019,0.3,0.058,5.0,0.193,0.024,,,,,7.0,,0.0,,,,,
169,"""01111""","Milk shakes, thick vanilla",28.4,1.0 fl oz,0.536,0.032,,5.04,0.009,0.107,0.016,,2,,,,0.087,,,,,,,,,,,,,,0,,,,,,,7,,0,,,,0.041,0.014,,0.104,0.012,,,,,,,,0.049,,,133,,0.087,,,,,,,,,,,,,0.055,0.000,0.15,0.248,0.1,7,0.024,0.012,,0.26,,0.000,0.3,,,,,,,,,0.019,52.0,,0.106,0.86,0.019,,,,26.0,32.0,,0.015,,3,0.053,,0.7,0,0.004,2.0,0.066,0.226,33.0,0.00,4.1,0.060,0.00,4.1,0.060,5.04,,,0.0,14,,,,,0.04,,0.022,0.3,0.073,3.0,0.216,0.030,,,,,0.0,,,,,,,
170,"""01076""","Milk substitutes, fluid, with lauric acid oil",244.0,1.0 cup,7.410,0.020,,,,,,,0,,,,0.344,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.000,0.124,,0.761,0.000,,,,,,,,0.181,,,627,,1.444,7.0,0.95,0.020,,,,,,,,,,0.215,,0.00,0.429,,0,3.467,0.0,,1.22,,,,,,,,,,,,0.02,278.0,,0.481,8.32,0.000,,,,0.0,149.0,,0.059,,0,0.244,,4.6,,0.237,0.0,0.261,0.795,181.0,,,,,,,15.03,,,,,,,,,0.168,,0.429,,,,0.429,0.127,,,,,,,,,,,,
171,"""01094""","Milk, buttermilk, dried",30.0,0.25 cup,1.079,0.065,,14.7,0.118,1.008,0.033,,14,,,,0.816,,,,,,,,,,,,,,0,,,,,,,14,,0,,,,0.263,0.033,,0.21,0.025,,,,,,,,0.464,,,486,,0.174,,,,,,,,,,,,,0.474,0.000,1.15,0.501,0.1,15,0.049,0.101,,2.38,,0.000,0.1,,,,,,,,,0.039,478.0,,0.997,1.73,0.039,,,,52.0,116.0,,0.145,,21,0.497,,6.1,0,0.007,14.0,0.623,0.456,280.0,0.00,35.6,0.560,0.00,35.6,0.560,14.7,,,0.0,6,,,,,0.373,,0.043,0.1,0.689,33.0,0.436,0.279,,,,,0.0,,1.7,,,,,
172,"""01088""","Milk, buttermilk, fluid, cultured, lowfat",245.0,1.0 cup,1.617,0.081,,13.13,0.083,0.767,0.042,,12,,,,0.679,,9.8,0.0,,,,,,,,,,,0,,,,,,,32,,0,,,,0.142,0.027,,0.262,0.032,,,,,,,,0.345,,,414,,0.218,,,,,,,0.07,0.162,284.0,,,,0.377,0.000,0.54,0.622,0.2,34,0.061,0.083,,2.18,0.05,0.000,0.0,,,,,,,,,0.049,370.0,,0.799,2.62,0.049,,,,115.0,98.0,,0.103,,10,0.409,,4.9,0,0.005,12.0,0.419,0.566,218.0,0.00,43.4,0.488,0.00,43.4,0.488,11.74,,,0.0,2,,,,,0.233,,0.054,0.0,0.532,27.0,0.541,0.245,,,,,0.0,,2.5,0.0,0.213,0.025,,
173,"""42189""","Milk, buttermilk, fluid, cultured, reduced fat",245.0,1.0 cup,3.043,0.174,,12.98,0.122,0.951,0.098,,15,,,,0.84,,,,,,,,,,,,,,0,,,,,,,39,,0,,,,0.245,0.02,,0.593,0.073,,,,,,,,0.429,,,571,,0.495,,,,,,,,,,,,,0.514,0.000,0.91,1.411,0.2,39,0.149,0.073,,2.21,,0.000,0.0,,,,,,,,,0.098,441.0,,0.99,4.9,0.098,,,,142.0,137.0,,0.127,,20,0.507,,5.6,0,,15.0,0.519,1.286,201.0,0.00,39.2,0.605,0.00,39.2,0.605,12.98,,,0.0,2,,,,,0.287,,0.125,0.0,0.657,32.0,1.237,0.304,,,,,0.0,,3.7,,,,,
174,"""01230""","Milk, buttermilk, fluid, whole",245.0,1.0 cup,4.653,0.485,,11.96,0.115,0.745,0.186,,12,,,,0.659,,,,,,,,,,,,,,0,,,,,,0.000,113,,0,,,,0.221,0.061,0.000,0.909,0.186,,0.000,12,,0.000,12,,0.336,,,637,,0.740,,,,,,,,,,,,,0.421,0.000,1.13,2.026,0.7,115,0.191,0.088,0.000,1.67,,0.000,3.2,0.000,,,,,,,,0.299,331.0,,0.777,8.11,0.000,,,,404.0,152.0,,0.1,,27,0.397,0.000,9.1,0,0.010,12.0,0.407,2.068,208.0,0.00,35.8,0.473,0.00,35.8,0.473,11.96,,,0.0,127,,,,,0.225,,0.186,3.2,0.514,24.0,2.026,0.238,,,,,0.0,,,,,,,
175,"""01095""","Milk, canned, condensed, sweetened",38.2,1.0 fl oz,2.096,0.129,,20.78,0.034,0.296,0.064,,4,,,,0.24,,,,,,,,,,,,,,0,,,,,,,28,,0,,,,0.080,0.006,,0.462,0.046,,,,,,,,0.136,,,513,,0.299,,,,,,,,,,,,,0.159,0.000,0.17,0.927,0.2,28,0.069,0.019,,0.7,,0.000,0.1,,,,,,,,,0.083,142.0,,0.293,3.32,0.052,,,,102.0,123.0,,0.043,,13,0.146,,5.7,0,0.002,4.0,0.183,0.915,97.0,0.00,34.0,0.164,0.00,34.0,0.164,20.78,,,0.0,2,,,,,0.109,,0.028,0.1,0.202,10.0,0.836,0.082,,,,,0.0,,1.0,,,,,
