,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
109,"""01199""","Cream, half and half, fat free",29.0,2.0 tbsp,0.244,0.015,,1.45,0.016,,0.008,,1,,,,,,,,,,,,,,,,,,0,,,,,,,3,,0,,,,0.036,0.005,,0.049,0.006,,,,,,,,,,,72,,0.041,,,,,,,,,,,,,0.069,0.000,0.15,0.111,0.1,3,0.011,0.018,,0.29,,0.000,,,,,,,,,,0.009,60.0,0.2,,,,,,,12.0,17.0,,,,,,,,0,0.001,1.0,,,,0.00,4.3,,0.00,4.3,,2.61,,,0.0,,,,,,,,,0.0,,5.0,0.102,,,,,,0.0,,0.2,,,,,
110,"""01056""","Cream, sour, cultured",12.0,1.0 tbsp,1.217,0.096,0.00,0.41,0.002,0.039,0.024,0.000,1,0.008,0.05,0.019,0.033,,,0.0,0.080,0.003,0.0,0.081,0.031,0.001,,0.001,0.0,0.000,0,0.7,0.00,0.014,,,,15,0.019,0,,,,0.011,0.002,0.013,0.22,0.009,0.00,0.016,1,0.002,0.016,1,0.002,0.017,0.001,0.00,100,0.080,0.195,,,,0.016,8.77,0,0.04,0.009,12.0,,,,0.020,0.001,0.03,0.551,0.2,15,0.054,0.005,0.001,0.06,0.00,,0.0,0.001,,0.035,4.0,0.004,,0.001,0.0,0.078,15.0,0.1,0.037,2.32,0.035,0.016,,0.00,54.0,24.0,0.000,0.005,0.00,7,0.018,0.003,0.4,0,0.002,1.0,0.02,0.618,9.0,0.00,2.3,0.023,0.00,2.3,0.023,0.56,,,0.0,,0.416,0.053,,0.057,0.014,0.0,0.045,0.0,0.023,1.0,0.495,0.011,0.0,0.002,0.003,0.096,0.0,,0.1,0.0,0.009,0.017,0.41,0.010
111,"""01055""","Cream, sour, reduced fat, cultured",15.0,1.0 tbsp,1.121,0.067,,0.02,0.005,0.043,0.035,,2,,,,0.035,,,,,,,,,,,,,,0,,,,,,,15,,0,,,,0.010,0.002,,0.218,0.026,,,,,,,,0.02,,,84,,0.181,,,,,,,,,,,,,0.022,0.000,0.04,0.520,0.1,15,0.051,0.002,,0.1,,0.000,0.0,,,,,,,,,0.041,19.0,,0.043,1.8,0.040,,,,56.0,20.0,,0.006,,6,0.021,,0.3,0,0.000,2.0,0.027,0.473,14.0,0.00,2.9,0.024,0.00,2.9,0.024,0.64,,,0.0,1,,,,,0.016,,0.045,0.0,0.030,2.0,0.453,0.012,,,,,0.0,,0.1,,,,,
112,"""01054""","Cream, whipped, cream topping, pressurized",60.0,1.0 cup,8.299,0.495,,4.8,0.022,0.188,0.256,,2,,,,0.152,,1.8,,,,,,,,,,,,0,,,,,,,110,,0,,,,0.042,0.006,,1.616,0.194,,,,,,,,0.086,,,646,,1.341,,,,,,,,,,,,,0.039,0.000,0.17,3.851,1.1,113,0.374,0.025,,0.46,,0.000,0.2,,,,,,,,,0.301,88.0,,0.186,13.33,0.299,,,,411.0,154.0,,0.027,,46,0.092,,0.8,0,0.001,2.0,0.116,3.506,53.0,0.00,10.1,0.104,0.00,10.1,0.104,7.49,,,0.0,10,,,,,0.07,,0.334,0.2,0.128,7.0,3.354,0.052,,,,,0.0,,,,,,,
113,"""01070""","Dessert topping, powdered",43.0,1.0 oz,15.791,0.192,,22.59,0.000,0.208,,,0,,,,0.169,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.000,0.051,,4.045,0.000,,,,,,,,0.089,,,1038,,2.471,15.0,0.01,0.009,,,,,,,,,,,,0.00,0.258,4.3,0,6.238,0.0,,0.5,,0.000,0.0,,,,,,,,,0.192,71.0,,0.237,17.17,0.000,,,,0.0,248.0,,0.029,,0,0.12,,0.3,,0.097,0.0,0.129,2.334,32.0,0.00,0.0,0.129,0.00,0.0,0.129,22.59,,,0.0,,,,,,0.083,,0.415,0.0,0.151,3.0,0.258,0.062,,,,,0.0,,,,,,,
114,"""01071""","Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",80.0,1.0 cup,8.547,0.161,0.00,13.7,0.022,0.254,0.037,,3,,,,0.163,,,0.0,,,,,,,,,,,0,,,,,,,27,,0,,,,0.048,0.01,,2.12,0.027,0.00,,,,,,,0.126,,0.00,649,,1.346,0.0,0.03,0.014,,,,0.0,0.064,72.0,,,,0.094,0.000,0.21,0.674,2.2,27,2.963,0.024,,0.64,0.00,,0.7,,,,,,,,0.0,0.133,121.0,0.4,0.313,10.18,0.042,,,,96.0,155.0,,0.058,,8,0.146,,3.8,0,0.004,3.0,0.158,1.594,69.0,0.00,8.5,0.124,0.00,8.5,0.124,13.7,,,0.0,30,,,,,0.083,,0.242,0.7,0.184,8.0,0.603,0.074,0.0,,,,0.0,,0.6,0.0,0.074,0.155,3.0,
115,"""01072""","Dessert topping, pressurized",70.0,1.0 cup,13.238,0.169,,11.25,0.000,0.068,,,0,,,,0.055,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.000,0.017,,2.916,0.000,,,,,,,,0.029,,,772,,2.272,14.0,0.01,0.003,,,,,,,,,,,,0.00,1.349,3.9,3,5.610,0.0,,0.2,,0.000,,,,,,,,,,0.169,13.0,,0.077,15.61,0.000,,,,55.0,185.0,,0.01,,0,0.039,,1.1,,0.032,0.0,0.042,1.686,13.0,,0.0,0.042,,0.0,0.042,11.25,,,0.0,,,,,,0.027,,0.449,0.0,0.049,1.0,1.350,0.020,,,,,0.0,,,,,,,
116,"""01073""","Dessert topping, semi solid, frozen",75.0,1.0 cup,16.337,0.392,,17.29,0.000,0.092,,,0,,,,0.076,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.000,0.022,,3.435,0.164,,,,,,,,0.04,,,999,,2.817,17.0,0.09,0.004,,,,,,,,,,,,0.00,1.212,4.7,5,6.627,0.0,,0.14,,0.000,,,,,,,,,,0.229,14.0,,0.106,18.98,0.181,,,,107.0,238.0,,0.013,,0,0.054,,1.6,,0.044,0.0,0.058,2.319,6.0,,0.0,0.058,,0.0,0.058,17.29,,,0.0,,,,,,0.037,,0.679,0.0,0.067,2.0,1.031,0.028,,,,,0.0,,,,,,,
117,"""01225""",Dulce de Leche,19.0,1.0 tbsp,0.861,0.071,0.06,9.45,0.003,,0.026,0.000,2,0.010,0.04,,,,,0.0,0.048,0.003,0.0,,,0.000,,0.000,,0.000,0,0.8,0.00,,,,,14,,0,,,,0.040,0.001,0.010,0.153,0.010,0.32,0.013,2,0.001,0.013,2,0.001,,,,250,0.055,0.142,,,,0.014,5.45,0,0.0,,48.0,0.007,3,0.016,0.077,0.001,0.06,0.407,0.2,14,0.040,0.003,0.001,0.33,0.00,,0.0,0.001,,0.024,25.0,0.033,0.20,0.002,0.0,0.055,66.0,,,,,0.014,,7.94,51.0,60.0,0.000,,,,,,,0,0.000,2.0,,,,0.00,16.9,,0.00,16.9,,10.52,0.000,,0.0,1,0.312,0.025,,0.159,,,,0.0,,4.0,0.360,,0.0,0.001,0.002,0.069,0.0,,0.5,0.0,,0.016,0.93,0.016
118,"""01226""","Egg substitute, liquid or frozen, fat free",60.0,0.25 cup,0.000,,,1.2,0.072,0.583,0.000,,10,,,,0.428,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.084,0.013,,0.0,,,,,,,,,0.29,,,121,,0.000,57.0,1.19,0.137,,,,,,,,,,0.232,0.000,0.20,0.000,0.1,7,0.000,0.08,,0.78,,0.000,1.0,,,,,,,,,0.0,128.0,,0.335,0.0,,,,,135.0,29.0,,0.098,,0,0.274,,24.8,0,0.004,10.0,0.396,0.0,43.0,0.00,1.5,0.451,0.00,1.5,0.451,1.2,,,0.0,40,,,,,0.346,,0.000,1.0,0.475,9.0,0.000,0.154,,,,,0.0,,0.3,,,,,
119,"""01144""","Egg substitute, powder",9.9,0.35 oz,0.373,0.167,,2.16,0.022,,0.000,,12,,,,,,,,,,,,,,,,,,0,,,,,,,37,,0,,,,0.057,0.02,,0.098,0.009,,,,,,,,,,,184,,0.006,,,,,,,,,,,,,0.174,0.000,0.35,0.529,0.0,37,0.000,0.014,,0.58,,0.000,,,,,,,,,,0.14,74.0,,,,,,,,122.0,44.0,,,,,,,,0,0.008,12.0,,,,0.00,11.6,,0.00,11.6,,2.16,,,0.0,,,,,,,,,0.0,,6.0,0.480,,,,,,0.0,,0.1,,,,,
120,"""01138""","Egg, duck, whole, fresh, raw",70.0,1.0 egg,2.577,0.856,,0.65,0.109,0.768,0.000,,56,,,,0.666,,,,,,,,,,,,0.0,,321,,,,,,,134,,0,,,,0.140,0.043,,0.442,0.071,,,,,,,,0.515,,,543,,0.038,,,,,,,,,,,,,0.283,0.000,3.78,4.567,0.3,136,0.000,0.175,,0.8,,0.000,1.2,,,,,,,,,0.391,155.0,,0.336,9.64,0.309,,,,472.0,130.0,,0.182,,619,0.429,,25.5,0,0.027,56.0,0.419,2.097,154.0,0.00,184.4,0.674,0.00,184.4,0.674,1.01,,,0.0,48,,,,,0.536,,0.000,1.2,0.620,12.0,4.259,0.224,,,,,0.0,,,,,,,
121,"""01139""","Egg, goose, whole, fresh, raw",144.0,1.0 egg,5.177,2.408,,1.35,0.212,1.711,0.000,,109,,,,1.483,,,,,,,,,,,,0.0,,636,,,,,,,266,,0,,,,0.272,0.089,,1.002,0.798,,,,,,,,1.148,,,1116,,0.072,,,,,,,,,,,,,0.550,0.000,7.34,8.276,0.6,269,0.000,0.34,,1.56,,0.000,2.4,,,,,,,,,0.979,302.0,,0.749,19.11,0.567,,,,936.0,266.0,,0.406,,1227,0.956,,53.1,0,0.055,109.0,0.932,4.103,300.0,0.00,379.3,1.502,0.00,379.3,1.502,1.94,,,0.0,95,,,,,1.192,,0.000,2.4,1.380,23.0,7.708,0.498,,,,,0.0,,,,,,,
122,"""01140""","Egg, quail, whole, fresh, raw",9.0,1.0 egg,0.320,0.119,,0.04,0.012,0.103,0.000,,6,,,,0.079,,,,,,,,,,,,0.0,,33,,,,,,,14,,0,,,,0.013,0.006,,0.075,0.004,,,,,,,,0.058,,,60,,0.005,,,,,,,,,,,,,0.071,0.000,0.14,0.389,0.0,14,0.000,0.013,,0.1,,0.000,0.1,,,,,,,,,0.085,12.0,,0.047,1.0,0.043,,,,49.0,14.0,,0.019,,76,0.049,,2.9,0,0.003,6.0,0.073,0.24,20.0,0.00,23.7,0.089,0.00,23.7,0.089,0.04,,,0.0,5,,,,,0.075,,0.000,0.1,0.085,1.0,0.347,0.028,,,,,0.0,,,,,,,
123,"""01141""","Egg, turkey, whole, fresh, raw",79.0,1.0 egg,2.869,1.310,,,,,0.000,,56,,,,0.73,,,,,,,,,,,,0.0,,,,,,,,,131,,,,,,0.019,0.049,,0.693,0.062,,,,,,,,0.531,,,566,,0.028,,,,,,,,,,,,,0.371,,1.34,3.611,,131,0.000,0.103,,0.62,,,,,,,,,,,,0.921,112.0,,0.429,9.39,0.531,,,,438.0,135.0,,0.173,,737,0.45,,27.1,0,0.030,56.0,0.675,2.148,134.0,,,,,,,0.91,,,,,,,,,0.692,,0.000,,,,3.080,0.261,,,,,,,,,,,,
124,"""01173""","Egg, white, dried",28.0,1.0 oz,0.000,,,1.51,0.001,1.915,0.000,,5,,,,1.544,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.242,0.032,,0.0,,,,,,,,,1.032,,,447,,0.000,,,,,,,,,,,,,0.708,0.000,0.05,,,0,0.000,0.01,,1.48,,0.000,,,,,,,,,,0.0,315.0,,0.883,0.0,,,,,0.0,107.0,,0.28,,0,0.883,,35.0,0,0.002,5.0,1.283,0.0,31.0,0.00,2.4,1.566,0.00,2.4,1.566,2.18,,,0.0,,,,,,1.235,,0.000,0.0,1.446,25.0,0.000,0.512,,,,,0.0,,,,,,,
125,"""01135""","Egg, white, dried, flakes, stabilized, glucose reduced",28.35,1.0 oz,0.000,,,0.0,0.010,1.898,0.000,,25,,,,1.343,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.191,0.065,,0.0,,,,,,,,,0.97,,,416,,0.000,,,,,,,,,,,,,0.613,0.000,0.14,,,0,0.000,0.007,,1.2,,0.000,,,,,,,,,,0.0,295.0,,0.82,0.01,0.000,,,,0.0,100.0,,0.335,,0,0.876,,33.1,0,0.020,25.0,1.329,0.0,24.0,0.00,2.4,1.609,0.00,2.4,1.609,1.18,,,0.0,,,,,,1.273,,0.000,0.0,1.633,19.0,0.000,0.496,,,,,0.0,,,,,,,
126,"""01136""","Egg, white, dried, powder, stabilized, glucose reduced",107.0,"1.0 cup, sifted",0.000,,,0.0,0.040,7.674,0.000,,103,,,,5.431,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.774,0.182,,0.0,,,,,,,,,3.922,,,1683,,0.000,,,,,,,,,,,,,2.478,0.000,0.57,,,0,0.000,0.026,,4.87,,0.000,,,,,,,,,,0.0,1194.0,,3.315,0.04,0.000,,,,0.0,402.0,,1.355,,0,3.541,,133.9,0,0.054,103.0,5.375,0.0,95.0,0.00,9.0,6.503,0.00,9.0,6.503,4.78,,,0.0,,,,,,5.149,,0.000,0.0,6.602,77.0,0.000,2.003,,,,,0.0,,,,,,,
127,"""01258""","Egg, white, dried, stabilized, glucose reduced",107.0,"1.0 cup, sifted",0.126,0.048,0.00,0.0,,7.873,,,0,,0.00,5.488,6.314,,,,,,0.0,12.472,9.779,,,0.000,0.0,,21,,,,,,,,,0,,,,0.827,0.137,0.000,0.039,,0.00,,0,,,0,,3.883,,0.00,1600,,0.000,,,,,5.86,0,,,,,,,3.970,0.000,0.21,0.134,,0,0.000,0.034,,6.0,,0.000,0.0,,,,,,,,0.0,0.048,946.0,,3.465,0.34,0.000,,,,0.0,382.0,,1.527,,0,3.653,0.000,205.4,,,0.0,4.72,0.088,111.0,0.00,11.4,6.590,0.00,11.4,6.590,4.83,,0.000,0.0,,0.134,0.048,,0.717,5.23,,0.000,0.0,6.126,88.0,0.134,2.193,,,,,0.0,,,,,,0.0,
128,"""01124""","Egg, white, raw, fresh",33.0,1.0 large,0.000,,0.02,0.23,0.001,0.335,0.000,,1,,,,0.266,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.035,0.008,,0.0,,0.11,,,,,,,0.148,,0.02,71,,0.000,,,,,,,,,,,,,0.145,0.000,0.03,,,0,0.000,0.002,,0.21,,0.000,,,,,,,0.02,,0.0,0.0,54.0,0.1,0.144,0.06,0.000,,,,0.0,17.0,,0.041,,0,0.151,,6.6,0,0.004,1.0,0.218,0.0,5.0,0.00,0.4,0.263,0.00,0.4,0.263,0.24,,,0.0,,,,,,0.214,,0.000,0.0,0.267,4.0,,0.096,0.0,,,,0.0,,,,,,0.02,
129,"""01172""","Egg, white, raw, frozen, pasteurized",28.0,1.0 oz,,,0.00,0.07,0.006,0.262,0.000,,3,,0.00,0.184,0.213,,,,,,0.0,0.414,0.325,,,0.000,0.0,,6,,,,,,,,,0,,,,0.026,0.009,0.000,0.0,,0.07,0.000,3,,0.000,3,,0.127,,0.00,57,,0.000,,,,,24.69,0,,,,,,,0.118,0.000,0.01,,,0,0.000,0.001,,0.17,,0.000,0.0,,,,,,,,0.0,0.0,47.0,,0.115,0.0,,,,,0.0,13.0,,0.049,,0,0.125,0.000,2.6,0,0.002,3.0,0.157,0.0,4.0,0.00,0.7,0.223,0.00,0.7,0.223,0.29,,0.000,0.0,,,0.0,,0.041,0.175,0.0,,0.0,0.204,3.0,0.000,0.074,,,,,0.0,,,,,,0.0,
130,"""01128""","Egg, whole, cooked, fried",46.0,1.0 large,1.989,1.495,0.00,0.18,0.020,0.541,0.000,0.006,23,,,,0.455,,0.6,0.0,,0.013,0.0,0.836,0.661,0.006,,0.009,0.0,,250,,,,,,,99,,0,,,,0.038,0.036,0.011,0.583,0.063,0.18,0.003,23,0.012,0.003,23,0.012,0.277,,0.00,378,,0.022,4.0,0.87,0.135,,,,0.25,0.215,29.0,,,,0.228,0.000,0.45,2.844,2.6,101,0.000,0.085,0.002,0.58,0.03,0.000,1.0,0.000,,,,,,0.003,0.0,1.279,70.0,0.1,0.257,6.83,0.105,,,,362.0,90.0,0.000,0.083,,184,0.249,0.001,15.2,0,0.014,23.0,0.335,1.359,99.0,0.00,145.9,0.483,0.00,145.9,0.483,0.38,,,0.0,40,,,,,0.408,,0.003,1.0,0.428,6.0,2.716,0.154,0.0,,,,0.0,,,0.0,0.189,0.002,0.0,
131,"""01129""","Egg, whole, cooked, hard-boiled",136.0,"1.0 cup, chopped",4.443,1.923,,1.52,0.090,1.462,0.000,,60,,,,1.229,,6.5,,,,,,,,,,0.0,,480,,,,,,,201,,0,,,,0.087,0.018,,1.126,0.048,,,,,,,,0.821,,,883,,0.048,,,,,,,,,,,,,0.698,0.007,1.51,5.545,0.4,203,0.004,0.165,,1.47,,0.004,3.0,,,,,,,,,1.616,171.0,0.8,0.681,14.43,0.422,,,,707.0,211.0,,0.208,,507,0.698,,41.9,0,0.035,60.0,0.933,3.195,234.0,0.00,399.6,1.273,0.00,399.6,1.273,1.52,,,0.0,118,,,,,1.027,,0.004,3.0,1.043,14.0,5.066,0.405,,,,,0.0,,,,,,,
132,"""01130""","Egg, whole, cooked, omelet",15.0,1.0 tbsp,0.498,0.407,0.00,0.05,0.005,0.137,0.000,0.002,6,,,,0.115,,3.2,0.0,,0.004,0.0,0.211,0.168,0.002,,0.002,0.0,,63,,,,,,,25,,0,,,,0.010,0.009,0.003,0.144,0.020,0.05,0.001,6,0.003,0.001,6,0.003,0.07,,0.00,96,,0.004,2.0,0.22,0.034,,,,0.36,0.054,7.0,,,,0.058,0.000,0.11,0.726,0.7,26,0.000,0.021,0.001,0.15,0.11,0.000,0.3,0.001,,,,,,0.001,0.0,0.348,18.0,0.0,0.065,1.75,0.026,,,,93.0,23.0,0.000,0.021,,47,0.063,0.002,3.9,0,0.004,6.0,0.085,0.339,25.0,0.00,37.1,0.123,0.00,37.1,0.123,0.1,,,0.0,10,,,,,0.103,,0.001,0.3,0.108,2.0,0.694,0.039,0.0,,,,0.0,,,0.0,0.048,0.0,0.0,
133,"""01131""","Egg, whole, cooked, poached",50.0,1.0 large,1.556,0.952,0.00,0.18,0.016,0.541,0.000,0.007,18,,,,0.455,,0.6,0.0,,0.014,0.0,0.834,0.661,0.006,,0.009,0.0,,250,,,,,,,80,,0,,,,0.032,0.036,0.011,0.404,0.024,0.18,0.004,18,0.011,0.004,18,0.011,0.277,,0.00,298,,0.017,0.0,0.88,0.136,,,,0.25,0.215,28.0,,,,0.194,0.000,0.35,1.821,0.1,80,0.000,0.072,0.002,0.73,0.03,0.000,1.0,0.000,,,,,,0.004,0.0,0.775,69.0,0.1,0.255,4.74,0.100,,,,269.0,72.0,0.000,0.083,,185,0.249,0.002,15.3,0,0.014,18.0,0.335,1.111,98.0,0.00,117.0,0.484,0.00,117.0,0.484,0.35,,,0.0,41,,,,,0.408,,0.003,1.0,0.427,6.0,1.698,0.154,0.1,,,,0.0,,,0.01,0.189,0.002,0.0,
134,"""01132""","Egg, whole, cooked, scrambled",61.0,1.0 large,2.032,1.482,0.00,0.85,0.024,0.525,0.010,0.006,22,,,,0.43,,0.5,0.0,,0.015,0.0,0.841,0.631,0.006,,0.008,0.0,,227,0.1,0.02,0.345,,,0.000,97,,0,,,,0.046,0.036,0.012,0.565,0.082,0.17,0.003,22,0.010,0.003,22,0.010,0.27,,0.00,379,,0.056,6.0,0.8,0.125,,,,1.29,0.204,40.0,,,,0.229,0.000,0.46,2.709,2.4,98,0.010,0.082,0.005,0.62,0.40,0.000,1.1,0.002,,,,,,0.003,0.0,1.261,81.0,0.2,0.276,6.7,0.091,,,,353.0,91.0,0.000,0.085,,169,0.245,0.008,14.3,0,0.013,22.0,0.325,1.324,101.0,0.00,134.8,0.453,0.00,134.8,0.453,0.98,,,0.0,44,,,,,0.38,,0.013,1.1,0.412,7.0,2.592,0.149,0.1,,,,0.0,,,0.01,0.181,0.012,0.68,
135,"""01133""","Egg, whole, dried",85.0,"1.0 cup, sifted",12.809,7.067,0.00,0.48,0.156,3.528,0.000,,101,0.145,3.30,2.150,2.838,,,,,,0.0,5.430,4.267,0.000,,0.072,0.0,,710,,,,,,,255,,0,,,,0.289,0.173,0.078,3.378,0.210,0.48,0.019,101,0.000,0.019,101,0.000,1.81,0.046,0.00,2105,0.155,0.122,,,,0.071,2.36,31,,,,,,,1.680,0.000,2.52,14.217,1.0,256,0.000,0.424,0.020,3.51,,0.000,7.1,0.000,,,,,,0.020,0.0,5.992,459.0,,1.557,37.31,0.745,,,,875.0,503.0,,0.659,,1386,1.684,0.000,140.0,0,0.049,101.0,2.069,9.189,535.0,0.00,1076.7,3.207,0.00,1076.7,3.207,0.96,,0.051,0.0,281,13.215,5.941,,4.718,2.61,0.0,,7.1,2.542,29.0,13.370,1.022,,,,,0.0,,,,,,0.0,
136,"""01134""","Egg, whole, dried, stabilized, glucose reduced",85.0,"1.0 cup, sifted",11.218,4.856,,,,,0.000,,164,,,,2.764,,,,,,,,,,,,0.0,,,,,,,,,524,,,,,,0.220,0.23,,2.868,0.105,,,,,,,,2.011,,,2188,,0.102,,,,,,,,,,,,,1.047,,8.93,14.929,,524,0.000,0.357,,3.09,,,,,,,,,,,,4.149,438.0,,1.624,37.36,1.244,,,,1742.0,523.0,,0.655,,1714,1.703,,102.9,0,0.128,164.0,2.562,8.248,608.0,,,,,,,2.02,,,,,,,,,2.621,,0.000,,,,13.687,0.989,,,,,,,,,,,,
137,"""01123""","Egg, whole, raw, fresh",50.0,1.0 large,1.563,0.956,0.00,0.18,0.020,0.543,0.000,0.007,24,0.018,0.53,0.340,0.456,0.000,0.6,0.0,0.011,0.014,0.0,0.837,0.664,0.006,,0.009,0.0,0.000,252,,,,,,,80,,0,,,,0.037,0.036,0.011,0.406,0.024,0.18,0.004,24,0.011,0.004,24,0.011,0.278,0.006,0.00,300,0.013,0.017,,,,0.006,38.08,4,0.25,0.216,28.0,0.002,0,0.004,0.229,0.000,0.45,1.829,0.1,80,0.000,0.085,0.002,0.53,0.03,0.000,1.0,0.000,,0.099,71.0,0.002,,0.004,0.0,0.777,69.0,0.1,0.256,4.75,0.101,0.006,,0.00,270.0,72.0,0.000,0.083,,186,0.249,0.002,15.3,0,0.014,24.0,0.336,1.115,99.0,0.00,146.9,0.485,0.00,146.9,0.485,0.36,0.000,,0.0,41,1.694,0.765,,0.766,0.41,,0.003,1.0,0.429,6.0,1.706,0.154,0.1,0.011,0.094,0.019,0.0,,,0.01,0.190,0.002,0.0,0.006
138,"""01171""","Egg, whole, raw, frozen, pasteurized (Includes foods for USDA's Food Distribution Program)",28.0,1.0 oz,0.947,0.530,0.00,0.07,0.019,0.311,0.000,,24,0.009,0.20,0.189,0.26,,,,,,0.0,0.462,0.365,0.000,,0.006,0.0,,132,,,,,,,48,,0,,,,0.029,0.015,0.006,0.244,0.015,0.07,0.006,24,0.000,0.006,24,0.000,0.155,0.006,0.00,172,,0.009,,,,0.006,21.23,3,,,,,,,0.146,0.000,0.28,1.093,0.1,48,0.000,0.053,,0.25,,0.000,0.7,0.000,,,,,,0.006,0.0,0.438,38.0,,0.139,2.79,0.060,,,,160.0,41.0,,0.054,,104,0.15,0.000,10.4,0,0.009,24.0,0.185,0.682,54.0,0.00,75.1,0.275,0.00,75.1,0.275,0.28,,0.006,0.0,29,1.013,0.432,,0.44,0.227,0.0,,0.7,0.228,3.0,1.021,0.090,,,,,0.0,,,,,,0.0,
139,"""01255""","Egg, whole, raw, frozen, salted, pasteurized",28.0,1.0 oz,0.890,0.456,0.00,0.02,0.017,0.263,0.000,,19,0.009,0.22,0.162,0.222,0.000,,,,,0.0,0.397,0.312,0.003,,0.006,0.0,,117,,,,,,,42,,0,,,,0.022,0.018,0.005,0.23,0.012,0.02,0.001,19,0.000,0.001,19,0.000,0.135,0.003,0.00,162,,0.011,,,,,,,,,,,,,0.124,0.000,0.34,1.120,0.1,42,0.000,0.063,,2.88,,0.000,0.4,0.000,,,,,,0.001,0.0,0.371,36.0,,0.118,2.82,0.073,,,,141.0,39.0,,0.063,,108,0.13,0.000,8.5,0,0.009,19.0,0.157,0.643,52.0,0.00,83.2,0.238,0.00,83.2,0.238,0.23,,,0.0,17,,,,,0.196,,0.000,0.4,0.188,3.0,1.035,0.076,,,,,0.0,,,,,,0.0,
