,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
160,"""08639""","Cereals, QUAKER, Instant Oatmeal, Cinnamon Spice, reduced sugar",34.0,1.0 packet (1 NLEA serving),0.394,0.622,,4.05,0.306,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,4.634,,,,,,,,,,,,,,,509,,,,,,,,,,,,,,,0.398,,0.00,0.745,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,1159,122.0,,,,,,,,,,,,,,,,,,,,23.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"""08688""","Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber",45.0,1.0 packet (1 NLEA serving),0.417,0.637,,6.62,0.343,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,5.602,,,,,,,,,,,,,,,689,,,,,,,,,,,,,,,0.476,,0.00,0.771,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,1400,165.0,,,,,,,,,,,,,,,,,,,,34.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"""08410""","Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry",43.0,1.0 packet (1 NLEA serving),0.347,0.760,0.09,9.09,0.308,,0.0,,7,0.026,0.21,,,,,0.04,0.000,0.013,0.0,,,0.000,,0.001,3.5,0.000,53,,,,,,,189,,0,,,,3.956,0.148,0.001,0.026,0.027,0.11,0.0,135,,0.0,135,,,,,663,0.000,0.004,,,,0.001,3.17,0,0.0,,98.0,0.000,0.0,0.001,0.35,,0.00,0.677,0.8,189,0.000,0.371,0.002,1.13,0.00,0.002,,,,0.004,179.0,0.0,0.04,,0.0,0.732,130.0,,,,,0.001,,8.77,631,159.0,0.000,,,,,,,75.0,1.200,82.0,,,,,,,,,,32.04,0.000,,0.0,,0.658,0.731,,0.404,,,,0.0,,43.0,0.658,,,,0.000,0.001,0.0,,0.0,0.0,,,0.04,0.000
163,"""08411""","Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry",50.0,1.0 packet (1 NLEA serving),1.21,0.700,,14.46,0.33,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,4.395,,,,,,,,,,,,,,,804,,,,,,,,,,,,,,,0.375,,0.00,0.845,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,1098,192.0,,,,,,,,,,,,,,,,,,,,36.84,,,,,,,,,,,,0.0,,44.0,,,,,,,0.0,,,,,,,
164,"""08225""","Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry",35.0,1.0 packet,0.458,0.467,,10.94,0.33,,0.0,,8,,,,,,,,,,,,,,,,2.1,,41,,,,,,,330,,0,,,,4.399,0.098,,0.071,0.021,,,,,,,,,,,555,,0.062,,,,,,,,,,,,,0.374,0.000,0.01,0.732,0.7,330,0.141,0.44,,1.18,,0.000,,,,,,,,,,0.446,98.0,,,,,,,,1100,133.0,,,,,,,,80.0,0.833,88.0,,,,,,,,,,26.4,,,0.0,,,,,,,,,0.0,,29.0,0.729,,,,,,0.0,,0.1,,,,,
165,"""08641""","Cereals, QUAKER, Instant Oatmeal, fruit and cream, variety of flavors, reduced sugar",33.0,1.0 packet,0.69,0.581,,5.83,0.478,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,2.998,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,,0.204,,0.01,0.760,,,,,,1.13,,,,,,,,,,,,,,,,,,,,,550,124.0,,,,,,,,,,,,,,,,,,,,23.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"""08130""","Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",43.0,1.0 packet,0.341,0.697,0.08,12.91,0.225,,0.0,,6,0.021,0.19,,,,,0.38,0.000,0.014,0.0,,,,,0.000,3.1,0.000,25,,,,,,,224,,,,,,4.587,0.101,0.001,0.031,0.022,0.22,0.0,89,,0.0,89,,,,,662,0.000,0.006,,,,0.001,2.7,0,0.0,,97.0,0.000,1.0,0.0,0.39,,0.00,0.625,,224,0.000,0.516,0.001,1.28,0.30,0.001,,,,0.003,218.0,0.0,0.00,,,0.675,182.0,,,,,0.001,,12.59,746,158.0,0.003,,,,,,,49.0,0.966,55.0,,,,,,,,,,33.07,0.000,,0.0,,0.603,0.674,,0.316,,,,,,,0.603,,,,0.000,0.001,,,,0.0,,0.001,0.0,
167,"""08436""","Cereals, QUAKER, Instant Oatmeal, Raisin and Spice, dry",43.0,1.0 packet (1 NLEA serving),0.26,0.539,3.31,15.33,0.34,,0.0,,8,0.017,0.17,,,,,0.03,0.013,0.009,0.0,,,0.001,,0.000,2.5,0.000,45,,,,,,,212,,0,,,,4.502,0.137,0.001,0.021,0.018,3.27,0.0,150,,0.0,150,,,,,648,0.013,0.004,,,,0.004,3.63,0,0.0,,101.0,,0.0,0.0,0.288,,0.00,0.512,1.0,212,0.000,0.477,0.002,1.19,0.01,0.001,,,,0.003,189.0,0.0,0.04,,0.0,0.52,155.0,,,,,0.004,,8.62,708,155.0,0.000,,,,,,,83.0,0.878,92.0,,,,,,,,,,32.54,0.000,,0.0,,0.486,0.516,,0.357,,,,0.0,,35.0,0.499,,,0.000,0.000,0.017,0.0,,0.3,0.0,,,0.04,0.000
168,"""08228""","Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry",37.0,1.0 packet,0.396,1.199,,11.41,0.33,,0.0,,14,,,,,,,,,,,,,,,,2.6,,38,,,,,,,,,,,,,4.428,0.135,,0.051,0.169,,0.0,141,,0.0,141,,,,,574,,0.002,,,,,,,,,,,,,0.376,,0.00,0.704,0.7,,0.005,0.443,,1.27,,0.000,,,,,,,,,,1.03,138.0,,,,,,,,1107,137.0,,,,,,,,75.0,0.823,88.0,,,,,,,,,,26.79,,,0.0,,,,,,,,,0.0,,34.0,0.695,,,,,,0.0,,0.3,,,,,
169,"""08694""","Cereals, QUAKER, Instant Oatmeal, weight control, cinnamon",45.0,1.0 packet (1 NLEA serving),0.543,0.828,,0.57,0.333,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,4.892,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,0.391,,0.00,1.001,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,1151,162.0,,,,,,,,,,,,,,,,,,,,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"""08231""","Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",40.0,0.5 cup (1 NLEA serving),0.572,1.212,,0.57,0.388,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,0.32,0.120,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,0.12,,0.00,1.044,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,40,146.0,,,,,,,,0.0,2.280,15.0,,,,,,,,,,25.18,,,,,,,,,,,,0.0,,96.0,,,,,,,,,,,,,,
171,"""08690""","Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry",75.0,1.0 package (1 NLEA serving),0.976,4.712,,22.02,0.202,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,0.817,,,,,,,,,,,,,,,1222,,,,,,,,,,,,,,,0.068,,0.00,1.473,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,15,292.0,,,,,,,,,,,,,,,,,,,,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"""08689""","Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry",70.0,1.0 package (1 NLEA serving),1.154,2.004,,13.1,0.246,,,,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,1132,,,,,,,,,,,,,,,0.081,,0.00,2.619,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,14,270.0,,,,,,,,,,,,,,,,,,,,48.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"""08693""","Cereals, QUAKER, oatmeal, REAL MEDLEYS, cherry pistachio, dry",73.0,1.0 package (1 NLEA serving),1.013,2.297,,19.23,0.244,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,0.971,,,,,,,,,,,,,,,1204,,,,,,,,,,,,,,,0.182,,0.15,4.157,,,,,,2.66,,,,,,,,,,,,,,,,,,,,,33,288.0,,,,,,,,,,,,,,,,,,,,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"""08692""","Cereals, QUAKER, oatmeal, REAL MEDLEYS, peach almond, dry",75.0,1.0 package (1 NLEA serving),0.836,1.981,,18.64,0.22,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,1.403,,,,,,,,,,,,,,,1213,,,,,,,,,,,,,,,0.141,,0.00,3.931,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,81,290.0,,,,,,,,,,,,,,,,,,,,51.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"""08691""","Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry",70.0,1.0 package (1 NLEA serving),0.729,0.938,,14.3,0.265,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,1.181,,,,,,,,,,,,,,,1033,,,,,,,,,,,,,,,0.15,,0.14,0.954,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,13,247.0,,,,,,,,,,,,,,,,,,,,50.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,"""08200""","Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry",40.0,0.5 cup (1 NLEA serving),0.18,0.452,,0.98,0.136,,0.0,,12,,,,,,,,,,,,,,,,4.8,,73,,,,,,,,,0,,,,1.592,0.144,,0.008,0.036,,,,,,,,,,,558,,0.002,,,,,,,,,,,,,0.072,,0.00,0.240,1.5,0,0.002,0.112,,0.67,,0.000,,,,,,,,,,0.416,129.0,,,,,,,,3,134.0,,,,,,,,0.0,,12.0,,,,0.0,11.8,,0.0,11.8,,29.05,,,0.0,,,,,,,,,0.0,,46.0,0.233,,,,,,0.0,,,,,,,
177,"""08451""","Cereals, QUAKER, Quick Oats with Iron, Dry",40.0,0.5 cup,0.384,0.856,,0.57,0.216,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,0.329,,,,,,,,,,,,,,,621,,,,,,,,,,,,,,,0.049,,0.00,0.792,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,0,148.0,,,,,,,,,,,,,,,,,,,,27.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,"""08402""","Cereals, QUAKER, Quick Oats, Dry",40.0,0.5 cup,0.444,0.920,,0.57,0.216,,0.0,,13,,,,,,,,,,,,,,,,3.8,,72,,,,,,,,,0,,,,0.328,0.148,,0.024,0.040,,,,,,,,,,,621,,0.004,,,,,,,,,,,,,0.048,,0.00,0.792,0.8,0,0.008,0.04,,0.75,,0.000,,,,,,,,,,0.88,143.0,,,,,,,,0,148.0,,,,,,,,0.0,1.720,13.0,,,,,,,,,,27.27,,,0.0,,,,,,,,,0.0,,108.0,0.788,,,,,,0.0,,,,,,,
179,"""08687""","Cereals, QUAKER, Weight Control Instant Oatmeal, banana bread",45.0,1.0 packet (1 NLEA serving),0.535,0.813,,0.58,0.331,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,680,,,,,,,,,,,,,,,0.389,,0.00,0.983,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,1145,162.0,,,,,,,,,,,,,,,,,,,,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"""08686""","Cereals, QUAKER, Weight Control Instant Oatmeal, maple and brown sugar",45.0,1.0 packet (1 NLEA serving),0.521,0.833,,0.56,0.458,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,4.701,,,,,,,,,,,,,,,679,,,,,,,,,,,,,,,0.421,,0.00,0.988,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,1093,162.0,,,,,,,,,,,,,,,,,,,,28.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"""08452""","Cereals, QUAKER, Whole Wheat Natural Cereal, dry",40.0,0.5 cup,0.168,0.470,,0.8,0.192,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,557,,,,,,,,,,,,,,,0.056,,0.00,0.124,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,4,133.0,,,,,,,,0.0,,20.0,,,,,,,,,,29.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"""08673""","Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",55.0,1.0 cup (1 NLEA serving),0.22,0.468,,10.14,0.605,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,7.733,,,,,,,,,,,,,,,805,,,,,,,,,,,,,,,0.544,,1.68,0.110,0.0,,,,,3.01,,,0.0,,,,,,,,,,,,,,,,,,0,192.0,,,,,,,,,,,,,,,,,,,,43.67,,,,,,,,,,,,0.0,,40.0,,,,,,,,,,,,,,
183,"""08143""","Cereals, WHEATENA, cooked with water",243.0,1.0 cup,0.182,0.612,,,,,0.0,,17,,,,,,,,,,,,,,,,6.6,,,,,,,,,0,,,,,,1.337,0.126,,0.005,0.046,,,,,,,,,,,569,,0.000,,,,,,,,,,,,,0.049,,0.00,0.173,,,0.000,0.046,,0.73,,0.000,,,,,,,,,,0.569,187.0,,,,,,,,0,136.0,,,,,,,,0.0,1.997,17.0,,,,,,,,,,28.67,,,,,,,,,,,,,,,0.173,,,,,,,,,,,,,
184,"""08182""","Cereals, WHEATENA, cooked with water, with salt",243.0,1.0 cup,0.221,0.583,,0.61,0.027,,0.0,,22,,,,,,,,,,,,,,,,4.9,,109,,,,,,,,,0,,,,1.327,0.139,,0.007,0.044,,,,,,,,,,,600,,0.000,,,,,,,,,,,,,0.053,,0.00,0.163,1.0,0,0.000,0.046,,0.92,,0.000,,,,,,,,,,0.539,187.0,,,,,,,,7,143.0,,,,,,,,0.0,1.985,22.0,,,,,,,,,,28.53,,,0.0,,,,,,,,,,,,0.163,,,,,,0.0,,,,,,,
185,"""08142""","Cereals, WHEATENA, dry",40.0,0.33 cup (1 NLEA serving),0.172,0.584,,0.64,0.028,,0.0,,24,,,,,,,,,,,,,,,,5.1,,117,,,,,,,,,0,,,,1.408,0.132,,0.005,0.044,,,,,,,,,,,598,,0.000,,,,,,,,,,,,,0.056,,0.00,0.164,0.9,0,0.000,0.048,,0.76,,0.000,,,,,,,,,,0.541,197.0,,,,,,,,9,143.0,,,,,,,,0.0,2.105,24.0,,,,,,,,,,30.24,,,0.0,,,,,,,,,,,,0.164,,,,,,0.0,,,,,,,
186,"""08183""","Cereals, whole wheat hot natural cereal, cooked with water, with salt",242.0,1.0 cup,0.145,0.489,,0.19,0.169,,0.0,,34,,,,,,,,,,,,,,,,3.9,,99,,,,,,,,,0,,,,2.154,0.201,,0.005,0.036,,,,,,,,,,,627,,0.000,,,,,,,,,,,,,0.121,,0.00,0.138,1.0,0,0.000,0.177,,0.73,,0.000,,,,,,,,,,0.453,172.0,,,,,,,,0,150.0,,,,,,,,0.0,1.411,34.0,,,,0.0,10.2,,0.0,10.2,,33.15,,,0.0,,,,,,,,,,,,0.138,,,,,,0.0,,,,,,,
187,"""08145""","Cereals, whole wheat hot natural cereal, cooked with water, without salt",242.0,1.0 cup,0.145,0.489,,0.19,0.169,,0.0,,34,,,,,,,,,,,,,,,,3.9,,99,,,,,,,,,0,,,,2.154,0.201,,0.005,0.036,,,,,,,,,,,627,,0.000,,,,,,,,,,,,,0.121,,0.00,0.138,1.0,0,0.000,0.177,,0.73,,0.000,,,,,,,,,,0.453,172.0,,,,,,,,0,150.0,,,,,,,,0.0,,34.0,,,,0.0,10.2,,0.0,10.2,,33.15,,,0.0,,,,,,,,,,,,0.138,,,,,,0.0,,,,,,,
188,"""08144""","Cereals, whole wheat hot natural cereal, dry",94.0,1.0 cup,0.282,0.948,,0.39,0.376,,0.0,,73,,,,,,,,,,,,,,,,8.9,,213,,,,,,,,,0,,,,4.606,0.431,,0.008,0.070,,,,,,,,,,,1345,,0.000,,,,,,,,,,,,,0.282,,0.00,0.266,2.3,0,0.000,0.368,,1.5,,0.000,,,,,,,,,,0.877,366.0,,,,,,,,0,321.0,,,,,,,,0.0,3.008,73.0,,,,0.0,21.7,,0.0,21.7,,70.69,,,0.0,,,,,,,,,0.0,,115.0,0.266,,,,,,0.0,,,,,,,
189,"""43483""","Millet, puffed",21.0,1.0 cup,0.141,0.416,,0.12,0.082,,0.0,,17,,,,,,,,,,,,,,,,0.6,,0,,,,,,,,,0,,,,0.928,0.147,,0.03,0.023,,,,,,,,,,,311,,0.000,,,,,,,,,,,,,0.057,,0.00,0.151,0.3,0,0.001,0.076,,0.33,,0.000,,,,,,,,,,0.392,8.0,,,,,,,,0,74.0,,,,,,,,0.0,,17.0,,,,0.0,4.9,,0.0,4.9,,16.8,,,0.0,,,,,,,,,0.0,,22.0,0.144,,,,,,0.0,,,,,,,
190,"""08580""","Incaparina, dry mix (corn and soy flours), unprepared",8.9,1.0 tbsp,,,,,,,,,,,,,0.13,,,0.0,,,,,,,,,0.9,,,,,,,,,158,,,0.000,1.94,,2.403,0.054,,,,,,,,,,,0.064,,,141,,,,,,,,,0.14,0.095,53.0,,,,0.054,,0.13,,,,,,,0.42,0.02,,,,,,,,,,,,,,0.093,0.5,,,,,525,34.0,,0.023,3.99,,0.066,,1.3,,,,0.084,,47.0,,,,,,,5.39,,,,,,,,,0.155,,,,,,,,,,,,,,,0.05,0.039,,,
