,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
88,"""05004""","Chicken, broilers or fryers, meat and skin and giblets and neck, roasted",85.0,3.0 oz,3.145,2.465,,0.0,0.054,1.662,0.0,,25,,,,1.834,,,,,,,,,,,,,,0,,,,,,,162,,0,,,,6.722,0.068,,0.655,0.093,,,,,,,,0.944,,,832,,0.085,832,,0.085,,,,,,,,,,0.19,0.009,0.8,4.394,2.0,162,0.017,0.323,,0.77,,0.000,0.0,,,,,,,,,2.125,180,4.8,1.119,11.28,0.603,,,,541.0,199.0,,0.253,,91.0,0.731,,13.5,0.0,0.026,25,1.131,2.295,155,0.0,62.3,0.817,0.0,62.3,0.817,0.05,,,0.0,1,,,,,1.437,,0.000,0.0,1.110,20.0,3.621,0.657,,,,,0.0,,0.4,,,,,
89,"""05005""","Chicken, broilers or fryers, meat and skin and giblets and neck, stewed",85.0,3.0 oz,2.933,2.295,,,,,,,,,,,1.68,,,,,,,,,,,,0.0,,,,,,,,,148,,,,,,4.581,0.060,,0.603,0.085,,,,,,,,0.864,,,768,,0.085,768,,0.085,,,,,,,,,,0.171,0.009,0.67,4.097,,148,0.017,0.187,,0.65,,0.000,,,,,,,,,,1.981,139,,1.019,10.51,0.561,,,,492.0,184.0,,0.232,,82.0,0.67,,13.5,0.0,0.025,23,1.036,2.142,122,,,,,,,0.05,,,,,,,,,1.313,,0.000,,,,3.383,0.602,,,,,,,,,,,,
90,"""05007""","Chicken, broilers or fryers, meat and skin, cooked, fried, batter",85.0,3.0 oz,3.919,3.485,,0.0,0.098,1.405,0.0,,7,,,,1.5,,12.5,,,,,,,,,,0.3,,0,,,,,,,24,,0,,,,5.987,0.061,,1.139,0.17,,,,,,,,0.784,,,1028,,0.085,1028,,0.085,,,,,,,,,,0.161,0.009,0.24,6.026,2.0,24,0.017,0.264,,1.1,,0.000,0.2,,,,,,,,,3.119,157,14.7,1.001,14.75,0.459,,,,79.0,246.0,,0.218,,74.0,0.622,,21.7,8.0,0.048,15,0.956,2.618,132,0.0,54.0,0.707,0.0,54.0,0.707,8.01,,,0.0,6,,,,,1.171,,0.000,0.2,0.935,18.0,5.457,0.557,,,,,0.0,,,,,,,
91,"""05008""","Chicken, broilers or fryers, meat and skin, cooked, fried, flour",85.0,3.0 oz,3.451,2.899,,0.0,0.074,1.778,0.0,,5,,,,1.972,,12.5,,,,,,,,,,0.1,,0,,,,,,,23,,0,,,,7.643,0.064,,0.842,0.128,,,,,,,,1.004,,,956,,0.093,956,,0.093,,,,,,,,,,0.164,0.009,0.26,5.006,2.0,23,0.017,0.349,,0.83,,0.000,0.1,,,,,,,,,2.525,199,5.8,1.168,12.68,0.552,,,,76.0,229.0,,0.275,,76.0,0.789,,18.4,3.0,0.029,8,1.223,2.414,162,0.0,67.8,0.860,0.0,67.8,0.860,2.68,,,0.0,5,,,,,1.501,,0.000,0.1,1.183,21.0,4.31,0.718,,,,,0.0,,,,,,,
92,"""05009""","Chicken, broilers or fryers, meat and skin, cooked, roasted",85.0,3.0 oz,3.221,2.525,,0.0,0.054,1.688,0.0,,4,,,,1.89,,12.5,,,,,,,,,,,,0,,,,,,,41,,0,,,,7.214,0.056,,0.655,0.093,,,,,,,,0.959,,,850,,0.093,850,,0.093,,,,,,,,,,0.143,0.009,0.26,4.539,2.0,41,0.017,0.34,,0.78,,0.000,0.0,,,,,,,,,2.184,190,4.8,1.124,11.56,0.620,,,,137.0,203.0,,0.259,,75.0,0.747,,20.3,0.0,0.017,4,1.158,2.363,155,0.0,56.0,0.819,0.0,56.0,0.819,0.0,,,0.0,2,,,,,1.454,,0.000,0.0,1.126,20.0,3.74,0.682,0.0,,,,0.0,,,,,,,
93,"""05010""","Chicken, broilers or fryers, meat and skin, cooked, stewed",140.0,"1.0 cup, chopped or diced",4.9,3.836,,0.0,0.064,2.516,0.0,,7,,,,2.815,,,,,,,,,,,,,,0,,,,,,,62,,0,,,,7.832,0.080,,0.994,0.154,,,,,,,,1.428,,,1282,,0.140,1282,,0.140,,,,,,,,,,0.207,0.014,0.28,6.902,2.9,62,0.028,0.308,,1.06,,0.000,0.0,,,,,,,,,3.332,232,6.9,1.666,17.58,0.952,,,,204.0,307.0,,0.386,,109.0,1.114,,25.2,0.0,0.027,7,1.726,3.598,195,0.0,80.4,1.218,0.0,80.4,1.218,0.0,,,0.0,1,,,,,2.163,,0.000,0.0,1.679,27.0,5.698,1.016,0.0,,,,0.0,,,,,,,
94,"""05006""","Chicken, broilers or fryers, meat and skin, raw",113.0,4.0 oz,4.87,3.650,,0.0,0.068,1.526,0.0,,7,,,,1.705,,,,,,,,,,,,,,0,,,,,,,46,,0,,,,7.685,0.054,,0.983,0.158,,,,,,,,0.867,,,1017,,0.136,1017,,0.136,,,,,,,,,,0.136,0.011,0.35,7.051,1.7,46,0.023,0.395,,0.89,,0.000,,,,,,,,,,3.254,214,8.8,1.029,17.02,0.938,,,,155.0,243.0,,0.234,,85.0,0.675,,16.3,0.0,0.021,7,1.044,3.559,166,0.0,67.5,0.742,0.0,67.5,0.742,0.0,,,0.0,11,,,,,1.321,,0.000,0.2,1.019,23.0,5.842,0.615,0.0,,,,0.0,,1.8,,,,,
95,"""05012""","Chicken, broilers or fryers, meat only, cooked, fried",140.0,"1.0 cup, chopped or diced",3.444,3.010,,0.0,0.119,3.212,0.0,,10,,,,3.616,,,,,,,,,,,,0.1,,0,,,,,,,25,,0,,,,13.528,0.105,,0.924,0.126,,,,,,,,1.805,,,1282,,0.084,1282,,0.084,,,,,,,,,,0.277,0.014,0.48,4.69,3.9,25,0.028,0.672,,1.53,,0.000,0.1,,,,,,,,,2.492,360,9.2,1.788,12.77,0.504,,,,83.0,307.0,,0.501,,132.0,1.443,,34.3,0.0,0.039,10,2.257,2.310,287,0.0,127.7,1.480,0.0,127.7,1.480,2.37,,,0.0,7,,,,,2.575,,0.000,0.1,2.122,38.0,4.074,1.326,0.0,,,,0.0,,,,,,,
96,"""05013""","Chicken, broilers or fryers, meat only, cooked, roasted",140.0,"1.0 cup, chopped or diced",2.856,2.366,,0.0,0.097,3.039,0.0,,8,,,,3.441,,,,,,,,,,,,,,0,,,,,,,22,,0,,,,12.842,0.094,,0.686,0.098,,,,,,,,1.711,,,1113,,0.084,1113,,0.084,,,,,,,,,,0.249,0.014,0.46,3.724,3.4,22,0.028,0.658,,1.43,,0.000,0.1,,,,,,,,,1.918,340,8.0,1.666,10.37,0.490,,,,74.0,266.0,,0.473,,125.0,1.368,,30.8,0.0,0.027,8,2.139,1.974,273,0.0,110.3,1.393,0.0,110.3,1.393,0.0,,,0.0,7,,,,,2.443,,0.000,0.1,2.009,35.0,3.108,1.257,0.0,,,,0.0,,,,,,,
97,"""05014""","Chicken, broilers or fryers, meat only, cooked, stewed",140.0,"1.0 cup, chopped or diced",2.576,2.156,,0.0,0.069,2.867,0.0,,8,,,,3.245,,,,,,,,,,,,,,0,,,,,,,21,,0,,,,8.564,0.085,,0.616,0.084,,,,,,,,1.614,,,1037,,0.070,1037,,0.070,,,,,,,,,,0.228,0.014,0.31,3.346,3.4,21,0.028,0.364,,1.19,,0.000,0.1,,,,,,,,,1.736,252,7.4,1.571,9.39,0.448,,,,70.0,248.0,,0.447,,116.0,1.289,,29.3,0.0,0.027,8,2.017,1.778,210,0.0,101.4,1.315,0.0,101.4,1.315,0.0,,,0.0,7,,,,,2.304,,0.000,0.1,1.894,29.0,2.8,1.186,0.0,,,,0.0,,,,,,,
98,"""05011""","Chicken, broilers or fryers, meat only, raw",113.0,4.0 oz,0.893,0.848,,0.0,0.082,1.814,0.0,,8,,,,2.054,,,,,,,,,,,,,,0,,,,,,,18,,0,,,,9.31,0.060,,0.249,0.023,,,,,,,,1.022,,,563,,0.023,563,,0.023,,,,,,,,,,0.16,0.011,0.42,1.017,2.0,18,0.011,0.486,,1.08,,0.000,0.1,,,,,,,,,0.622,259,9.6,0.994,3.48,0.136,,,,60.0,134.0,,0.282,,79.0,0.816,,17.7,0.0,0.021,8,1.277,0.599,195,0.0,74.2,0.832,0.0,74.2,0.832,0.0,,,0.0,6,,,,,1.458,,0.000,0.1,1.199,28.0,0.859,0.750,0.0,,,,0.0,,2.6,,,,,
99,"""05087""","Chicken, broilers or fryers, neck, meat and skin, cooked simmered",11.0,1.0 unit (yield from 1 lb ready-to-cook chicken),0.55,0.433,,0.0,0.004,0.148,0.0,,0,,,,0.161,,,,,,,,,,,,,,0,,,,,,,5,,0,,,,0.365,0.011,,0.106,0.017,,,,,,,,0.085,,,114,,0.015,114,,0.015,,,,,,,,,,0.027,0.002,0.02,0.794,0.4,5,0.003,0.011,,0.07,,0.000,0.0,,,,,,,,,0.383,12,0.5,0.134,1.99,0.112,,,,18.0,27.0,,0.022,,8.0,0.063,,1.9,0.0,0.005,0,0.096,0.412,13,0.0,5.4,0.080,0.0,5.4,0.080,0.0,,,0.0,1,,,,,0.145,,0.000,0.0,0.100,1.0,0.651,0.057,0.0,,,,0.0,,,,,,,
100,"""05085""","Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter",16.0,1.0 unit (yield from 1 lb ready-to-cook chicken),0.995,0.890,,,,,,,,,,,0.235,,,,,,,,,,,,,,,,,,,,,8,,,,,,0.724,0.018,,0.286,0.043,,,,,,,,0.126,,,221,,0.022,221,,0.022,,,,,,,,,,0.038,0.002,0.04,1.566,,8,0.003,0.034,,0.17,,0.000,,,,,,,,,,0.808,24,,0.192,3.76,0.118,,,,27.0,53.0,,0.034,,15.0,0.097,,3.4,1.0,0.010,2,0.148,0.669,18,,,,,,,1.39,,,,,,,,,0.202,,0.000,,,,1.419,0.086,,,,,,,,,,,,
101,"""05086""","Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour",11.0,1.0 unit (yield from 1 lb ready-to-cook chicken),0.695,0.602,,,,,,,,,,,0.201,,,,,,,,,,,,,,,,,,,,,6,,,,,,0.588,0.014,,0.179,0.028,,,,,,,,0.106,,,153,,0.017,153,,0.017,,,,,,,,,,0.028,0.001,0.03,1.067,,6,0.003,0.028,,0.07,,0.000,,,,,,,,,,0.542,20,,0.154,2.6,0.101,,,,21.0,37.0,,0.028,,10.0,0.081,,2.0,1.0,0.006,1,0.123,0.484,15,,,,,,,0.47,,,,,,,,,0.171,,0.000,,,,0.938,0.072,,,,,,,,,,,,
102,"""05084""","Chicken, broilers or fryers, neck, meat and skin, raw",15.0,1.0 unit (yield from 1 lb ready-to-cook chicken),1.091,0.852,,,,,0.0,,1,,,,0.151,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,0.541,0.012,,0.206,0.032,,,,,,,,0.082,,,186,,0.032,186,,0.032,,,,,,,,,,0.029,0.003,0.04,1.583,,10,0.006,0.026,,0.08,,0.000,,,,,,,,,,0.756,21,,0.146,3.94,0.224,,,,32.0,45.0,,0.021,,15.0,0.059,,1.8,0.0,0.005,1,0.088,0.819,17,,,,,,,0.0,,,,,,,,,0.146,,0.000,,,,1.296,0.052,,,,,,,,,,,,
103,"""05089""","Chicken, broilers or fryers, neck, meat only, cooked, fried",7.0,1.0 unit (yield from 1 lb ready-to-cook chicken),0.21,0.213,,,,,,,,,,,0.159,,,,,,,,,,,,0.0,,,,,,,,,3,,,,,,0.352,0.011,,0.074,0.011,,,,,,,,0.079,,,67,,0.004,67,,0.004,,,,,,,,,,0.022,0.001,0.02,0.32,,3,0.001,0.024,,0.05,,0.000,,,,,,,,,,0.184,15,,0.079,0.83,0.017,,,,11.0,16.0,,0.022,,7.0,0.063,,1.4,0.0,0.004,1,0.099,0.128,9,,,,,,,0.12,,,,,,,,,0.113,,0.000,,,,0.301,0.058,,,,,,,,,,,,
104,"""05090""","Chicken, broilers or fryers, neck, meat only, cooked, simmered",85.0,3.0 oz,1.785,1.725,,,,,0.0,,5,,,,1.773,,,,,,,,,,,,0.0,,,,,,,,,31,,,,,,3.363,0.110,,0.468,0.06,,,,,,,,0.881,,,637,,0.043,637,,0.043,,,,,,,,,,0.241,0.017,0.14,2.159,,,0.034,0.136,,0.65,,0.000,0.1,,,,,,,,,1.326,119,,0.858,6.95,0.315,,,,103.0,152.0,,0.244,,67.0,0.705,,17.4,0.0,0.041,5,1.102,1.190,109,,,,,,,0.0,,,,,,,,,1.259,,0.000,0.1,1.035,14.0,1.793,0.648,,,,,,,,,,,,
105,"""05088""","Chicken, broilers or fryers, neck, meat only, raw",6.0,1.0 unit (yield from 1 lb ready-to-cook chicken),0.135,0.131,,,,,,,,,,,0.089,,,,,,,,,,,,0.0,,,,,,,,,3,,,,,,0.247,0.007,,0.035,0.004,,,,,,,,0.044,,,39,,0.003,39,,0.003,,,,,,,,,,0.014,0.001,0.02,0.164,,3,0.002,0.017,,0.04,,0.000,,,,,,,,,,0.1,10,,0.043,0.53,0.024,,,,9.0,9.0,,0.012,,5.0,0.036,,0.8,0.0,0.002,0,0.056,0.090,7,,,,,,,0.0,,,,,,,,,0.063,,0.000,,,,0.136,0.033,,,,,,,,,,,,
106,"""05347""","Chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked",102.0,1.0 back,5.022,2.777,0.00,0.03,0.069,1.844,0.0,,9,,,,1.933,,,0.0,,0.050,0.0,3.522,2.195,0.000,,0.022,,,0,24.8,0.02,1.423,24.8,0.02,1.423,29,,0,0.262,23.69,0.0,6.047,0.070,0.014,0.891,0.151,0.00,0.03,9,0.000,0.03,9,0.000,0.682,,0.00,1111,,0.106,1111,,0.106,,,,0.05,1.565,36.0,,,,0.189,0.000,0.69,8.325,0.0,29,0.001,0.142,0.000,2.41,0.00,,,,,,,,,,0.0,2.564,297,6.8,1.359,18.96,1.340,,,,94.0,265.0,,0.232,0.00,131.0,0.669,0.000,40.9,0.0,0.027,9,1.063,3.991,254,0.0,60.1,0.730,0.0,60.1,0.730,0.03,,,0.0,,,,,,1.495,,0.000,,,,6.904,0.724,0.0,,,,0.0,,,0.03,0.732,0.000,0.0,
107,"""05341""","Chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked",85.0,1.0 serving (3 oz),2.556,1.446,0.00,0.0,0.068,1.768,0.0,,7,0.062,0.21,0.884,1.855,0.000,,,,,0.0,3.345,2.085,0.000,,0.013,,,0,21.8,,1.239,21.8,,1.239,14,,0,0.102,21.54,0.0,5.1,0.067,0.011,0.474,0.078,0.00,0.021,7,0.000,0.021,7,0.000,0.644,0.017,0.00,730,0.082,0.056,730,0.082,0.056,0.043,52.05,0.0,,,,,,,0.178,0.000,0.6,4.163,0.0,14,0.0,0.119,,2.22,,0.000,,,,,,,,,0.0,1.328,263,5.6,1.028,9.81,0.645,,,,48.0,174.0,,0.23,0.00,105.0,0.654,0.000,41.1,0.0,0.020,7,1.047,2.008,212,0.0,54.3,0.625,0.0,54.3,0.625,0.0,,0.043,0.0,,3.389,1.286,,1.020,1.374,,0.000,,,,3.471,0.615,0.0,,,,0.0,,,,,,0.0,
108,"""05348""","Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",85.0,1.0 serving (3 oz),1.797,0.991,0.00,0.02,0.066,2.131,0.0,,9,,,,2.519,,,0.0,,0.018,0.0,2.951,1.566,0.000,,0.008,,,0,13.2,0.02,1.325,13.2,0.02,1.325,10,,0,0.078,23.36,0.0,7.987,0.037,0.002,0.309,0.054,0.00,0.007,9,0.000,0.007,9,0.000,0.632,,0.00,653,,0.037,653,,0.037,,,,0.09,1.256,13.0,,,,0.113,0.000,0.27,3.016,0.0,10,0.001,0.254,0.000,1.46,0.00,,,,,,,,,,0.0,0.916,246,5.7,1.087,6.95,0.499,,,,35.0,156.0,,0.27,0.00,82.0,0.854,0.000,26.0,0.0,0.014,9,1.108,1.440,217,0.0,52.6,0.869,0.0,52.6,0.869,0.02,,,0.0,,,,,,1.649,,0.000,,,,2.492,0.952,0.0,,,,0.0,,,0.03,0.774,0.000,0.0,
109,"""05342""","Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",85.0,3.0 oz,0.659,0.463,0.00,0.0,0.038,2.076,0.0,0.013,9,0.013,0.28,1.016,2.471,0.001,,0.0,0.006,0.013,0.0,2.792,1.458,0.001,,0.007,,0.002,0,,,,,,,4,,0,0.006,23.8,0.0,7.848,0.037,0.002,0.157,0.013,0.00,0.003,9,0.015,0.003,9,0.015,0.601,,0.00,488,0.006,0.010,488,0.006,0.010,0.002,58.0,0.0,0.08,1.046,11.0,,0.0,0.002,0.176,0.000,0.23,0.822,2.9,4,0.003,0.204,0.002,1.42,0.00,0.001,0.0,,,0.099,266.0,0.005,,0.004,0.0,0.358,258,4.9,0.925,2.37,0.099,0.002,,0.00,14.0,116.0,0.001,0.266,,73.0,0.842,0.002,33.2,0.0,0.008,9,1.083,0.464,200,0.0,58.4,0.819,0.0,58.4,0.819,0.0,,,0.0,1,0.700,0.354,,1.148,1.578,,0.014,0.0,1.127,21.0,0.706,0.904,,0.014,0.049,0.008,0.0,,,0.0,0.734,,0.0,0.002
110,"""05344""","Chicken, broilers or fryers, rotisserie, original seasoning, skin only, cooked",85.0,3.0 oz,8.495,4.610,0.00,0.09,0.031,0.924,0.0,,9,0.198,0.31,0.331,0.967,0.000,,0.0,0.270,0.084,0.0,1.854,1.150,0.000,,0.034,,,0,17.8,0.06,1.042,17.8,0.06,1.042,48,,0,0.526,15.01,0.0,4.876,0.038,0.013,1.453,0.251,0.00,0.035,9,0.000,0.035,9,0.000,0.371,0.053,0.00,1443,0.270,0.173,1443,0.270,0.173,0.117,37.2,0.0,0.17,1.781,21.0,,,,0.103,0.000,0.5,14.274,0.0,48,0.003,0.117,0.000,1.45,0.01,0.000,,,,,,,,,0.0,4.275,208,6.0,1.406,31.65,2.365,,,,158.0,345.0,,0.094,0.00,120.0,0.305,0.000,15.7,0.0,0.025,9,0.458,6.810,211,0.0,38.8,0.568,0.0,38.8,0.568,0.09,,0.117,0.0,,11.520,4.157,,1.020,0.909,,0.000,,,,11.79,0.572,0.0,,,,0.0,,,0.1,0.472,0.000,0.0,
111,"""05351""","Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked",89.0,1.0 thigh,3.669,2.077,0.00,0.02,0.046,1.612,0.0,,11,,,,1.818,,,0.0,,0.037,0.0,3.019,1.859,0.000,,0.015,,,0,20.9,0.04,1.148,20.9,0.04,1.148,19,,0,0.115,20.41,0.0,4.883,0.069,0.006,0.634,0.113,0.00,0.017,11,0.000,0.017,11,0.000,0.683,,0.00,868,,0.074,868,,0.074,,,,0.12,1.137,13.0,,,,0.19,0.000,0.42,6.211,0.0,19,0.001,0.15,0.000,1.41,0.00,,,,,,,,,,0.0,1.917,231,7.6,1.173,13.97,1.029,,,,62.0,207.0,,0.18,0.00,117.0,0.603,0.000,22.7,0.0,0.018,11,0.886,2.936,198,0.0,57.0,0.904,0.0,57.0,0.904,0.02,,,0.0,,,,,,1.339,,0.000,,,,5.129,0.628,0.0,,,,0.0,,,0.04,0.595,0.000,0.0,
112,"""05345""","Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat only, cooked",89.0,1.0 thigh,2.551,1.489,0.00,0.0,0.049,1.750,0.0,,11,0.064,0.22,0.793,1.99,0.000,,0.0,0.079,0.027,0.0,3.250,1.999,0.000,,0.011,,,0,21.4,0.03,1.161,21.4,0.03,1.161,12,,0,0.022,21.41,0.0,4.835,0.075,0.004,0.444,0.082,0.00,0.012,11,0.000,0.012,11,0.000,0.746,0.018,0.00,730,0.079,0.052,730,0.079,0.052,0.036,56.86,0.0,0.12,0.982,12.0,,,,0.207,0.000,0.4,4.341,0.0,12,0.001,0.157,0.000,1.39,0.00,,,,,,,,,,0.0,1.369,235,7.8,1.11,9.87,0.719,,,,40.0,174.0,,0.197,0.00,116.0,0.663,0.000,24.0,0.0,0.016,11,0.973,2.038,193,0.0,60.4,0.970,0.0,60.4,0.970,0.0,,0.036,0.0,,3.504,1.332,,1.123,1.421,,0.000,,,,3.584,0.635,0.0,,,,0.0,,,0.04,0.617,0.000,0.0,
113,"""05352""","Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked",53.0,1.0 wing,2.551,1.426,0.00,0.02,0.038,0.981,0.0,,4,,,,1.02,,,0.0,,0.026,0.0,1.853,1.171,0.000,,0.01,,,0,13.4,0.01,0.779,13.4,0.01,0.779,14,,0,0.17,12.9,0.0,3.663,0.031,0.005,0.446,0.078,0.00,0.014,4,0.000,0.014,4,0.000,0.349,,0.00,591,,0.053,591,,0.053,,,,0.04,0.887,15.0,,,,0.069,0.000,0.24,4.298,0.0,14,0.001,0.088,0.000,1.23,0.00,,,,,,,,,,0.0,1.317,157,3.2,0.93,9.95,0.705,,,,46.0,141.0,,0.125,0.00,74.0,0.369,0.000,21.3,0.0,0.013,4,0.563,2.038,137,0.0,32.1,0.371,0.0,32.1,0.371,0.02,,,0.0,,,,,,0.811,,0.000,,,,3.553,0.394,0.0,,,,0.0,,,0.02,0.396,0.000,0.0,
114,"""05346""","Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat only, cooked",53.0,1.0 wing,1.178,0.701,0.00,0.0,0.048,1.183,0.0,,4,0.031,0.15,0.589,1.229,0.000,,,,,0.0,2.202,1.398,0.000,,0.005,,,0,14.6,,0.843,14.6,,0.843,6,,0,0.09,14.68,0.0,3.975,0.035,0.003,0.216,0.039,0.00,0.01,4,0.000,0.01,4,0.000,0.408,0.008,0.00,436,0.038,0.025,436,0.038,0.025,0.017,32.4,0.0,,,,,,,0.072,0.000,0.2,1.996,0.0,6,0.0,0.095,,1.4,,0.000,,,,,,,,,0.0,0.642,171,3.0,0.957,5.05,0.320,,,,20.0,104.0,,0.158,0.00,74.0,0.458,0.000,27.1,0.0,0.012,4,0.702,0.933,140,0.0,36.0,0.379,0.0,36.0,0.379,0.0,,0.017,0.0,,1.615,0.624,,0.689,0.934,,0.000,,,,1.653,0.413,0.0,,,,0.0,,,,,,0.0,
115,"""05047""","Chicken, broilers or fryers, separable fat, raw",12.8,1.0 tbsp,2.592,1.818,,0.0,0.003,0.028,0.0,,0,,,,0.029,,,,,,,,,,,,,,0,,,,,,,16,,0,,,,0.261,0.004,,0.522,0.09,,,,,,,,0.017,,,337,,0.077,337,,0.077,,,,,,,,,,0.008,0.000,0.01,3.878,0.3,16,0.005,0.003,,0.04,,0.000,0.4,,,,,,,,,1.697,8,0.1,0.045,8.7,0.494,,,,65.0,81.0,,0.004,,7.0,0.011,,1.2,0.0,0.002,0,0.015,1.875,7,0.0,2.0,0.019,0.0,2.0,0.019,0.0,,,0.0,17,,,,,0.037,,0.000,0.4,0.020,1.0,3.237,0.009,,,,,0.0,,,,,,,
116,"""05016""","Chicken, broilers or fryers, skin only, cooked, fried, batter",85.0,3.0 oz,6.469,5.805,,,,,,,,,,,0.433,,,,,,,,,,,,,,,,,,,,,35,,,,,,2.841,0.060,,1.955,0.297,,,,,,,,0.309,,,1401,,0.136,1401,,0.136,,,,,,,,,,0.151,0.009,0.14,10.498,,,0.009,0.051,,1.35,,0.000,0.2,,,,,,,,,5.389,64,,0.883,24.51,0.646,,,,117.0,335.0,,0.09,,63.0,0.235,,45.8,26.0,0.092,34,0.328,4.293,68,,,,,,,19.68,,,,,,,,,0.568,,0.000,0.2,0.397,10.0,9.673,0.179,,,,,,,,,,,,
117,"""05017""","Chicken, broilers or fryers, skin only, cooked, fried, flour",33.0,1.0 unit (yield from 1 lb ready-to-cook chicken),3.851,3.115,,,,,,,,,,,0.361,,,,,,,,,,,,,,,,,,,,,23,,,,,,1.92,0.026,,0.858,0.135,,,,,,,,0.222,,,693,,0.102,693,,0.102,,,,,,,,,,0.054,0.007,0.06,5.943,,23,0.01,0.033,,0.15,,0.000,,,,,,,,,,2.864,41,,0.601,14.05,0.657,,,,77.0,166.0,,0.053,,24.0,0.147,,20.8,10.0,0.020,11,0.208,2.802,42,,,,,,,3.08,,,,,,,,,0.47,,0.000,,,,5.098,0.122,,,,,,,,,,,,
