,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)_x",20:3 n-3 (g)_x,Lutein + zeaxanthin (µg)_x,"Fiber, total dietary (g)_y",20:3 n-3 (g)_y,Lutein + zeaxanthin (µg)_y,"Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
151,"""17224""","Lamb, ground, raw",28.35,1.0 oz,2.889,0.524,,0.0,0.031,0.365,0.000,,5,,,,0.414,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,1.69,0.029,,0.913,0.119,,,,,,,,0.201,,,335,,0.264,,,,,,,,,,,,,0.06,0.000,0.65,2.722,1.0,0,0.028,0.037,,0.25,,0.000,0.0,,,,,,,,,0.386,63,2.9,0.197,6.64,0.193,,,,0.0,80.0,,0.055,,21,0.158,,5.3,0,0.005,5,0.227,1.454,45,0.0,19.6,0.174,0.0,19.6,0.174,0.0,,,0.0,1,,,,,0.279,,0.017,0.0,0.253,6.0,2.444,0.149,0.0,,,,0.0,,,,,,,
152,"""17016""","Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,4.326,0.748,,,,,,,,,,,1.982,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.567,0.099,,1.411,0.136,,,,,,,,0.961,,,800,,0.399,,,,,,,,,,,,,0.23,,2.27,4.497,,0,0.043,0.136,,0.89,,,,,,,,,,,,0.57,277,,0.942,10.58,0.306,,,,0.0,191.0,,0.263,,76,0.755,,25.0,0,0.021,19,1.083,2.219,168,,,,,,,0.0,,,,,,,,,1.334,,0.025,,,,4.097,0.711,,,,,,,,,,,,
153,"""17015""","Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,1.644,0.306,,,,,,,,,,,0.465,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.763,0.033,,0.522,0.068,,,,,,,,0.225,,,238,,0.147,,,,,,,,,,,,,0.065,,0.71,1.568,,0,0.017,0.043,,0.28,,,,,,,,,,,,0.224,74,,0.221,3.82,0.111,,,,0.0,57.0,,0.062,,19,0.177,,6.1,0,0.006,6,0.254,0.831,50,,,,,,,0.0,,,,,,,,,0.313,,0.009,,,,1.409,0.167,,,,,,,,,,,,
154,"""17233""","Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,3.91,0.68,,,,,,,,,,,2.006,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.542,0.100,,1.275,0.119,,,,,,,,0.972,,,772,,0.357,,,,,,,,,,,,,0.23,,2.28,4.131,,0,0.034,0.136,,0.9,,,,,,,,,,,,0.527,280,,0.953,9.69,0.281,,,,0.0,184.0,,0.265,,76,0.763,,25.2,0,0.022,20,1.097,2.014,170,,,,,,,0.0,,,,,,,,,1.35,,0.025,,,,3.765,0.720,,,,,,,,,,,,
155,"""17232""","Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,1.383,0.264,,,,,,,,,,,0.475,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.761,0.033,,0.439,0.057,,,,,,,,0.23,,,219,,0.122,,,,,,,,,,,,,0.068,,0.72,1.332,,0,0.014,0.045,,0.28,,,,,,,,,,,,0.193,76,,0.226,3.26,0.096,,,,0.0,52.0,,0.063,,19,0.181,,6.2,0,0.006,6,0.26,0.703,52,,,,,,,0.0,,,,,,,,,0.32,,0.009,,,,1.199,0.171,,,,,,,,,,,,
156,"""17018""","Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,2.023,0.374,,,,,,,,,,,2.115,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.431,0.103,,0.697,0.034,,,,,,,,1.025,,,640,,0.178,,,,,,,,,,,,,0.238,,2.30,2.482,,0,0.017,0.145,,0.94,,,,,,,,,,,,0.306,291,,1.005,5.67,0.170,,,,0.0,153.0,,0.28,,74,0.805,,26.9,0,0.024,20,1.155,1.088,177,,,,,,,0.0,,,,,,,,,1.423,,0.009,,,,2.304,0.758,,,,,,,,,,,,
157,"""17017""","Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,0.425,0.108,,,,,,,,,,,0.514,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.755,0.035,,0.142,0.017,,,,,,,,0.249,,,148,,0.031,,,,,,,,,,,,,0.071,,0.75,0.479,,0,0.003,0.048,,0.31,,,,,,,,,,,,0.082,82,,0.244,1.19,0.037,,,,0.0,35.0,,0.068,,18,0.196,,6.6,0,0.007,7,0.281,0.230,55,,,,,,,0.0,,,,,,,,,0.346,,0.003,,,,0.434,0.184,,,,,,,,,,,,
158,"""17020""","Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,7.429,1.266,,,,,,,,,,,1.849,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.627,0.095,,2.389,0.255,,,,,,,,0.896,,,1039,,0.689,,,,,,,,,,,,,0.238,,2.15,7.404,,0,0.076,0.119,,0.84,,,,,,,,,,,,0.952,256,,0.878,17.57,0.510,,,,0.0,248.0,,0.245,,82,0.704,,21.7,0,0.019,14,1.01,3.765,156,,,,,,,0.0,,,,,,,,,1.244,,0.043,,,,6.715,0.663,,,,,,,,,,,,
159,"""17019""","Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,2.758,0.49,,,,,,,,,,,0.424,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.797,0.032,,0.868,0.113,,,,,,,,0.206,,,323,,0.255,,,,,,,,,,,,,0.065,,0.70,2.574,,0,0.028,0.040,,0.25,,,,,,,,,,,,0.36,65,,0.201,6.27,0.181,,,,0.0,77.0,,0.056,,20,0.161,,5.6,0,0.005,5,0.232,1.383,45,,,,,,,0.0,,,,,,,,,0.285,,0.017,,,,2.311,0.152,,,,,,,,,,,,
160,"""17235""","Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,7.021,1.207,,,,,,,,,,,1.873,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.601,0.096,,2.261,0.238,,,,,,,,0.908,,,1010,,0.655,,,,,,,,,,,,,0.238,,2.16,7.055,,0,0.068,0.119,,0.85,,,,,,,,,,,,0.909,258,,0.89,16.72,0.484,,,,0.0,241.0,,0.248,,82,0.713,,21.9,0,0.020,14,1.023,3.570,157,,,,,,,0.0,,,,,,,,,1.26,,0.043,,,,6.401,0.672,,,,,,,,,,,,
161,"""17234""","Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,2.586,0.465,,,,,,,,,,,0.431,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.797,0.032,,0.814,0.105,,,,,,,,0.209,,,310,,0.238,,,,,,,,,,,,,0.065,,0.71,2.421,,0,0.026,0.040,,0.26,,,,,,,,,,,,0.34,67,,0.205,5.9,0.170,,,,0.0,74.0,,0.057,,20,0.164,,5.6,0,0.005,5,0.235,1.298,46,,,,,,,0.0,,,,,,,,,0.29,,0.014,,,,2.174,0.155,,,,,,,,,,,,
162,"""17022""","Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,2.788,0.51,,,,,,,,,,,2.128,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.329,0.101,,0.961,0.043,,,,,,,,1.032,,,726,,0.246,,,,,,,,,,,,,0.264,,2.19,3.417,,0,0.025,0.145,,0.93,,,,,,,,,,,,0.416,283,,1.011,7.79,0.230,,,,0.0,173.0,,0.281,,78,0.81,,26.2,0,0.024,18,1.163,1.496,173,,,,,,,0.0,,,,,,,,,1.431,,0.017,,,,3.162,0.763,,,,,,,,,,,,
163,"""17021""","Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,0.516,0.13,,,,,,,,,,,0.515,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.795,0.037,,0.17,0.02,,,,,,,,0.249,,,159,,0.037,,,,,,,,,,,,,0.071,,0.78,0.578,,0,0.003,0.048,,0.3,,,,,,,,,,,,0.099,81,,0.244,1.44,0.043,,,,0.0,38.0,,0.068,,19,0.196,,6.6,0,0.007,7,0.281,0.281,54,,,,,,,0.0,,,,,,,,,0.346,,0.003,,,,0.524,0.185,,,,,,,,,,,,
164,"""17012""","Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,5.856,1.003,,0.0,0.085,1.689,0.000,,17,,,,1.918,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.601,0.098,,1.887,0.196,,,,,,,,0.93,,,917,,0.544,,,,,,,,,,,,,0.23,0.000,2.20,5.916,3.6,0,0.060,0.128,,0.87,,0.000,0.1,,,,,,,,,0.765,266,10.8,0.911,14.01,0.408,,,,0.0,219.0,,0.254,,79,0.73,,23.1,0,0.020,17,1.048,2.983,162,0.0,81.9,0.807,0.0,81.9,0.807,0.0,,,0.0,2,,,,,1.29,,0.034,0.1,1.172,20.0,5.372,0.688,0.0,,,,0.0,,,,,,,
165,"""17011""","Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,2.106,0.383,,,,,,,,,,,0.448,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.775,0.032,,0.666,0.085,,,,,,,,0.217,,,273,,0.193,,,,,,,,,,,,,0.065,,0.71,1.985,,0,0.020,0.043,,0.27,,,,,,,,,,,,0.281,71,,0.213,4.84,0.142,,,,0.0,65.0,,0.059,,20,0.171,,5.9,0,0.006,5,0.245,1.060,48,,,,,,,0.0,,,,,,,,,0.302,,0.011,,,,1.783,0.161,,,,,,,,,,,,
166,"""17231""","Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,5.032,0.867,,,,,,,,,,,1.967,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.551,0.099,,1.632,0.161,,,,,,,,0.953,,,861,,0.468,,,,,,,,,,,,,0.238,,2.21,5.202,,0,0.051,0.128,,0.88,,,,,,,,,,,,0.663,271,,0.934,12.26,0.357,,,,0.0,206.0,,0.26,,78,0.748,,23.6,0,0.021,17,1.074,2.575,165,,,,,,,0.0,,,,,,,,,1.323,,0.034,,,,4.735,0.706,,,,,,,,,,,,
167,"""17230""","Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,1.761,0.326,,,,,,,,,,,0.462,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.772,0.033,,0.556,0.071,,,,,,,,0.224,,,248,,0.159,,,,,,,,,,,,,0.068,,0.72,1.675,,0,0.017,0.043,,0.27,,,,,,,,,,,,0.241,73,,0.22,4.09,0.119,,,,0.0,59.0,,0.061,,19,0.176,,6.0,0,0.006,6,0.253,0.890,50,,,,,,,0.0,,,,,,,,,0.311,,0.011,,,,1.505,0.166,,,,,,,,,,,,
168,"""17014""","Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,2.346,0.433,,0.0,0.093,1.871,0.000,,20,,,,2.124,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.389,0.102,,0.807,0.043,,,,,,,,1.029,,,679,,0.204,,,,,,,,,,,,,0.246,0.000,2.24,2.882,3.1,0,0.017,0.145,,0.93,,0.000,0.1,,,,,,,,,0.349,287,11.7,1.009,6.58,0.196,,,,0.0,162.0,,0.281,,76,0.808,,25.6,0,0.024,20,1.16,1.266,175,0.0,89.2,0.894,0.0,89.2,0.894,0.0,,,0.0,2,,,,,1.429,,0.017,0.1,1.298,22.0,2.669,0.762,0.0,,,,0.0,,,,,,,
169,"""17013""","Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,0.456,0.116,,,,,,,,,,,0.515,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.766,0.036,,0.153,0.017,,,,,,,,0.249,,,152,,0.034,,,,,,,,,,,,,0.071,,0.77,0.513,,0,0.003,0.048,,0.3,,,,,,,,,,,,0.088,82,,0.244,1.28,0.040,,,,0.0,36.0,,0.068,,18,0.196,,6.7,0,0.007,7,0.281,0.249,55,,,,,,,0.0,,,,,,,,,0.346,,0.003,,,,0.465,0.185,,,,,,,,,,,,
170,"""17024""","Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",85.0,3.0 oz,8.355,1.428,,0.0,0.085,1.664,0.000,,15,,,,1.89,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.035,0.111,,2.678,0.297,,,,,,,,0.915,,,1124,,0.782,,,,,,,,,,,,,0.212,0.000,2.10,8.245,4.1,0,0.085,0.111,,0.93,,0.000,0.1,,,,,,,,,1.071,278,10.5,0.898,19.62,0.570,,,,0.0,269.0,,0.25,,85,0.719,,23.3,0,0.019,15,1.032,4.233,167,0.0,79.7,0.796,0.0,79.7,0.796,0.0,,,0.0,2,,,,,1.272,,0.051,0.1,1.154,20.0,7.471,0.677,0.0,,,,0.0,,,,,,,
171,"""17025""","Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,8.704,1.59,,0.0,0.085,1.491,0.000,,16,,,,1.692,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,6.035,0.101,,2.754,0.357,,,,,,,,0.82,,,1099,,0.790,,,,,,,,,,,,,0.204,0.000,1.88,8.228,4.0,0,0.085,0.093,,0.99,,0.000,0.1,,,,,,,,,1.165,209,9.9,0.804,20.05,0.587,,,,0.0,263.0,,0.224,,81,0.644,,20.9,0,0.017,16,0.925,4.386,153,0.0,75.1,0.712,0.0,75.1,0.712,0.0,,,0.0,2,,,,,1.139,,0.051,0.1,1.034,20.0,7.386,0.607,0.0,,,,0.0,,,,,,,
172,"""17023""","Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,3.334,0.59,,,,,,,,,,,0.409,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.834,0.030,,1.049,0.136,,,,,,,,0.198,,,368,,0.309,,,,,,,,,,,,,0.06,,0.58,3.101,,0,0.034,0.037,,0.24,,,,,,,,,,,,0.431,61,,0.194,7.55,0.218,,,,0.0,88.0,,0.054,,21,0.156,,5.4,0,0.005,5,0.223,1.670,43,,,,,,,0.0,,,,,,,,,0.275,,0.020,,,,2.784,0.147,,,,,,,,,,,,
173,"""17237""","Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",85.0,3.0 oz,7.353,1.258,,,,,,,,,,,1.957,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,6.001,0.113,,2.372,0.246,,,,,,,,0.949,,,1057,,0.680,,,,,,,,,,,,,0.221,,2.11,7.386,,0,0.076,0.111,,0.95,,,,,,,,,,,,0.952,286,,0.929,17.52,0.510,,,,0.0,252.0,,0.259,,84,0.745,,24.0,0,0.020,16,1.069,3.740,171,,,,,,,0.0,,,,,,,,,1.316,,0.043,,,,6.707,0.702,,,,,,,,,,,,
174,"""17238""","Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",85.0,3.0 oz,7.718,1.437,,,,,,,,,,,1.747,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.992,0.104,,2.44,0.315,,,,,,,,0.847,,,1031,,0.697,,,,,,,,,,,,,0.204,,1.87,7.353,,0,0.076,0.111,,1.02,,,,,,,,,,,,1.054,212,,0.83,17.95,0.527,,,,0.0,246.0,,0.231,,79,0.665,,21.4,0,0.018,17,0.955,3.901,157,,,,,,,0.0,,,,,,,,,1.176,,0.043,,,,6.604,0.626,,,,,,,,,,,,
175,"""17236""","Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",28.35,1.0 oz,2.821,0.507,,,,,,,,,,,0.43,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.837,0.031,,0.89,0.116,,,,,,,,0.208,,,331,,0.258,,,,,,,,,,,,,0.06,,0.59,2.648,,0,0.028,0.040,,0.25,,,,,,,,,,,,0.371,64,,0.204,6.45,0.187,,,,0.0,79.0,,0.057,,20,0.164,,5.5,0,0.005,5,0.235,1.417,45,,,,,,,0.0,,,,,,,,,0.289,,0.017,,,,2.376,0.154,,,,,,,,,,,,
176,"""17027""","Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",85.0,3.0 oz,2.958,0.544,,0.0,0.093,1.982,0.000,,20,,,,2.251,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,5.822,0.123,,1.02,0.051,,,,,,,,1.091,,,768,,0.255,,,,,,,,,,,,,0.238,0.000,2.14,3.621,3.3,0,0.025,0.136,,1.05,,0.000,0.1,,,,,,,,,0.442,320,12.1,1.069,8.27,0.246,,,,0.0,184.0,,0.297,,81,0.857,,27.9,0,0.024,20,1.23,1.590,192,0.0,92.1,0.948,0.0,92.1,0.948,0.0,,,0.0,2,,,,,1.515,,0.017,0.1,1.375,24.0,3.357,0.807,0.0,,,,0.0,,,,,,,
177,"""17028""","Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",85.0,3.0 oz,3.162,0.731,,,,,,,,,,,1.996,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,5.805,0.112,,1.028,0.119,,,,,,,,0.967,,,718,,0.246,,,,,,,,,,,,,0.23,,1.84,3.357,,0,0.025,0.136,,1.15,,,,,,,,,,,,0.544,227,,0.948,8.3,0.246,,,,0.0,172.0,,0.264,,74,0.76,,25.8,0,0.022,21,1.091,1.674,175,,,,,,,0.0,,,,,,,,,1.343,,0.017,,,,3.026,0.716,,,,,,,,,,,,
178,"""17026""","Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",28.35,1.0 oz,0.604,0.153,,,,,,,,,,,0.522,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0,,,,,,1.846,0.036,,0.201,0.023,,,,,,,,0.253,,,170,,0.043,,,,,,,,,,,,,0.065,,0.63,0.678,,0,0.003,0.048,,0.3,,,,,,,,,,,,0.116,78,,0.248,1.68,0.051,,,,0.0,41.0,,0.069,,19,0.199,,6.7,0,0.007,7,0.285,0.326,54,,,,,,,0.0,,,,,,,,,0.352,,0.003,,,,0.612,0.187,,,,,,,,,,,,
179,"""17357""","Lamb, New Zealand, imported, brains, cooked, soaked and fried",85.0,3.0 oz,1.16,0.849,,0.0,0.071,0.921,0.000,,,0.0,0.95,0.470,1.041,0.019,,,,,0.049,1.666,,,,0.000,,,0,,,0,,,0,2,,0,,,,2.546,0.241,0.016,0.541,0.0,,0.0,,0.016,0.172,,0.388,0.569,0.000,,549,0.000,0.014,,,,,62.14,0,,,,,0,,0.186,0.000,8.11,3.543,,2,0.000,0.069,0.058,2.88,,0.019,0.0,,,0.037,86.0,0.000,,,,0.019,219,,0.383,9.28,0.037,,,,7.0,131.0,0.244,0.132,,2175,0.413,0.014,13.9,,,,0.534,0.518,326,,,,,,,0.0,,,0.0,,1.568,0.019,,1.620,0.802,,0.000,0.0,0.607,13.0,1.569,0.252,,0.016,0.172,0.0,0.0,,,,,,,
180,"""17358""","Lamb, New Zealand, imported, brains, raw",113.0,4.0 oz,1.17,0.883,,0.0,0.115,0.989,0.000,,,0.0,0.98,0.504,1.118,0.038,,,,,0.0,1.788,,,,0.000,,,0,,,0,,,0,3,,0,,,,4.308,0.337,0.042,0.567,0.0,,0.0,,0.021,0.175,,0.411,0.61,0.000,,556,0.028,0.012,,,,,88.73,0,,,,,0,,0.229,0.000,11.29,2.535,,3,0.000,0.098,0.051,2.85,,0.081,0.0,,,0.01,132.0,0.000,,,,0.009,347,,0.41,9.07,0.021,,,,11.0,133.0,0.205,0.141,,2373,0.443,0.008,15.3,,,,0.573,0.490,370,,,,,,,0.0,,,0.0,,0.668,0.007,,2.190,0.861,,0.000,0.0,0.652,16.0,1.481,0.271,,0.021,0.175,0.028,0.0,,,,,,,
181,"""17359""","Lamb, New Zealand, imported, breast, separable lean only, cooked, braised",85.0,3.0 oz,5.103,0.659,,0.0,0.022,1.848,0.000,,,0.161,0.33,0.943,2.09,0.000,,,,,0.0,3.343,,,,0.000,,,0,,,0,,,0,4,,0,,,,3.106,0.117,0.212,2.23,0.161,,0.014,,0.000,0.031,,0.000,1.142,0.000,,961,0.404,0.334,,,,,46.55,0,,,,0.016,0,,0.111,0.025,1.22,3.669,,4,0.028,0.076,0.029,0.64,,0.000,0.0,,,0.145,73.0,0.000,,,,0.407,156,,0.768,14.9,0.161,,,,14.0,230.0,0.000,0.264,,87,0.83,0.019,5.4,,,,1.071,2.225,129,,,,,,,0.0,,,0.0,1,3.108,0.17,,0.349,1.611,,0.026,0.0,1.219,17.0,3.495,0.507,,0.000,0.031,0.404,0.0,,,,,,,
182,"""17360""","Lamb, New Zealand, imported, breast, separable lean only, raw",113.0,4.0 oz,3.094,0.278,,0.0,0.062,1.598,0.000,,,0.102,0.35,0.815,1.807,0.000,,,,,0.0,2.889,,,,0.000,,,0,,,0,,,0,10,,0,,,,5.592,0.101,0.139,1.331,0.102,,0.009,,0.000,0.018,,0.000,0.986,0.000,,705,0.249,0.183,,,,,81.01,0,,,,0.008,0,,0.18,0.018,2.21,2.41,,10,0.015,0.162,0.014,1.13,,0.000,0.0,,,0.092,121.0,0.000,,,,0.122,331,,0.663,9.02,0.099,,,,35.0,168.0,0.000,0.228,,73,0.716,0.006,4.5,,,,0.927,1.393,203,,,,,,,1.15,,0.000,0.0,1,2.060,0.122,,0.601,1.392,,0.014,0.0,1.053,24.0,2.302,0.438,,0.000,0.018,0.249,0.0,,,,,,,
183,"""17361""","Lamb, New Zealand, imported, chump, boneless, separable lean only, cooked, fast roasted",85.0,3.0 oz,1.504,0.292,,0.0,0.117,1.555,0.000,,,0.081,0.28,0.793,1.759,0.000,,,,,0.0,2.813,,,,0.000,,,0,,,0,,,0,4,,0,,,,3.035,0.134,0.063,0.621,0.081,,0.0,,,0.021,,0.006,0.961,0.000,,506,0.118,0.101,,,,,60.0,0,,,,0.006,0,,0.16,0.022,1.75,1.101,,4,0.009,0.149,0.004,1.02,,0.000,0.0,,,0.037,52.0,0.000,,,,0.145,288,,0.645,4.48,0.043,,,,14.0,121.0,0.000,0.223,,63,0.698,0.000,5.1,,,,0.901,0.695,174,,,,,,,0.0,,,0.0,1,0.945,0.092,,0.740,1.355,,0.009,0.0,1.025,21.0,1.057,0.427,,0.000,0.021,0.118,0.0,,,,,,,
184,"""17363""","Lamb, New Zealand, imported, chump, boneless, separable lean only, raw",113.0,4.0 oz,1.429,0.351,,0.0,0.174,1.892,0.000,,,0.088,0.36,0.965,2.139,0.000,,,,,0.0,3.422,,,,0.000,,,0,,,0,,,0,6,,0,,,,5.939,0.158,0.057,0.605,0.088,,0.0,,,0.033,,0.008,1.168,0.000,,573,0.087,0.084,,,,,84.28,0,,,,0.005,0,,0.145,0.032,2.33,1.136,,6,0.008,0.169,0.009,1.4,,0.000,0.0,,,0.036,70.0,0.000,,,,0.169,391,,0.785,4.33,0.041,,,,17.0,137.0,0.000,0.271,,73,0.849,0.000,5.0,,,,1.096,0.661,227,,,,,,,0.0,,,0.0,1,1.012,0.118,,0.912,1.649,,0.008,0.0,1.248,27.0,1.095,0.519,,0.000,0.033,0.087,0.0,,,,,,,
