,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
253,"""09266""","Pineapple, raw, all varieties",165.0,"1.0 cup, chunks",0.015,0.066,3.50,16.25,0.130,0.040,0.000,,30,,,,0.043,,,0.0,,,,,,,,,2.3,,0,,,,,,,,,0,,,,0.825,0.181,,0.005,0.028,2.85,,,,,,,0.031,,0.00,345,,0.000,10.0,0.48,0.023,,,,0.0,0.040,21.0,,,,0.053,,0.00,0.021,1.2,5,0.0,0.185,,0.36,0.00,,,,,,,,,,0.0,0.038,180.0,0.2,0.028,0.2,0.002,,,,96,82.0,,0.008,,0,0.031,,0.2,0,1.530,30.0,0.031,0.008,13,0.0,9.1,0.058,0.0,9.1,0.058,21.65,,,0.0,,,,,,0.031,,0.000,0.0,0.040,20.0,0.020,0.017,0.0,,,,0.0,,78.9,0.0,0.020,,0.0,
254,"""09543""","Plantains, green, boiled",137.0,1.0 cup,0.099,0.107,0.48,3.08,0.069,0.055,0.000,,66,0.036,,0.041,0.069,0.000,,,,,0.0,0.110,0.123,,,0.000,3.6,0.000,,0.0,,0.041,0.0,,0.041,,,,0.000,1.49,,0.534,0.110,0.001,0.01,0.036,0.52,0.000,,,,,,0.027,,0.00,695,0.001,0.004,,,,0.000,94.64,,,,,0.000,,0.003,0.089,0.000,,0.018,5.2,,0.001,0.301,,0.82,,0.000,,,,0.001,3.0,0.011,0.00,,,0.071,396.0,,0.041,0.11,0.001,0.000,,2.08,,,,0.014,33.52,,0.027,,0.0,,,,0.027,0.060,33,,,,,,,39.94,0.000,,,,,0.071,,0.521,0.082,,0.003,,,,0.016,0.082,0.0,,0.000,0.001,,,,,,,0.0,
255,"""09446""","Plantains, green, fried",118.0,1.0 cup,4.354,3.182,0.78,4.28,0.055,,0.000,0.009,18,0.250,,,,,,,,,0.0,,,0.000,,0.083,4.1,0.017,,,,,,,,,,,,,,0.965,0.216,0.042,1.411,0.254,0.72,0.002,,0.028,,,,,,,1526,0.137,0.150,,,,0.051,42.57,2,,,,0.004,647,0.009,0.120,0.001,,5.137,,71,0.011,0.312,0.005,1.7,,0.001,,,,0.219,2.0,,0.00,0.007,,2.771,569.0,,,,,0.051,,2.78,1407,365.0,0.004,,,,,,,,,,,,,,,,,,,58.02,0.000,,392.0,,4.679,2.688,,0.458,,,,,,,4.812,,,0.012,0.025,0.188,,,,,,,0.0,0.032
256,"""09542""","Plantains, green, raw",267.0,1.0 plantain,0.323,0.083,2.72,6.11,0.267,,0.000,,75,0.016,,,,,,,,,0.0,,,,,0.000,5.9,0.000,,,,,,,,,,,,,,1.469,0.310,0.003,0.104,0.016,2.91,0.000,,,,,,,,,1695,0.005,0.011,,,,0.000,163.14,,,,,0.000,,0.003,0.267,0.000,,0.051,,,0.005,0.187,0.003,2.46,,0.000,,,,0.008,5.0,0.021,0.00,,,0.067,1151.0,,,,,0.000,,0.48,,,,,,,,,,,,,,,,,,,,,,97.88,0.000,,,,,0.067,,1.415,,,,,,,0.043,,,,0.000,0.005,,,,,,,0.0,
257,"""09278""","Plantains, yellow, baked",139.0,1.0 cup,0.0,,5.31,29.65,0.125,0.117,0.000,,74,,0.00,0.074,0.103,0.000,,,,,0.0,0.146,0.160,,,0.000,3.1,0.000,39,0.0,,0.088,0.0,,0.088,,,0,,2.11,0,0.952,0.061,0.000,0.0,,5.27,0.000,74,,,,,0.074,,0.00,904,,0.000,,,,,77.66,0,,,,,513,0.0,0.181,,0.00,0.0,17.9,63,0.0,0.292,,1.52,,0.000,,,,,3.0,0.000,,,0.0,0.0,663.0,,0.103,0.22,0.000,0.000,,19.07,1264,215.0,0.000,0.029,24.92,0,0.043,,0.0,0,0.229,74.0,0.058,0.000,51,0.0,17.7,0.088,0.0,17.7,0.088,57.5,0.000,,491.0,0,,0.0,,0.737,0.117,,0.000,0.0,0.058,57.0,,0.175,0.0,,,0.000,0.0,,22.8,,,,0.0,
258,"""09447""","Plantains, yellow, fried, Latino restaurant",169.0,1.0 cup,3.069,3.845,8.21,36.77,0.118,,0.000,0.005,,0.368,1.86,,,,,0.0,0.128,0.056,0.0,,,0.002,,0.037,5.4,0.005,169,1.0,0.19,,1.0,0.19,,,,,,,,1.415,0.196,0.025,0.826,0.370,8.40,0.002,,0.008,,,,,,,1671,0.130,0.079,,,,0.057,82.88,19,1.79,,10.0,0.002,984,0.007,0.034,0.002,,3.919,53.7,112,0.008,0.490,0.017,2.13,0.90,0.000,,,,0.127,10.0,,0.00,0.002,,3.409,857.0,,,,,0.057,,20.16,2227,399.0,0.003,,,,,,,,,,,,,,,,,,,68.9,0.000,,688.0,,3.601,3.331,,1.014,,,,,,,3.730,,1.4,0.003,0.008,0.188,,,,0.07,,0.000,0.0,0.019
259,"""09277""","Plantains, yellow, raw",270.0,1.0 plantain,0.0,,23.33,47.28,0.167,,0.000,,59,,0.00,,,,,,,,0.0,,,,,0.000,4.6,0.000,81,0.0,,,0.0,,,,,0,,,,1.814,0.200,0.000,0.0,,23.46,0.000,59,,,,,,,,1377,,0.000,,,,,176.04,0,,,,,1234,0.0,0.205,,0.00,0.0,77.8,151,0.0,0.653,,3.1,,0.000,,,,,11.0,0.000,,,0.0,0.0,1315.0,,,,,0.000,,0.49,3043,329.0,0.000,,,,,,,0,0.389,59.0,,,,0.0,36.5,,0.0,36.5,,86.1,0.000,,1183.0,0,,0.0,,0.810,,,,0.0,,97.0,,,0.0,,,0.000,0.0,,49.7,,,,0.0,
260,"""09379""","Plums, canned, heavy syrup, drained",183.0,"1.0 cup, with pits, yields",0.02,0.055,,39.49,0.031,,0.000,,5,,,,,,,,,,,,,,,,2.7,,134,,,,,,,,,0,,,,0.533,0.084,,0.002,0.000,,,,,,,,,,,684,,0.000,,,,,,,,,,,,,0.075,,0.00,0.165,11.7,37,0.0,0.051,,0.46,,0.000,,,,,,,,,,0.055,170.0,,,,,,,,730,163.0,,,,,,,,0,,5.0,,,,0.0,1.5,,0.0,1.5,,42.31,,,0.0,,,,,,,,,0.0,,9.0,0.163,,,,,,0.0,,0.7,,,,,
261,"""09285""","Plums, canned, purple, extra heavy syrup pack, solids and liquids",261.0,"1.0 cup, pitted",0.021,0.055,,,,,,,,,,,0.021,,,,,,,,,,,,2.6,,,,,,,,,0,,,,,,0.744,0.094,,0.003,,,,,,,,,0.018,,,1104,,,,,,,,,,,,,,,0.097,,0.00,0.17,,34,,,,0.63,,,,,,,,,,,,0.055,232.0,,0.042,0.26,0.003,,,,663,264.0,,,,,0.008,,,0,0.081,8.0,0.018,0.016,31,,,,,,,68.67,,,,,,,,,0.016,,,0.0,0.023,13.0,0.167,0.016,,,,,,,,,,,,
262,"""09284""","Plums, canned, purple, heavy syrup pack, solids and liquids",258.0,"1.0 cup, pitted",0.021,0.057,,57.56,0.041,0.026,0.000,,8,,,,0.021,,,,,,,,,,,,2.3,,126,,,,,,,,,0,,,,0.751,0.095,,0.003,0.000,,,,,,,,0.021,,,960,,0.000,,,,,,,,,,,,,0.098,,0.00,0.17,11.1,34,0.0,0.070,,0.62,,0.000,,,,,,,,,,0.057,235.0,,0.041,0.26,0.003,,,,668,230.0,,,,,0.008,,0.0,0,0.080,8.0,0.018,,34,0.0,3.4,0.023,0.0,3.4,0.023,59.96,,,0.0,,,,,,0.015,,0.000,0.0,0.023,13.0,0.168,0.015,,,,,0.0,,1.0,,,,,
263,"""09282""","Plums, canned, purple, juice pack, solids and liquids",252.0,"1.0 cup, pitted",0.005,0.013,,35.83,0.058,0.035,0.000,,8,,,,0.028,,,,,,,,,,,,2.3,,123,,,,,,,,,0,,,,1.192,0.136,,0.0,,,,,,,,,0.028,,,612,,0.000,,,,,,,,,,,,,0.149,,0.00,0.035,10.8,126,0.0,0.068,,0.76,,0.000,,,,,,,,,,0.013,388.0,,0.055,0.05,0.000,,,,2543,146.0,,,,,0.01,,0.0,0,0.083,8.0,0.025,0.003,38,0.0,3.3,0.033,0.0,3.3,0.033,38.18,,,0.0,,,,,,0.023,,0.000,0.0,0.030,20.0,0.035,0.020,,,,,0.0,,7.1,,,,,
264,"""09283""","Plums, canned, purple, light syrup pack, solids and liquids",252.0,"1.0 cup, pitted",0.02,0.058,,38.68,0.040,0.025,0.000,,8,,,,0.02,,,,,,,,,,,,2.3,,123,,,,,,,,,0,,,,0.748,0.096,,0.003,0.000,,,,,,,,0.02,,,665,,0.000,,,,,,,,,,,,,0.098,,0.00,0.174,10.8,30,0.0,0.068,,0.63,,0.000,,,,,,,,,,0.058,234.0,,0.040,0.25,0.003,,,,582,159.0,,,,,0.008,,0.0,0,0.081,8.0,0.018,,33,0.0,3.3,0.023,0.0,3.3,0.023,41.03,,,0.0,,,,,,0.015,,0.000,0.0,0.023,13.0,0.171,0.015,,,,,0.0,,1.0,,,,,
265,"""09281""","Plums, canned, purple, water pack, solids and liquids",249.0,"1.0 cup, pitted",0.002,0.005,,25.15,0.052,0.025,0.000,,7,,,,0.02,,,,,,,,,,,,2.2,,122,,,,,,,,,0,,,,0.921,0.097,,0.0,,,,,,,,,0.02,,,428,,0.000,,,,,,,,,,,,,0.102,,0.00,0.012,10.7,115,0.0,0.067,,0.57,,0.000,,,,,,,,,,0.005,314.0,,0.042,0.02,0.000,,,,2276,102.0,,,,,0.007,,0.0,0,0.082,7.0,0.02,0.002,32,0.0,3.2,0.025,0.0,3.2,0.025,27.46,,,0.0,,,,,,0.015,,0.000,0.0,0.022,12.0,0.012,0.015,,,,,0.0,,6.7,,,,,
266,"""09293""","Plums, dried (prunes), stewed, with added sugar",248.0,"1.0 cup, pitted",0.042,0.117,,,,,,,0,,,,,,,,,,,,,,,,9.4,,,,,,,,,0,,,,,,1.674,0.446,,0.007,0.000,,,,,,,,,,,1287,,0.000,,,,,,,,,,,,,0.231,,0.00,0.352,,35,0.0,0.503,,1.81,,0.000,,,,,,,,,,0.117,774.0,,,,,,,,707,308.0,,,,,,,,,0.228,0.0,,,,,,,,,,81.54,,,,,,,,,,,,0.0,,47.0,0.347,,,,,,,,,,,,,
267,"""09292""","Plums, dried (prunes), stewed, without added sugar",248.0,"1.0 cup, pitted",0.025,0.064,,61.95,0.060,,,,0,,,,,,,,,,,,,,,,7.7,,161,,,,,,,,,0,,,,1.793,0.305,,0.005,0.000,,,,,,,,,,,1111,,0.000,,,,,,,,,,,,,0.248,,0.00,0.198,64.7,42,0.0,0.541,,2.88,,0.000,,,,,,,,,,0.064,796.0,,,,,,,,848,265.0,,,,,,,,,0.325,0.0,,,,0.0,10.9,,0.0,10.9,,69.64,,,62.0,0,,,,,,,,0.0,,45.0,0.196,,,,,,0.0,,7.2,,,,,
268,"""09291""","Plums, dried (prunes), uncooked",174.0,"1.0 cup, pitted",0.153,0.108,21.66,66.35,0.089,0.115,0.000,,7,,,,0.087,,7.0,0.0,,,0.0,0.198,1.394,,,0.000,12.4,,258,,,,,,,,,0,,,,3.275,0.489,0.000,0.077,0.030,44.30,0.000,7,,,,,0.085,0.000,0.10,1750,,0.000,,,,,,,0.03,0.082,75.0,,,,0.324,,0.00,0.092,103.5,68,0.002,0.357,,4.59,0.00,,,,,,,,,,0.0,0.077,1274.0,0.7,0.226,0.66,0.068,,,,1359,418.0,,0.044,8.89,0,0.037,0.002,0.5,0,0.520,7.0,0.071,0.052,120,0.0,17.6,0.103,0.0,17.6,0.103,111.15,,,99.0,0,,,,,0.064,,0.009,0.0,0.097,71.0,0.024,0.047,0.0,,,,0.0,,1.0,0.0,0.028,0.012,0.0,
269,"""09279""","Plums, raw",165.0,"1.0 cup, sliced",0.028,0.073,5.07,16.37,0.046,0.025,0.000,,8,,,,0.026,,3.3,0.0,,,,,,,,,2.3,,120,,,,,,,,,0,,,,0.688,0.094,,0.005,0.000,8.37,,,,,,,0.017,,0.13,317,,0.000,12.0,0.28,0.003,,,,0.13,0.015,10.0,,,,0.043,,0.00,0.221,10.6,28,0.0,0.048,,0.61,0.00,,,,,,,,0.23,,0.0,0.073,259.0,,0.045,0.46,0.003,,,,569,76.0,,0.015,,0,0.013,,0.0,0,0.086,8.0,0.023,,26,0.0,3.1,0.038,0.0,3.1,0.038,18.84,,,0.0,,,,,,0.015,,0.000,0.0,0.026,12.0,0.218,0.015,0.0,,,,0.0,,15.7,0.02,0.013,0.000,0.0,
270,"""09442""","Pomegranate juice, bottled",249.0,1.0 cup,0.192,0.125,15.86,31.5,0.037,,0.000,,60,,,,,,,,,,,,,,,,0.2,,0,,,,,,,,,0,,,,0.58,0.052,,0.06,0.000,15.64,,,,,,,,,,568,,0.010,,,,,,,,,,,,,0.037,,0.00,0.147,25.9,0,0.01,0.100,,1.22,,0.000,,,,,,,,,0.0,0.125,533.0,,,,,,,,0,134.0,,,,,,,,0,0.237,60.0,,,,0.0,12.0,,0.0,12.0,,32.69,,,0.0,,,,,,,,,0.0,,17.0,0.122,,,,,,0.0,,0.2,,,,0.0,
271,"""09286""","Pomegranates, raw",87.0,0.5 cup arils (seed/juice sacs),0.104,0.069,,11.89,0.058,,0.000,,33,,,,,,,,,,,,,,,,3.5,,0,,,,,,,,,0,,,,0.255,0.137,,0.033,0.000,,,,,,,,,,,301,,0.005,,,,,,,,,,,,,0.046,,0.00,0.081,14.3,0,0.005,0.065,,0.46,,0.000,,,,,,,,,,0.069,205.0,,,,,,,,0,72.0,,,,,,,,0,0.104,33.0,,,,0.0,6.6,,0.0,6.6,,16.27,,,0.0,,,,,,,,,0.0,,10.0,0.067,,,,,,0.0,,8.9,,,,,
272,"""09287""","Prickly pears, raw",149.0,1.0 cup,0.1,0.317,,,,,0.000,,9,,,,,,,,,,,,,,,,5.4,,,,,,,,,0,,,,,,0.685,0.119,,0.015,0.034,,,,,,,,,,,256,,0.000,,,,,,,,,,,,,0.089,,0.00,0.112,,3,0.0,0.089,,2.44,,0.000,,,,,,,,,,0.277,328.0,,,,,,,,64,61.0,,,,,,,,0,,9.0,,,,,,,,,,14.26,,,0.0,,,,,,,,,,,,0.107,,,,,,,,,,,,,
273,"""09294""","Prune juice, canned",256.0,1.0 cup,0.008,0.018,,42.11,0.041,,,,0,,,,,,,0.0,,,,,,,,,2.6,,102,,,,,,,,,0,,,,2.01,0.174,,0.0,,,,,,,,,,,,760,,0.000,,,,,,,,,,,,,0.179,,0.00,0.054,8.7,0,0.0,0.558,,1.74,0.00,,,,,,,,,,,0.018,707.0,,,,,,,,8,182.0,,,,,,,,,0.387,0.0,,,,0.0,6.9,,0.0,6.9,,44.67,,,0.0,,,,,,,,,0.0,,36.0,0.054,,,,,,0.0,,10.5,0.0,,,,
274,"""09423""",Prune puree,36.0,2.0 tbsp,0.006,,4.99,14.04,0.014,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,0,,,,,,0.9,,,,,,,,,,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,720,93.0,,,,,,,,,,,,,,,,,,,,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"""09288""","Prunes, canned, heavy syrup pack, solids and liquids",234.0,1.0 cup,0.037,0.101,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,0,,,,,,2.026,0.276,,0.007,,,,,,,,,,,,1027,,,,,,,,,,,,,,,0.285,,0.00,0.304,,94,,,,1.08,,,,,,,,,,,,0.101,529.0,,,,,,,,1865,246.0,,,,,,,,,0.229,0.0,,,,,,,,,,65.05,,,,,,,,,,,,0.0,,35.0,0.300,,,,,,,,,,,,,
276,"""09290""","Prunes, dehydrated (low-moisture), stewed",280.0,1.0 cup,0.056,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2.758,0.571,,0.008,,,,,,,,,,,,1324,,,,,,,,,,,,,,,0.084,,0.00,0.451,,73,,,,2.32,,,,,,,,,,,,0.148,988.0,,,,,,,,1464,316.0,,,,,,,,,0.291,0.0,,,,,,,,,,83.16,,,,,,,,,,,,0.0,,59.0,0.445,,,,,,,,,,,,,
277,"""09289""","Prunes, dehydrated (low-moisture), uncooked",132.0,1.0 cup,0.078,0.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.953,0.807,,0.013,,,,,,,,,,,,1872,,,,,,,,,,,,,,,0.218,,0.00,0.638,,116,,,,3.3,,,,,,,,,,,,0.21,1397.0,,,,,,,,2326,447.0,,,,,,,,0,0.412,3.0,,,,,,,,,,117.57,,,,,,,,,,,,0.0,,84.0,0.630,,,,,,,,,,,,,
278,"""09296""","Quinces, raw",92.0,1.0 fruit without refuse,0.009,0.046,,,,,0.000,,3,,,,,,,,,,,,,,,,1.7,,,,,,,,,0,,,,,,0.184,0.120,,0.002,0.000,,,,,,,,,,,219,,0.000,,,,,,,,,,,,,0.028,,0.00,0.033,,2,0.0,0.037,,0.37,,0.000,,,,,,,,,,0.045,181.0,,,,,,,,37,52.0,,,,,,,,0,,3.0,,,,,,,,,,14.08,,,,,,,,,,,,,,,0.033,,,,,,,,,,,,,
279,"""09298""","Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",165.0,"1.0 cup, packed",0.155,0.087,57.21,107.55,0.175,,0.000,,8,0.023,0.20,,,,,,,,0.0,,,,,0.000,7.4,,0,,,,,,,,,0,,,,1.264,0.449,0.002,0.021,0.023,50.34,0.000,8,,,,,,,,2062,0.002,0.007,,,,,25.51,0,,,,,0,0.003,0.206,,0.00,0.04,5.8,0,0.002,0.287,0.007,2.77,,0.000,0.0,0.003,,0.002,43.0,0.012,,,,0.064,1228.0,,,,,,,0.0,0,493.0,,,,,,,,0,0.464,8.0,,,,0.0,18.3,,0.0,18.3,,130.88,0.000,,0.0,,0.036,0.064,,,,,,0.0,,59.0,0.038,,,,0.000,0.002,0.0,,3.8,,,,0.0,
280,"""09297""","Raisins, golden, seedless",165.0,"1.0 cup, packed",0.107,0.094,57.29,108.41,0.013,,0.000,,5,0.031,0.20,,,,,,,,0.0,,,,,0.000,5.4,,0,,,,,,,,,0,,,,1.884,0.376,0.002,0.013,0.031,51.12,0.000,5,,,,,,,,2076,0.000,0.003,,,,,24.59,0,,,,,0,0.002,0.315,,0.00,0.023,5.8,0,0.002,0.533,0.005,2.66,,0.000,0.0,0.003,,0.000,40.0,0.012,,,,0.063,1231.0,,,,,,,0.0,0,497.0,,,,,,,,0,0.373,5.0,,,,0.0,18.3,,0.0,18.3,,132.03,0.000,,0.0,,0.023,0.063,,,,,,0.0,,58.0,0.023,,,,,0.000,0.0,,5.3,,,,0.0,
281,"""09299""","Raisins, seeded",165.0,"1.0 cup, packed",0.294,0.262,,,,,0.000,,5,,,,,,,,,,,,,,,,11.2,,,,,,,,,0,,,,,,1.838,0.498,,0.035,0.061,,,,,,,,,,,2043,,0.007,,,,,,,,,,,,,0.300,,0.00,0.036,,0,0.0,0.310,,3.12,,0.000,,,,,,,,,,0.201,1361.0,,,,,,,,0,488.0,,,,,,,,0,0.441,5.0,,,,,,,,,,129.48,,,,,,,,,,,,0.0,,50.0,0.036,,,,,,,,,,,,,
282,"""09304""","Raspberries, canned, red, heavy syrup pack, solids and liquids",256.0,1.0 cup,0.013,0.174,,51.35,0.051,,0.000,,28,,,,,,,,,,,,,,,,8.4,,233,,,,,,,,,0,,,,1.134,0.146,,0.003,0.059,,,,,,,,,,,975,,0.000,,,,,,,,,,,,,0.079,,0.00,0.028,13.3,5,0.0,0.108,,0.92,,0.000,,,,,,,,,,0.115,241.0,,,,,,,,84,233.0,,,,,,,,0,0.596,28.0,,,,0.0,21.0,,0.0,21.0,,59.8,,,41.0,0,,,,,,,,0.0,,31.0,0.028,,,,,,0.0,,22.3,,,,,
283,"""09306""","Raspberries, frozen, red, sweetened",250.0,"1.0 cup, thawed",0.013,0.223,,54.4,0.048,,0.000,,65,,,,,,,,,,,,,,,,11.0,,282,,,,,,,,,0,,,,0.575,0.263,,0.003,0.075,,,,,,,,,,,1078,,0.000,,,,,,,,,,,,,0.113,,0.00,0.037,16.2,8,0.0,0.085,,0.6,,0.000,,,,,,,,,,0.147,285.0,,,,,,,,150,258.0,,,,,,,,0,1.625,65.0,,,,0.0,25.5,,0.0,25.5,,65.4,,,72.0,0,,,,,,,,0.0,,32.0,0.035,,,,,,0.0,,41.2,,,,,
284,"""09518""","Raspberries, frozen, red, unsweetened",140.0,"1.0 cup, unthawed",0.09,0.048,4.54,9.16,0.125,,0.000,,39,0.027,1.05,,,,,0.0,,,0.0,,,,,0.000,6.0,0.000,336,,,,,,,,,0,,,,0.945,0.126,0.001,0.011,0.027,4.02,0.000,39,,,,,,,,328,0.000,0.003,,,,,119.01,0,1.55,,34.0,0.000,14,0.003,0.140,,0.00,0.035,,6,0.004,0.087,,0.67,0.52,0.000,,,,0.003,6.0,0.011,0.00,,,0.021,258.0,,,,,0.000,,0.62,104,78.0,0.000,,,,,,,0,0.854,39.0,,,,0.0,,,0.0,,,17.57,0.000,,95.0,0,0.032,0.021,,0.563,,,,0.0,,32.0,0.032,,,,,0.000,0.0,,24.6,0.0,,0.006,0.0,
285,"""09302""","Raspberries, raw",123.0,1.0 cup,0.023,0.461,2.89,5.44,0.039,,0.000,,26,,,,,,,0.0,,0.006,,,,,,,8.0,,167,,,,,,,,,0,,,,0.736,0.111,,0.005,0.155,2.29,,,,,,,,,,271,,0.000,,,,,,,1.75,,31.0,,,,0.047,,0.00,0.079,9.6,2,0.0,0.068,,0.57,1.28,0.000,,,,,,,,,0.0,0.306,186.0,1.0,,,,,,,41,64.0,,,,,,,,0,0.824,26.0,,,,0.0,15.1,,0.0,15.1,,14.69,,,20.0,0,,,,,,,,0.0,,27.0,0.073,,0.0,,,,0.0,,32.2,0.0,,,0.0,
286,"""09310""","Rhubarb, frozen, cooked, with sugar",240.0,1.0 cup,0.034,0.060,,68.88,0.043,,0.000,,12,,,,,,,,,,,,,,,,4.8,,295,,,,,,,,,0,,,,0.48,0.065,,0.002,0.000,,,,,,,,,,,1164,,0.000,,,,,,,,,,,,,0.055,,0.00,0.024,50.6,10,0.0,0.048,,1.34,,0.000,,,,,,,,,,0.06,230.0,,,,,,,,175,278.0,,,,,,,,0,0.175,12.0,,,,0.0,10.6,,0.0,10.6,,74.88,,,0.0,,,,,,,,,0.0,,29.0,0.024,,,,,,0.0,,7.9,,,,,
287,"""09309""","Rhubarb, frozen, uncooked",137.0,"1.0 cup, diced",0.04,0.074,,1.51,0.042,,0.000,,11,,,,,,,,,,,,,,,,2.5,,233,,,,,,,,,0,,,,0.278,0.032,,0.003,0.000,,,,,,,,,,,121,,0.001,,,,,,,,,,,,,0.040,,0.00,0.029,40.1,7,0.0,0.034,,0.99,,0.000,,,,,,,,,,0.074,148.0,,,,,,,,147,29.0,,,,,,,,0,0.133,11.0,,,,0.0,8.4,,0.0,8.4,,6.99,,,0.0,,,,,,,,,0.0,,25.0,0.027,,,,,,0.0,,6.6,,,,,
288,"""09307""","Rhubarb, raw",122.0,"1.0 cup, diced",0.065,0.121,,1.34,0.024,,0.000,,9,,,,,,,,,,,,,,,,2.2,,207,,,,,,,,,0,,,,0.366,0.026,,0.005,0.000,,,,,,,,,,,107,,0.001,,,,,,,,,,,,,0.037,,0.00,0.048,35.7,6,0.0,0.029,,0.93,,0.000,,,,,,,,,,0.121,351.0,,,,,,,,124,26.0,,,,,,,,0,0.239,9.0,,,,0.0,7.4,,0.0,7.4,,5.54,,,0.0,,,,,,,,,0.0,,15.0,0.045,,,,,,0.0,,9.8,,,,,
289,"""09428""","Rowal, raw",114.0,0.5 cup,0.279,,0.57,16.07,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,0.00,,,,,,,,,,,,437,127.0,,,,,,,,,,,,,,,,,,,,27.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
290,"""09528""","Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",248.0,8.0 fl oz,0.02,0.035,11.66,25.54,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,,,,,,,,,0.02,,15,,,,0.67,,,,,,,,,0.00,,,,,,,,,,,,320,109.0,,,,,,,,,,,,,,,,,,,,26.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
