,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
0,"""06395""","CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",243.0,1.0 cup,0.991,,0.00,1.0,0.041,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,3.285,0.061,,,,,,,,,,,,,,476,,,,,,,,,,,,,,,0.056,,,,,,,,,2.38,,,2.38,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
1,"""06415""","CAMPBELL'S CHUNKY, Hearty Beef Barley Soup",206.0,1.0 cup,0.777,0.282,0.62,2.41,0.056,,0.000,0.002,25,0.019,0.16,,,,,0.0,0.066,0.006,0.0,,,0.014,,0.000,2.1,0.000,101,,,,,,,0,,,,,,2.157,0.13,0.016,0.22,0.019,0.41,0.014,,0.004,0.014,,0.004,,,,480,0.072,0.047,,,,0.012,177.63,0,0.0,,21.0,0.004,167,0.01,0.175,0.004,0.35,0.785,,,0.000,0.194,0.002,2.02,0.00,,2.02,0.00,,0.052,634.0,0.0,0.00,0.004,,0.239,266.0,,,,,0.012,,1.38,323.0,115.0,0.000,,,,,,,,,,,,,,,,,,,18.5,0.000,,56.0,,0.626,0.218,,0.433,,,,,,,0.692,,,0.004,0.010,0.084,,,,0.0,,,0.0,0.008
2,"""06434""","CAMPBELL'S CHUNKY, Old Fashioned Vegetable Beef Soup",247.0,1.0 cup,1.008,,0.82,2.84,0.037,,,,,,,,,,,,,,,,,,,,3.2,,338,,,,,,,,,,,,,2.475,0.067,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,0.040,,,,,,,,,3.24,,,3.24,,,,,,0.00,,,,,,,,,,,,6410.0,121.0,,,,,,,,,,,,,,,,,,,,15.41,,,1494.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,
3,"""06062""","CAMPBELL'S, Chicken Noodle Soup, condensed",123.0,0.5 cup,0.477,0.412,0.00,0.0,,,0.000,0.001,,0.017,,,,,,,,,0.0,,,0.000,,0.002,,,,,,,,,,,,,,,,,,,0.091,0.017,0.00,0.002,,,0.002,,,,,,242,0.006,0.010,,,,0.001,108.63,,,,,0.000,,0.002,,,,0.657,,,0.000,,,2.21,,0.000,2.21,,0.000,0.074,840.0,0.0,0.00,,,0.378,54.0,,,,,0.001,,0.00,,,,,,,,,,,,,,,,,,,,,,7.34,0.000,,,,,0.375,,,,,,,,,0.571,,,0.002,0.011,0.009,,,,,,,0.0,
4,"""06338""","CAMPBELL'S, Cream of Mushroom Soup, condensed",129.0,0.5 cup condensed,1.227,4.070,0.00,0.52,0.013,0.072,0.001,0.000,,0.457,0.75,0.048,0.036,0.000,,0.0,0.009,0.043,0.0,0.635,0.095,0.004,,0.003,0.8,0.000,8,,,,,,,3,,,,1.66,0,0.468,0.031,0.009,0.312,0.471,0.00,0.003,,0.000,0.003,,0.000,0.036,0.014,0.00,437,0.009,0.034,,,,0.017,109.34,0,6.22,0.036,10.0,0.000,1,0.006,0.022,0.000,,1.656,29.0,,0.003,0.023,,2.41,1.66,0.001,2.41,1.66,0.001,0.012,899.0,0.004,0.00,,,3.597,86.0,3.0,0.072,7.09,0.012,0.017,,0.00,10.0,104.0,0.000,0.012,5.84,0.0,0.036,0.025,3.7,,,,0.023,0.797,25.0,,,,,,,8.5,0.000,,0.0,12,1.585,3.576,,0.191,0.059,0.3,0.003,0.3,0.036,4.0,1.594,0.023,,,0.000,0.026,,,,0.03,0.023,0.001,0.52,0.004
5,"""06377""","CAMPBELL'S, Tomato Soup, condensed",124.0,0.5 cup condensed,0.0,,5.79,10.21,0.052,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,1.064,0.062,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,0.019,,,0.000,,,,,,2.59,,,2.59,,,,,,0.00,,,,,,,,,,,,401.0,88.0,,,,,,,,,,,,,,,,,,,,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
6,"""27065""","Dip, bean, original flavor",36.0,2.0 tbsp,0.19,0.705,0.14,0.36,0.032,,0.000,,8,0.069,0.33,,,,,,,,0.0,,,0.001,,0.000,1.8,,0,,,,,,,,,0,,,,0.155,0.071,0.001,0.022,0.069,0.00,0.000,8,,0.000,8,,,,,179,0.001,0.002,,,,0.002,26.26,0,,,,,0,0.001,0.036,,0.00,0.309,0.6,0,0.000,0.041,0.003,0.73,,0.000,0.73,,0.000,0.001,159.0,0.0,,,0.0,0.634,132.0,,,,,0.002,,0.22,0.0,43.0,,,,,,,,0,0.123,8.0,,,,0.00,5.9,,0.00,5.9,,5.72,0.000,,0.0,,0.302,0.631,,0.054,,,,0.0,,14.0,0.303,,,0.000,0.001,0.003,0.0,,0.2,,,,0.0,0.000
7,"""27068""","Dip, FRITO'S, bean, original flavor",36.0,2.0 tbsp,0.19,0.705,0.14,0.36,0.032,,0.000,,8,0.069,,,,,,,,,0.0,,,0.001,,0.000,1.8,0.000,,0.0,,,,,,,,,,,,0.155,0.071,0.001,0.022,0.069,0.00,0.000,,,0.000,,,,,,179,0.001,0.002,,,,0.002,26.26,,,,,0.000,,0.001,0.036,0.000,,0.309,0.6,,0.000,0.041,0.003,0.73,,0.000,0.73,,0.000,0.001,159.0,0.0,0.00,,,0.634,132.0,0.1,,,,0.002,,0.22,,,,,,,,,,,,,,,,,,,,,,5.72,0.000,,,,,0.631,,0.054,,,,,,,0.303,,0.0,0.000,0.001,0.003,,,,,,,0.0,0.000
8,"""27052""","Dip, salsa con queso, cheese and salsa- medium",30.0,2.0 tbsp,0.747,1.093,0.06,0.58,0.004,,0.011,0.000,2,0.093,0.56,,,,,0.0,0.018,0.014,0.0,,,0.002,,0.001,0.2,0.000,20,0.1,0.02,,,,,7,,0,,,,0.041,0.001,0.006,0.168,0.095,0.08,0.006,2,0.001,0.006,2,0.001,,,,179,0.021,0.071,,,,0.008,22.12,9,1.91,,29.0,0.002,34,0.008,0.020,0.000,0.07,0.829,5.3,10,0.022,0.013,0.005,0.75,0.30,0.001,0.75,0.30,0.001,0.014,239.0,0.016,,0.000,0.0,0.995,32.0,0.1,,,,0.008,,0.00,86.0,43.0,0.000,,,,,,,0,0.006,2.0,,,,0.00,2.4,,0.00,2.4,,3.34,0.000,,0.0,,0.771,0.981,,0.171,,,,0.0,,2.0,0.79,,,0.001,0.001,0.029,0.0,0.01,0.1,0.02,,0.008,0.43,0.005
9,"""27054""","Dip, TOSTITOS, salsa con queso, medium",30.0,2.0 tbsp,0.733,0.942,0.06,0.42,0.003,,0.013,0.000,,0.020,0.58,,,,,0.0,0.018,0.007,0.0,,,0.002,,0.001,0.2,0.000,18,0.1,0.03,,,,,7,,,,,,0.045,0.001,0.006,0.148,0.020,0.06,0.006,,0.001,0.006,,0.001,,,,167,0.021,0.075,,,,0.008,22.4,8,1.43,,27.0,0.002,28,0.008,0.015,0.000,,0.664,0.5,10,0.022,0.013,0.003,0.73,0.04,0.000,0.73,0.04,0.000,0.015,232.0,0.017,0.00,0.001,,0.918,26.0,,,,,0.008,,0.00,78.0,40.0,0.000,,,,,,,,,,,,,,,,,,,3.52,0.000,,0.0,,0.614,0.905,,0.198,,,,,,,0.632,,,0.001,0.001,0.029,,,,0.03,,0.008,0.3,0.005
10,"""06963""",Fish broth,244.0,1.0 cup,0.325,0.598,,0.22,0.000,,0.000,,10,,,,,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,3.343,0.124,,0.054,0.015,,,,,,,,,,,163,,0.054,,,,,,,,,,,,,0.073,0.232,0.24,0.264,0.5,2,0.000,0.024,,2.37,,0.020,2.37,,0.020,,,,,,,0.015,210.0,,,,,,,,10.0,39.0,,,,,,,,0,,10.0,,,,0.00,22.4,,0.00,22.4,,0.98,,,0.0,,,,,,,,,0.0,,2.0,0.146,,,,,,0.0,,,,,,,
11,"""06114""","Gravy, au jus, canned",59.0,0.25 cup,0.059,0.006,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.531,0.059,,0.024,0.000,,,,,,,,,,,40,,0.006,,,,,,,,,,,,,0.035,,0.06,0.047,,0,0.000,0.006,,0.94,,,0.94,,,,,,,,,0.006,48.0,,,,,,,,0.0,9.0,,,,,,,,0,0.118,1.0,,,,,,,,,,1.48,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,,
12,"""06115""","Gravy, au jus, dry",3.0,1.0 tsp,0.061,0.007,,,,,0.000,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.123,0.004,,0.023,0.001,,,,,,,,,,,39,,0.004,,,,,,,,,,,,,0.010,0.000,0.01,0.140,,0,0.000,0.005,,0.93,,0.000,0.93,,0.000,,,,,,,0.006,8.0,,,,,,,,0.0,9.0,,,,,,,,0,0.008,2.0,,,,,,,,,,1.42,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,
13,"""06116""","Gravy, beef, canned, ready-to-serve",233.0,1.0 cup,2.686,0.186,,0.49,0.075,,0.000,,5,,,,,,,,,,,,,,,,0.9,,2,,,,,,,2,,0,,,,1.538,0.233,,1.051,0.023,,,,,,,,,,,517,,0.210,,,,,,,,,,,,,0.084,0.000,0.23,2.241,0.2,2,0.047,0.023,,3.73,,0.000,3.73,,0.000,,,,,,,0.163,189.0,,,,,,,,7.0,123.0,,,,,,,,0,0.466,5.0,,,,0.00,14.7,,0.00,14.7,,11.21,,,0.0,,,,,,,,,0.0,,5.0,1.985,,,,,,0.0,,,,,,,
14,"""06957""","Gravy, brown instant, dry",6.7,1.0 serving,0.393,0.033,,0.62,0.016,,0.000,,2,,,,,,,,,,,,,,,,0.2,,1,,,,,,,,,0,,,,0.151,0.01,,0.146,0.002,,,,,,,,,,,107,,0.027,,,,,,,,,,,,,0.032,0.000,0.02,0.368,0.0,0,0.001,0.019,,0.96,,0.000,0.96,,0.000,,,,,,,0.03,25.0,,,,,,,,0.0,25.0,,,,,,,,3,0.014,5.0,,,,0.00,3.2,,0.00,3.2,,4.01,,,0.0,,,,,,,,,0.0,,2.0,0.338,,,,,,0.0,,0.1,,,,,
15,"""06118""","Gravy, brown, dry",6.0,1.0 tbsp,0.199,0.024,,,,,0.000,,1,,,,,,,,,,,,,,,,0.1,,,,,,,,,0,,,,,,0.222,0.011,,0.074,0.002,,,,,,,,,,,92,,0.014,,,,,,,,,,,,,0.023,0.000,0.04,0.267,,0,0.000,0.006,,0.92,,0.000,0.92,,0.000,,,,,,,0.022,16.0,,,,,,,,2.0,22.0,,,,,,,,1,0.025,2.0,,,,,,,,,,3.56,,,,,,,,,,,,,,,0.246,,,,,,,,,,,,,
16,"""06999""","Gravy, CAMPBELL'S, chicken",56.0,0.25 cup,0.338,0.202,0.00,0.53,0.006,,0.000,0.001,,0.008,0.04,,,,,0.0,0.006,0.005,0.0,,,0.001,,0.001,,,,1.0,0.00,,,,,,,,,,,0.166,0.01,0.002,0.066,0.008,0.00,0.002,,0.001,0.002,,0.001,,,,120,0.006,0.008,,,,0.001,50.06,,0.0,,7.0,0.000,,0.002,0.026,,0.00,0.483,0.1,,0.001,0.011,0.000,0.68,0.00,,0.68,0.00,,0.062,237.0,0.0,0.00,,,0.189,31.0,,,,,0.001,,0.00,,,,,,,,,,,,,,,,,,,,,,3.29,0.000,,,,,0.188,,0.095,,,,,,,0.413,,0.0,0.001,0.002,0.007,,,,0.0,,,0.53,0.000
17,"""06119""","Gravy, chicken, canned or bottled, ready-to-serve",57.0,0.25 cup,0.364,0.232,0.00,0.17,0.014,,0.000,,1,0.011,0.06,,,,,0.0,0.005,0.007,0.0,,,,,0.001,0.1,0.000,1,1.5,0.00,,,,,1,,0,,,,0.162,0.011,0.001,0.072,0.011,0.00,0.002,1,0.001,0.002,1,0.001,,,,113,0.005,0.009,,,,0.001,51.47,0,0.03,,6.0,,0,0.002,0.030,,0.00,0.585,0.3,1,0.001,0.014,0.000,0.62,0.00,,0.62,0.00,,0.066,222.0,0.0,,,0.0,0.215,24.0,,,,,0.001,,0.00,2.0,27.0,0.000,,,,,,,0,0.009,1.0,,,,0.00,2.1,,0.00,2.1,,3.02,0.000,,0.0,,0.503,0.215,,0.082,,,,0.0,,2.0,0.509,,0.0,0.001,0.002,0.006,0.0,,,0.0,,,0.17,0.000
18,"""06120""","Gravy, chicken, dry",8.0,1.0 tbsp,0.234,0.150,,,,,0.000,,9,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0.321,0.009,,0.045,0.000,,,,,,,,,,,128,,0.005,,,,,,,,,,,,,0.051,0.000,0.04,0.372,,3,0.001,0.016,,1.04,,0.001,1.04,,0.001,,,,,,,0.008,32.0,,,,,,,,25.0,30.0,,,,,,,,1,0.018,10.0,,,,,,,,,,4.97,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,
19,"""27061""","Gravy, HEINZ Home Style, classic chicken",58.0,0.25 cup,0.38,0.249,0.00,0.0,0.017,,0.000,,,0.013,0.06,,,,,0.0,0.005,0.008,0.0,,,,,0.001,,,,1.8,0.00,,,,,,,,,,,0.162,0.011,0.001,0.075,0.013,0.00,0.002,,0.002,0.002,,0.002,,,,111,0.005,0.009,,,,0.001,52.62,,0.05,,6.0,0.000,,0.002,0.033,,0.00,0.641,0.5,,0.001,0.016,0.001,0.6,0.00,,0.6,0.00,,0.069,216.0,0.0,0.00,,,0.23,20.0,,,,,0.001,,0.00,,,,,,,,,,,,,,,,,,,,,,2.91,0.000,,,,,0.23,,0.075,,,,,,,0.56,,0.0,0.002,0.002,0.006,,,,0.0,,,0.0,
20,"""06985""","Gravy, HEINZ Home Style, savory beef",57.0,1.0 serving 1/4 cup 2 oz,0.228,0.026,,0.3,0.004,0.034,,,,0.002,,0.019,0.027,,,,,,0.0,0.249,0.038,0.005,,0.001,0.4,,,,,,,,,,,,0.021,0.62,,0.098,0.011,0.006,0.076,0.002,,0.003,,0.000,0.003,,0.000,0.017,0.000,,94,,0.015,,,,,,,,,,,,,0.013,,0.05,0.246,,,0.000,0.008,,0.91,,,0.91,,,,,,,,,0.024,13.0,,0.046,0.64,0.017,,,,,,,0.004,,1.0,0.011,0.001,1.3,,,,0.018,0.128,6.0,,,,,,,3.56,,,,,,,,,0.031,,0.000,,,,0.219,0.013,,,,,,,,,,,,
21,"""06958""","Gravy, instant beef, dry",6.7,1.0 serving,0.327,0.063,,1.6,0.013,,0.000,,1,,,,,,,,,,,,,,,,0.3,,0,,,,,,,0,,0,,,,0.072,0.01,,0.0,0.005,,,,,,,,,,,103,,0.030,,,,,,,,,,,,,0.034,0.000,0.04,0.245,0.0,0,0.002,0.009,,1.0,,0.000,1.0,,0.000,,,,,,,0.058,30.0,,,,,,,,1.0,25.0,,,,,,,,1,0.010,2.0,,,,0.00,3.2,,0.00,3.2,,4.09,,,0.0,,,,,,,,,0.0,,3.0,0.208,,,,,,0.0,,0.1,,,,,
22,"""06959""","Gravy, instant turkey, dry",6.7,1.0 serving,0.33,0.300,,0.51,0.009,,0.002,,2,,,,,,,,,,,,,,,,0.3,,0,,,,,,,1,,0,,,,0.079,0.011,,0.083,0.029,,,,,,,,,,,115,,0.022,,,,,,,,,,,,,0.018,0.000,0.02,0.352,0.1,1,0.005,0.014,,0.72,,0.002,0.72,,0.002,,,,,,,0.27,21.0,,,,,,,,4.0,27.0,,,,,,,,1,0.012,3.0,,,,0.00,1.6,,0.00,1.6,,3.86,,,0.0,,,,,,,,,0.0,,2.0,0.318,,,,,,0.0,,0.1,,,,,
23,"""06977""","Gravy, meat or poultry, low sodium, prepared",236.0,1.0 cup,2.367,0.224,,0.02,0.071,,0.000,,59,,,,,,,,,,,,,,,,0.7,,2,,,,,,,,,0,,,,1.558,0.236,,0.68,0.061,,,,,,,,,,,524,,0.179,,,,,,,,,,,,,0.094,0.000,0.24,2.520,,0,0.019,0.024,,0.33,,0.000,0.33,,0.000,,,,,,,0.149,191.0,,,,,,,,0.0,125.0,,,,,,,,0,,59.0,,,,0.00,14.9,,0.00,14.9,,14.54,,,0.0,,,,,,,,,0.0,,5.0,2.164,,,,,,0.0,,,,,,,
24,"""06121""","Gravy, mushroom, canned",238.0,1.0 cup,0.952,2.428,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0,,,,,,1.597,0.238,,0.333,0.167,,,,,,,,,,,497,,0.000,,,,,,,,,,,,,0.150,,0.00,2.785,,0,,,,3.71,,,3.71,,,,,,,,,2.261,252.0,,,,,,,,0.0,119.0,,,,,,,,0,0.714,29.0,,,,,,,,,,13.02,,,,,,,,,,,,,,,2.737,,,,,,,,,,,,,
25,"""06122""","Gravy, mushroom, dry, powder",21.0,1.0 cup (8 fl oz),0.496,0.029,,0.68,0.042,,0.002,,3,,,,,,,,,,,,,,,,1.0,,2,,,,,,,,,0,,,,0.777,0.112,,0.126,0.004,,,,,,,,,,,288,,0.059,,,,,,,,,,,,,0.084,0.000,0.15,0.275,0.0,0,0.101,0.021,,3.78,,0.000,3.78,,0.000,,,,,,,0.023,55.0,,,,,,,,0.0,69.0,,,,,,,,4,0.084,7.0,,,,0.00,5.1,,0.00,5.1,,13.58,,,0.0,,,,,,,,,0.0,,7.0,0.239,,,,,,0.0,,1.5,,,,,
26,"""06123""","Gravy, onion, dry, mix",24.0,1.0 cup (8 fl oz),0.446,0.034,,,,,0.005,,3,,,,,,,,,,,,,,,,1.4,,,,,,,,,0,,,,,,0.888,0.041,,0.098,0.002,,,,,,,,,,,323,,0.058,,,,,,,,,,,,,0.096,,0.17,0.216,,0,0.113,0.024,,3.84,,,3.84,,,,,,,,,0.019,63.0,,,,,,,,0.0,77.0,,,,,,,,4,0.096,7.0,,,,,,,,,,16.23,,,,,,,,,,,,,,,0.173,,,,,,,,,,,,,
27,"""06124""","Gravy, pork, dry, powder",6.7,1.0 serving,0.287,0.030,,1.66,0.011,,0.000,,1,,,,,,,,,,,,,,,,0.2,,1,,,,,,,2,,0,,,,0.152,0.01,,0.105,0.002,,,,,,,,,,,103,,0.018,,,,,,,,,,,,,0.019,0.000,0.03,0.260,0.0,2,0.001,0.006,,0.98,,0.000,0.98,,0.000,,,,,,,0.028,16.0,,,,,,,,8.0,25.0,,,,,,,,1,0.021,2.0,,,,0.00,1.6,,0.00,1.6,,4.26,,,0.0,,,,,,,,,0.0,,2.0,0.239,,,,,,0.0,,0.1,,,,,
28,"""06125""","Gravy, turkey, canned, ready-to-serve",238.0,1.0 cup,1.476,1.166,,0.5,0.048,,0.000,,5,,,,,,,,,,,,,,,,1.0,,2,,,,,,,,,0,,,,3.094,0.238,,0.309,0.071,,,,,,,,,,,507,,0.048,,,,,,,,,,,,,0.190,0.000,0.24,2.142,,0,0.000,0.024,,3.81,,0.000,3.81,,0.000,,,,,,,1.071,259.0,,,,,,,,0.0,121.0,,,,,,,,0,0.476,5.0,,,,0.00,6.9,,0.00,6.9,,12.14,,,0.0,,,,,,,,,0.0,,5.0,1.785,,,,,,0.0,,,,,,,
29,"""06126""","Gravy, turkey, dry",7.0,1.0 serving,0.138,0.154,,,,,0.001,,5,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.194,0.009,,0.035,0.015,,,,,,,,,,,108,,0.009,,,,,,,,,,,,,0.032,0.000,0.04,0.180,,1,0.002,0.014,,0.88,,0.001,0.88,,0.001,,,,,,,0.138,30.0,,,,,,,,2.0,26.0,,,,,,,,1,0.015,6.0,,,,,,,,,,4.56,,,,,,,,,,,,,,,0.163,,,,,,,,,,,,,
30,"""06127""","Gravy, unspecified type, dry",25.0,1.0 cup (8 fl oz),0.715,0.405,,,,,0.003,,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.925,0.025,,0.212,0.025,,,,,,,,,,,360,,0.058,,,,,,,,,,,,,0.108,,0.17,0.787,,0,0.115,0.025,,4.25,,,4.25,,,,,,,,,0.38,66.0,,,,,,,,0.0,86.0,,,,,,,,4,0.100,8.0,,,,,,,,,,14.5,,,,,,,,,,,,,,,0.772,,,,,,,,,,,,,
31,"""06969""","Potato soup, instant, dry mix",39.0,1.0 serving 1/3 cup,0.239,0.400,,3.9,0.043,,0.000,,22,,,,,,,,,,,,,,,,3.0,,23,,,,,,,,,0,,,,1.665,0.098,,0.032,0.021,,,,,,,,,,,560,,0.006,,,,,,,,,,,,,0.086,,0.00,0.462,5.4,1,0.007,0.062,,2.25,,0.000,2.25,,0.000,,,,,,,0.377,487.0,,,,,,,,23.0,134.0,,,,,,,,2,,24.0,,,,0.00,22.0,,0.00,22.0,,29.69,,,3.0,0,,,,,,,,0.0,,24.0,0.445,,,,,,0.0,,6.2,,,,,
32,"""06150""","Sauce, barbecue",17.0,1.0 tbsp,0.008,0.017,2.41,5.65,0.004,,0.000,,0,0.004,0.14,,,,,0.0,,0.002,0.0,,,0.000,,0.000,0.2,0.000,15,,,,,,,,,0,,,,0.101,0.012,0.001,0.001,0.004,2.79,0.000,0,,0.000,0,,,,,122,0.000,0.000,,,,0.000,9.3,0,0.03,,6.0,0.000,23,0.0,0.010,,0.00,0.014,0.3,2,0.000,0.013,0.000,0.52,0.00,0.004,0.52,0.00,0.004,0.000,175.0,0.0,,,0.0,0.014,39.0,0.1,,,,0.000,,0.46,38.0,29.0,0.000,,,,,,,0,0.021,0.0,,,,0.00,1.2,,0.00,1.2,,6.93,0.000,,0.0,,0.008,0.014,,0.028,,,,0.0,,2.0,0.008,,,,,0.0,0.0,,0.1,0.0,,,0.0,
33,"""27056""","Sauce, barbecue, BULL'S-EYE, original",16.0,1.0 tbsp,0.016,0.056,0.86,5.65,0.005,,0.000,,,0.009,0.15,,,,,0.0,,0.004,0.0,,,0.000,,0.000,0.2,0.000,16,,,,,,,,,,,,,0.102,0.014,0.000,0.004,0.009,0.83,0.000,,,0.000,,,,,,113,0.000,0.000,,,,0.000,8.84,1,0.05,,7.0,0.000,30,0.0,0.010,0.000,,0.035,,3,0.000,0.014,0.000,0.51,0.01,0.007,0.51,0.01,0.007,0.000,162.0,0.0,0.00,,,0.046,42.0,,,,,0.000,,3.95,51.0,27.0,0.000,,,,,,,,,,,,,,,,,,,6.39,0.000,,0.0,,0.023,0.046,,0.031,,,,,,,0.023,,,,0.000,0.0,,,,0.0,,,0.0,
34,"""06307""","Sauce, barbecue, KRAFT, original",16.0,1.0 tbsp,0.006,0.013,2.33,5.16,0.004,,0.000,,,0.003,0.11,,,,,0.0,,0.003,0.0,,,0.000,,0.000,0.1,0.000,11,,,,,,,,,,,,,0.083,0.015,0.000,0.001,0.003,2.66,0.000,,,0.000,,,,,,115,0.000,0.000,,,,0.000,8.68,0,0.02,,8.0,0.000,19,0.0,0.008,0.000,,0.015,,2,0.000,0.013,0.000,0.58,0.00,0.005,0.58,0.00,0.005,0.000,199.0,0.0,0.00,,,0.01,40.0,0.1,,,,0.000,,0.16,31.0,28.0,0.000,,,,,,,,,,,,,,,,,,,6.52,0.000,,0.0,,0.007,0.01,,0.026,,,,,,,0.007,,,,,0.0,,,,0.0,,,0.0,
35,"""27055""","Sauce, barbecue, SWEET BABY RAY'S, original",18.0,1.0 tbsp,0.007,0.009,3.15,6.91,0.004,,0.000,,,0.002,0.19,,,,,0.0,,0.001,0.0,,,,,0.000,0.2,0.000,23,,,,,,,,,,,,,0.134,0.01,0.001,0.001,0.002,3.75,0.000,,,0.000,,,,,,145,0.000,0.000,,,,,9.03,0,0.01,,2.0,0.000,30,0.0,0.012,0.000,,0.004,,3,0.000,0.013,0.000,0.43,0.00,0.001,0.43,0.00,0.001,0.000,138.0,0.001,0.00,,,0.007,42.0,,,,,,,0.00,49.0,35.0,0.000,,,,,,,,,,,,,,,,,,,8.29,0.000,,0.0,,0.003,0.007,,0.031,,,,,,,0.003,,,,,0.0,,,,0.0,,,0.0,
36,"""06930""","Sauce, cheese, ready-to-serve",63.0,0.25 cup,3.786,1.637,,0.26,0.004,,0.084,,3,,,,,,,,,,,,,,,,0.3,,,,,,,,,49,,,,,,0.015,0.011,,0.753,0.145,,,,,,,,,,,459,,0.540,,,,,,,,,,,,,0.072,0.000,0.09,2.408,,50,0.086,0.011,,1.68,,0.000,1.68,,0.000,,,,,,,1.492,19.0,,,,,,,,199.0,110.0,,,,,,,,0,0.006,3.0,,,,,,,,,,4.3,,,,,,,,,,,,,,,2.165,,,,,,,,,,,,,
