,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
0,"""32035""","BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared",72.0,1.0 patty,3.083,1.192,0.00,0.2,0.045,,0.0,0.008,9,0.045,0.21,,,,,0.0,0.161,0.081,0.0,,,0.031,,0.024,0.7,0.003,,,,,,,,,,,,,,0.994,0.06,0.045,0.901,0.047,0.20,0.042,,0.013,0.042,,0.013,,,,468,0.171,0.142,,,,0.038,52.9,,0.0,,37.0,0.010,,0.017,0.086,0.002,0.27,3.714,,,0.006,0.101,0.004,1.14,0.00,0.001,,,,0.297,372.0,0.004,0.00,0.004,,1.067,102.0,,,,,0.038,,0.00,,,,,,,,,,,,,,,,,,,,,,5.01,0.000,,,,,1.007,,,,,,,,,3.251,,,0.010,0.025,0.210,,,,0.0,,,0.0,0.022
1,"""22402""","Beef macaroni with tomato sauce, frozen entree, reduced fat",269.0,1.0 serving,1.192,0.613,,10.22,0.312,1.143,0.0,,22,,,,0.898,,,,,,0.0,3.814,1.227,0.011,,0.000,3.8,,13,,,,,,0.000,,,0,0.097,15.84,13977.0,4.858,0.331,0.022,0.385,0.065,,0.013,129,0.000,0.013,129,0.000,0.576,,,1278,,0.051,,,,,,,,,,,,,0.247,0.000,0.78,2.195,7.0,22,0.005,0.315,,3.09,,0.000,,,,,,,,,,0.541,543.0,,1.114,5.27,0.097,,,,409.0,304.0,0.000,0.143,,27.0,0.401,0.008,32.8,62.0,0.468,83.0,0.629,0.702,175.0,0.0,47.9,0.640,0.0,47.9,0.640,48.39,,,3.0,0,,,,,0.831,,0.0,0.0,0.707,46.0,2.058,0.438,,,,,0.0,,10.5,,,,,
2,"""22529""","Beef Pot Pie, frozen entree, prepared",268.0,"1.0 pie, cooked (average weight)",11.119,3.918,0.21,,,,0.0,,8,,,,1.123,,,0.0,,0.153,0.0,4.143,1.453,0.121,0.000,0.072,2.1,,,5.9,0.05,0.992,,,,,,,,,,4.376,0.08,0.161,4.012,0.174,2.06,0.067,75,0.000,0.067,75,0.000,0.716,,4.45,2463,,0.474,,,,,,,1.9,0.992,38.0,,,,0.233,0.000,0.86,14.236,7.2,,0.005,0.356,0.019,3.38,0.35,0.000,,,,,,,,,,3.605,308.0,37.8,1.474,30.53,0.657,,,,,,,0.206,37.87,56.0,0.536,0.067,14.2,40.0,0.555,48.0,0.726,6.325,180.0,,,,,,,59.09,,,,,,,,,1.077,,0.013,,,,13.239,0.501,8.8,,,,,,,0.0,0.356,,0.0,
3,"""22905""","Beef stew, canned entree",196.0,1.0 cup (1 serving),4.283,0.492,0.65,3.45,0.143,0.531,0.0,,27,,,,0.468,,110.7,0.0,,0.071,,,,0.125,,0.000,1.8,,8,,,,,,,,,0,,,,2.148,0.276,0.129,1.319,0.067,1.86,0.11,27,0.000,0.11,27,0.000,0.308,,0.00,809,,0.331,,,,,,,0.02,0.494,24.0,,,,0.104,0.000,0.98,4.984,12.2,22,0.02,0.171,0.000,2.8,0.00,0.020,,,,,,,,,,0.392,319.0,3.5,0.408,10.84,0.445,,,,437.0,194.0,0.000,0.039,10.64,25.0,0.165,0.014,9.2,0.0,0.116,27.0,0.29,2.415,82.0,0.0,30.6,0.306,0.0,30.6,0.306,15.39,,,104.0,0,,,,,0.392,,0.0,0.0,0.357,16.0,4.214,0.202,,,,,0.0,,1.4,0.0,0.176,,0.0,
4,"""22908""","Beef, corned beef hash, with potato, canned",236.0,1.0 cup,10.195,0.708,,0.8,0.163,1.015,0.0,,17,,,,1.071,,,,,,,,,,,,2.6,,12,,,,,,,,,0,0.113,20.6,0.0,3.71,0.0,,2.837,0.153,,,,,,,,0.526,,,1621,,0.807,,,,,,,,,,,,,0.118,0.000,0.97,12.414,4.2,0,0.045,0.545,,3.54,,0.000,,,,,,,,,,0.552,406.0,,0.609,24.17,1.81,,,,0.0,387.0,,0.111,,76.0,0.439,,17.7,0.0,0.198,17.0,0.597,6.006,132.0,0.0,36.8,0.538,0.0,36.8,0.538,21.88,,,0.0,,,,,,0.819,,0.068,0.0,0.680,31.0,10.594,0.401,,,,,0.0,,2.1,,,,,
5,"""22918""","Burrito, bean and cheese, frozen",129.0,1.0 burrito,1.732,4.004,0.00,4.14,0.37,,0.019,0.003,75,0.575,0.48,,,,,0.39,0.031,0.021,0.0,,,0.006,,0.003,4.4,0.000,46,,,,,,,6,,0,,,,3.199,0.166,0.014,0.4,0.575,0.00,0.008,178,0.001,0.008,178,0.001,,,,1193,0.035,0.107,,,,0.018,65.78,14,4.62,,67.0,0.004,31,0.013,0.184,0.001,0.10,1.674,9.8,10,0.034,0.11,0.019,2.1,1.69,0.000,,,,0.021,453.0,0.027,,,0.0,3.417,271.0,,,,,0.018,,0.57,88.0,285.0,0.000,,,,,,,61.0,0.526,135.0,,,,0.0,28.8,,0.0,28.8,,43.87,0.000,,1.0,0,1.584,3.39,,0.520,,,,0.0,,40.0,1.615,,,0.001,0.004,0.053,0.0,,0.4,0.0,,0.014,0.05,0.009
6,"""22917""","Burrito, beef and bean, frozen",139.0,1.0 burrito frozen,4.099,1.888,,0.97,0.546,,0.0,,24,,,,,,,,,,,,,,,,5.8,,72,,,,,,,0,,,,,,4.016,0.293,0.000,1.357,0.221,,0.0,171,,0.0,171,,,,,1389,,0.272,,,,,,,,,,,,,0.328,0.000,,5.267,9.5,15,0.0,0.125,,2.52,,0.000,,,,,,,,,,1.667,307.0,,,,,,,,295.0,332.0,,,,,,,,86.0,0.669,111.0,,,,,,,,,,42.87,,,0.0,,,,,,,,,,,,4.868,,2.6,,,,,,,,,,,
7,"""22928""","Burrito, beef and bean, microwaved",116.0,1.0 burrito cooked,4.724,2.045,0.16,1.58,0.535,,0.0,,27,,,,,,,,,,,,,,,,8.0,,74,,,,,,,,,0,,,,4.137,0.264,0.087,1.564,0.244,0.00,0.042,131,,0.042,131,,,,,1447,,0.306,,,,,,,,,,,,,0.267,0.000,0.16,5.841,8.7,15,0.0,0.153,,2.6,,0.000,,,,,,,,,0.0,1.801,314.0,39.4,,,,,,,303.0,346.0,,,,,,,,61.0,0.616,88.0,,,,0.0,32.6,,0.0,32.6,,45.18,,,0.0,,,,,,,,,,,,5.364,,2.8,,,,0.0,,1.2,,,,0.0,
8,"""22906""","Chicken pot pie, frozen entree, prepared",302.0,1.0 pie,13.182,9.972,0.30,6.83,0.314,1.262,0.009,0.021,36,0.71,1.60,0.737,0.945,0.009,,0.79,0.169,0.199,0.0,3.983,1.268,0.048,,0.103,3.3,0.012,272,29.9,0.12,0.824,,,,,,0,0.060,15.43,6.0,5.65,0.127,0.088,5.98,0.746,1.48,0.021,151,0.039,0.021,151,0.039,0.637,0.036,2.99,2576,0.184,0.302,,,,0.072,188.99,0,6.49,0.722,60.0,0.012,1024,0.03,0.124,0.003,0.33,10.911,32.3,103,0.033,0.278,,3.77,2.30,0.015,,,,0.616,1187.0,0.015,0.30,0.015,0.0,8.972,332.0,38.4,1.607,35.79,0.628,0.072,,1.27,2038.0,616.0,0.000,0.214,43.07,45.0,0.513,0.082,16.3,66.0,0.565,106.0,0.67,6.556,217.0,0.0,37.4,0.737,0.0,37.4,0.737,58.01,0.003,,399.0,6,9.830,8.873,,1.111,0.933,,0.03,0.3,0.755,33.0,10.002,0.501,15.4,0.024,0.069,0.257,0.0,,3.0,0.0,0.290,0.009,0.45,0.027
9,"""22978""","Chicken tenders, breaded, frozen, prepared",21.0,1.0 piece,0.512,1.309,0.00,0.12,0.028,0.191,0.0,0.002,4,0.071,0.47,0.099,0.201,0.001,,0.0,0.005,0.014,0.0,0.440,0.229,0.001,,0.002,0.4,0.000,9,1.4,0.03,0.135,,,,1,,0,0.018,3.07,0.0,1.243,0.018,0.003,0.097,0.075,0.03,0.001,7,0.002,0.001,7,0.002,0.087,0.004,0.03,211,0.005,0.005,,,,0.007,11.51,1,1.36,0.117,8.0,0.000,2,0.001,0.013,0.000,0.04,0.857,3.7,1,0.001,0.071,0.006,0.44,0.18,0.001,,,,0.037,111.0,0.0,,0.001,0.0,1.22,59.0,1.5,0.18,2.85,0.037,0.007,,0.07,8.0,50.0,0.001,0.031,2.77,8.0,0.077,0.009,4.1,1.0,0.065,6.0,0.076,0.384,42.0,0.0,9.7,0.120,0.0,9.7,0.120,3.12,0.000,,0.0,1,0.796,1.212,,0.136,0.155,,0.001,0.0,0.086,6.0,0.801,0.077,0.8,0.002,0.006,0.012,0.0,,0.1,0.12,0.060,0.001,0.0,0.002
10,"""22974""","Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",87.0,1.0 serving,3.13,5.925,0.00,0.63,0.076,,0.0,0.010,30,0.389,1.67,,,,,0.16,0.027,0.084,0.0,,,0.010,,0.011,1.4,0.001,74,,,,,,,10,,0,,,,2.849,0.087,0.014,0.61,0.412,0.14,0.011,30,0.014,0.011,30,0.014,,,,976,0.030,0.044,,,,0.03,45.55,22,5.01,,41.0,0.003,42,0.006,0.128,0.003,0.20,4.806,8.7,14,0.004,0.192,0.026,1.94,1.10,0.005,,,,0.377,470.0,0.0,,0.003,0.0,5.429,179.0,,,,,0.03,,0.19,117.0,233.0,0.001,,,,,,,0.0,0.271,30.0,,,,0.0,39.6,,0.0,39.6,,14.0,0.001,,0.0,9,4.290,5.388,,0.546,,,,0.3,,22.0,4.317,,,0.013,0.037,0.060,0.0,,0.3,0.03,,0.003,0.0,0.012
11,"""22975""","Chicken, nuggets, white meat, precooked, frozen, not reheated",82.0,1.0 serving,2.76,5.058,0.23,1.04,0.087,,0.0,0.008,4,0.449,0.97,,,,,,,,0.0,,,,,0.010,0.6,0.001,0,,,,,,,13,,0,,,,5.524,0.114,0.013,0.553,0.460,0.46,0.011,4,,0.011,4,,,,,896,0.025,0.044,,,,0.042,42.56,0,,,,0.002,0,0.006,0.045,0.002,0.19,3.827,8.2,13,0.004,0.271,0.022,1.71,,0.004,,,,0.330,441.0,0.002,,0.003,0.0,4.525,230.0,,,,,0.042,,0.00,43.0,214.0,0.002,,,,,,,0.0,0.377,4.0,,,,0.0,37.3,,0.0,37.3,,13.32,0.002,,0.0,,3.390,4.47,,,,,,,,,3.412,,,0.011,0.032,0.067,0.0,,,,,,0.0,0.013
12,"""32020""","Chicken, thighs, frozen, breaded, reheated",133.0,1.0 thigh with bone and breading,6.925,6.401,0.00,0.0,0.199,,0.0,0.021,,0.302,1.58,,,,,0.25,1.345,0.145,0.0,,,0.016,,0.019,0.1,0.003,,,,,,,,49,,,,,,5.67,0.158,0.027,1.717,0.322,0.00,0.031,,0.036,0.031,,0.036,,,,1857,1.351,0.093,,,,0.329,55.37,,5.6,,100.0,0.005,,0.012,0.386,0.003,0.72,13.464,,49,0.007,0.186,0.064,4.03,2.15,0.003,,,,0.992,1081.0,0.0,0.00,0.008,,5.877,371.0,,,,,0.327,,0.00,166.0,444.0,0.007,,,,,,,,,,,,,,,,,,,18.93,0.000,,,,,5.516,,1.529,,,,,,,12.265,,,0.033,0.104,1.680,,,,0.0,,0.005,0.0,0.036
13,"""22904""","Chili con carne with beans, canned entree",242.0,1.0 cup,3.032,0.968,1.19,4.53,0.046,,0.0,0.002,51,0.278,1.21,,,,,0.0,0.329,0.027,0.0,,,0.063,,0.005,8.0,0.000,365,,,,,,,,,0,,,,1.892,0.232,0.090,0.944,0.278,0.82,0.056,51,0.010,0.056,51,0.010,,,,1082,0.351,0.208,,,,0.051,183.17,206,2.88,,80.0,0.022,564,0.036,0.07,0.000,0.68,3.417,11.1,56,0.007,0.254,,4.69,0.07,0.000,,,,0.223,1087.0,0.007,,0.005,0.0,0.653,639.0,,,,,0.051,,2.49,1130.0,259.0,0.000,,,,,,,0.0,0.496,51.0,,,,0.0,54.5,,0.0,54.5,,31.7,0.000,,22.0,2,2.698,0.564,,0.719,,,,0.0,,68.0,3.027,,,0.010,0.015,0.402,0.0,,0.5,0.1,,0.005,0.0,0.039
14,"""22969""","Chili with beans, microwavable bowls",244.0,1.0 cup,3.348,0.978,1.54,4.49,0.046,,0.0,0.005,59,0.224,1.56,,,,,0.0,0.400,0.027,0.0,,,0.071,,0.005,7.1,0.000,307,,,,,,,,,0,,,,2.296,0.195,0.095,1.0,0.227,1.10,0.068,59,0.010,0.068,59,0.010,,,,1022,0.425,0.249,,,,0.051,190.05,178,2.24,,83.0,0.024,556,0.041,0.071,0.000,0.78,3.892,9.5,56,0.01,0.266,0.007,4.15,0.17,0.000,,,,0.268,939.0,0.0,,0.007,0.0,0.708,598.0,,,,,0.051,,1.85,1103.0,244.0,0.000,,,,,,,0.0,0.500,59.0,,,,0.0,72.7,,0.0,72.7,,26.55,0.000,,34.0,0,3.030,0.605,,0.730,,,,0.0,,61.0,3.431,,,0.010,0.02,0.476,0.0,,2.0,0.05,,0.005,0.0,0.051
15,"""22911""","Chili, no beans, canned entree",240.0,1.0 cup,5.412,1.202,1.01,2.64,0.074,1.342,0.0,,19,,,,0.943,,,,,,,,,0.158,,,1.2,,38,,,,,,,,,0,,,,2.988,0.451,0.180,1.649,0.125,,0.13,19,0.017,0.13,19,0.017,0.742,,,1188,,0.394,,,,,,,,,,,,,0.266,0.005,2.45,5.926,5.3,34,0.036,0.31,0.019,3.82,,0.010,,,,,,,,,,0.979,444.0,,1.097,17.04,0.578,,,,650.0,283.0,,,,,0.451,0.026,15.6,0.0,0.662,19.0,0.715,3.024,185.0,0.0,101.3,0.797,0.0,101.3,0.797,14.64,,,46.0,7,,,,,0.974,,0.0,0.2,0.907,48.0,4.937,0.403,,,,,0.0,,4.3,,,,,
16,"""22973""","Corn dogs, frozen, prepared",78.0,1.0 corndog,2.703,2.616,0.00,5.88,0.11,0.491,0.0,0.011,5,0.139,0.47,0.285,0.353,0.022,,0.15,0.090,0.053,0.0,1.408,0.459,0.012,,0.011,0.8,0.001,103,8.7,0.03,0.314,,,,37,,0,,,,2.173,0.056,0.017,0.565,0.151,0.48,0.014,76,0.016,0.014,76,0.016,0.214,0.012,0.54,817,0.095,0.063,,,,0.037,39.25,3,0.69,0.324,56.0,0.005,2,0.009,0.121,0.003,0.37,3.691,4.5,37,0.009,0.091,0.012,1.66,0.30,0.022,,,,0.373,521.0,0.002,,0.005,0.0,2.383,98.0,,0.465,9.38,0.377,0.037,,4.86,129.0,195.0,0.003,0.069,13.74,34.0,0.178,0.015,21.5,41.0,0.133,47.0,0.256,2.004,175.0,0.0,21.0,0.277,0.0,21.0,0.277,21.03,0.000,,0.0,12,3.119,2.331,,0.317,0.305,,0.002,0.3,0.318,13.0,3.21,0.169,0.9,0.015,0.034,0.133,0.0,,0.4,0.05,0.115,0.002,0.0,0.015
17,"""32025""","Dumpling, potato- or cheese-filled, frozen",114.0,3.0 pieces pierogies,1.5,3.689,,2.0,0.334,,0.009,,14,,,,,,,,,,0.0,,,,,0.000,1.0,,9,,,,,,0.000,3,,0,,,,2.506,0.072,0.002,0.398,0.304,,0.0,114,,0.0,114,,,,,929,,0.054,,,,,,,,,,,,,0.253,0.000,0.09,1.417,9.0,3,0.017,0.071,0.021,1.94,,0.000,,,,,,,,,,3.386,122.0,,,,,,,,13.0,222.0,0.000,,,,,,,59.0,,73.0,,,,0.0,10.9,,0.0,10.9,,33.79,,,0.0,,,,,,,,,0.0,,18.0,1.4,,,,,,0.0,,6.0,,,,,
18,"""22954""","Egg rolls, chicken, refrigerated, heated",80.0,1.0 roll,0.771,1.45,0.66,4.46,0.192,0.544,0.0,0.002,16,,,,0.384,,,0.0,,0.009,0.0,1.824,0.592,0.002,,0.002,1.9,,58,,,,,,,2,,0,,,,2.904,0.084,0.003,0.148,0.094,0.84,0.002,74,,0.002,74,,0.272,,0.96,658,,0.009,,,,,,,0.78,0.320,38.0,,,,0.136,0.002,0.08,1.063,19.0,44,0.0,0.23,0.007,1.86,0.20,0.000,,,,,,,,0.002,0.0,1.339,225.0,,0.576,3.61,0.071,,,,853.0,158.0,,0.112,15.28,11.0,0.168,0.007,13.8,34.0,0.323,50.0,0.28,0.591,94.0,0.0,25.0,0.344,0.0,25.0,0.344,22.83,,,178.0,1,,,,,0.384,,0.0,0.0,0.312,24.0,0.978,0.200,,,,,0.0,,9.0,0.0,0.152,,0.0,
19,"""22953""","Egg rolls, pork, refrigerated, heated",85.0,1.0 roll,1.403,2.094,0.59,1.42,0.204,0.518,0.0,0.003,39,,,,0.349,,,0.0,,0.027,0.0,1.929,0.527,0.008,,0.010,0.0,,386,,,,,,,,,0,,,,1.913,0.078,0.009,0.381,0.177,1.00,0.0,88,0.004,0.0,88,0.004,0.264,,1.56,808,,0.027,,,,,,,1.08,0.331,29.0,,,,0.093,0.004,0.13,1.998,19.2,332,0.002,0.147,0.010,1.75,0.49,0.000,,,,,,,,0.003,0.0,1.88,180.0,,0.629,6.95,0.057,,,,6633.0,193.0,0.001,0.093,19.04,12.0,0.178,0.013,19.4,29.0,0.282,68.0,0.255,0.901,77.0,0.0,34.3,0.340,0.0,34.3,0.340,24.22,,,1423.0,3,,,,,0.357,,0.0,0.1,0.289,17.0,1.905,0.178,,,,,0.0,,24.9,0.0,0.136,,0.0,
20,"""22955""","Egg rolls, vegetable, frozen, prepared",68.0,1.0 egg roll,0.774,2.316,0.72,4.05,0.19,0.205,0.0,,45,0.235,0.51,0.137,0.096,0.000,,0.12,0.018,0.018,0.0,0.877,0.144,0.003,,0.002,1.6,0.000,101,0.0,0.01,0.096,,,,,,0,0.000,4.05,7.0,1.713,0.065,0.004,0.184,0.249,1.04,0.0,51,,0.0,51,,0.082,0.014,0.69,608,0.018,0.009,,,,0.016,36.29,0,1.59,0.109,34.0,0.000,336,0.001,0.167,,0.00,1.231,26.8,33,0.003,0.065,0.014,1.32,0.53,0.000,0.0,0.007,,0.008,333.0,0.0,,,0.0,2.062,151.0,13.7,0.343,4.74,0.008,0.016,,1.59,661.0,146.0,0.000,0.034,14.24,0.0,0.069,0.016,7.5,3.0,0.285,48.0,0.103,0.53,49.0,0.0,10.0,0.144,0.0,10.0,0.144,21.6,0.000,,122.0,0,1.185,2.042,,0.216,0.144,,0.005,0.0,0.103,16.0,1.203,0.062,0.0,0.000,0.003,0.034,0.0,,4.6,0.05,0.048,0.001,0.0,0.004
21,"""22537""","HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",127.0,1.0 serving (1 hot pocket),4.502,2.459,0.62,9.65,0.53,0.925,0.024,0.008,14,0.213,0.37,0.519,0.69,0.000,,,,,0.0,2.709,0.829,,,0.018,1.9,0.003,146,2.3,,0.507,,,,,,0,,,,4.35,0.144,0.027,0.951,0.215,1.14,0.01,107,,0.01,107,,0.45,0.003,4.88,1436,0.170,0.301,,,,0.058,62.18,0,,,,0.008,29,0.02,0.347,0.003,0.44,3.235,1.0,3,0.291,0.121,0.014,2.79,,0.000,,,,0.103,490.0,0.01,,0.004,0.0,2.172,239.0,,0.961,19.05,0.11,0.058,,0.00,0.0,343.0,0.003,0.159,31.18,29.0,0.335,0.019,14.7,55.0,0.343,69.0,0.5,2.744,213.0,0.0,37.0,0.531,0.0,37.0,0.531,31.36,0.000,,5.0,13,2.885,2.095,,1.080,0.594,,0.06,0.3,0.575,23.0,3.049,0.361,,0.008,0.027,0.229,0.0,,0.1,,,,3.01,0.018
22,"""22535""","HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",127.0,1.0 serving (1 hot pocket),3.327,1.651,,9.65,0.53,,0.018,,14,,,,,,,,,,,,,,,,1.4,,146,,,,,,,69,,0,,,,4.35,0.144,,0.718,0.146,,,,,,,,,,,1248,,0.227,,,,,,,,,,,,,0.347,0.001,0.44,4.343,1.0,74,0.22,0.121,,2.67,,0.000,,,,,,,,,,1.48,239.0,,,,,,,,337.0,298.0,,,,,,,,55.0,,69.0,,,,0.0,37.0,,0.0,37.0,,38.61,,,0.0,13,,,,,,,,0.3,,23.0,4.135,,,,,,0.0,,6.2,,,,,
23,"""22961""","HOT POCKETS, meatballs  &  mozzarella stuffed sandwich, frozen",127.0,1.0 hot pocket (1 NLEA serving),4.991,3.316,1.27,9.82,0.49,,0.032,0.006,42,0.323,0.88,,,,,0.03,0.124,0.047,0.0,,,0.008,,0.019,2.8,0.003,165,2.0,0.01,,,,,,,0,,,,3.711,0.109,0.032,1.076,0.325,1.23,0.015,136,0.009,0.015,136,0.009,,,,1340,0.132,0.347,,,,0.065,59.96,11,1.91,,230.0,0.008,179,0.025,0.264,0.003,0.76,3.539,13.7,15,0.286,0.077,0.017,3.24,0.58,0.000,0.3,0.005,,0.117,480.0,0.024,,0.004,0.0,2.926,259.0,29.7,,,,0.065,,0.00,307.0,320.0,0.001,,,,,,,56.0,0.432,97.0,,,,0.0,45.8,,0.0,45.8,,38.96,0.000,,0.0,13,3.218,2.84,,0.870,,,,0.3,,28.0,3.343,,0.0,0.006,0.023,0.198,0.0,,0.8,0.0,,0.037,1.21,0.020
24,"""32034""","HUNGRY MAN, Salisbury Steak With Gravy, frozen, unprepared",64.0,1.0 patty,2.193,0.341,0.00,0.12,0.049,,0.0,0.002,,0.015,0.06,,,,,0.0,0.199,0.020,0.0,,,0.035,,0.004,0.8,0.001,,,,,,,,,,,,,,0.925,0.05,0.051,0.691,0.015,0.12,0.038,,0.003,0.038,,0.003,,,,365,0.211,0.151,,,,0.012,48.11,,0.0,,19.0,0.012,,0.019,0.083,0.001,0.49,2.517,,,0.003,0.072,0.001,0.88,0.00,,,,,0.189,243.0,0.0,0.00,0.001,,0.308,125.0,,,,,0.012,,0.00,,,,,,,,,,,,,,,,,,,,,,4.45,0.000,,,,,0.273,,0.141,,,,,,,2.221,,,0.003,0.006,0.222,,,,0.0,,,0.0,0.023
25,"""32036""","JIMMY DEAN, Sausage, Egg, and Cheese Breakfast Biscuit, frozen, unprepared",128.0,1.0 biscuit,11.002,4.968,0.00,3.97,0.314,,0.049,0.018,,0.234,,,,,,,,,0.0,,,0.041,,0.101,2.6,0.012,,,,,,,,,,,,,,2.794,0.087,0.069,2.388,0.248,0.76,0.035,,0.037,0.035,,0.037,,,,1754,0.164,0.579,,,,0.063,56.4,,,,,0.014,,0.044,0.41,0.004,0.82,10.93,,,0.134,0.157,0.018,3.43,,0.005,,,,0.394,754.0,0.067,0.00,0.010,,4.445,374.0,15.9,,,,0.063,,1.11,,,,,,,,,,,,,,,,,,,,,,26.97,0.000,,,,,4.344,,,,,,,,,10.292,,,0.026,0.084,0.227,,,,,,,1.64,0.038
26,"""22916""","Lasagna with meat  &  sauce, frozen entree",134.0,1.0 piece side,2.77,0.48,1.43,3.97,0.07,0.704,0.035,0.003,4,0.031,1.17,0.401,0.592,0.000,,0.0,0.188,0.017,0.0,2.278,0.705,0.029,,0.004,1.9,0.000,234,1.6,0.03,0.363,,,,24,,0,0.070,8.88,4489.0,1.911,0.115,0.051,0.699,0.031,1.27,0.04,29,0.007,0.04,29,0.007,0.267,,0.00,694,0.205,0.308,,,,0.036,97.95,3,0.15,0.342,98.0,0.017,297,0.038,0.067,0.000,0.99,2.144,7.9,50,0.067,0.166,0.005,1.96,0.01,0.000,,,,0.149,465.0,0.05,,0.004,0.0,0.422,247.0,7.5,0.958,5.92,0.166,0.036,,0.64,586.0,166.0,0.000,0.103,13.13,19.0,0.291,0.008,19.8,15.0,0.239,19.0,0.273,1.42,137.0,0.0,20.5,0.453,0.0,20.5,0.453,19.28,0.000,,9.0,1,1.703,0.358,,0.399,0.399,,0.06,0.0,0.348,24.0,1.891,0.222,0.5,0.007,0.008,0.241,0.0,,5.5,0.04,0.200,0.021,0.62,0.027
27,"""22915""","Lasagna with meat  &  sauce, low-fat, frozen entree",309.0,1.0 package,2.988,0.862,2.35,,,,,,,,,,,,,,,,,,,0.077,,,4.0,,,,,,0.006,,,,,,,,,3.773,0.516,0.059,0.742,0.105,2.32,0.059,,0.012,0.059,,0.012,,,,1310,,0.368,,,,,,,,,,,,,0.389,,1.39,2.157,,,0.09,0.377,0.015,3.4,,0.012,,,,,,,,,,0.754,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.72,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,
