,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
64,"""12141""","Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTER",132.0,1.0 cup,9.27,25.712,0.00,5.15,0.238,,0.0,,79.0,2.662,,,,,,,,,0.0,,,0.048,,0.008,9.4,0.000,,0.0,,,,,,,,,,,,4.937,1.505,0.062,2.689,2.673,0.00,0.0,,,0.0,,,,,,3358,0.021,0.026,,,,0.022,2.01,,,,,0.000,,0.009,,,,36.427,5.7,,0.0,,0.335,3.51,,0.009,3.51,,0.009,0.144,149.0,0.0,0.00,,,23.006,772.0,,,,,0.022,,5.15,,,,,,,,,,,,,,,,,,,,,,32.5,0.000,,,,,22.984,,0.713,,,,,,,35.959,,0.0,0.000,0.015,0.044,,,,,,,0.0,
65,"""12136""","Nuts, mixed nuts, dry roasted, with peanuts, salt added, PLANTERS pistachio blend",147.0,1.0 cup,9.864,17.133,0.00,6.54,0.514,,0.0,,88.0,0.118,8.31,,,,,0.0,0.022,0.307,0.0,,,0.059,,0.009,11.9,0.000,343,0.0,,,,,,,,,,,,6.630,1.482,0.056,2.424,0.118,0.00,0.0,,,0.0,,,,,,3521,0.022,0.032,,,,0.018,4.22,0,9.66,,190.0,0.000,79,0.007,0.838,0.021,,40.598,13.1,6,0.0,0.728,0.465,4.79,0.35,0.015,4.79,0.35,0.015,0.313,341.0,0.0,0.00,,,16.971,1114.0,,,,,0.018,,6.54,132.0,841.0,0.006,,,,,,,,,,,,,,,,,,,33.91,0.000,,0.0,,39.877,16.951,,1.147,,,,,,,39.9,,0.0,0.000,0.015,0.04,,,,0.0,,,0.0,0.003
66,"""12635""","Nuts, mixed nuts, dry roasted, with peanuts, with salt added",137.0,1.0 cup,8.905,14.752,,6.58,0.274,1.878,0.0,,68.0,,,,0.975,,,,,,,,,,,,12.3,,29,,,,,,,,,0,,,,6.439,1.752,,2.382,0.260,,,,,,,,0.818,,,3404,,0.295,,,,,,,,,,,,,0.274,,0.00,43.011,17.7,0,0.369,0.406,,5.69,,0.000,5.69,,0.000,,,,,,,14.433,949.0,,1.199,70.49,0.306,,,,7.0,814.0,,0.362,,0.0,0.926,,10.3,0.0,2.654,68.0,1.019,5.738,596.0,0.0,74.4,1.256,0.0,74.4,1.256,34.73,,,0.0,,,,,,3.072,,0.062,0.0,1.280,308.0,42.199,0.658,,,,,0.0,,0.5,,,,,
67,"""12135""","Nuts, mixed nuts, dry roasted, with peanuts, without salt added",131.0,1.0 cup,10.493,12.914,0.00,6.55,0.393,1.800,0.0,,79.0,0.107,8.03,1.310,0.972,0.021,,0.0,0.028,0.386,0.0,5.861,2.962,0.045,,0.005,8.4,0.000,25,,,,,,,,,0,0.144,25.55,0.0,8.148,1.991,0.060,3.067,0.107,0.00,0.0,79,,0.0,79,,0.882,,0.00,3325,0.028,0.021,,,,0.016,2.79,0,6.51,1.486,114.0,0.000,3,0.008,0.524,0.012,0.00,45.237,15.7,0,0.0,0.472,0.749,3.21,0.50,0.021,3.21,0.50,0.021,0.141,5.0,0.0,,,0.0,12.775,842.0,,1.121,70.08,0.141,0.016,,6.55,5.0,795.0,0.000,0.291,9.43,0.0,0.886,0.524,12.2,0.0,3.419,79.0,0.977,5.637,574.0,0.0,77.6,1.279,0.0,77.6,1.279,29.37,0.000,,0.0,,44.616,12.759,,,3.09,,0.000,0.0,1.233,297.0,44.643,0.662,,0.000,0.014,0.043,0.0,,1.0,0.0,0.341,,0.0,
68,"""12737""","Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",28.35,1.0 oz,2.47,4.143,0.00,1.18,0.054,0.469,0.0,0.001,24.0,0.023,2.22,0.335,0.222,0.008,,0.0,0.006,0.106,0.0,1.580,0.820,0.010,,0.004,2.0,0.000,2,,,,,,,,,0,,,,2.186,0.257,0.013,0.573,0.023,0.00,0.0,24,0.000,0.0,24,0.000,0.199,,0.00,720,0.007,0.012,,,,0.009,0.59,0,1.81,0.393,33.0,0.000,1,0.001,0.056,0.001,0.00,8.076,1.6,0,0.001,0.100,0.182,0.82,0.09,0.008,0.82,0.09,0.008,0.036,46.0,0.001,,,0.0,4.109,179.0,,0.271,15.29,0.036,0.009,,1.18,1.0,172.0,0.002,0.062,1.19,0.0,0.223,0.102,9.6,0.0,0.578,24.0,0.234,1.476,129.0,0.0,14.7,0.331,0.0,14.7,0.331,5.97,0.000,,0.0,,7.908,4.098,,0.323,0.841,,0.001,0.0,0.284,65.0,7.914,0.162,,0.000,0.003,0.016,0.0,,0.1,0.01,0.080,0.001,0.0,0.002
69,"""12637""","Nuts, mixed nuts, oil roasted, with peanuts, with salt added",134.0,1.0 cup,11.673,19.580,0.00,5.56,0.253,2.219,0.0,0.007,111.0,0.110,10.48,1.584,1.048,0.036,,0.0,0.028,0.502,0.0,7.469,3.875,0.050,,0.017,9.4,0.000,11,,,,,,,,,0,,,,10.330,1.215,0.062,2.709,0.110,0.00,0.001,111,0.000,0.001,111,0.000,0.942,,0.00,3402,0.031,0.058,,,,0.043,2.79,0,8.56,1.859,157.0,0.001,3,0.007,0.263,0.007,0.00,38.174,7.6,0,0.003,0.472,0.859,3.86,0.43,0.036,3.86,0.43,0.036,0.17,366.0,0.005,,,0.0,19.423,847.0,,1.282,72.29,0.172,0.043,,5.56,4.0,813.0,0.008,0.295,5.63,0.0,1.053,0.484,45.4,0.0,2.734,111.0,1.107,6.975,611.0,0.0,69.7,1.565,0.0,69.7,1.565,28.21,0.000,,0.0,,37.377,19.37,,1.528,3.973,,0.003,0.0,1.341,307.0,37.405,0.766,,0.000,0.013,0.074,0.0,,0.7,0.04,0.379,0.004,0.0,0.011
70,"""12137""","Nuts, mixed nuts, oil roasted, with peanuts, without salt added",134.0,1.0 cup,11.673,19.580,0.00,5.56,0.253,2.219,0.0,0.007,111.0,0.110,10.48,1.584,1.048,0.036,,0.0,0.028,0.502,0.0,7.469,3.875,0.050,,0.017,9.4,0.000,11,,,,,,,0,,,,,,10.330,1.215,0.062,2.709,0.110,0.00,0.001,111,0.000,0.001,111,0.000,0.942,,0.00,3402,0.031,0.058,,,,0.043,2.79,0,8.56,1.859,157.0,0.001,3,0.007,0.263,0.007,0.00,38.174,7.6,0,0.003,0.472,0.859,3.86,0.43,0.036,3.86,0.43,0.036,0.17,7.0,0.005,,,0.0,19.423,847.0,,1.282,72.29,0.172,0.043,,5.56,4.0,813.0,0.008,0.295,5.63,0.0,1.053,0.484,45.4,0.0,2.734,111.0,1.107,6.975,611.0,,,,,,,28.21,0.000,,0.0,,37.377,19.37,,1.528,3.973,,0.003,0.0,1.341,307.0,37.405,0.766,,0.000,0.013,0.074,,,,0.04,0.379,0.004,0.0,0.011
71,"""12738""","Nuts, mixed nuts, oil roasted, without peanuts, lightly salted",28.35,1.0 oz,2.025,3.544,0.01,1.48,0.101,0.405,0.0,,29.0,,,,0.223,,0.0,,,,,,,0.000,,,2.0,,,,,,,,,,,,,,,0.567,0.476,0.000,0.628,0.000,0.03,0.0,,,0.0,,,0.182,,0.02,720,,0.000,,,,,,,,,,,,,0.091,,0.00,8.1,,0,0.0,0.101,0.020,0.9,,,0.9,,,,,,,,0.0,3.048,202.0,,0.243,14.18,0.000,,,,8.0,172.0,,0.071,,0.0,0.142,0.041,39.4,,,,0.202,1.093,123.0,,,,,,,7.09,,,,,,,,,0.628,,0.000,0.0,0.273,78.0,7.563,0.142,,,,,0.0,,0.2,,,,0.0,
72,"""12638""","Nuts, mixed nuts, oil roasted, without peanuts, with salt added",144.0,1.0 cup,13.085,16.487,,6.31,0.726,1.822,0.0,,81.0,,,,0.982,,,,,,,,,,,,7.9,,32,,,,,,,,,0,,,,2.828,2.585,,4.008,0.359,,,,,,,,0.818,,,3705,,0.492,,,,,,,,,,,,,0.700,,0.00,47.717,25.8,0,0.672,0.259,,4.16,,0.000,4.16,,0.000,,,,,,,16.037,783.0,,1.113,80.88,0.474,,,,12.0,886.0,,0.363,,0.0,0.734,,607.0,0.0,2.228,81.0,1.012,7.102,647.0,0.0,73.7,2.333,0.0,73.7,2.333,32.07,,,0.0,,,,,,2.864,,0.112,0.0,1.371,361.0,46.824,0.599,,,,,0.0,,0.7,,,,,
73,"""12138""","Nuts, mixed nuts, oil roasted, without peanuts, without salt added",144.0,1.0 cup,13.085,16.487,,,,,,,,,,,0.982,,,,,,,,,,,,7.9,,,,,,,,,0,,,,,,2.828,2.585,,4.008,0.359,,,,,,,,0.818,,,3705,,0.492,,,,,,,,,,,,,0.700,,0.00,47.717,,1,0.672,0.259,,4.16,,,4.16,,,,,,,,,16.037,783.0,,1.113,80.88,0.474,,,,29.0,886.0,,0.363,,0.0,0.734,,,0.0,2.228,81.0,1.012,7.102,647.0,,,,,,,32.07,,,,,,,,,2.864,,0.112,0.0,1.371,361.0,46.824,0.599,,,,,,,,,,,,
74,"""12142""","Nuts, pecans",109.0,"1.0 cup, chopped",6.736,23.559,0.04,4.33,0.719,0.652,0.0,,24.0,,,,0.313,,10.9,,,,,,,,,,10.5,,19,,,,,128,0.000,,,0,,,,1.272,1.308,0.000,1.902,1.075,0.04,0.0,24,,0.0,24,,0.334,,0.00,3149,,0.000,,,,,,,26.64,0.494,76.0,,,,0.142,,0.00,44.473,3.8,3,0.0,0.229,,1.62,0.51,0.000,1.62,0.51,0.000,,,,,,,22.485,447.0,0.8,0.396,78.45,0.000,,,,61.0,753.0,0.000,0.101,0.50,0.0,0.234,0.075,4.1,0.0,4.905,24.0,0.366,4.759,302.0,0.0,44.1,0.517,0.0,44.1,0.517,15.11,,,0.0,,,,,,1.283,,0.000,0.0,0.448,132.0,44.247,0.286,0.0,,,,0.0,,1.2,,,,0.0,
75,"""12643""","Nuts, pecans, dry roasted, with salt added",28.35,1.0 oz,1.781,5.832,0.01,1.15,0.128,0.175,0.0,,5.0,,,,0.084,,,,,,,,,,,,2.7,,,,,,,22,0.000,0,,,,,,,0.331,0.000,0.517,0.282,0.01,0.0,5,,0.0,5,,0.09,,0.00,842,,0.000,24.0,0.79,0.045,,,,6.68,0.133,20.0,,,,0.030,,0.00,12.462,,2,0.0,0.053,,0.44,0.22,0.000,0.44,0.22,0.000,,,,,,,5.55,120.0,,0.107,21.06,0.000,,,,40.0,201.0,0.000,0.027,0.07,0.0,0.063,0.020,1.1,0.0,1.115,5.0,0.099,1.244,83.0,,,,,,,3.84,,,0.0,,,,,,0.346,,0.000,0.0,0.121,37.0,12.401,0.077,,,,,,,,,,,0.0,
76,"""12143""","Nuts, pecans, dry roasted, without salt added",28.35,1.0 oz,1.781,5.832,0.01,1.15,0.128,0.175,0.0,,5.0,,,,0.084,,,,,,,,,,,,2.7,,,,,,,22,0.000,0,,,,,,,0.331,0.000,0.517,0.282,0.01,0.0,5,,0.0,5,,0.09,,0.00,842,,0.000,24.0,0.79,0.045,,,,6.68,0.133,20.0,,,,0.030,,0.00,12.462,,2,0.0,0.053,,0.44,0.22,0.000,0.44,0.22,0.000,,,,,,,5.55,120.0,,0.107,21.06,0.000,,,,40.0,201.0,0.000,0.027,0.07,0.0,0.063,0.020,1.1,0.0,1.115,5.0,0.099,1.244,83.0,,,,,,,3.84,,,0.0,,,,,,0.346,,0.000,0.0,0.121,37.0,12.401,0.077,,,,,,,,,,,0.0,
77,"""12644""","Nuts, pecans, oil roasted, with salt added",110.0,1.0 cup,7.962,25.942,0.04,4.37,0.520,0.660,,,,,,,0.317,,,,,,,,,,,,10.4,,,,,,0.000,106,,0,,,,,,,1.32,0.000,2.034,1.134,0.04,0.0,16,,0.0,16,,0.338,,0.00,3289,,0.000,119.0,2.72,0.168,,,,26.62,0.499,74.0,,,,0.121,,0.00,45.067,,6,0.0,0.206,0.178,1.56,1.18,0.000,1.56,1.18,0.000,,,,,,,24.807,431.0,,0.4,82.75,0.026,,,,114.0,786.0,0.000,0.102,0.31,0.0,0.238,0.160,6.6,0.0,4.070,16.0,0.371,5.466,289.0,,,,,,,14.31,,,0.0,,,,,,1.299,,0.000,0.0,0.454,133.0,44.749,0.288,,,,,,,,,,,0.0,
78,"""12144""","Nuts, pecans, oil roasted, without salt added",110.0,1.0 cup,7.962,25.942,0.04,4.37,0.520,0.660,,,,,,,0.317,,,,,,,,,,,,10.4,,,,,,0.000,106,,0,,,,,,,1.32,0.000,2.034,1.134,0.04,0.0,16,,0.0,16,,0.338,,0.00,3289,,0.000,119.0,2.72,0.168,,,,26.62,0.499,74.0,,,,0.121,,0.00,45.067,,6,0.0,0.206,0.178,1.56,1.18,0.000,1.56,1.18,0.000,,,,,,,24.807,431.0,,0.4,82.75,0.026,,,,114.0,786.0,0.000,0.102,0.31,0.0,0.238,0.160,6.6,0.0,4.070,16.0,0.371,5.466,289.0,,,,,,,14.31,,,0.0,,,,,,1.299,,0.000,0.0,0.454,133.0,44.749,0.288,,,,,,,,,,,0.0,
79,"""12145""","Nuts, pilinuts, dried",120.0,1.0 cup,37.421,9.126,,,,,,,,,,,0.443,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.623,1.15,,10.978,,,,,,,,,0.488,,,3610,,,,,,,,,,,,,,,0.112,,0.00,44.675,,2,,,,3.49,,,3.49,,,,,,,,,9.126,608.0,,0.565,95.46,,,,,49.0,863.0,,0.227,,0.0,0.457,,,0.0,2.776,72.0,0.58,26.442,690.0,,,,,,,4.78,,,,,,,,,1.819,,,,,,44.675,0.306,,,,,,,,,,,,
80,"""12147""","Nuts, pine nuts, dried",135.0,1.0 cup,6.614,45.996,0.09,4.85,0.491,1.338,0.0,,46.0,0.151,12.60,0.707,0.729,,,0.0,,1.081,0.0,3.950,1.759,0.000,,0.545,5.0,,12,,,,,,,,,0,,,,5.922,1.787,0.000,1.876,0.221,0.09,0.0,46,0.477,0.0,46,0.477,0.5,0.070,0.00,3802,,0.000,,,,,,,15.05,0.933,22.0,,,,0.306,,0.00,25.331,72.8,1,0.0,0.127,0.092,3.5,0.00,,3.5,0.00,,,,,,,0.0,44.752,806.0,0.5,0.909,92.3,0.023,,,,39.0,909.0,,0.144,1.93,0.0,0.687,0.309,0.9,0.0,11.883,46.0,0.732,4.336,776.0,0.0,75.3,1.127,0.0,75.3,1.127,17.66,,,0.0,,,,,,3.258,,0.000,0.0,0.927,339.0,24.228,0.460,0.0,,,,0.0,,1.1,0.93,0.350,0.000,0.0,
81,"""12149""","Nuts, pine nuts, pinyon, dried",28.35,1.0 oz,2.658,7.277,,,,,,,,,,,0.123,,,,,,,,,,,,3.0,,,,,,,,,0,,,,,,1.239,0.293,,0.57,0.223,,,,,,,,0.104,,,746,,,,,,,,,,,,,,,0.063,,0.00,6.504,,0,,,,0.64,,,0.64,,,,,,,,,7.054,178.0,,0.176,17.29,0.071,,,,8.0,178.0,,0.041,,0.0,0.12,,,0.0,1.228,16.0,0.128,1.252,10.0,,,,,,,5.47,,,,,,,,,0.638,,,0.0,0.170,66.0,6.103,0.079,,,,,,,,,,,,
82,"""12652""","Nuts, pistachio nuts, dry roasted, with salt added",123.0,1.0 cup,6.943,16.416,0.27,9.52,0.855,2.060,0.0,,63.0,0.261,2.67,1.402,1.462,,,0.0,,0.130,0.011,5.523,2.421,0.025,,0.000,12.7,,1427,,,,,258,0.000,,,0,0.118,25.89,0.0,1.689,1.59,0.014,0.686,0.261,0.31,0.006,63,,0.006,63,,0.878,,0.16,2926,0.000,0.015,,,,,2.2,0,28.81,1.296,132.0,,,,0.288,,0.00,30.177,16.2,16,0.0,1.380,0.032,4.66,0.68,0.006,4.66,0.68,0.006,,,,,,,16.144,1239.0,1.0,1.205,56.36,0.571,0.0,,8.72,327.0,700.0,0.000,0.322,1.70,0.0,0.653,0.041,12.3,0.0,1.529,63.0,1.177,6.143,577.0,0.0,87.8,1.648,0.0,87.8,1.648,33.89,,,0.0,,,16.144,2,0.631,2.74,,0.000,0.0,1.605,134.0,29.429,0.658,0.0,,,,0.0,0.10,3.7,3.86,0.461,0.000,0.0,
83,"""12152""","Nuts, pistachio nuts, dry roasted, without salt added",123.0,1.0 cup,6.943,16.416,0.27,9.52,0.855,2.060,0.0,,63.0,0.261,2.67,1.402,1.462,,,0.0,,0.130,0.011,5.523,2.421,0.025,,0.000,12.7,,1427,,,,,258,0.000,,,0,0.118,25.89,0.0,1.689,1.59,0.014,0.686,0.261,0.31,0.006,63,,0.006,63,,0.878,0.000,0.16,2942,0.000,0.015,,,,,2.28,0,28.81,1.296,132.0,,,,0.288,,0.00,30.177,16.2,16,0.0,1.380,0.032,3.69,0.68,0.006,3.69,0.68,0.006,,,,0.06,,0.0,16.144,1239.0,1.0,1.205,56.36,0.571,0.0,,8.72,327.0,704.0,0.000,0.322,1.70,0.0,0.653,0.041,12.3,0.0,1.529,63.0,1.177,6.143,577.0,0.0,87.8,1.648,0.0,87.8,1.648,34.78,,,0.0,,,16.144,2,0.631,2.74,,0.000,0.0,1.605,134.0,29.429,0.658,0.0,,,,0.0,0.10,3.7,3.86,0.461,0.000,0.0,
84,"""12151""","Nuts, pistachio nuts, raw",123.0,1.0 cup,7.266,17.687,0.30,9.42,1.070,1.973,0.015,,63.0,,,,1.4,,4.2,,,,,,,,,,13.0,,3571,,,,,244,0.000,,,0,,,,,1.599,0.011,0.588,0.355,0.39,0.0,63,,0.0,63,,0.841,,0.21,2881,,0.023,263.0,4.82,0.359,,,,25.1,1.241,129.0,,,,0.197,,0.00,28.606,,32,0.0,2.091,0.049,3.68,0.98,0.000,3.68,0.98,0.000,,,,,,,17.332,1261.0,,1.154,55.74,0.609,,,,635.0,689.0,0.000,0.309,2.05,0.0,0.626,0.057,8.6,0.0,1.476,63.0,1.128,6.476,603.0,,,,,,,33.42,,,12.0,0,,17.332,6,0.640,2.625,,0.005,0.0,1.536,149.0,27.889,0.630,,,,,0.0,,6.9,2.05,0.443,0.000,0.0,
85,"""12154""","Nuts, walnuts, black, dried",125.0,"1.0 cup, chopped",4.354,45.546,0.06,1.38,0.071,2.105,0.0,,39.0,3.346,2.60,1.367,0.891,,,0.0,,0.340,0.0,6.440,3.041,,,0.000,8.5,,11,,,,,,,,,0,,,,0.588,1.7,0.000,1.936,3.346,0.06,0.0,39,,0.0,39,,0.901,,0.00,3238,,0.000,,,,,,,35.98,1.486,76.0,,,,0.163,,0.00,19.302,3.4,2,0.0,0.729,,3.09,1.89,0.000,3.09,1.89,0.000,,,,,,,42.2,654.0,0.6,1.157,74.16,0.052,,,,50.0,774.0,,0.398,0.30,0.0,0.925,0.000,21.2,0.0,4.870,39.0,1.208,2.417,641.0,0.0,40.1,1.531,0.0,40.1,1.531,11.97,,,0.0,,,42.2,1,2.075,4.522,,0.000,0.0,1.589,251.0,18.91,0.840,,,,,0.0,,2.1,0.88,0.584,0.000,0.0,
86,"""12157""","Nuts, walnuts, dry roasted, with salt added",28.0,1.0 oz,1.5,12.371,,1.0,0.146,,0.0,,25.0,,,,,,,,,,,,,,,,2.0,,2,,,,,,,,,0,,,,0.621,0.416,,0.405,2.378,,,,,,,,,,,753,,0.000,,,,,,,,,,,,,0.083,,0.00,2.344,0.9,0,0.0,0.147,,0.77,,0.000,0.77,,0.000,,,,,,,9.993,129.0,,,,,,,,5.0,180.0,,,,,,,,0.0,,25.0,,,,0.0,10.6,,0.0,10.6,,5.0,,,0.0,,,,,,,,,0.0,,42.0,2.308,,,,,,0.0,,0.4,,,,,
87,"""12155""","Nuts, walnuts, english",117.0,"1.0 cup, chopped",7.167,55.194,0.11,3.05,0.399,1.369,0.0,,115.0,,,,0.496,,,,,,,,,,,,7.8,,11,,,,,102,0.000,,,0,,,,1.316,1.856,0.000,1.941,10.624,0.09,0.0,115,,0.0,115,,0.697,,0.00,3203,,0.000,,,,,,,24.37,0.955,115.0,,,,0.176,,0.00,10.452,3.2,1,0.0,0.628,,2.08,2.21,0.000,2.08,2.21,0.000,,,,,,,44.569,516.0,0.4,0.826,76.3,0.000,,,,23.0,765.0,0.000,0.199,0.07,0.0,0.475,0.074,5.7,0.0,3.994,115.0,0.731,5.153,405.0,0.0,45.9,1.093,0.0,45.9,1.093,16.04,,,0.0,,,,,,2.665,,0.000,0.0,0.881,185.0,10.295,0.457,0.0,,,,0.0,,1.5,,,,0.0,
88,"""12156""","Nuts, walnuts, glazed",28.0,1.0 oz,1.0,7.000,,9.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,,,,,,,,,,,,,,,,,,1.5,,,,,,0.6,,,0.6,,,,,,,,,,,,,,,,,,0.0,140.0,,,,,,,,,,,,,,,,,,,,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"""12003""","Seeds, breadfruit seeds, boiled",28.35,1.0 oz,0.176,0.347,,,,,,,,,,,0.116,,,,,,,,,,,,1.4,,,,,,,,,0,,,,,,1.503,0.303,,0.06,0.080,,,,,,,,0.078,,,199,,,,,,,,,,,,,,,0.048,,0.00,0.083,,3,,,,0.31,,,0.31,,,,,,,,,0.267,248.0,,0.075,0.65,0.003,,,,67.0,48.0,,0.025,,0.0,0.111,,,0.0,0.037,14.0,0.09,0.117,35.0,,,,,,,9.07,,,,,,,,,0.1,,,0.0,0.109,14.0,0.08,0.042,,,,,,,,,,,,
90,"""12001""","Seeds, breadfruit seeds, raw",28.35,1.0 oz,0.428,0.844,,,,,,,,,,,0.162,,,,,,,,,,,,1.5,,,,,,,,,0,,,,,,0.124,0.325,,0.145,0.195,,,,,,,,0.109,,,227,,,,,,,,,,,,,,,0.085,,0.00,0.202,,4,,,,0.43,,,0.43,,,,,,,,,0.649,267.0,,0.105,1.58,0.009,,,,73.0,54.0,,0.035,,0.0,0.154,,,0.0,0.040,15.0,0.126,0.283,50.0,,,,,,,8.29,,,,,,,,,0.14,,,0.0,0.152,15.0,0.193,0.059,,,,,,,,,,,,
91,"""12158""","Seeds, breadfruit seeds, roasted",28.35,1.0 oz,0.207,0.408,,,,,,,,,,,0.135,,,,,,,,,,,,1.7,,,,,,,,,0,,,,,,2.098,0.375,,0.07,0.094,,,,,,,,0.092,,,246,,,,,,,,,,,,,,,0.068,,0.00,0.098,,4,,,,0.37,,,0.37,,,,,,,,,0.314,307.0,,0.088,0.77,0.004,,,,83.0,59.0,,0.029,,0.0,0.129,,,0.0,0.046,17.0,0.105,0.137,50.0,,,,,,,11.37,,,,,,,,,0.117,,,0.0,0.127,18.0,0.093,0.049,,,,,,,,,,,,
92,"""12005""","Seeds, breadnut tree seeds, dried",160.0,1.0 cup,0.726,1.434,,,,,0.0,,181.0,,,,0.602,,,,,,,,,,,,23.8,,,,,,,,,0,,,,,,3.360,3.928,,0.246,0.331,,,,,,,,0.536,,,2458,,0.000,,,,,,,,,,,,,0.224,,0.00,0.342,,18,0.0,1.096,,6.1,,0.000,6.1,,0.000,,,,,,,1.104,3218.0,,0.686,2.69,0.014,,,,346.0,587.0,,0.374,,0.0,1.014,,3.0,0.0,0.485,181.0,0.781,0.482,285.0,,,,,,,127.02,,,,,,,,,1.269,,0.000,0.0,1.334,184.0,0.328,0.211,,,,,,,,,,,,
93,"""12004""","Seeds, breadnut tree seeds, raw",28.35,1.0 oz (8-14 seeds),0.076,0.149,,,,,,,,,,,0.074,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.249,0.409,,0.026,0.035,,,,,,,,0.066,,,257,,,,,,,,,,,,,,,0.016,,0.00,0.036,,3,,,,0.5,,,0.5,,,,,,,,,0.115,335.0,,0.084,0.28,0.001,,,,70.0,62.0,,0.046,,0.0,0.124,,,0.0,0.050,19.0,0.096,0.05,19.0,,,,,,,13.12,,,,,,,,,0.156,,,0.0,0.164,19.0,0.034,0.026,,,,,,,,,,,,
94,"""12006""","Seeds, chia seeds, dried",28.35,1.0 oz,0.944,6.709,,,,,,,,5.055,0.14,0.288,0.275,,,,,,,,,0.000,,,9.8,,,,,,,,,,,,,,,2.503,0.262,0.018,0.259,5.055,,0.009,,,0.009,,,0.201,,,577,,0.009,,,,,,,,,,,,,0.048,,0.00,0.655,,,,,,1.36,,,1.36,,,,,,,,,1.654,115.0,,0.22,8.71,0.008,,,,15.0,138.0,,0.124,,0.0,0.16,0.026,15.6,,,,0.227,0.615,244.0,,,,,,,11.94,,,,,,1.654,,,0.608,,,,,,0.625,0.151,,,,,,,,,,,,
