,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
0,"""43595""","Breakfast bar, corn flake crust with fruit",28.35,1.0 oz,0.425,0.255,,9.95,0.284,,0.000,,4,,,,,,,,,,,,,,,,0.6,,11,,,,,,,172,,0,,,,3.827,0.028,,0.043,0.016,,,,,,,,,,,446,,0.000,,,,,,,,,,,,,0.312,,0.00,1.417,3.9,172,0.001,0.397,,0.23,,0.001,,,,,,,,,,0.241,56,,,,,,,,575.0,107.0,,,,,,,,27,,31,,,,0.00,9.7,,0.00,9.7,,20.64,,,0.0,,,,,,,,,0.0,,8.0,1.411,,,,,,0.0,,,,,,,
1,"""43100""","Breakfast bars, oats, sugar, raisins, coconut (include granola bar)",43.0,1.0 bar,5.457,0.703,,11.83,0.120,,0.035,,35,,,,,,,,,,,,,,,,1.3,,46,,,,,,,,,0,,,,0.752,0.155,,0.242,0.005,,,,,,,,,,,835,,1.014,,,,,,,,,,,,,0.047,,0.00,0.831,6.8,3,2.638,0.150,,0.77,,0.000,,,,,,,,,,0.677,140,,,,,,,,65.0,200.0,,,,,,,,0,,35,,,,0.00,11.9,,0.00,11.9,,28.68,,,0.0,,,,,,,,,0.0,,43.0,0.828,,,,,,0.0,,0.4,,,,,
2,"""19434""","Cheese puffs and twists, corn based, baked, low fat",28.35,1.0 oz,0.595,1.627,,2.07,0.153,,0.000,,27,,,,,,,,,,,,,,,,1.0,,182,,,,,,,11,,0,,,,2.024,0.024,,0.117,0.089,,,,,,,,,,,513,,0.009,,,,,,,,,,,,,0.173,0.000,0.61,0.992,0.3,12,0.0,0.201,,1.15,,0.000,,,,,,,,,,1.539,81,,,,,,,,71.0,122.0,,,,,,,,0,,27,,,,0.00,3.9,,0.00,3.9,,20.51,,,9.0,0,,,,,,,,0.0,,12.0,0.985,,,,,,0.0,,6.1,,,,,
3,"""25045""","Formulated bar, high fiber, chewy, oats and chocolate",40.0,1.0 bar,1.359,0.934,0.63,10.0,0.275,0.141,0.002,,9,,,,0.085,,0.0,0.0,,0.009,0.0,0.315,0.175,,,0.000,9.0,,26,0.0,0.02,0.115,,,0.000,0,,1,,,,3.161,0.105,0.001,0.268,0.098,2.74,0.0,17,,0.0,17,,0.072,,1.72,652,,0.124,,,,,,,0.20,0.107,100.0,,,,0.036,,0.00,1.409,1.0,0,0.335,0.385,0.003,1.26,0.01,0.000,,,,,,,0.02,,0.0,0.836,179,1.3,0.106,4.0,0.009,,,,0.0,156.0,,0.02,2.43,0,0.057,0.010,3.6,5,1.363,14,0.077,0.567,168.0,0.00,5.0,0.091,0.00,5.0,0.091,27.93,,,0.0,,,,,,0.137,,0.026,0.0,0.114,76.0,1.39,0.046,0.0,,,,10.0,0.00,0.5,0.0,0.039,0.024,0.0,
4,"""25021""","Formulated bar, LUNA BAR, NUTZ OVER CHOCOLATE",48.0,1.0 bar,2.651,1.303,0.18,8.11,0.058,0.792,0.002,0.000,16,0.06,4.03,0.533,0.49,0.003,0.8,0.0,0.002,0.034,0.0,2.006,1.214,0.001,,0.001,2.1,0.000,13,0.0,0.32,0.475,,,,180,,3,,,,17.808,0.677,0.004,0.246,0.06,0.50,0.0,851,,0.0,851,,0.379,0.000,2.99,809,0.002,0.432,,,,0.003,4.5,0,0.58,0.475,425.0,,1,0.000,1.44,0.003,3.07,1.408,19.6,180,1.091,1.152,0.074,2.49,0.20,0.003,,,,0.006,185.0,0.004,,,0.0,1.239,198,0.8,0.782,5.85,0.006,0.003,,4.44,600.0,193.0,0.000,0.158,5.04,0,0.322,0.039,30.0,491,1.243,507,0.456,0.608,377.0,3.07,19.9,0.571,3.07,19.9,0.571,25.2,0.000,,0.0,60,1.361,1.236,,7.632,0.816,,0.071,1.5,0.446,158.0,1.363,0.240,0.0,,0.0,0.006,32.0,0.00,32.6,0.0,0.125,0.040,0.0,
5,"""25010""","Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Almond Snack Bar",22.0,1.0 bar,0.952,,,5.95,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,7.0,76.0,,,,,,,,,,40,,,,,,,,,,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"""25018""","Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Blueberry Snack Bar",22.0,1.0 bar,0.851,,,7.35,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,7.0,72.0,,,,,,,,,,60,,,,,,,,,,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"""25004""","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate Peanut Bar",55.0,1.0 bar,2.6,,,18.07,1.500,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,911,,,,,,,,,,,,,,,1.7,,6.00,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,2000.0,218.0,,,,,,,,,,400,,,,,,,,,,25.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"""25006""","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Double Chocolate Nut Bar",80.0,1.0 bar,3.878,,,18.14,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,36.199,,,,,,,,,,,,,,,1262,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,3556.0,302.0,,,,,,,,,,724,,,,,,,,,,41.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"""25016""","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Energy Bar, all flavors",55.0,1.0 bar,2.614,1.054,0.26,15.79,1.622,0.773,0.029,0.000,42,,,,0.535,,0.0,,,,0.0,2.105,1.196,0.003,,0.000,3.7,,0,,,,,,0.000,34,,3,,12.05,0,24.887,0.249,0.010,1.002,0.019,4.74,0.01,734,0.000,0.01,734,0.000,0.375,,2.94,888,,0.114,,,,,,,,,,,,,1.839,0.000,6.00,2.156,1.0,34,0.034,2.489,0.003,1.65,,0.000,,,,,,,,,0.0,1.035,193,,0.584,5.93,0.025,,,,115.0,212.0,0.000,0.122,,2,0.405,0.026,2.5,406,0.582,449,0.458,1.258,250.0,5.89,9.9,0.532,5.89,9.9,0.532,27.66,,,0.0,100,,,,,0.918,,0.032,2.5,0.494,174.0,2.091,0.267,0.0,,,,31.0,,269.4,,,,0.0,
10,"""25008""","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Honey Nut Oat Bar",55.0,1.0 bar,2.465,,,14.44,1.867,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,24.887,0.249,,,,,,,,,,,,,,878,,,,,,,,,,,,,,,2.115,,6.00,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,2448.0,210.0,,,,,,,,452,,498,,,,,,,,,,30.32,,,,,,,,,,,,2.5,,174.0,,,,,,,,,,,,,,
11,"""25005""","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON MULTIGRAIN CRUNCH BAR",55.0,1.0 bar,2.637,,,18.17,1.500,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,1.7,,6.00,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,1750.0,232.0,,,,,,,,,,400,,,,,,,,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"""25015""","Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush",80.0,1.0 bar,5.0,2.314,,23.0,1.500,1.550,0.021,,0,,,,1.131,,3.4,0.0,,0.018,0.0,4.148,2.426,0.002,,0.000,10.0,,0,,,,,,0.000,521,,2,,20.0,0,20.0,0.782,0.007,0.806,0.176,,0.007,680,0.000,0.007,680,0.000,0.765,,,1387,,0.099,,,,,,,0.00,0.967,500.0,,,,1.7,0.000,6.00,2.116,8.3,522,0.025,2.000,0.002,2.4,0.00,,,,,,,,,,,2.137,150,0.0,1.139,10.0,0.030,,,,1750.0,332.0,0.000,0.251,,5,0.798,0.018,3.1,,1.058,400,0.925,1.251,300.0,5.92,1.4,1.082,5.92,1.4,1.082,40.4,,,0.0,120,,,,,1.806,,0.024,3.0,0.966,140.0,2.058,0.537,0.0,,,,22.0,0.00,60.0,0.0,0.276,0.013,,
13,"""25017""","Formulated bar, POWER BAR, chocolate",68.0,1.0 bar,0.898,0.401,10.85,20.45,5.481,0.904,,,0,0.017,5.63,0.503,0.666,0.000,,0.0,0.004,0.007,0.0,2.108,0.850,,,0.000,3.9,,0,,,,,,,,,0,0.061,9.62,0,22.168,0.972,0.003,0.43,0.017,8.12,0.0,711,,0.0,711,,0.367,0.000,1.12,1033,0.004,0.009,,,,0.003,6.68,0,0.22,0.286,343.0,,0,,1.306,0.000,3.81,0.714,0.7,0,0.002,1.496,0.003,2.23,0.03,0.000,,,,0.007,209.0,0.0,,,0.0,0.384,246,2.9,0.836,2.11,0.007,0.003,,0.35,0.0,247.0,,0.129,12.72,0,0.184,0.013,5.3,,1.095,418,0.449,0.438,418.0,3.81,12.5,0.585,3.81,12.5,0.585,47.35,0.000,,0.0,,0.697,0.381,,10.812,0.415,,0.000,0.0,0.564,169.0,0.7,0.245,0.0,,0.0,0.007,0.0,,62.8,0.05,0.197,0.000,0.0,
14,"""25020""","Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",55.0,1.0 bar,2.948,0.623,0.29,13.75,0.935,0.688,0.007,0.000,4,0.019,3.30,0.479,0.319,0.001,,0.0,0.097,0.021,0.0,1.853,1.034,0.002,,0.000,2.8,,0,0.0,0.19,0.363,,,,517,,0,,,,11.66,0.156,0.004,0.608,0.019,0.68,0.0,399,,0.0,399,,0.314,0.000,5.52,888,0.097,0.392,,,,0.018,5.98,0,0.96,0.429,367.0,,0,0.002,1.045,0.001,4.34,1.335,71.1,517,1.141,1.155,0.041,2.1,0.37,0.001,,,,0.003,139.0,0.004,3.09,,0.0,0.549,159,1.2,0.632,4.91,0.003,0.018,,4.17,1723.0,212.0,0.000,0.121,5.28,4,0.319,0.026,25.7,232,0.409,236,0.308,0.512,370.0,4.34,22.3,0.528,4.34,22.3,0.528,33.12,0.000,,0.0,118,1.109,0.531,,5.555,0.754,,0.093,3.0,0.407,138.0,1.206,0.220,0.0,,0.0,0.114,0.0,,53.1,0.03,0.121,0.092,0.0,
15,"""25067""","Formulated Bar, SOUTH BEACH protein bar",53.0,1.0 bar,1.794,2.823,,8.04,0.093,,0.007,0.000,98,,,,,,,0.0,,0.036,0.0,,,,,0.000,3.9,,6208,0.0,0.02,,,12,0.000,35,,1,,,,0.672,0.448,0.001,0.269,0.349,,0.0,98,,0.0,98,,,,,913,,0.171,,,,,,,1.01,,171.0,,,,0.232,0.000,0.32,2.274,185.8,207,0.424,0.120,0.014,2.08,0.04,0.000,0.0,0.002,6,,,,,,,2.474,420,0.6,,,,,,,3562.0,218.0,0.000,,,,,,,0,0.543,98,,,,0.00,57.3,,0.00,57.3,,20.35,,,0.0,,,,,,,,,0.0,,38.0,2.218,,0.0,,,,15.0,0.00,14.8,0.01,,0.074,,
16,"""25031""","Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",50.0,1.0 bar,2.249,2.402,,13.5,0.375,,0.004,,0,,,,,,,,,,,,,,,,,,1,,,,,,0.000,525,,6,,,,10.0,0.387,0.000,0.272,0.036,,0.0,136,,0.0,136,,,,,891,,0.346,,,,,,,,,,,,,0.85,0.000,2.10,1.914,0.8,525,0.985,1.000,0.000,2.0,,0.000,,,,,,,,,,2.365,125,,,,,,,,1750.0,213.0,0.000,,,,,,,,0.423,80,,,,2.10,36.5,,2.10,36.5,,22.5,,,0.0,,,,,,,,,0.0,,40.0,1.906,,,,,,50.0,,60.0,,,,,
17,"""42139""","Granola bar, soft, milk chocolate coated, peanut butter",28.35,1.0 oz,4.838,0.540,,6.7,0.028,,0.011,,7,,,,,,,,,,,,,,,,1.1,,9,,,,,,,2,,1,,,,0.933,0.092,,1.115,0.02,,,,,,,,,,,635,,0.612,,,,,,,,,,,,,0.06,0.000,0.13,1.86,1.6,2,1.564,0.031,,0.54,,0.000,,,,,,,,,,0.521,96,,,,,,,,7.0,152.0,,,,,,,,0,,7,,,,0.00,7.0,,0.00,7.0,,15.34,,,0.0,,,,,,,,,0.0,,19.0,1.818,,,,,,12.0,,0.2,,,,,
18,"""08510""",Milk and cereal bar,25.0,1.0 bar,2.279,0.060,,11.49,0.154,,0.013,,3,,,,,,,,,,,,,,,,0.1,,0,,,,,,,47,,0,,,,2.049,0.012,,0.22,0.002,,,,,,,,,,,432,,0.244,,,,,,,,,,,,,0.174,0.000,0.50,0.296,0.6,47,0.68,0.205,,0.44,,0.000,,,,,,,,,,0.058,64,,,,,,,,157.0,103.0,,,,,,,,22,0.051,24,,,,0.38,7.8,,0.38,7.8,,18.01,,,0.0,17,,,,,,,,0.4,,5.0,0.294,,,,,,0.0,,3.9,,,,,
19,"""43572""","Popcorn, microwave, low fat and sodium",28.35,1.0 oz,0.401,1.013,,0.15,0.099,,0.000,,5,,,,,,,,,,,,,,,,4.0,,308,,,,,,,,,0,,,,0.587,0.155,,0.135,0.07,,,,,,,,,,,509,,0.003,,,,,,,,,,,,,0.031,,0.00,1.158,4.5,2,0.0,0.048,,0.48,,0.000,,,,,,,,,,0.94,68,,,,,,,,42.0,122.0,,,,,,,,0,,5,,,,0.00,5.7,,0.00,5.7,,20.81,,,12.0,0,,,,,,,,0.0,,43.0,1.144,,,,,,0.0,,,,,,,
20,"""25026""","Popcorn, microwave, regular (butter) flavor, made with palm oil",7.9,1.0 cup,1.153,0.326,0.00,0.02,0.004,0.084,0.000,0.000,1,,,,0.019,,0.0,0.03,0.022,0.004,0.0,0.129,0.048,0.001,,0.000,0.8,0.000,88,,,,,,,,,0,,0.66,0,0.128,0.016,0.002,0.106,0.001,0.00,0.0,1,0.000,0.0,1,0.000,0.026,0.001,0.00,177,0.022,0.024,0.0,0.16,0.012,0.01,0.07,9,0.52,0.028,2.0,0.000,4,0.001,0.005,,0.00,0.833,0.3,1,0.005,0.024,0.002,0.26,0.02,0.000,,,,0.003,60.0,0.0,,,0.0,0.324,31,,0.06,2.39,0.003,0.01,,0.02,14.0,42.0,0.000,0.005,3.59,0,0.028,0.008,0.5,0,0.061,1,0.025,0.999,22.0,0.00,1.2,0.033,0.00,1.2,0.033,4.52,0.000,,0.0,0,,0.277,0,0.016,0.034,,0.002,0.0,0.035,9.0,0.022,0.021,,0.000,0.0,0.067,0.0,0.12,,0.33,0.014,0.001,0.0,0.001
21,"""19436""","Popcorn, sugar syrup/caramel, fat-free",28.35,1.0 oz,0.057,0.180,,18.34,0.011,,0.000,,1,,,,,,,,,,,,,,,,0.7,,69,,,,,,,,,0,,,,0.097,0.040,,0.009,0.013,,,,,,,,,,,452,,0.000,,,,,,,,,,,,,0.016,,0.00,0.074,0.3,1,0.0,0.013,,0.15,,0.000,,,,,,,,,,0.167,31,,,,,,,,9.0,108.0,,,,,,,,0,,1,,,,0.00,3.6,,0.00,3.6,,25.53,,,3.0,0,,,,,,,,0.0,,8.0,0.073,,,,,,0.0,,,,,,,
22,"""19823""","Potato chips, without salt, reduced fat",28.35,1.0 oz,1.179,3.101,,0.06,0.060,,0.000,,3,,,,,,,,,,,,,,,,1.7,,0,,,,,,,,,0,,,,1.985,0.099,,0.145,0.054,,,,,,,,,,,577,,0.034,,,,,,,,,,,,,0.077,,0.00,1.361,3.8,0,0.0,0.190,,0.94,,0.000,,,,,,,,,,3.048,494,,,,,,,,0.0,138.0,,,,,,,,0,,3,,,,0.00,15.0,,0.00,15.0,,19.22,,,0.0,,,,,,,,,0.0,,25.0,1.219,,,,,,0.0,,7.3,,,,,
23,"""43109""","Pretzels, soft",143.0,1.0 large,0.994,1.356,,0.36,0.586,,0.000,,34,,,,,,,,,,,,,,,,2.4,,24,,,,,,,,,0,,,,6.106,0.180,,0.347,0.079,,,,,,,,,,,2023,,0.013,,,,,,,,,,,,,0.415,,0.00,1.532,3.9,0,0.0,0.029,,6.16,,0.000,,,,,,,,,,1.276,126,,,,,,,,0.0,483.0,,,,,,,,0,,34,,,,0.00,25.3,,0.00,25.3,,99.23,,,0.0,,,,,,,,,0.0,,30.0,1.53,,,,,,0.0,,,,,,,
24,"""25024""","Pretzels, soft, unsalted",143.0,1.0 large,0.994,1.356,,0.36,0.586,,0.000,,34,,,,,,,,,,,,,,,,2.4,,24,,,,,,,,,0,,,,6.106,0.180,,0.347,0.079,,,,,,,,,,,2063,,0.013,,,,,,,,,,,,,0.415,,0.00,1.532,3.9,0,0.0,0.029,,3.8,,0.000,,,,,,,,,,1.276,126,,,,,,,,0.0,493.0,,,,,,,,0,,34,,,,0.00,25.3,,0.00,25.3,,101.59,,,0.0,,,,,,,,,0.0,,30.0,1.53,,,,,,0.0,,,,,,,
25,"""08546""",Rice and Wheat cereal bar,22.0,1.0 bar,0.0,0.451,,7.0,0.150,,0.000,,3,,,,,,,,,,,,,,,,0.4,,0,,,,,,,,,0,,,,2.0,0.041,,0.0,0.018,,,,,,,,,,,377,,0.000,,,,,,,,,,,,,0.17,,0.00,1.445,0.3,0,0.0,0.200,,0.35,,0.000,,,,,,,,,,0.433,31,,,,,,,,0.0,90.0,,,,,,,,0,0.310,3,,,,0.00,4.9,,0.00,4.9,,16.0,,,0.0,,,,,,,,,0.0,,10.0,1.425,,,,,,0.0,,,,,,,
26,"""42204""","Rice cake, cracker (include hain mini rice cakes)",4.2,1.0 cubic inch,0.037,0.064,,0.04,0.003,,0.000,,1,,,,,,,,,,,,,,,,0.2,,0,,,,,,,,,0,,,,0.328,0.019,,0.003,0.001,,,,,,,,,,,69,,0.001,,,,,,,,,,,,,0.007,,0.00,0.066,0.1,0,0.0,0.006,,0.07,,0.000,,,,,,,,,,0.063,18,,,,,,,,0.0,16.0,,,,,,,,0,,1,,,,0.00,0.8,,0.00,0.8,,3.41,,,0.0,,,,,,,,,0.0,,6.0,0.066,,,,,,0.0,,,,,,,
27,"""25071""",Rice crackers,30.0,1.0 serving,0.0,0.492,,0.0,0.131,,0.000,,7,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.661,0.090,,0.0,0.018,,,,,,,,,,,522,,0.000,2.0,0.0,,,,,,,,,,,0.03,,0.00,0.906,0.6,0,0.0,0.166,,0.67,,0.000,,,,,,,,,,0.475,73,0.0,,,,,,,0.0,125.0,,,,,,,,0,1.221,7,,,,0.00,10.0,,0.00,10.0,,24.79,,,0.0,,,,,,,,,0.0,,47.0,0.9,,,,,,0.0,,,,,,,
28,"""25068""","Snack, BALANCE, original bar",50.0,1.0 serving,0.575,0.985,,17.45,0.814,,0.000,0.000,63,,,,,,,0.0,,0.033,0.0,,,,,0.000,1.6,,0,,,,,0,,748,,2,,,,4.495,0.386,0.000,0.208,0.07,,0.0,63,,0.0,63,,,,,868,,0.004,10.0,5.45,,,,,0.49,,272.0,,,,0.854,0.000,0.62,4.058,0.7,748,0.0,0.445,0.023,1.75,0.21,0.006,0.8,0.000,0,,,,,,,0.913,339,0.2,,,,,,,2500.0,208.0,0.000,,,,,,,0,0.356,63,,,,0.45,45.6,,0.45,45.6,,24.36,,,0.0,32,,,,,,,,0.8,,60.0,4.018,,0.0,,,,24.0,0.00,5.6,0.0,,0.000,,
29,"""25062""","Snack, Mixed Berry Bar",38.0,1.0 bar,1.461,0.782,,10.0,0.108,,0.038,0.000,11,,,,,,,0.0,,0.000,0.0,,,,,0.000,3.0,,40,0.0,0.24,,,,,10,,0,,,,0.326,0.093,0.000,0.204,0.048,,0.0,11,,0.0,11,,,,,608,,0.202,,,,,,,0.03,,40.0,,,,0.108,0.000,0.19,1.101,0.6,10,0.071,0.044,0.000,0.75,0.00,,0.0,0.000,,,,,,,,0.735,169,0.1,,,,,,,37.0,146.0,0.000,,,,,,,0,0.746,11,,,,0.00,15.1,,0.00,15.1,,22.36,,,0.0,1,,,,,,,,0.0,,35.0,1.056,,0.0,,,,0.0,,0.2,0.0,,0.025,,
30,"""19410""","Snack, potato chips, made from dried potatoes, plain",28.0,1.0 oz,2.42,4.341,0.05,0.21,0.059,0.109,0.000,,5,0.014,3.84,0.076,0.104,0.000,,0.03,0.011,0.009,0.0,0.277,0.335,0.004,,0.001,0.8,,0,,,,,,,,,0,,,,0.743,0.038,0.007,0.23,0.015,0.02,0.0,5,,0.0,5,,0.072,0.001,0.03,638,0.011,0.079,10.0,0.22,0.021,0.052,0.66,0,2.67,0.057,5.0,,0,0.003,0.02,0.001,0.00,1.719,2.0,0,0.0,0.138,0.011,0.66,0.00,,,,,0.05,148.0,0.0,,,0.0,4.323,178,,0.06,9.88,0.051,0.052,,0.12,0.0,153.0,,0.013,14.39,0,0.065,0.025,0.1,0,0.073,5,0.073,2.054,31.0,0.00,9.2,0.068,0.00,9.2,0.068,15.51,0.000,,0.0,,1.644,4.258,,0.167,0.08,,0.000,0.0,0.097,11.0,1.655,0.037,,0.000,0.002,0.064,0.0,,0.3,0.17,0.019,0.002,0.0,0.013
31,"""25060""","Snack, Pretzel, hard chocolate coated",28.0,1.0 serving,2.411,0.790,,10.86,0.101,0.073,0.012,,4,,,,0.024,,0.6,0.01,,0.000,0.0,0.358,0.045,,,0.000,1.0,,3,,,,,,0.000,7,,2,,,,0.671,0.073,0.001,0.97,0.083,,0.0,32,,0.0,32,,0.029,,,547,,0.142,,,,,,,0.15,0.038,39.0,,,,0.089,0.000,0.09,0.922,3.1,7,0.03,0.009,0.001,0.61,0.00,0.000,,,,,,,,,,0.706,56,,0.123,4.94,0.053,,,,23.0,131.0,0.000,0.013,,0,0.032,0.008,4.1,16,0.127,21,0.037,1.161,36.0,0.00,11.1,0.053,0.00,11.1,0.053,19.62,,,0.0,,,,,,0.043,,0.029,0.0,0.043,10.0,0.869,0.024,0.0,,,,24.0,,0.0,0.0,0.019,0.013,,
32,"""25046""","Snacks, bagel chips, plain",28.35,1.0 oz,1.938,0.591,0.21,1.71,0.148,0.261,0.000,0.001,9,0.017,0.23,0.194,0.055,0.001,0.0,0.02,0.005,0.010,0.0,1.366,0.151,0.000,,0.001,1.2,0.000,4,0.0,0.01,0.116,,,,,,0,,,,2.172,0.047,0.004,0.174,0.017,0.13,0.0,62,0.000,0.0,62,0.000,0.101,0.000,1.36,535,0.005,0.046,5.0,1.43,0.081,0.011,1.43,0,0.08,0.139,7.0,,0,0.003,0.096,0.001,0.00,1.715,1.5,0,0.018,0.033,0.003,0.31,0.00,0.001,,,,0.009,66.0,0.001,,,0.0,0.571,40,15.0,0.46,4.29,0.009,0.011,,0.00,0.0,128.0,0.002,0.041,13.90,0,0.087,0.015,10.3,32,0.191,40,0.145,1.668,37.0,0.00,5.0,0.174,0.00,5.0,0.174,18.81,0.000,,0.0,,1.689,0.559,,0.132,0.127,,0.002,0.0,0.162,11.0,1.694,0.075,0.0,0.000,0.001,0.016,0.0,,,0.0,0.052,0.002,0.0,0.001
33,"""19400""","Snacks, banana chips",28.35,1.0 oz,8.213,0.179,,10.02,0.024,0.045,0.057,,4,,,,0.03,,,,,,,,,,,,2.2,,13,,,,,,,,,0,,,,0.201,0.058,,0.266,0.003,,,,,,,,0.022,,,615,,1.593,,,,,,,,,,,,,0.005,,0.00,0.553,0.4,1,4.227,0.074,,0.4,,0.000,,,,,,,,,,0.176,152,,0.025,9.53,0.000,,,,24.0,147.0,,0.008,,0,0.015,,0.4,0,0.442,4,0.021,0.791,16.0,0.00,6.0,0.029,0.00,6.0,0.029,16.56,,,9.0,0,,,,,0.029,,0.570,0.0,0.029,22.0,0.553,0.051,,,,,0.0,,1.8,,,,,
