,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
72,"""03090""","Babyfood, dinner, macaroni and cheese, junior",28.35,1.0 oz,0.333,0.037,,0.37,0.016,0.066,0.008,,1.0,,,,0.042,,1.7,,,,,,,,,,0.1,,0,,,,,,,8,,0,,,,0.155,0.006,,0.063,0.008,,,,,,,,0.022,,,72,,0.051,,,,,,,,,,,,,0.018,0.000,0.01,0.151,0.1,9,0.008,0.005,,0.2,,0.000,,,,,,,,,,0.030,12.0,,0.083,0.57,0.016,,,,30,17.0,,0.009,,2,0.035,,1.1,3,,3.0,0.037,0.158,17.0,0.00,0.9,0.029,0.00,0.9,0.029,2.32,,,0.0,1,,,,,0.029,,0.009,0.0,0.042,2.0,0.128,0.018,,,,,0.0,,0.4,,,,,
73,"""03089""","Babyfood, dinner, macaroni and cheese, strained",28.35,1.0 oz,0.366,0.029,0.00,0.36,0.011,,0.009,,1.0,,,,,,,,,,0.0,,,,,0.0,0.2,,0,,,,,,0.0,4,,0,,,,0.146,0.006,0.000,0.069,0.008,0.03,0.000,4.0,,0.000,4.0,,,,,79,,0.057,,,,,,,,,,,,,0.022,0.000,0.08,0.165,0.1,4,0.009,0.01,0.000,0.16,,0.000,,,,,,,,,,0.021,19.0,1.1,,,,,,,16,19.0,0.000,,,,,,,2,0.026,3.0,,,,0.00,3.0,,0.00,3.0,,2.54,,,0.0,1,,,,,,,,0.0,,2.0,0.139,,,,,,0.0,,0.0,,,,0.14,
74,"""03045""","Babyfood, dinner, macaroni and tomato and beef, junior",16.0,1.0 tbsp,0.066,0.013,,0.39,0.008,0.032,0.000,,1.0,,,,0.024,,,,,,,,,,,,0.2,,2,,,,,,,,,0,,,,0.120,0.006,,0.019,0.001,,,,,,,,0.014,,,40,,0.005,,,,,,,,,,,,,0.009,0.000,0.04,0.072,1.1,6,0.000,0.008,,0.05,,0.000,0.0,,,,,,,,,0.011,12.0,,0.032,0.18,0.006,,,,111,9.0,,0.004,,1,0.013,,1.3,0,,1.0,0.019,0.039,7.0,0.00,1.7,0.017,0.00,1.7,0.017,1.5,,,25.0,0,,,,,0.021,,0.000,0.0,0.020,1.0,0.063,0.010,,,,,0.0,,0.2,,,,,
75,"""03044""","Babyfood, dinner, macaroni and tomato and beef, strained",16.0,1.0 tbsp,0.078,0.031,0.09,0.33,0.006,,0.000,,1.0,,,,,,,0.0,,0.000,,,,,,,0.2,,0,,,,,,,,,0,,,,0.114,0.008,,0.022,0.003,0.08,,,,,,,,,,41,,0.005,,,,,,,0.01,,3.0,,,,0.007,0.000,0.02,0.095,4.7,7,0.000,0.009,,0.06,0.00,,0.0,,,,,,,,0.0,0.027,18.0,,,,,,,,140,10.0,,,,,,,,1,0.021,1.0,,,,0.00,1.7,,0.00,1.7,,1.51,,,34.0,0,,,,,,,,0.0,,2.0,0.085,,,,,,0.0,,0.0,0.0,,,0.0,
76,"""43432""","Babyfood, dinner, macaroni, beef and tomato sauce, toddler",16.0,1.0 tbsp,0.113,0.022,,0.06,0.010,,0.000,,1.0,,,,,,,,,,,,,,,,0.2,,2,,,,,,,,,0,,,,0.214,0.003,,0.033,0.002,,,,,,,,,,,55,,0.008,,,,,,,,,,,,,0.010,0.000,0.04,0.125,0.1,0,0.000,0.014,,0.07,,0.000,0.0,,,,,,,,,0.018,24.0,,,,,,,,10,13.0,,,,,,,,1,,2.0,,,,0.00,2.3,,0.00,2.3,,1.84,,,0.0,0,,,,,,,,0.0,,2.0,0.110,,,,,,0.0,,0.3,,,,,
77,"""03279""","Babyfood, dinner, mixed vegetable, junior",99.0,1.0 serving,0.0,,,3.05,0.014,,0.000,,11.0,,,,,,,0.0,,,0.0,,,,,0.0,1.0,,176,,,,,,,,,0,,,,0.560,0.036,0.000,0.000,,,0.000,11.0,,0.000,11.0,,,,,141,,0.000,,,,,,,0.04,,17.0,,,,0.042,,0.0,0.000,5.6,457,0.000,0.113,,0.4,0.00,,,,,,,,,,,0.000,111.0,,,,,,,,9154,34.0,,,,,,,,0,0.143,11.0,,,,0.00,7.8,,0.00,7.8,,7.8,,,1106.0,0,,,,,,,,0.0,,13.0,,,0.0,,,,0.0,,3.3,0.0,,,,
78,"""03077""","Babyfood, dinner, pasta with vegetables",113.0,"1.0 jar, Gerber (4 oz)",1.39,0.163,,1.36,0.068,,0.042,,10.0,,,,,,,,,,,,,,,,1.7,,385,,,,,,,18,,0,,,,0.633,0.124,,0.266,0.038,,,,,,,,,,,284,,0.219,,,,,,,,,,,,,0.057,,0.0,0.655,2.4,46,0.061,0.124,,0.46,,0.000,,,,,,,,,,0.124,150.0,,,,,,,,627,68.0,,,,,,,,0,0.441,10.0,,,,0.00,7.2,,0.00,7.2,,9.49,,,44.0,0,,,,,,,,0.0,,27.0,0.573,,,,,,0.0,,3.3,,,,,
79,"""03050""","Babyfood, dinner, spaghetti and tomato and meat, junior",16.0,1.0 tbsp,0.087,0.030,0.09,0.44,0.008,,0.001,,0.0,,,,,,,,,,,,,,,,0.2,,0,,,,,,,,,0,,,,0.155,0.005,,0.023,0.003,0.08,,,,,,,,,,46,,0.007,,,,,,,,,,,,,0.011,0.000,0.0,0.080,0.1,10,0.002,0.01,,0.08,,0.000,0.0,,,,,,,,,0.026,20.0,,,,,,,,201,11.0,,,,,,,,4,0.019,4.0,,,,0.00,1.2,,0.00,1.2,,1.83,,,49.0,0,,,,,,,,0.0,,2.0,0.072,,,,,,0.0,,0.0,,,,0.0,
80,"""03303""","Babyfood, dinner, sweet potatoes and chicken, strained",16.0,1.0 tbsp,0.092,0.077,,0.42,0.003,,0.000,,1.0,,,,,,,,,,,,,,,,0.2,,0,,,,,,,0,,0,,,,0.166,0.013,,0.019,0.004,,,,,,,,,,,50,,0.003,0.0,0.07,,,,,,,,,,,0.006,0.000,0.01,0.157,0.2,35,0.000,0.022,,0.09,,0.000,0.0,,,,,,,,,0.078,32.0,,,,,,,,691,12.0,,,,,,,,0,0.024,1.0,,,,0.00,1.9,,0.00,1.9,,1.77,,,0.0,1,,,,,,,,0.0,,2.0,0.128,,,,,,0.0,,,,,,,
81,"""03083""","Babyfood, dinner, turkey and rice, junior",16.0,1.0 tbsp,0.038,0.037,0.04,0.2,0.005,,0.000,,1.0,,,,,,,,,,,,,,,,0.2,,21,,,,,,,,,0,,,,0.111,0.005,,0.008,0.003,0.04,,,,,,,,,,37,,0.001,,,,,,,,,,,,,0.007,0.000,0.0,0.049,0.5,15,0.000,0.008,,0.08,,0.000,0.0,,,,,,,,,0.032,14.0,,,,,,,,302,9.0,,,,,,,,0,0.019,1.0,,,,0.00,1.2,,0.00,1.2,,1.53,,,66.0,0,,,,,,,,0.0,,1.0,0.042,,,,,,0.0,,0.0,,,,0.0,
82,"""03082""","Babyfood, dinner, turkey and rice, strained",16.0,1.0 tbsp,0.054,0.049,0.05,0.27,0.004,,0.000,,1.0,,,,,,,,,,,,,,,,0.1,,6,,,,,,,,,0,,,,0.104,0.005,,0.012,0.003,0.05,,,,,,,,,,35,,0.002,,,,,,,,,,,,,0.006,0.000,0.0,0.071,0.2,13,0.000,0.008,,0.05,,0.000,0.0,,,,,,,,,0.044,15.0,,,,,,,,260,8.0,,,,,,,,0,0.021,1.0,,,,0.00,1.1,,0.00,1.1,,1.27,,,59.0,0,,,,,,,,0.0,,1.0,0.061,,,,,,0.0,,0.0,,,,0.0,
83,"""03296""","Babyfood, dinner, turkey, rice, and vegetables, toddler",28.35,1.0 oz,0.142,0.088,,0.32,0.020,,0.000,,1.0,,,,,,,,,,,,,,,,0.2,,39,,,,,,,,,0,,,,0.598,0.028,,0.022,0.003,,,,,,,,,,,71,,0.002,,,,,,,,,,,,,0.020,0.000,0.03,0.157,0.7,32,0.000,0.037,,0.23,,0.000,,,,,,,,,,0.085,30.0,,,,,,,,643,17.0,,,,,,,,0,0.065,1.0,,,,0.00,3.9,,0.00,3.9,,2.13,,,139.0,1,,,,,,,,0.0,,4.0,0.141,,,,,,0.0,,0.1,,,,,
84,"""03054""","Babyfood, dinner, vegetables and beef, junior",256.0,1.0 cup,3.5,0.763,1.48,5.99,0.020,0.435,0.000,,8.0,,,,0.420,,55.0,0.0,,,0.0,1.132,0.709,0.051,,0.0,3.3,,131,1.0,0.08,0.340,,,,,,0,0.041,5.66,1605.0,2.020,0.077,0.051,0.768,0.077,1.61,0.051,18.0,0.000,0.051,18.0,0.000,0.228,,0.31,822,,0.179,0.0,0.90,0.077,,,,0.44,0.305,44.0,,,,0.123,0.000,0.84,3.300,13.3,630,0.000,0.161,,1.05,0.00,,,,,,,,,,0.0,0.358,371.0,2.8,0.261,9.22,0.179,,,,12611,197.0,0.000,0.051,,18,0.2,0.000,5.6,8,0.271,15.0,0.253,1.203,84.0,0.00,42.2,0.243,0.00,42.2,0.243,22.63,,,2074.0,3,,,,,0.369,,0.000,0.0,0.294,26.0,1.818,0.169,0.0,,,,0.0,,0.5,0.03,0.133,0.000,0.0,
85,"""03053""","Babyfood, dinner, vegetables and beef, strained",256.0,1.0 cup,2.227,0.486,1.48,5.99,0.020,0.494,0.000,,8.0,,,,0.471,,,0.0,,,0.0,1.014,0.645,0.051,,0.0,3.3,,131,1.0,0.08,0.374,,,,,,0,0.051,5.66,1605.0,2.020,0.077,0.051,0.768,0.077,1.61,0.051,18.0,0.000,0.051,18.0,0.000,0.248,,0.31,822,,0.179,0.0,0.90,0.084,,,,0.44,0.353,44.0,,,,0.123,0.000,0.46,2.099,13.3,630,0.000,0.161,,1.05,0.00,,,,,,,,,,0.0,0.358,371.0,2.8,0.294,9.22,0.179,,,,12611,197.0,0.000,0.051,0.08,18,0.22,0.000,5.6,8,0.461,15.0,0.284,1.203,84.0,0.00,42.2,0.264,0.00,42.2,0.264,22.63,,,2074.0,3,,,,,0.42,,0.000,0.0,0.325,26.0,1.818,0.189,0.0,,,,0.0,,0.5,0.03,0.156,0.000,0.0,
86,"""03274""","Babyfood, dinner, vegetables and chicken, junior",256.0,1.0 cup,0.773,0.689,0.61,3.74,0.064,,0.000,,8.0,,,,,,,,,,,,,,,,2.8,,92,,,,,,,,,0,,,,1.608,0.051,,0.182,0.033,0.59,,,,,,,,,,568,,0.026,,,,,,,,,,,,,0.118,0.000,0.05,1.029,5.4,335,0.000,0.118,,1.08,,0.000,0.0,,,,,,,,,0.609,212.0,,,,,,,,6687,136.0,,,,,,,,0,0.282,8.0,,,,0.00,24.1,,0.00,24.1,,22.17,,,1516.0,5,,,,,,,,0.0,,20.0,0.870,,,,,,0.0,,0.5,,,,0.0,
87,"""03067""","Babyfood, dinner, vegetables and lamb, junior",28.35,1.0 oz,0.197,0.044,,0.27,0.006,0.044,0.000,,1.0,,,,0.044,,,,,,,,,,,,0.3,,,,,,,,,22,,,,,,0.157,0.008,,0.063,0.007,,,,,,,,0.022,,,60,,0.018,,,,,,,,,,,,,0.009,0.000,0.05,0.196,,39,0.002,0.012,,0.14,,0.000,,,,,,,,,,0.035,27.0,,0.033,0.48,0.013,,,,420,14.0,,0.007,,1,0.019,,0.7,0,,1.0,0.027,0.101,14.0,0.00,,0.022,0.00,,0.022,2.01,,,,,,,,,0.04,,0.001,0.0,0.029,2.0,0.177,0.014,,,,,,,,,,,,
88,"""03085""","Babyfood, dinner, vegetables and turkey, junior",256.0,1.0 cup,1.242,1.001,0.59,3.48,0.056,,0.000,,18.0,,,,,,,,,,,,,,,,2.3,,445,,,,,,,,,0,,,,1.380,0.051,,0.261,0.054,0.59,,,,,,,,,,568,,0.038,,,,,,,,,,,,,0.082,0.000,0.03,1.759,12.3,553,0.005,0.133,,1.25,,0.000,0.0,,,,,,,,,0.909,251.0,,,,,,,,11072,136.0,,,,,,,,0,0.154,18.0,,,,0.00,24.1,,0.00,24.1,,19.33,,,2499.0,0,,,,,,,,0.0,,23.0,1.475,,,,,,0.0,,1.0,,,,0.0,
89,"""03084""","Babyfood, dinner, vegetables and turkey, strained",256.0,1.0 cup,0.604,0.617,0.56,3.94,0.051,,0.000,,26.0,,,,,,,,,,,,,,,,3.8,,195,,,,,,,,,0,,,,1.193,0.230,,0.136,0.038,0.61,,,,,,,,,,515,,0.020,,,,,,,,,,,,,0.061,0.000,0.05,0.753,10.0,563,0.003,0.113,,0.9,,0.000,0.0,,,,,,,,,0.530,261.0,,,,,,,,11254,123.0,,,,,,,,0,0.358,26.0,,,,0.00,17.2,,0.00,17.2,,19.51,,,2555.0,3,,,,,,,,0.0,,33.0,0.632,,,,,,0.0,,1.8,,,,0.0,
90,"""03073""","Babyfood, dinner, vegetables chicken, strained",256.0,1.0 cup,1.27,0.957,0.69,4.04,0.082,,0.000,,13.0,,,,,,,,,,,,,,,,5.4,,184,,,,,,,,,0,,,,1.843,0.179,,0.251,0.054,0.82,,,,,,,,,,632,,0.036,,,,,,,,,,,,,0.133,0.000,0.03,1.823,8.7,530,0.005,0.184,,1.25,,0.000,0.3,,,,,,,,,0.855,404.0,,,,,,,,10578,151.0,,,,,,,,0,0.384,13.0,,,,0.00,24.8,,0.00,24.8,,21.56,,,2401.0,8,,,,,,,,0.3,,36.0,1.526,,,,,,0.0,,0.3,,,,0.0,
91,"""03964""","Babyfood, fortified cereal bar, fruit filling",19.0,1.0 bar,0.086,0.293,,7.98,0.175,,0.000,,3.0,,,,,,,0.0,,0.012,0.0,,,,,0.0,0.3,,6,,,,,,,,,0,,,,2.250,0.016,0.000,0.021,0.087,,0.000,19.0,,0.000,19.0,,,,,273,,0.001,,,,,,,0.27,,200.0,,,,0.200,0.000,0.04,0.590,0.8,3,0.000,0.21,0.003,1.26,0.01,0.000,0.0,,,,,,,,,0.206,34.0,0.0,,,,,,,53,65.0,,,,,,,,9,0.088,12.0,,,,0.00,2.6,,0.00,2.6,,13.04,,,0.0,,,,,,,,,0.0,,4.0,0.576,,0.0,,,,0.0,,0.5,0.0,,,,
92,"""03154""","Babyfood, fruit and vegetable, apple and sweet potato",113.0,"1.0 jar, Gerber (4 oz)",0.046,0.089,7.98,13.11,0.011,,0.000,,2.0,,,,,,,,,,,,,,,,1.6,,15,,,,,,,,,0,,,,0.113,0.102,,0.005,0.015,3.53,,,,,,,,,,304,,0.001,,,,,,,,,,,,,0.023,,0.0,0.009,0.9,116,0.001,0.057,,0.34,,0.000,,,,,,,,,,0.075,168.0,,,,,,,,2316,72.0,,,,,,,,0,0.068,2.0,,,,0.00,5.0,,0.00,5.0,,17.29,,,0.0,,,,,,,,,0.0,,7.0,0.009,,,,,,0.0,,7.2,,,,,
93,"""03140""","Babyfood, fruit dessert, mango with tapioca",15.0,1.0 tbsp,0.006,0.004,,1.95,0.003,,0.000,,1.0,,,,,,,,,,,,,,,,0.2,,0,,,,,,,,,0,,,,0.030,0.004,,0.000,0.003,,,,,,,,,,,44,,0.001,,,,,,,,,,,,,0.003,,0.0,0.009,0.4,3,0.000,0.012,,0.05,,0.000,,,,,,,,,,0.001,10.0,,,,,,,,68,10.0,,,,,,,,0,,1.0,,,,0.00,0.7,,0.00,0.7,,2.85,,,2.0,0,,,,,,,,0.0,,1.0,0.005,,,,,,0.0,,2.4,,,,,
94,"""43585""","Babyfood, fruit supreme dessert",15.0,1.0 tbsp,0.004,0.010,,2.23,0.002,,0.000,,1.0,,,,,,,,,,,,,,,,0.3,,22,,,,,,,,,0,,,,0.042,0.005,,0.000,0.003,,,,,,,,,,,45,,0.000,,,,,,,,,,,,,0.006,,0.0,0.004,0.8,0,0.000,0.011,,0.08,,0.000,,,,,,,,,,0.007,19.0,,,,,,,,8,11.0,,,,,,,,0,,1.0,,,,0.00,0.3,,0.00,0.3,,2.58,,,0.0,,,,,,,,,0.0,,1.0,0.003,,,,,,0.0,,1.9,,,,,
95,"""03165""","Babyfood, fruit, apple and blueberry, junior",28.35,1.0 oz,0.007,0.021,1.37,2.5,0.005,,0.000,,1.0,,,,,,,,,,,,,,,,0.5,,12,,,,,,,,,0,,,,0.029,0.016,,0.001,0.007,1.01,,,,,,,,,,73,,0.000,,,,,,,,,,,,,0.012,,0.0,0.005,2.5,1,0.000,0.012,,0.05,,0.000,,,,,,,,,0.0,0.014,18.0,,,,,,,,12,18.0,,,,,,,,0,,1.0,,,,0.00,0.9,,0.00,0.9,,4.71,,,0.0,,,,,,,,,0.0,,1.0,0.005,,,,,,0.0,,3.9,,,,0.0,
96,"""03164""","Babyfood, fruit, apple and blueberry, strained",28.35,1.0 oz,0.007,0.021,,3.95,0.005,,0.000,,1.0,,,,,,,,,,,,,,,,0.5,,7,,,,,,,,,0,,,,0.034,0.016,,0.001,0.007,,,,,,,,,,,72,,0.000,,,,,,,,,,,,,0.010,,0.0,0.005,1.0,0,0.000,0.01,,0.06,,0.000,,,,,,,,,,0.014,20.0,,,,,,,,6,17.0,,,,,,,,0,,1.0,,,,0.00,0.9,,0.00,0.9,,4.62,,,0.0,,,,,,,,,0.0,,1.0,0.005,,,,,,0.0,,7.9,,,,,
97,"""03153""","Babyfood, fruit, apple and raspberry, junior",28.35,1.0 oz,0.009,0.018,,3.67,0.003,,0.000,,0.0,,,,,,,,,,,,,,,,0.6,,6,,,,,,,,,0,,,,0.029,0.015,,0.001,0.003,,,,,,,,,,,69,,0.000,,,,,,,,,,,,,0.008,,0.0,0.002,0.2,1,0.000,0.01,,0.06,,0.000,,,,,,,,,,0.014,20.0,,,,,,,,10,16.0,,,,,,,,0,,0.0,,,,0.00,1.0,,0.00,1.0,,4.37,,,0.0,0,,,,,,,,0.0,,1.0,0.002,,,,,,0.0,,8.2,,,,,
98,"""03152""","Babyfood, fruit, apple and raspberry, strained",28.35,1.0 oz,0.009,0.018,,3.67,0.004,,0.000,,0.0,,,,,,,,,,,,,,,,0.6,,6,,,,,,,,,0,,,,0.030,0.015,,0.001,0.003,,,,,,,,,,,69,,0.000,,,,,,,,,,,,,0.008,,0.0,0.002,0.2,0,0.000,0.01,,0.06,,0.000,,,,,,,,,,0.014,23.0,,,,,,,,6,16.0,,,,,,,,0,,0.0,,,,0.00,1.0,,0.00,1.0,,4.42,,,0.0,,,,,,,,,0.0,,1.0,0.002,,,,,,0.0,,7.6,,,,,
99,"""03143""","Babyfood, fruit, applesauce and apricots, junior",16.0,1.0 tbsp,0.004,0.008,0.83,1.4,0.002,,0.000,,0.0,,,,,,,,,,,,,,,,0.3,,2,,,,,,,,,0,,,,0.023,0.007,,0.000,0.001,0.45,,,,,,,,,,32,,0.000,,,,,,,,,,,,,0.005,,0.0,0.005,0.1,0,0.000,0.005,,0.04,,0.000,,,,,,,,,0.0,0.007,17.0,,,,,,,,5,8.0,,,,,,,,0,,0.0,,,,0.00,0.5,,0.00,0.5,,1.98,,,0.0,,,,,,,,,0.0,,1.0,0.005,,,,,,0.0,,2.9,,,,0.0,
100,"""03142""","Babyfood, fruit, applesauce and apricots, strained",16.0,1.0 tbsp,0.004,0.007,0.77,1.48,0.002,,0.000,,0.0,,,,,,,,,,,,,,,,0.3,,4,,,,,,,,,0,,,,0.022,0.007,,0.000,0.001,0.46,,,,,,,,,,30,,0.000,,,,,,,,,,,,,0.005,,0.0,0.006,0.2,3,0.000,0.005,,0.04,,0.000,,,,,,,,,0.0,0.007,19.0,,,,,,,,54,7.0,,,,,,,,0,,0.0,,,,0.00,0.5,,0.00,0.5,,1.86,,,0.0,0,,,,,,,,0.0,,1.0,0.006,,,,,,0.0,,3.0,,,,0.0,
101,"""03145""","Babyfood, fruit, applesauce and cherries, junior",28.35,1.0 oz,0.0,,,3.01,0.003,,,,0.0,,,,,,,,,,,,,,,,0.3,,13,,,,,,,,,0,,,,0.040,0.013,,0.000,,,,,,,,,,,,60,,0.000,,,,,,,,,,,,,0.009,,0.0,0.000,0.3,1,0.000,0.011,,0.09,,0.000,,,,,,,,,,0.000,37.0,,,,,,,,13,14.0,,,,,,,,,,0.0,,,,0.00,1.3,,0.00,1.3,,4.0,,,0.0,,,,,,,,,0.0,,1.0,0.000,,,,,,0.0,,12.1,,,,,
102,"""03144""","Babyfood, fruit, applesauce and cherries, strained",28.35,1.0 oz,0.0,,,3.06,0.003,,,,0.0,,,,,,,,,,,,,,,,0.3,,16,,,,,,,,,0,,,,0.040,0.013,,0.000,,,,,,,,,,,,60,,0.000,,,,,,,,,,,,,0.009,,0.0,0.000,,1,0.000,0.01,,0.07,,0.000,,,,,,,,,,0.000,37.0,,,,,,,,13,14.0,,,,,,,,,,0.0,,,,0.00,1.3,,0.00,1.3,,4.0,,,0.0,,,,,,,,,0.0,,1.0,0.000,,,,,,0.0,,12.1,,,,,
103,"""03151""","Babyfood, fruit, applesauce and pineapple, junior",28.35,1.0 oz,0.003,0.009,,,,,0.000,,1.0,,,,,,,,,,,,,,,,0.4,,,,,,,,,0,,,,,,0.022,0.010,,0.001,0.003,,,,,,,,,,,46,,0.000,,,,,,,,,,,,,0.008,,0.0,0.003,,0,0.000,0.011,,0.06,,0.000,,,,,,,,,,0.006,22.0,,,,,,,,6,11.0,,,,,,,,0,,1.0,,,,0.00,,,0.00,,,2.98,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,
104,"""03150""","Babyfood, fruit, applesauce and pineapple, strained",28.35,1.0 oz,0.003,0.009,,,,,0.000,,1.0,,,,,,,,,,,,,,,,0.4,,,,,,,,,0,,,,,,0.022,0.010,,0.001,0.003,,,,,,,,,,,44,,0.000,,,,,,,,,,,,,0.007,,0.0,0.003,,0,0.000,0.011,,0.06,,0.000,,,,,,,,,,0.006,22.0,,,,,,,,0,10.0,,,,,,,,0,,1.0,,,,0.00,,,0.00,,,2.86,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,
105,"""03147""","Babyfood, fruit, applesauce with banana, junior",16.0,1.0 tbsp,0.006,0.008,,0.7,0.002,,0.000,,0.0,,,,,,,,,,,,,,,,0.3,,1,,,,,,,,,0,,,,0.026,0.006,,0.000,0.002,,,,,,,,,,,44,,0.000,,,,,,,,,,,,,0.005,,0.0,0.002,0.0,0,0.000,0.016,,0.04,,0.000,,,,,,,,,,0.006,21.0,,,,,,,,1,11.0,,,,,,,,0,0.016,0.0,,,,0.00,0.8,,0.00,0.8,,2.59,,,0.0,,,,,,,,,0.0,,1.0,0.001,,,,,,0.0,,2.8,,,,,
106,"""03117""","Babyfood, fruit, applesauce, junior",16.0,1.0 tbsp,0.0,,,1.36,0.002,,0.000,,0.0,,,,,,,,,,,,,,,,0.3,,1,,,,,,,,,0,,,,0.010,0.006,,0.000,,,,,,,,,,,,25,,0.000,,,,,,,,,,,,,0.004,,0.0,,0.0,0,0.000,0.005,,0.03,,0.000,,,,,,,,,,0.000,12.0,,,,,,,,1,6.0,,,,,,,,0,,0.0,,,,0.00,0.5,,0.00,0.5,,1.65,,,0.0,,,,,,,,,0.0,,0.0,0.000,,,,,,0.0,,6.0,,,,,
107,"""03116""","Babyfood, fruit, applesauce, strained",16.0,1.0 tbsp,0.005,0.009,,1.58,0.002,,0.000,,0.0,,,,,,,,,,,,,,,,0.3,,3,,,,,,,,,0,,,,0.010,0.006,,0.001,0.002,,,,,,,,,,,28,,0.000,,,,,,,,,,,,,0.004,,0.0,0.001,0.1,0,0.000,0.005,,0.03,,0.000,,,,,,,,,,0.008,11.0,,,,,,,,4,7.0,,,,,,,,0,,0.0,,,,0.00,0.5,,0.00,0.5,,1.73,,,0.0,,,,,,,,,0.0,,0.0,0.001,,,,,,0.0,,6.1,,,,,
108,"""03128""","Babyfood, fruit, apricot with tapioca, junior",15.0,1.0 tbsp,0.0,,,0.21,0.001,,0.000,,0.0,,,,,,,,,,,,,,,,0.2,,2,,,,,,,,,0,,,,0.029,0.005,,0.000,,,,,,,,,,,,40,,0.000,,,,,,,,,,,,,0.002,,0.0,0.000,0.1,5,0.000,0.004,,0.06,,0.000,,,,,,,,,,0.000,19.0,,,,,,,,108,9.0,,,,,,,,0,,0.0,,,,0.00,0.2,,0.00,0.2,,2.6,,,1.0,0,,,,,,,,0.0,,1.0,0.000,,,,,,0.0,,2.7,,,,,
