,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
116,"""16072""","Lima beans, large, mature seeds, cooked, boiled, without salt",188.0,1.0 cup,0.167,0.321,,5.45,0.303,1.265,0.000,,156,,,,0.983,,4.1,,,,,,,,,,13.2,,0,,,,,,,,,0,,,,0.791,0.442,,0.034,0.098,,,,,,,,0.634,,,906,,0.002,,,,,,,,,,,,,0.103,,0.00,0.064,3.8,0,0.000,0.303,,2.16,,0.004,2.16,,0.004,,,,,,,0.222,955.0,,0.666,0.71,0.004,,,,0.0,216.0,,0.173,,0,0.519,,8.5,0,0.970,156.0,0.773,0.122,209.0,0.0,61.1,0.976,0.0,61.1,0.976,39.25,,,0.0,,,,,,0.899,,0.000,0.0,0.882,81,0.055,0.447,,,,,0.0,,,,,,,
117,"""16071""","Lima beans, large, mature seeds, raw",178.0,1.0 cup,0.287,0.550,,15.13,0.902,3.293,0.000,,703,,,,2.56,,,,,,,,,,,,33.8,,0,,,,,,,,,0,,,,2.736,1.317,,0.057,0.169,,,,,,,,1.65,,,2517,,0.004,,,,,,,,,,,,,0.360,,0.00,0.11,10.7,0,0.000,0.911,,7.65,,0.007,7.65,,0.007,,,,,,,0.383,3069.0,,1.735,1.23,0.007,,,,0.0,602.0,,0.452,,0,1.351,,12.8,0,2.976,703.0,2.01,0.210,685.0,0.0,172.1,2.542,0.0,172.1,2.542,112.82,,,0.0,,,,,,2.341,,0.000,0.0,2.298,399,0.093,1.168,,,,,0.0,,,,,,,
118,"""16375""","Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt",182.0,1.0 cup,0.16,0.308,,,,,,,,,,,0.981,,,,,,,,,,,,14.0,,,,,,,,,0,,,,,,1.201,0.391,,0.031,0.095,,,,,,,,0.632,,,959,,0.002,,,,,,,,,,,,,0.100,,0.00,0.062,,0,0.000,0.142,,2.04,,0.004,2.04,,0.004,,,,,,,0.213,730.0,,0.666,0.69,0.004,,,,0.0,229.0,,0.173,,0,0.517,,8.9,0,1.065,273.0,0.77,0.118,231.0,,,,,,,42.42,,,,,,,,,0.897,,,0.0,0.881,96,0.051,0.448,,,,,,,,,,,,
119,"""16075""","Lima beans, thin seeded (baby), mature seeds, cooked, boiled, without salt",182.0,1.0 cup,0.16,0.308,,,,,,,,,,,0.981,,,,,,,,,,,,14.0,,,,,,,,,0,,,,,,1.201,0.391,,0.031,0.095,,,,,,,,0.632,,,959,,0.002,,,,,,,,,,,,,0.100,,0.00,0.062,,0,0.000,0.142,,2.04,,0.004,2.04,,0.004,,,,,,,0.213,730.0,,0.666,0.69,0.004,,,,0.0,229.0,,0.173,,0,0.517,,8.9,0,1.065,273.0,0.77,0.118,231.0,,,,,,,42.42,,,,,,,,,0.897,,,0.0,0.881,96,0.051,0.448,,,,,,,,,,,,
120,"""16074""","Lima beans, thin seeded (baby), mature seeds, raw",202.0,1.0 cup,0.442,0.848,,16.81,1.159,3.592,0.000,,808,,,,2.792,,,,,,,,,,,,41.6,,0,,,,,,,,,0,,,,3.458,1.343,,0.087,0.261,,,,,,,,1.8,,,2832,,0.006,,,,,,,,,,,,,0.440,,0.00,0.17,11.9,0,0.000,0.661,,7.17,,0.012,7.17,,0.012,,,,,,,0.59,2834.0,,1.893,1.88,0.012,,,,0.0,677.0,,0.493,,0,1.473,,14.1,0,3.406,808.0,2.192,0.325,747.0,,,,,,,126.92,,,0.0,,,,,,2.553,,0.000,0.0,2.505,380,0.143,1.273,,,,,0.0,,,,,,,
121,"""43131""","Luncheon slices, meatless",14.0,"1.0 slice, thin",0.187,0.614,,0.31,0.560,,0.000,,14,,,,,,,,,,,,,,,,0.2,,0,,,,,,,,,0,,,,1.555,0.127,,0.049,0.068,,,,,,,,,,,111,,0.006,,,,,,,,,,,,,0.042,0.000,0.56,0.288,,0,0.011,0.124,,0.23,,0.000,0.23,,0.000,,,,,,,0.545,28.0,,,,,,,,0.0,26.0,,,,,,,,0,,14.0,,,,0.56,14.7,,0.56,14.7,,0.62,,,0.0,,,,,,,,,0.0,,3,0.288,,,,,,0.0,,,,,,,
122,"""16377""","Lupins, mature seeds, cooked, boiled, with salt",166.0,1.0 cup,0.574,1.212,,,,,,,,,,,1.381,,,,,,,,,,,,4.6,,,,,,,,,0,,,,,,0.822,0.383,,0.158,0.222,,,,,,,,0.951,,,808,,0.007,,,,,,,,,,,,,0.088,,0.00,1.959,,0,0.003,0.015,,1.89,,0.046,1.89,,0.046,,,,,,,0.991,407.0,,1.054,4.85,0.017,,,,0.0,193.0,,0.207,,0,0.971,,4.3,0,1.122,98.0,1.154,0.369,212.0,,,,,,,15.42,,,,,,,,,2.771,,,0.0,1.079,90,1.768,0.735,,,,,,,,,,,,
123,"""16077""","Lupins, mature seeds, cooked, boiled, without salt",166.0,1.0 cup,0.574,1.212,,,,,,,,,,,1.381,,,,,,,,,,,,4.6,,,,,,,,,0,,,,,,0.822,0.383,,0.158,0.222,,,,,,,,0.951,,,825,,0.007,,,,,,,,,,,,,0.088,,0.00,1.959,,0,0.003,0.015,,0.91,,0.046,0.91,,0.046,,,,,,,0.991,407.0,,1.054,4.85,0.017,,,,12.0,198.0,,0.207,,0,0.971,,4.3,0,1.122,98.0,1.154,0.369,212.0,,,,,,,16.4,,,,,,,,,2.771,,,0.0,1.079,90,1.768,0.735,,,,,,,,,,,,
124,"""16076""","Lupins, mature seeds, raw",180.0,1.0 cup,2.081,4.390,,,,,,,,,,,3.479,,,,,,,,,,,,34.0,,0,,,,,,,,,0,,,,3.942,1.84,,0.569,0.803,,,,,,,,2.396,,,2797,,0.023,,,,,,,,,,,,,0.396,,0.00,7.092,,0,0.014,0.643,,5.9,,0.167,5.9,,0.167,,,,,,,3.591,1823.0,,2.657,17.53,0.061,,,,0.0,668.0,,0.520,,0,2.448,,14.8,0,4.288,639.0,2.907,1.336,792.0,,,,,,,72.67,,,0.0,,,,,,6.979,,,0.0,2.718,356,6.404,1.854,,,,,0.0,,8.6,,,,,
125,"""16106""",Meat extender,88.0,1.0 cup,0.373,1.458,,,,,,,,,,,2.284,,,,,,,,,,,,15.4,,,,,,,,,0,,,,,,19.378,0.268,,0.092,0.172,,,,,,,,1.421,,,1145,,0.007,,,,,,,,,,,,,0.784,,5.28,0.57,,2,,,,11.55,,,11.55,,,,,,,,,1.286,1674.0,,2.02,2.61,0.007,,,,28.0,274.0,,0.505,,0,1.257,,6.5,0,0.238,174.0,1.756,0.275,562.0,,,,,,,30.54,,,,,,,,,2.748,,,0.0,1.861,190,0.565,0.940,,,,,,,,,,,,
126,"""43132""","Meatballs, meatless",144.0,1.0 cup,2.052,6.719,,1.8,1.351,,0.000,,112,,,,,,,,,,,,,,,,6.6,,0,,,,,,,,,0,,,,3.6,1.017,,0.531,0.749,,,,,,,,,,,1187,,0.062,,,,,,,,,,,,,0.307,0.000,2.16,3.151,,0,0.125,0.288,,5.76,,0.000,5.76,,0.000,,,,,,,5.97,259.0,,,,,,,,0.0,284.0,,,,,,,,0,,112.0,,,,2.16,127.3,,2.16,127.3,,11.52,,,0.0,,,,,,,,,0.0,,26,3.151,,,,,,0.0,,,,,,,
127,"""16112""",Miso,17.0,1.0 tbsp,0.174,0.490,1.02,1.05,0.017,0.139,0.000,,3,,,,0.081,,,,,,0.003,0.326,0.199,0.005,,0.000,0.9,,0,,,,,,0.000,,,0,,,,0.154,0.071,0.002,0.034,0.069,0.00,0.0,3,,0.0,3,,0.081,,0.03,141,,0.003,,,,,,,,,,,,,0.040,0.000,0.01,0.19,5.0,1,0.000,0.034,0.009,2.18,,0.000,2.18,,0.000,,,,,,0.0,0.421,36.0,,0.105,1.02,0.000,,,,15.0,34.0,,0.026,,0,0.06,0.000,1.2,0,0.146,3.0,0.086,0.128,27.0,0.0,12.3,0.102,0.0,12.3,0.102,4.31,,,0.0,,,,,,0.133,,0.000,0.0,0.093,8,0.177,0.041,,,,,0.0,,,,,,0.0,
128,"""16163""","MORI-NU, Tofu, silken, extra firm",84.0,1.0 slice,0.252,0.891,,0.83,0.066,0.537,,,,,,,0.416,,,,,,,,,,,,0.1,,,,,,,,,0,,,,,,0.197,0.168,,,,,,,,,,,0.26,,,193,,,,,,,,,,,,,,,0.029,,0.00,0.29,,0,,,,0.5,,,0.5,,,,,,,,,,,,0.307,1.6,,,,,0.0,46.0,,0.103,,0,0.264,,,,,,0.323,,84.0,,,,,,,1.68,,,,,,,,,0.447,,,,,,,,,,,,,,,,,,,
129,"""16162""","MORI-NU, Tofu, silken, firm",84.0,1.0 slice,0.341,1.247,,1.07,0.085,0.492,,,,,,,0.386,,,,,,,,,,,,0.1,,,,,,,,,0,,,,,,0.207,0.171,,,,,,,,,,,0.24,,,218,,,,,,,,,,,,,,,0.034,,0.00,0.453,,0,,,,0.5,,,0.5,,,,,,,,,,,,0.293,2.27,,,,,0.0,52.0,,0.071,,0,0.251,,,,,,0.293,,76.0,,,,,,,2.02,,,,,,,,,0.434,,,,,,,,,,,,,,,,,,,
130,"""16165""","MORI-NU, Tofu, silken, lite extra firm",84.0,1.0 slice,0.097,0.332,,0.35,0.025,0.457,,,,,,,0.36,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.092,0.108,,,,,,,,,,,0.2,,,134,,,,,,,,,,,,,,,0.017,,0.00,0.099,,0,,,,0.34,,,0.34,,,,,,,,,,,,0.308,0.59,,,,,0.0,32.0,,0.081,,0,0.211,,,,,,0.272,,70.0,,,,,,,0.84,,,,,,,,,0.443,,,,,,,,,,,,,,,,,,,
131,"""16164""","MORI-NU, Tofu, silken, lite firm",84.0,1.0 slice,0.112,0.377,,0.38,0.034,0.421,,,,,,,0.323,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.092,0.102,,,,,,,,,,,0.185,,,130,,,,,,,,,,,,,,,0.017,,0.00,0.114,,0,,,,0.34,,,0.34,,,,,,,,,,,,0.283,0.67,,,,,0.0,31.0,,0.080,,0,0.192,,,,,,0.249,,68.0,,,,,,,0.92,,,,,,,,,0.395,,,,,,,,,,,,,,,,,,,
132,"""16161""","MORI-NU, Tofu, silken, soft",84.0,1.0 slice,0.3,1.302,,1.1,0.084,0.234,,,,,,,0.286,,,,,,,,,,,,0.1,,,,,,,,,0,,,,,,0.252,0.174,,,,,,,,,,,0.181,,,194,,,,,,,,,,,,,,,0.034,,0.00,0.438,,0,,,,0.5,,,0.5,,,,,,,,,,,,0.212,2.27,,,,,0.0,46.0,,0.057,,0,0.162,,,,,,0.196,,52.0,,,,,,,2.44,,,,,,,,,0.322,,,,,,,,,,,,,,,,,,,
133,"""16379""","Mothbeans, mature seeds, cooked, boiled, with salt",177.0,1.0 cup,0.219,0.453,,,,,,,,,,,0.752,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.182,0.29,,0.03,0.159,,,,,,,,,,,867,,,,,,,,,,,,,,,0.041,,0.00,0.078,,2,,,,2.57,,,2.57,,,,,,,,,0.292,538.0,,,,,,,,18.0,207.0,,0.088,,0,,,,0,0.933,253.0,0.687,0.189,266.0,,,,,,,37.1,,,,,,,,,,,,0.0,0.443,184,0.078,0.466,,,,,,,,,,,,
134,"""16079""","Mothbeans, mature seeds, cooked, boiled, without salt",177.0,1.0 cup,0.219,0.453,,,,,,,,,,,0.752,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.182,0.29,,0.03,0.159,,,,,,,,,,,867,,,,,,,,,,,,,,,0.041,,0.00,0.078,,2,,,,2.57,,,2.57,,,,,,,,,0.292,538.0,,,,,,,,18.0,207.0,,0.088,,0,,,,0,0.933,253.0,0.687,0.189,266.0,,,,,,,37.1,,,,,,,,,,,,0.0,0.443,184,0.078,0.466,,,,,,,,,,,,
135,"""16078""","Mothbeans, mature seeds, raw",196.0,1.0 cup,0.713,1.470,,,,,,,,,,,2.446,,,,,,,,,,,,,,,,,,,,,0,,,,,,5.488,1.348,,0.1,0.519,,,,,,,,,,,2813,,,,,,,,,,,,,,,0.178,,0.00,0.253,,4,,,,8.35,,,8.35,,,,,,,,,0.951,2334.0,,,,,,,,63.0,672.0,,0.288,,0,,,,0,3.567,1272.0,2.23,0.613,958.0,,,,,,,120.58,,,,,,,,,,,,0.0,1.439,747,0.253,1.511,,,,,,,,,,,,
136,"""16381""","Mung beans, mature seeds, cooked, boiled, with salt",202.0,1.0 cup,0.234,0.259,,4.04,0.331,1.099,,,,,,,0.99,,,,,,,,,,,,15.4,,0,,,,,,,0,,,,,,1.166,0.315,,0.048,0.018,,,,,,,,0.465,,,891,,,,,,,,,,,,,,,0.123,,0.00,0.109,5.5,2,,,,1.6,,,1.6,,,,,,,,,0.24,537.0,,0.652,0.77,,,,,48.0,212.0,,0.154,,0,0.424,,5.0,0,0.602,321.0,0.6,0.168,200.0,0.0,59.4,0.699,0.0,59.4,0.699,38.68,,,0.0,,,,,,0.994,,,0.0,0.735,97,0.109,0.414,,,,,,,,,,,,
137,"""16081""","Mung beans, mature seeds, cooked, boiled, without salt",202.0,1.0 cup,0.234,0.259,,4.04,0.331,1.099,0.000,,321,,,,0.99,,,,,,,,,,,,15.4,,0,,,,,,,,,0,,,,1.166,0.315,,0.048,0.018,,,,,,,,0.465,,,891,,0.000,,,,,,,,,,,,,0.123,,0.00,0.109,5.5,2,0.000,0.135,,1.6,,0.000,1.6,,0.000,,,,,,,0.24,537.0,,0.652,0.77,0.000,,,,48.0,212.0,,0.154,,0,0.424,,5.0,0,0.602,321.0,0.6,0.168,200.0,0.0,59.4,0.699,0.0,59.4,0.699,38.68,,,0.0,,,,,,0.994,,0.000,0.0,0.735,97,0.109,0.414,,,,,0.0,,2.0,,,,,
138,"""16080""","Mung beans, mature seeds, raw",207.0,1.0 cup,0.72,0.795,,13.66,1.285,3.823,0.000,,1294,,,,3.444,,,,,,,,,,,,33.7,,0,,,,,,,,,0,,,,4.66,1.948,,0.147,0.056,,,,,,,,1.619,,,3006,,0.000,48.0,13.95,0.435,,,,,,,,,,0.482,,0.00,0.333,18.6,12,0.000,0.791,,6.87,,0.000,6.87,,0.000,,,,,,,0.739,2579.0,,2.267,2.38,0.000,,,,236.0,718.0,,0.538,,0,1.478,,17.0,0,2.142,1294.0,2.087,0.517,760.0,0.0,202.7,2.434,0.0,202.7,2.434,129.62,,,0.0,,,,,,3.461,,0.000,0.0,2.561,391,0.333,1.439,,,,,0.0,,9.9,,,,,
139,"""16384""","Mungo beans, mature seeds, cooked, boiled, with salt",180.0,1.0 cup,0.068,0.646,,3.62,0.270,1.125,,,,,,,0.9,,,,,,,,,,,,11.5,,0,,,,,,,0,,,,,,2.7,0.25,,,,,,,,,,,0.472,,,790,,,,,,,,,,,,,,,0.135,,0.00,0.052,4.9,4,,,,1.91,,,1.91,,,,,,,,,0.043,416.0,,0.628,0.99,,,,,56.0,189.0,,0.140,,0,0.421,,4.5,0,0.742,169.0,0.693,0.068,281.0,0.0,53.3,0.715,0.0,53.3,0.715,33.01,,,0.0,,,,,,0.884,,,0.0,0.761,113,0.052,0.380,,,,,,,,,,,,
140,"""16084""","Mungo beans, mature seeds, cooked, boiled, without salt",180.0,1.0 cup,0.068,0.646,,3.62,0.270,1.125,0.000,,169,,,,0.9,,,,,,,,,,,,11.5,,0,,,,,,,,,0,,,,2.7,0.25,,0.0,0.603,,,,,,,,0.472,,,790,,0.000,,,,,,,,,,,,,0.135,,0.00,0.052,4.9,4,0.000,0.104,,1.91,,0.000,1.91,,0.000,,,,,,,0.043,416.0,,0.628,0.99,0.000,,,,56.0,189.0,,0.140,,0,0.421,,4.5,0,0.742,169.0,0.693,0.068,281.0,0.0,53.3,0.715,0.0,53.3,0.715,33.01,,,0.0,,,,,,0.884,,0.000,0.0,0.761,113,0.052,0.380,,,,,0.0,,1.8,,,,,
141,"""16083""","Mungo beans, mature seeds, raw",207.0,1.0 cup,0.236,2.217,,,,,,,,,,,3.465,,,,,,,,,,,,37.9,,,,,,,,,0,,,,,,2.995,2.031,,,,,,,,,,,1.811,,,2954,,,,,,,,,,,,,,,0.526,,0.00,0.176,,2,,,,6.96,,,6.96,,,,,,,,,0.149,2035.0,,2.414,3.39,,,,,48.0,706.0,,0.544,,0,1.621,,17.0,0,3.161,447.0,2.664,0.298,785.0,,,,,,,122.11,,,,,,,,,3.399,,,0.0,2.931,553,0.176,1.461,,,,,,,,,,,,
142,"""16113""",Natto,175.0,1.0 cup,2.784,10.867,,8.56,0.280,2.641,0.000,,14,,,,2.004,,,,,,,,,,,,9.5,,0,,,,,,,,,0,,,,0.0,1.167,,0.688,1.284,,,,,,,,1.423,,,1545,,0.054,,,,,,,,,,,,,0.333,,0.00,4.253,40.4,0,0.000,0.228,,3.33,,0.000,3.33,,0.000,,,,,,,9.583,1276.0,,2.455,19.25,0.054,,,,0.0,369.0,,0.390,,0,0.973,,15.4,0,2.674,14.0,1.629,2.044,304.0,0.0,99.8,1.962,0.0,99.8,1.962,22.19,,,0.0,,,,,,1.591,,0.000,0.0,1.782,201,4.198,0.896,,,,,0.0,,22.8,,,,,
143,"""16082""","Noodles, chinese, cellophane or long rice (mung beans), dehydrated",140.0,1.0 cup,0.024,0.025,,0.0,0.210,0.018,0.000,,3,,,,0.015,,,,,,,,,,,,0.7,,0,,,,,,,,,0,,,,0.28,0.113,,0.004,0.001,,,,,,,,0.007,,,2058,,0.000,,,,,,,,,,,,,,,0.00,0.011,,0,0.000,0.070,,0.38,,0.000,0.38,,0.000,,,,,,,0.024,14.0,,0.01,0.08,0.000,,,,0.0,491.0,,0.003,,0,0.007,,11.1,0,0.140,3.0,0.01,0.017,45.0,0.0,130.5,0.011,0.0,130.5,0.011,120.53,,,0.0,,,,,,0.015,,0.000,0.0,0.011,4,0.011,0.007,,,,,0.0,,,,,,,
144,"""16130""",Okara,122.0,1.0 cup,0.235,0.921,,,,,,,,,,,0.259,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.122,0.244,,0.059,0.109,,,,,,,,0.16,,,390,,0.005,,,,,,,,,,,,,0.024,,0.00,0.36,,0,,,,1.07,,,1.07,,,,,,,,,0.813,260.0,,0.211,2.11,0.005,,,,0.0,93.0,,0.061,,0,0.132,,12.9,0,0.493,32.0,0.194,0.173,73.0,,,,,,,14.92,,,,,,,,,0.261,,,0.0,0.198,32,0.356,0.113,,,,,,,,,,,,
145,"""16399""","Peanut butter with omega-3, creamy",16.0,1.0 tbsp,1.551,1.112,0.00,0.5,0.009,,0.000,,,0.468,1.65,,,,,0.0,0.004,0.164,0.0,,,0.007,,0.001,1.0,0.000,,,,,,,,,,,,,,2.06,0.076,0.007,0.227,0.469,0.00,0.0,,0.001,0.0,,0.001,,,,407,0.004,0.007,,,,0.002,0.16,,2.15,,7.0,0.000,,0.001,0.014,0.000,,5.858,,,0.002,0.047,0.213,0.54,0.15,0.018,0.54,0.15,0.018,0.009,57.0,0.0,0.00,0.026,,0.615,125.0,0.1,,,,0.002,,0.50,,,,,,,,,,,,,,,,,,,,,,2.72,0.000,,,,,0.611,,0.139,,,,,,,5.66,,,0.000,0.000,0.006,,,,0.03,,0.000,0.0,0.002
146,"""16097""","Peanut butter, chunk style, with salt",32.0,2.0 tbsp,2.434,4.458,0.00,2.69,0.034,0.488,0.000,,29,,,,0.215,,1.0,0.0,,0.253,,,,,,,2.6,,0,,,,,,,,,0,,,,4.383,0.185,,0.218,0.025,1.35,,,,,,,0.166,,0.00,788,,0.016,,,,,,,2.55,0.453,14.0,,,,0.036,,0.00,7.399,0.2,0,0.057,0.134,,1.05,0.23,0.000,1.05,0.23,0.000,,,,,,0.0,4.433,238.0,0.3,0.444,15.98,0.000,,,,0.0,188.0,,0.073,1.58,0,0.262,0.205,2.6,0,0.576,29.0,0.195,1.939,102.0,0.0,19.6,0.468,0.0,19.6,0.468,6.9,,,0.0,,,,,,0.874,,0.000,0.0,0.247,51,7.147,0.176,0.2,,,,0.0,,,0.0,0.084,,0.0,
147,"""16397""","Peanut butter, chunk style, without salt",32.0,2.0 tbsp,2.434,4.458,0.00,2.69,0.034,0.488,0.000,,29,,,,0.215,,1.0,0.0,,0.253,,,,,,,2.6,,0,,,,,,,,,0,0.013,7.7,0,4.383,0.185,,0.218,0.025,1.35,,,,,,,0.166,,0.00,788,,0.016,,,,,,,2.55,0.453,14.0,,,,0.036,,0.00,7.399,0.2,0,0.057,0.134,,1.05,0.23,0.000,1.05,0.23,0.000,,,,,,0.0,4.433,238.0,0.3,0.444,15.98,0.000,,,,0.0,188.0,,0.073,1.58,0,0.262,0.205,2.6,0,0.576,29.0,0.195,1.939,102.0,0.0,19.6,0.468,0.0,19.6,0.468,6.9,,,0.0,,,,,,0.874,,0.000,0.0,0.247,51,7.147,0.176,0.2,,,,0.0,,,0.0,0.084,,0.0,
148,"""16156""","Peanut butter, chunky, vitamin and mineral fortified",32.0,2.0 tbsp,2.551,4.687,,3.5,0.040,,0.000,,29,,,,,,,,,,,,,,,,1.8,,0,,,,,,,375,,0,,,,4.365,0.566,,0.708,0.026,,,,,,,,,,,794,,0.017,15.0,5.6,,,,,,,,,,,0.036,,0.00,7.797,0.2,375,0.007,0.806,,1.06,,0.000,1.06,,0.000,,,,,,,4.661,238.0,0.3,,,,,,,1250.0,190.0,,,,,,,,71,,100.0,,,,0.0,19.6,,0.0,19.6,,5.66,,,0.0,,,,,,,,,0.0,,118,7.593,,,,,,0.0,,,,,,,
149,"""42291""","Peanut butter, reduced sodium",16.0,1.0 tbsp,1.235,2.298,,1.49,0.019,,0.000,,15,,,,,,,,,,,,,,,,1.1,,0,,,,,,,,,0,,,,2.19,0.082,,0.343,0.012,,,,,,,,,,,395,,0.008,,,,,,,,,,,,,0.018,,0.00,3.773,0.1,0,0.004,0.072,,0.51,,0.000,0.51,,0.000,,,,,,,2.256,120.0,,,,,,,,0.0,94.0,,,,,,,,0,,15.0,,,,0.0,10.2,,0.0,10.2,,3.49,,,0.0,,,,,,,,,0.0,,25,3.674,,,,,,0.0,,,,,,,
150,"""16167""","Peanut Butter, smooth (Includes foods for USDA's Food Distribution Program)",32.0,2.0 tbsp,3.046,3.626,0.00,2.08,0.034,0.489,0.000,,11,,,,0.215,,1.0,0.0,,0.218,0.0,1.609,0.965,,,0.000,1.8,,0,,,,,,,,,0,,,,4.211,0.183,0.013,0.593,0.012,1.32,0.0,11,,0.0,11,,0.166,,0.00,788,,0.004,,,,,,,2.66,0.454,17.0,,,,0.034,0.004,0.00,6.632,,0,0.000,0.176,0.554,0.96,0.22,0.036,0.96,0.22,0.036,,,,,,0.0,3.61,189.0,0.1,0.445,15.85,0.017,,,,0.0,188.0,,0.073,1.46,0,0.262,0.196,12.9,0,0.436,11.0,0.195,1.446,107.0,,,,,,,7.67,,,0.0,,,,,,0.875,,0.000,0.0,0.247,57,6.362,0.176,0.0,,,,0.0,,,0.0,0.084,0.004,0.0,
151,"""16098""","Peanut butter, smooth style, with salt (Includes foods for USDA's Food Distribution Program)",32.0,2.0 tbsp,3.304,4.011,0.04,3.36,0.048,0.495,0.000,,28,0.009,2.91,0.385,0.218,0.014,,0.0,0.014,0.185,0.0,1.629,0.977,0.009,,0.003,1.6,0.003,0,,,,,,,,,0,,,,4.196,0.135,0.015,0.698,0.009,0.04,0.0,28,0.003,0.0,28,0.003,0.168,0.000,0.00,800,0.015,0.006,,,,0.009,0.39,0,2.44,0.460,16.0,,0,0.002,0.061,,0.00,8.301,0.1,0,0.000,0.141,0.545,0.92,0.24,0.015,0.92,0.24,0.015,0.010,136.0,0.0,,,0.0,3.924,179.0,0.3,0.451,16.44,0.010,0.009,,3.28,0.0,191.0,,0.074,1.14,0,0.265,0.230,1.3,0,0.533,28.0,0.197,1.517,107.0,0.0,20.2,0.474,0.0,20.2,0.474,7.14,0.000,,0.0,,7.926,3.909,,0.364,0.886,,0.000,0.0,0.250,54,7.94,0.178,,0.000,0.006,0.024,0.0,,,0.0,0.085,,0.0,0.004
