,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
152,"""16398""","Peanut butter, smooth style, without salt",32.0,2.0 tbsp,3.304,4.011,0.04,3.36,0.048,0.495,0.000,,28,0.009,2.91,0.385,0.218,0.014,,0.0,0.014,0.185,0.0,1.629,0.977,0.009,,0.003,1.6,0.003,0,,,,,,,,,0,,,,4.196,0.135,0.015,0.698,0.009,0.04,0.0,28,0.003,0.0,28,0.003,0.168,0.000,0.00,800,0.015,0.006,,,,0.009,0.39,0,2.44,0.460,16.0,,0,0.002,0.061,,0.00,8.301,0.1,0,0.000,0.141,0.545,0.92,0.24,0.015,0.92,0.24,0.015,0.010,5.0,0.0,,,0.0,3.924,179.0,0.3,0.451,16.44,0.010,0.009,,3.28,0.0,191.0,,0.074,1.14,0,0.265,0.230,1.3,0,0.533,28.0,0.197,1.517,107.0,0.0,20.2,0.474,0.0,20.2,0.474,7.14,0.000,,0.0,,7.926,3.909,,0.364,0.886,,0.000,0.0,0.250,54,7.94,0.178,,0.000,0.006,0.024,0.0,,,0.0,0.085,,0.0,0.004
153,"""16150""","Peanut butter, smooth, reduced fat",36.0,2.0 tablespoon,2.074,3.306,,3.34,0.097,,0.000,,22,,,,,,,,,,,,,,,,1.9,,0,,,,,,,,,0,,,,5.256,0.209,,0.645,0.019,,,,,,,,,,,783,,0.052,,,,,,,,,,,,,0.022,,0.00,5.816,0.2,0,0.005,0.112,,1.17,,0.000,1.17,,0.000,,,,,,,3.287,241.0,,,,,,,,0.0,187.0,,,,,,,,0,0.531,22.0,,,,0.0,22.8,,0.0,22.8,,12.83,,,0.0,,,,,,,,,0.0,,61,5.712,,,,,,0.0,,,,,,,
154,"""16155""","Peanut butter, smooth, vitamin and mineral fortified",32.0,2.0 tbsp,3.24,4.431,,3.35,0.027,,0.000,,43,,,,,,,,,,,,,,,,1.8,,0,,,,,,,375,,0,,,,4.278,0.525,,0.865,0.022,,,,,,,,,,,791,,0.070,33.0,5.31,,,,,,,,,,,0.034,,0.00,7.946,0.2,375,0.007,0.714,,1.04,,0.000,1.04,,0.000,,,,,,,4.406,213.0,0.3,,,,,,,1250.0,189.0,,,,,,,,76,,119.0,,,,0.0,20.3,,0.0,20.3,,6.0,,,0.0,,,,,,,,,0.0,,114,7.662,,,,,,0.0,,,,,,,
155,"""16099""","Peanut flour, defatted",60.0,1.0 cup,0.038,0.086,,4.93,0.420,2.030,0.000,,149,,,,1.124,,,,,,,,,,,,9.5,,0,,,,,,,,,0,,,,16.2,1.08,,0.006,0.0,,,,,,,,1.073,,,821,,0.000,,,,,,,,,,,,,0.288,,0.00,0.135,,0,0.000,0.302,,2.85,,0.000,2.85,,0.000,,,,,,,0.086,774.0,,1.382,0.33,0.000,,,,0.0,196.0,,0.304,,0,1.273,,4.3,0,2.940,149.0,1.102,0.029,456.0,0.0,65.2,1.543,0.0,65.2,1.543,20.82,,,0.0,,,,,,3.746,,0.000,0.0,1.313,222,0.131,0.791,,,,,0.0,,,,,,,
156,"""16100""","Peanut flour, low fat",60.0,1.0 cup,1.824,4.153,,,,,,,,,,,0.728,,,,,,,,,,,,9.5,,,,,,,,,,,0,,,,6.899,1.223,,0.293,0.001,,,,,,,,0.695,,,1074,,0.007,,,,,,,,,,,,,0.103,,0.00,6.52,,0,,,,3.14,,,3.14,,,,,,,,,4.151,815.0,,0.895,13.14,0.002,,,,0.0,257.0,,0.197,,0,0.824,,4.3,0,2.539,80.0,0.713,1.375,305.0,,,,,,,18.76,,,,,,,,,2.425,,,0.0,0.851,29,6.34,0.512,,,,,0.0,,,,,,,
157,"""16149""","Peanut spread, reduced sugar",31.0,2.0 tbsp,3.168,5.042,,1.97,0.036,,0.000,,45,,,,,,,,,,,,,,,,2.4,,0,,,,,,,,,0,,,,5.079,0.236,,0.247,0.028,,,,,,,,,,,843,,0.018,,,,,,,,,,,,,0.038,,0.00,8.369,0.2,0,0.064,0.146,,1.29,,0.000,1.29,,0.000,,,,,,,5.014,254.0,,,,,,,,0.0,202.0,,,,,,,,0,0.613,45.0,,,,0.0,20.9,,0.0,20.9,,4.41,,,0.0,,,,,,,,,0.0,,51,8.083,,,,,,0.0,,,,,,,
158,"""16088""","Peanuts, all types, cooked, boiled, with salt",63.0,"1.0 cup in shell, edible yield",1.925,4.382,,1.56,0.163,0.551,0.000,,47,,,,0.306,,,,,,,,,,,,5.5,,0,,,,,,,,,0,,,,3.313,0.314,,0.31,0.001,,,,,,,,0.291,,,839,,0.007,,,,,,,,,,,,,0.040,,0.00,6.88,,0,0.000,0.096,,0.91,,0.000,0.91,,0.000,,,,,,,4.381,113.0,,0.375,13.87,0.003,,,,0.0,200.0,,0.083,,0,0.346,,2.8,0,0.644,47.0,0.299,1.452,125.0,0.0,20.6,0.419,0.0,20.6,0.419,13.39,,,0.0,,,,,,1.017,,0.000,0.0,0.357,64,6.691,0.215,,,,,0.0,,,,,,,
159,"""16090""","Peanuts, all types, dry-roasted, with salt",28.35,1.0 oz,2.189,2.771,0.00,1.39,0.043,0.435,0.000,,27,0.007,1.4,0.348,0.241,0.015,4.5,0.0,0.004,0.178,0.0,1.403,0.819,0.009,,0.001,2.4,0.003,0,0.0,,0.267,,,,,,0,,,,4.07,0.121,0.012,0.34,0.007,0.00,0.0,27,0.003,0.0,27,0.003,0.23,,0.00,696,0.004,0.005,,,,0.003,0.51,0,1.79,0.405,16.0,,0,0.001,0.056,,0.00,7.422,,0,0.000,0.132,0.345,0.83,0.17,0.016,0.83,0.17,0.016,0.009,116.0,0.0,,,0.0,2.754,180.0,0.1,0.296,14.08,0.009,0.003,,1.39,0.0,166.0,,0.065,1.24,0,0.273,0.163,2.6,0,0.506,27.0,0.236,1.129,103.0,0.0,18.3,0.331,0.0,18.3,0.331,6.03,0.000,,0.0,,7.207,2.748,,0.287,0.803,,0.000,0.0,0.282,50,7.211,0.170,0.0,0.000,0.005,0.008,0.0,,,0.0,0.082,,0.0,0.003
160,"""16390""","Peanuts, all types, dry-roasted, without salt",146.0,1.0 cup,11.276,14.269,0.00,7.15,0.222,2.241,0.000,,142,0.037,7.2,1.791,1.241,0.079,,0.0,0.020,0.915,0.0,7.226,4.216,0.047,,0.006,12.3,0.016,0,0.0,,1.374,,,,,,0,,,,20.958,0.625,0.060,1.752,0.038,0.00,0.0,142,0.016,0.0,142,0.016,1.184,,0.00,3584,0.022,0.023,,,,0.018,2.64,0,9.23,2.083,85.0,,0,0.006,0.288,,0.00,38.224,,0,0.000,0.680,1.775,4.26,0.89,0.080,4.26,0.89,0.080,0.045,9.0,0.0,,,0.0,14.184,926.0,0.6,1.526,72.5,0.045,0.018,,7.15,0.0,857.0,,0.336,6.41,0,1.406,0.839,13.6,0,2.608,142.0,1.216,5.814,530.0,0.0,94.3,1.704,0.0,94.3,1.704,31.04,0.001,,0.0,,37.115,14.153,,1.476,4.135,,0.000,0.0,1.450,260,37.135,0.875,0.0,0.000,0.023,0.039,0.0,,,0.0,0.425,,0.0,0.013
161,"""16089""","Peanuts, all types, oil-roasted, with salt",144.0,"1.0 cup, chopped",12.463,22.036,0.12,6.02,0.122,2.609,0.000,,173,,,,1.361,,,,,,0.055,7.808,4.712,,,0.055,13.5,,0,,,,,,,,,0,,,,19.908,0.768,0.082,2.02,0.055,0.12,0.055,173,,0.055,173,,0.878,0.055,0.00,3609,,0.055,,,,,,,,,,,,,0.128,,0.00,37.433,,0,0.055,0.664,1.909,3.96,,0.000,3.96,,0.000,,,,,,0.0,21.764,1045.0,,1.689,75.6,0.055,,,,0.0,863.0,,0.333,4.42,0,1.449,0.962,4.8,0,2.657,173.0,1.408,7.271,572.0,0.0,79.6,1.850,0.0,79.6,1.850,21.97,,,0.0,,,,,,4.676,,0.055,0.0,1.650,253,36.333,0.943,0.0,,,,0.0,,1.2,,,,0.0,
162,"""16389""","Peanuts, all types, oil-roasted, without salt",144.0,"1.0 cup,",12.508,22.020,0.12,6.02,0.122,2.609,0.000,,173,,,,1.361,,,,,,0.055,7.808,4.712,,,0.055,13.5,,0,,,,,,,,,0,,,,19.908,0.768,0.082,2.019,0.055,0.12,0.055,173,,0.055,173,,0.878,0.055,0.00,3609,,0.055,,,,,,,,,,,,,0.128,,0.00,37.405,,0,0.055,0.664,1.908,3.96,,0.000,3.96,,0.000,,,,,,0.0,21.748,1045.0,,1.689,75.6,0.055,,,,0.0,863.0,,0.333,,0,1.449,0.962,4.8,0,2.657,173.0,1.408,7.265,572.0,0.0,79.2,1.850,0.0,79.2,1.850,21.97,,,0.0,,,,,,4.676,,0.055,0.0,1.650,253,36.305,0.943,0.0,,,,0.0,,1.2,,,,0.0,
163,"""16087""","Peanuts, all types, raw",28.35,1.0 oz,1.78,4.411,,1.34,0.181,0.474,0.000,,68,,,,0.263,,,,,,,,,,,,2.4,,0,,,,,,,,,0,,,,3.421,0.324,,0.312,0.001,,,,,,,,0.25,,,673,,0.007,,,,,,,,,,,,,0.038,,0.00,6.925,,0,0.000,0.099,,0.66,,0.000,0.66,,0.000,,,,,,,4.41,200.0,0.2,0.323,13.96,0.003,,,,0.0,161.0,,0.071,,0,0.297,,2.0,0,0.548,68.0,0.257,1.461,107.0,0.0,14.9,0.360,0.0,14.9,0.360,4.57,,,0.0,,,,,,0.875,,0.000,0.0,0.307,48,6.735,0.185,,,,,0.0,,,,,,,
164,"""16092""","Peanuts, spanish, oil-roasted, with salt",147.0,1.0 cup,11.106,25.002,,,,,,,,,,,1.477,,,,,,,,,,,,13.1,,,,,,,,,0,,,,,,21.952,0.972,,1.871,0.015,,,,,,,,1.41,,,3562,,0.041,,,,,,,,,,,,,0.125,,0.00,32.447,,0,,,,5.47,,,5.47,,,,,,,,,24.984,1141.0,,1.817,72.09,0.065,,,,0.0,851.0,,0.400,,0,1.674,,11.0,0,3.462,185.0,1.448,8.245,569.0,,,,,,,25.65,,,,,,,,,4.923,,,0.0,1.727,247,31.618,1.041,,,,,,,,,,,,
165,"""16392""","Peanuts, spanish, oil-roasted, without salt",147.0,1.0 cup,11.106,25.002,,,,,,,,,,,1.477,,,,,,,,,,,,13.1,,,,,,,,,0,,,,,,21.952,0.972,,1.871,0.015,,,,,,,,1.41,,,3562,,0.041,,,,,,,,,,,,,0.125,,0.00,32.447,,0,,,,5.47,,,5.47,,,,,,,,,24.984,1141.0,,1.817,72.09,0.065,,,,0.0,851.0,,0.400,,0,1.674,,11.0,0,3.462,185.0,1.448,8.245,569.0,,,,,,,25.65,,,,,,,,,4.923,,,0.0,1.727,247,31.618,1.041,,,,,,,,,,,,
166,"""16091""","Peanuts, spanish, raw",146.0,1.0 cup,10.363,25.167,,,,,0.000,,350,,,,1.371,,,,,,,,,,,,13.9,,0,,,,,,,,,0,,,,23.251,1.314,,1.88,0.015,,,,,,,,1.308,,,3484,,0.041,,,,,,,,,,,,,0.197,,0.00,32.594,,0,0.053,0.508,,2.96,,0.000,2.96,,0.000,,,,,,,25.1,1086.0,,1.685,72.42,0.066,,,,0.0,832.0,,0.371,,0,1.552,,10.5,0,3.854,350.0,1.343,8.284,566.0,,,,,,,23.11,,,0.0,,,,,,4.567,,0.053,0.0,1.602,274,31.765,0.965,,,,,0.0,,,,,,,
167,"""16094""","Peanuts, valencia, oil-roasted, with salt",144.0,1.0 cup,11.367,25.592,,,,,,,,,,,1.398,,,,,,,,,,,,12.8,,,,,,,,,0,,,,,,20.647,1.207,,1.915,0.014,,,,,,,,1.333,,,3548,,0.042,,,,,,,,,,,,,0.220,,0.00,33.214,,0,,,,4.74,,,4.74,,,,,,,,,25.574,881.0,,1.719,73.79,0.066,,,,0.0,848.0,,0.379,,0,1.584,,10.8,0,2.478,181.0,1.369,8.440,459.0,,,,,,,23.47,,,,,,,,,4.657,,,0.0,1.633,230,32.364,0.985,,,,,,,,,,,,
168,"""16394""","Peanuts, valencia, oil-roasted, without salt",144.0,1.0 cup,11.367,25.592,,,,,,,,,,,1.398,,,,,,,,,,,,12.8,,,,,,,,,0,,,,,,20.647,1.207,,1.915,0.014,,,,,,,,1.333,,,3548,,0.042,,,,,,,,,,,,,0.220,,0.00,33.214,,0,,,,4.74,,,4.74,,,,,,,,,25.574,881.0,,1.719,73.79,0.066,,,,0.0,848.0,,0.379,,0,1.584,,10.8,0,2.478,181.0,1.369,8.440,459.0,,,,,,,23.47,,,,,,,,,4.657,,,0.0,1.633,230,32.364,0.985,,,,,,,,,,,,
169,"""16093""","Peanuts, valencia, raw",146.0,1.0 cup,10.7,24.090,,,,,,,,,,,1.315,,,,,,,,,,,,12.7,,,,,,,,,0,,,,,,18.797,1.71,,1.803,0.015,,,,,,,,1.254,,,3482,,0.039,,,,,,,,,,,,,0.438,,0.00,31.264,,0,,,,3.17,,,3.17,,,,,,,,,24.074,485.0,,1.616,69.47,0.063,,,,0.0,832.0,,0.356,,0,1.489,,10.7,0,2.891,359.0,1.288,7.945,491.0,,,,,,,30.53,,,,,,,,,4.381,,,0.0,1.536,269,30.466,0.926,,,,,,,,,,,,
170,"""16096""","Peanuts, virginia, oil-roasted, with salt",143.0,1.0 cup,9.073,20.977,,,,,,,,,,,1.328,,,,,,,,,,,,12.7,,,,,,,,,0,,,,,,21.021,1.82,,1.642,0.027,,,,,,,,1.267,,,3458,,0.017,,,,,,,,,,,,,0.160,,0.00,36.067,,0,,,,4.98,,,4.98,,,,,,,,,20.935,932.0,,1.633,69.53,0.076,,,,0.0,827.0,,0.359,,0,1.504,,10.7,0,2.871,179.0,1.301,6.432,724.0,,,,,,,28.4,,,,,,,,,4.424,,,0.0,1.552,269,35.192,0.935,,,,,,,,,,,,
171,"""16396""","Peanuts, virginia, oil-roasted, without salt",143.0,1.0 cup,9.073,20.977,,,,,,,,,,,1.328,,,,,,,,,,,,12.7,,,,,,,,,0,,,,,,21.021,1.82,,1.642,0.027,,,,,,,,1.267,,,3458,,0.017,,,,,,,,,,,,,0.160,,0.00,36.067,,0,,,,4.98,,,4.98,,,,,,,,,20.935,932.0,,1.633,69.53,0.076,,,,0.0,827.0,,0.359,,0,1.504,,10.7,0,2.871,179.0,1.301,6.432,724.0,,,,,,,28.4,,,,,,,,,4.424,,,0.0,1.552,269,35.192,0.935,,,,,,,,,,,,
172,"""16095""","Peanuts, virginia, raw",146.0,1.0 cup,9.394,21.720,,5.77,0.953,2.384,0.000,,349,,,,1.32,,,,,,,,,,,,12.4,,0,,,,,,,,,0,,,,18.067,1.624,,1.85,0.028,,,,,,,,1.26,,,3440,,0.019,,,,,,,,,,,,,0.191,,0.00,37.347,,0,0.057,0.505,,3.81,,0.000,3.81,,0.000,,,,,,,21.395,1007.0,,1.624,71.17,0.077,,,,0.0,822.0,,0.358,,0,1.495,,10.4,0,2.476,349.0,1.294,7.246,555.0,,,,,,,24.15,,,0.0,,,,,,4.399,,0.057,0.0,1.543,250,36.05,0.930,,,,,0.0,,,,,,,
173,"""16085""","Peas, green, split, mature seeds, raw",196.0,1.0 cup,0.8,2.003,0.00,6.15,1.409,3.293,0.000,,29,0.319,0.24,2.256,3.471,0.004,,0.0,0.004,0.018,0.0,7.587,4.996,,,0.002,43.5,,0,0.0,,2.056,,,,,,0,,45.32,0,7.072,1.586,0.010,0.188,0.319,0.86,0.0,29,,0.0,29,,1.593,0.002,0.00,2981,0.004,0.012,,,,0.004,17.03,0,11.27,1.984,90.0,0.000,174,0.01,0.478,,0.00,1.205,31.2,14,0.002,0.274,0.008,5.23,0.27,0.004,5.23,0.27,0.004,0.002,10.0,0.0,,,0.0,1.678,1670.0,1.2,2.029,7.62,0.002,0.004,,5.27,292.0,713.0,0.000,0.312,,0,1.015,0.025,21.0,0,2.332,29.0,1.927,0.525,655.0,0.0,307.5,2.095,0.0,307.5,2.095,120.79,0.000,,0.0,,1.176,1.674,,1.886,3.728,,0.008,0.0,2.029,123,1.18,1.149,0.0,0.000,0.002,0.008,0.0,,3.5,0.0,0.382,,0.0,
174,"""16386""","Peas, split, mature seeds, cooked, boiled, with salt",196.0,1.0 cup,0.106,0.323,,5.68,0.372,1.172,,,,,,,1.18,,,,,,,,,,,,16.3,,0,,,,,,,0,,,,,,1.744,0.355,,0.02,0.055,,,,,,,,0.58,,,949,,0.002,,,,,,,,,,,,,0.110,,0.00,0.159,9.8,0,0.002,0.094,,2.49,,,2.49,,,,,,,,,0.269,710.0,,0.674,0.76,,,,,14.0,227.0,,0.182,,0,0.474,,1.2,0,0.776,127.0,0.674,0.082,194.0,0.0,64.3,0.719,0.0,64.3,0.719,40.2,,,0.0,,,,,,1.458,,,0.0,0.772,71,0.151,0.398,,,,,,,,,,,,
175,"""16086""","Peas, split, mature seeds, cooked, boiled, without salt",196.0,1.0 cup,0.106,0.323,,5.68,0.372,1.172,0.000,,127,,,,1.18,,,,,,,,,,,,16.3,,0,,,,,,,,,0,,,,1.744,0.355,,0.02,0.055,,,,,,,,0.58,,,968,,0.002,,,,,,,,,,,,,0.110,,0.00,0.159,9.8,0,0.002,0.094,,1.33,,0.000,1.33,,0.000,,,,,,,0.269,710.0,,0.674,0.76,0.000,,,,14.0,231.0,,0.182,,0,0.474,,1.2,0,0.776,127.0,0.674,0.082,194.0,0.0,64.3,0.719,0.0,64.3,0.719,41.36,,,0.0,,,,,,1.458,,0.000,0.0,0.772,71,0.151,0.398,,,,,0.0,,0.8,,,,,
176,"""16402""","Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",168.0,1.0 cup,0.139,0.344,,,,,,,,,,,0.796,,,,,,,,,,,,11.3,,,,,,,,,0,,,,,,1.312,0.452,,0.01,0.015,,,,,,,,0.402,,,850,,,,,,,,,,,,,,,0.099,,0.00,0.005,,0,,,,1.78,,,1.78,,,,,,,,,0.329,645.0,,0.501,0.64,,,,,5.0,203.0,,0.111,,0,0.282,,4.9,0,0.842,186.0,0.412,0.129,200.0,,,,,,,39.06,,,,,,,,,0.68,,,0.0,0.491,77,0.005,0.405,,,,,,,,,,,,
177,"""16102""","Pigeon peas (red gram), mature seeds, cooked, boiled, without salt",168.0,1.0 cup,0.139,0.344,,,,,,,,,,,0.796,,,,,,,,,,,,11.3,,,,,,,,,0,,,,,,1.312,0.452,,0.01,0.015,,,,,,,,0.402,,,850,,,,,,,,,,,,,,,0.099,,0.00,0.005,,0,,,,1.78,,,1.78,,,,,,,,,0.329,645.0,,0.501,0.64,,,,,5.0,203.0,,0.111,,0,0.282,,4.9,0,0.842,186.0,0.412,0.129,200.0,,,,,,,39.06,,,,,,,,,0.68,,,0.0,0.491,77,0.005,0.405,,,,,,,,,,,,
178,"""16101""","Pigeon peas (red gram), mature seeds, raw",205.0,1.0 cup,0.677,1.669,,,,,,,,,,,3.118,,,,,,,,,,,,30.8,,,,,,,,,0,,,,,,6.078,2.167,,0.049,0.072,,,,,,,,1.572,,,2942,,,,,,,,,,,,,,,0.383,,0.00,0.025,,2,,,,7.07,,,7.07,,,,,,,,,1.595,2854.0,,1.958,3.05,,,,,57.0,703.0,,0.435,,0,1.103,,16.8,0,3.672,935.0,1.609,0.629,752.0,,,,,,,128.7,,,,,,,,,2.663,,,0.0,1.921,375,0.025,1.587,,,,,,,,,,,,
179,"""16172""","Refried beans, canned, fat-free",231.0,1.0 cup,0.215,0.663,0.00,1.41,0.069,,0.000,,132,0.353,0.09,,,,,0.0,,,0.0,,,,,0.000,10.9,,0,,,,,,,,,0,,,,0.836,0.377,0.002,0.028,0.353,0.00,0.0,132,,0.0,132,,,,,767,,0.000,,,,,181.77,0,2.29,,79.0,,0,0.002,0.035,,0.00,0.102,4.6,0,0.000,0.261,0.005,4.64,0.12,0.000,4.64,0.12,0.000,,808.0,0.0,,,0.0,0.31,795.0,,,,,0.0,,1.41,0.0,182.0,0.002,,,,,,,0,0.753,132.0,,,,0.0,46.9,,0.0,46.9,,31.18,0.000,,0.0,,0.099,0.31,,0.45,,,,0.0,,88,0.099,,,,,0.0,0.0,,2.1,0.02,,0.000,0.0,
180,"""16103""","Refried beans, canned, traditional style",238.0,1.0 cup,1.502,1.292,0.00,1.29,0.181,1.042,0.000,,26,0.402,0.21,0.707,0.897,0.000,,0.0,0.036,0.021,0.0,1.992,1.580,0.010,,0.019,8.8,0.002,0,,,,,,,,,0,,,,0.873,0.307,0.014,0.457,0.402,0.00,0.0,26,0.002,0.0,26,0.002,0.55,,0.00,902,0.036,0.052,,,,0.002,185.04,0,1.93,0.509,69.0,,0,0.007,0.188,,0.00,1.43,5.0,0,0.002,0.245,0.005,4.07,0.00,,4.07,0.00,,0.057,881.0,0.0,,,0.0,0.859,759.0,,0.555,4.78,0.057,0.002,,1.29,0.0,214.0,,0.155,17.68,0,0.369,0.010,13.8,0,0.688,26.0,0.576,0.938,219.0,0.0,50.5,0.712,0.0,50.5,0.712,32.25,0.000,,0.0,,1.307,0.857,,0.45,0.809,,0.010,0.0,0.683,83,1.342,0.364,,0.000,0.007,0.038,0.0,,14.3,0.19,0.198,0.000,0.0,
181,"""16403""","Refried beans, canned, traditional, reduced sodium",238.0,1.0 cup,1.502,1.292,0.00,1.29,0.181,1.007,0.000,,62,0.402,0.21,0.700,0.828,0.000,,0.0,0.036,0.021,0.0,1.904,1.483,0.010,,0.019,8.8,0.002,0,,,,,,,,,0,,,,0.873,0.307,0.014,0.457,0.402,0.00,0.0,62,0.002,0.0,62,0.002,0.436,,0.00,888,0.036,0.052,,,,0.002,185.04,0,1.93,0.478,69.0,,0,0.007,0.188,,0.00,1.43,5.5,0,0.002,0.245,0.005,4.07,0.00,,4.07,0.00,,0.057,328.0,0.0,,,0.0,0.859,759.0,,0.678,4.78,0.057,0.002,,1.29,0.0,212.0,,0.140,17.68,0,0.281,0.010,13.8,0,0.688,62.0,0.559,0.938,219.0,0.0,54.0,0.743,0.0,54.0,0.743,32.25,0.000,,0.0,,1.307,0.857,,0.45,0.65,,0.010,0.0,0.683,83,1.342,0.326,,0.000,0.007,0.038,0.0,,1.9,0.19,0.155,0.000,0.0,
182,"""16171""","Refried beans, canned, vegetarian",242.0,1.0 cup,0.344,1.140,0.00,1.43,0.097,,0.000,,,0.426,0.22,,,,,0.0,,0.019,0.0,,,,,0.000,11.4,0.000,,,,,,,,,,,,,,0.895,0.414,0.005,0.061,0.426,0.00,0.0,,,0.0,,,,,,840,0.000,0.005,,,,0.007,189.7,,3.17,,85.0,,,0.0,0.036,0.000,,0.499,,,0.000,0.259,0.007,4.72,0.44,0.000,4.72,0.44,0.000,0.005,1041.0,0.0,0.00,,,0.714,832.0,,,,,0.007,,1.43,,,,,,,,,,,,,,,,,,,,,,32.67,0.000,,,,,0.704,,0.423,,,,,,,0.472,,,,0.000,0.007,,,,0.02,,0.000,0.0,
183,"""43135""","Sandwich spread, meatless",15.0,1.0 tbsp,0.214,0.700,,0.28,0.090,,0.000,,15,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,0,,,,1.95,0.097,,0.055,0.078,,,,,,,,,,,93,,0.006,,,,,,,,,,,,,0.105,0.000,0.47,0.328,,0,0.013,0.165,,0.6,,0.000,0.6,,0.000,,,,,,,0.622,51.0,,,,,,,,0.0,22.0,,,,,,,,0,0.104,15.0,,,,0.47,0.4,,0.47,0.4,,1.35,,,0.0,,,,,,,,,0.0,,3,0.328,,,,,,0.0,,,,,,,
184,"""16107""","Sausage, meatless",25.0,1.0 link,0.732,2.320,,0.0,0.586,0.397,0.000,,6,,,,0.316,,,,,,,,,,,,0.7,,0,,,,,,,,,0,,,,2.799,0.062,,0.197,0.268,,,,,,,,0.196,,,267,,0.017,,,,,,,,,,,,,0.101,,0.00,1.125,,0,0.054,0.207,,0.77,,0.000,0.77,,0.000,,,,,,,2.052,58.0,,0.279,4.54,0.000,,,,0.0,64.0,,0.070,,0,0.173,,1.9,0,0.181,6.0,0.242,0.464,56.0,0.0,17.4,0.272,0.0,17.4,0.272,2.02,,,0.0,,,,,,0.38,,0.000,0.0,0.257,9,1.125,0.130,,,,,0.0,,,,,,,
185,"""16259""",SILK Banana-Strawberry soy yogurt,170.0,1.0 container,0.0,,,18.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,2.11,,,2.11,,,,,,,,,,,,,,,,,,0.0,150.0,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
