,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
95,"""20042""","Rice, brown, parboiled, dry, UNCLE BEN'S",48.0,0.25 cup,0.231,0.404,0.00,0.24,0.133,,0.000,,7.0,0.012,0.04,,,,,0.0,,0.005,0.0,,,,,0.0,1.7,0.000,0,0.0,0.09,,,,,,,0,,,,2.387,0.157,0.000,0.022,0.012,0.00,0.0,7,0.000,0.0,7,0.000,,,,743,0.000,0.006,,,,0.000,4.71,0,0.1,,4.0,,0,0.001,0.044,0.001,0.00,0.492,0.4,0,0.002,0.195,0.000,0.56,0.00,,0.56,0.00,,0.002,3.0,0.0,,,0.0,0.389,105.0,,,,,0.0,,0.24,0.0,178.0,,,,,,,,0,1.428,7,,,,,,,,,,37.77,0.000,,0.0,,0.485,0.389,,0.43,,,,0.0,,47.0,0.485,,0.0,,0.000,0.0,0.0,,,0.38,,0.001,0.0,
96,"""20055""","Rice, white, glutinous, unenriched, cooked",174.0,1.0 cup,0.068,0.120,,0.09,0.035,0.291,0.000,,2.0,,,,0.127,,,,,,,,,,,,1.7,,0,,,,,,,,,0,,,,0.505,0.085,,0.005,,,,,,,,,0.125,,,706,,0.002,,,,,,,,,,,,,0.023,,0.00,0.122,,0,0.000,0.045,,0.12,,0.000,0.12,,0.000,,,,,,,0.115,17.0,,0.165,0.33,0.002,,,,0.0,169.0,,0.04,,0,0.117,,9.7,0,0.456,2,0.151,0.057,14.0,0.0,3.7,0.184,0.0,3.7,0.184,36.7,,,0.0,,,,,,0.292,,0.000,0.0,0.214,9.0,0.122,0.082,,,,,0.0,,,,,,,
97,"""20054""","Rice, white, glutinous, unenriched, uncooked",185.0,1.0 cup,0.205,0.366,,,,,,,,,,,0.455,,,,,,,,,,,,5.2,,,,,,,,,0,,,,,,3.968,0.316,,0.019,0.015,,,,,,,,0.451,,,2864,,0.004,,,,,,,,,,,,,0.102,,0.00,0.37,,0,0.002,0.198,,0.91,,,0.91,,,,,,,,,0.35,142.0,,0.594,1.02,0.004,,,,0.0,684.0,,0.146,,0,0.422,,27.9,0,1.802,13,0.544,0.174,131.0,,,,,,,151.11,,,,,,,,,1.051,,,0.0,0.770,43.0,0.366,0.296,,,,,,,,,,,,
98,"""20047""","Rice, white, long-grain, parboiled, enriched, cooked",158.0,1.0 cup,0.117,0.144,0.03,0.17,0.335,0.401,0.000,,5.0,,,,0.131,,,,,,,,,,,,1.4,,0,,,,,,,,,0,,,,3.648,0.111,0.000,0.000,0.027,0.02,0.0,215,,0.0,215,,0.166,,0.00,811,,0.000,,,,,,,,,,,,,0.030,,0.00,0.117,,0,0.000,0.246,,0.47,,0.000,0.47,,0.000,,,,,,0.0,0.117,88.0,,0.295,0.58,0.000,,,,0.0,194.0,,0.063,,0,0.133,0.000,14.7,125,0.559,128,0.207,0.117,87.0,0.0,3.3,0.224,0.0,3.3,0.224,41.16,,,0.0,,,,,,0.398,,0.000,0.0,0.288,14.0,0.117,0.114,,,,,0.0,,,,,,0.0,
99,"""20046""","Rice, white, long-grain, parboiled, enriched, dry",185.0,1.0 cup,0.544,0.596,0.04,0.61,1.116,1.214,0.000,,15.0,,,,0.398,,,0.0,,,,,,,,,3.3,,0,,,,,,,,,0,,,,9.339,0.525,0.000,0.031,,0.20,0.0,797,,0.0,797,,0.501,,0.00,2893,,0.000,,,,,,,0.31,0.662,131.0,,,,0.092,,0.00,0.477,0.2,0,0.000,0.836,,1.31,0.00,,1.31,0.00,,,,,,,0.0,0.564,322.0,,0.895,1.91,0.000,,,,0.0,692.0,,0.191,126.34,0,0.4,0.000,36.8,461,1.915,475,0.627,0.512,283.0,0.0,11.1,0.677,0.0,11.1,0.677,149.65,,,0.0,,,,,,1.204,,0.000,0.0,0.869,50.0,0.477,0.342,,,,,0.0,,,0.0,0.339,,0.0,
100,"""20447""","Rice, white, long-grain, parboiled, unenriched, cooked",158.0,1.0 cup,0.117,0.144,0.03,0.17,0.117,0.406,0.000,,5.0,,,,0.13,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,3.648,0.111,0.000,0.000,0.027,0.02,0.0,5,,0.0,5,,0.169,,0.00,811,,0.000,,,,,,,,,,,,,0.030,,0.00,0.117,0.0,,0.000,0.246,,0.47,,0.000,0.47,,0.000,,,,0.00,,,0.117,88.0,,0.295,0.58,0.000,,,,,,,0.062,,0,0.136,0.000,14.7,0,0.559,5,0.21,0.117,87.0,,,,,,,41.16,,,,,,,,,0.404,,0.000,0.0,0.292,14.0,0.117,0.111,,,,,,,,,,,0.0,
101,"""20446""","Rice, white, long-grain, parboiled, unenriched, dry",185.0,1.0 cup,0.544,0.596,0.04,0.61,0.414,1.214,0.000,,15.0,,,,0.398,,,0.0,,,,,,,,,3.3,,,,,,,,,0,,,,,,9.339,0.525,0.000,0.031,,0.20,0.0,15,,0.0,15,,0.501,,0.00,2893,,0.000,,,,,,,0.31,0.662,131.0,,,,0.092,,0.00,0.477,0.2,,0.000,0.836,,1.31,0.00,,1.31,0.00,,,,,,,0.0,0.564,322.0,,0.895,1.91,0.000,,,,0.0,692.0,,0.191,126.34,0,0.4,0.000,36.8,0,1.915,15,0.627,0.512,283.0,0.0,,0.677,0.0,,0.677,149.65,,,,,,,,,1.204,,0.000,0.0,0.869,50.0,0.477,0.342,,,,,,,,0.0,0.339,,0.0,
102,"""20048""","Rice, white, long-grain, precooked or instant, enriched, dry",95.0,1.0 cup,0.144,0.208,0.02,0.05,0.880,0.656,0.000,,2.0,,,,0.21,,,0.0,,,,,,,,,1.8,,0,,,,,,,,,0,,,,6.655,0.168,0.000,0.000,0.016,0.02,0.0,443,,0.0,443,,0.275,,0.00,1511,,0.000,,,,,,,0.18,0.357,21.0,,,,0.027,,0.00,0.137,0.1,0,0.000,0.116,,0.5,0.04,0.000,0.5,0.04,0.000,,,,,,0.0,0.192,26.0,,0.478,0.89,0.000,,,,0.0,361.0,,0.101,70.08,0,0.22,0.000,35.3,259,0.936,261,0.341,0.144,112.0,0.0,5.8,0.361,0.0,5.8,0.361,78.2,,,0.0,,,,,,0.654,,0.000,0.0,0.472,13.0,0.137,0.180,,,,,0.0,,,0.0,0.179,,0.0,
103,"""20049""","Rice, white, long-grain, precooked or instant, enriched, prepared",165.0,1.0 cup,0.028,,0.00,0.0,0.124,0.317,0.000,,2.0,,,,0.101,,,,,,,,,,,,1.0,,0,,,,,,,,,0,,,,2.866,0.061,0.000,,,0.00,0.0,195,,0.0,195,,0.132,,0.00,855,,0.000,,,,,,,,,,,,,0.013,,0.00,0.122,,0,0.000,0.083,,0.36,,0.000,0.36,,0.000,,,,,,,0.028,15.0,,0.231,0.82,0.000,,,,0.0,205.0,,0.05,43.44,0,0.107,0.000,7.9,114,0.566,116,0.165,0.028,61.0,0.0,3.5,0.175,0.0,3.5,0.175,44.15,,,0.0,,,,,,0.315,,0.000,0.0,0.228,8.0,0.122,0.087,,,,,0.0,,,,,,0.0,
104,"""20345""","Rice, white, long-grain, regular, cooked, enriched, with salt",158.0,1.0 cup,0.122,0.120,,0.08,0.258,0.351,0.000,,5.0,,,,0.153,,,,,,,,,,,,0.6,,0,,,,,,,,,0,,,,2.332,0.109,,0.008,0.021,,,,,,,,0.152,,,860,,0.003,,,,,,,,,,,,,0.021,,0.00,0.139,,0,0.000,0.147,,0.65,,0.000,0.65,,0.000,,,,,,,0.098,55.0,,0.201,0.44,0.002,,,,0.0,205.0,,0.049,,0,0.142,,11.8,87,0.746,92,0.183,0.109,68.0,0.0,3.3,0.223,0.0,3.3,0.223,44.51,,,0.0,,,,,,0.354,,0.000,0.0,0.259,19.0,0.137,0.100,,,,,0.0,,,,,,,
105,"""20545""","Rice, white, long-grain, regular, cooked, unenriched, with salt",158.0,1.0 cup,0.122,0.120,,0.08,0.032,0.351,0.000,,5.0,,,,0.153,,,,,,,,,,,,0.6,,0,,,,,,,,,0,,,,0.632,0.109,,0.008,0.021,,,,,,,,0.152,,,860,,0.003,,,,,,,,,,,,,0.021,,0.00,0.139,,0,0.000,0.147,,0.65,,0.000,0.65,,0.000,,,,,,,0.098,55.0,,0.201,0.44,0.002,,,,0.0,205.0,,0.049,,0,0.142,,11.8,0,0.746,5,0.183,0.109,68.0,0.0,3.3,0.223,0.0,3.3,0.223,44.51,,,0.0,,,,,,0.354,,0.000,0.0,0.259,19.0,0.137,0.100,,,,,0.0,,,,,,,
106,"""20045""","Rice, white, long-grain, regular, enriched, cooked",158.0,1.0 cup,0.122,0.120,,0.08,0.258,0.351,0.000,,5.0,,,,0.153,,64.9,,,,,,,,,,0.6,,0,,,,,,,,,0,,,,2.332,0.109,,0.008,0.021,,,,,,,,0.152,,,860,,0.003,,,,,,,,,,,,,0.021,,0.00,0.139,,0,0.000,0.147,,0.65,,0.000,0.65,,0.000,,,,,,,0.098,55.0,0.5,0.201,0.44,0.002,,,,0.0,205.0,,0.049,,0,0.142,,11.8,87,0.746,92,0.183,0.109,68.0,0.0,3.3,0.223,0.0,3.3,0.223,44.51,,,0.0,,,,,,0.354,,0.000,0.0,0.259,19.0,0.137,0.100,,,,,0.0,,,,,,,
107,"""20044""","Rice, white, long-grain, regular, raw, enriched",185.0,1.0 cup,0.333,0.327,0.04,0.22,1.066,1.090,0.000,,15.0,,,,0.477,,,,,,,,,,,,2.4,,0,,,,,,,,,0,,,,7.755,0.407,,0.022,0.057,0.04,,,,,,,0.472,,0.00,2825,,0.007,,,,,,,,,,,,,0.091,,0.00,0.381,0.2,0,0.000,0.303,,1.18,,0.000,1.18,,0.000,,,,,,0.0,0.27,213.0,,0.62,1.22,0.004,,,,0.0,675.0,,0.154,,0,0.44,,27.9,413,2.013,427,0.57,0.298,213.0,0.0,10.7,0.694,0.0,10.7,0.694,147.91,,,0.0,,,,,,1.099,,0.000,0.0,0.805,46.0,0.376,0.311,,,,,0.0,,,,,,0.0,
108,"""20444""","Rice, white, long-grain, regular, raw, unenriched",185.0,1.0 cup,0.333,0.327,,0.22,0.130,1.090,0.000,,15.0,,,,0.477,,,,,,,,,,,,2.4,,0,,,,,,,,,0,,,,2.96,0.407,,0.022,0.057,,,,,,,,0.472,,,2825,,0.007,,,,,,,,,,,,,0.091,,0.00,0.381,0.2,0,0.000,0.303,,1.18,,0.000,1.18,,0.000,,,,,,,0.27,213.0,,0.62,1.22,0.004,,,,0.0,675.0,,0.154,,0,0.44,,27.9,0,2.013,15,0.57,0.298,213.0,0.0,10.7,0.694,0.0,10.7,0.694,147.91,,,0.0,,,,,,1.099,,0.000,0.0,0.805,46.0,0.376,0.311,,,,,0.0,,,,,,,
109,"""20445""","Rice, white, long-grain, regular, unenriched, cooked without salt",158.0,1.0 cup,0.122,0.120,,0.08,0.032,0.351,0.000,,5.0,,,,0.153,,,,,,,,,,,,0.6,,0,,,,,,,,,0,,,,0.632,0.109,,0.008,0.021,,,,,,,,0.152,,,860,,0.003,,,,,,,,,,,,,0.021,,0.00,0.139,,0,0.000,0.147,,0.65,,0.000,0.65,,0.000,,,,,,,0.098,55.0,,0.201,0.44,0.002,,,,0.0,205.0,,0.049,,0,0.142,,11.8,0,0.746,5,0.183,0.109,68.0,0.0,3.3,0.223,0.0,3.3,0.223,44.51,,,0.0,,,,,,0.354,,0.000,0.0,0.259,19.0,0.137,0.100,,,,,0.0,,,,,,,
110,"""20451""","Rice, white, medium-grain, cooked, unenriched",186.0,1.0 cup,0.106,0.104,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.744,0.071,,0.007,0.019,,,,,,,,0.158,,,1012,,0.002,,,,,,,,,,,,,0.030,,0.00,0.121,,0,,,,0.39,,,0.39,,,,,,,,,0.086,54.0,,0.208,0.39,0.002,,,,0.0,242.0,,0.052,,0,0.149,,,0,0.701,4,0.192,0.095,69.0,,,,,,,53.18,,,,,,,,,0.368,,,0.0,0.270,24.0,0.119,0.104,,,,,,,,,,,,
111,"""20051""","Rice, white, medium-grain, enriched, cooked",186.0,1.0 cup,0.106,0.104,,,,,,,,,,,0.16,,,,,,,,,,,,0.6,,,,,,,,,0,,,,,,3.413,0.071,,0.007,0.019,,,,,,,,0.158,,,1012,,0.002,,,,,,,,,,,,,0.030,,0.00,0.121,,0,,,,0.39,,,0.39,,,,,,,,,0.086,54.0,,0.208,0.39,0.002,,,,0.0,242.0,,0.052,,0,0.149,,13.9,104,0.701,108,0.192,0.095,69.0,0.0,,0.233,0.0,,0.233,53.18,,,,,,,,,0.368,,,0.0,0.270,24.0,0.119,0.104,,,,,,,,,,,,
112,"""20050""","Rice, white, medium-grain, raw, enriched",195.0,1.0 cup,0.308,0.302,,,,,,,,,,,0.466,,,,,,,,,,,,2.7,,,,,,,,,0,,,,,,9.931,0.214,,0.021,0.053,,,,,,,,0.46,,,2937,,0.006,,,,,,,,,,,,,0.094,,0.00,0.353,,0,,,,1.13,,,1.13,,,,,,,,,0.25,168.0,,0.606,1.13,0.004,,,,0.0,702.0,,0.15,,0,0.431,,29.4,433,2.145,450,0.556,0.275,211.0,,,,,,,154.71,,,,,,,,,1.074,,,0.0,0.786,68.0,0.349,0.302,,,,,,,,,,,,
113,"""20450""","Rice, white, medium-grain, raw, unenriched",195.0,1.0 cup,0.308,0.302,,,,,,,,,,,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,0.214,,0.021,0.053,,,,,,,,0.46,,,2937,,0.006,,,,,,,,,,,,,0.094,,0.00,0.353,,,,,,1.13,,,1.13,,,,,,,,,0.25,168.0,,0.606,1.13,0.004,,,,,,,0.15,,0,0.431,,,0,2.145,18,0.556,0.275,211.0,,,,,,,154.71,,,,,,,,,1.074,,,0.0,0.786,68.0,0.349,0.302,,,,,,,,,,,,
114,"""20453""","Rice, white, short-grain, cooked, unenriched",205.0,1.0 cup,0.105,0.102,,,,,,,,,,,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.148,,0.006,0.018,,,,,,,,0.172,,,1115,,0.002,,,,,,,,,,,,,0.033,,0.00,0.119,,,,,,0.41,,,0.41,,,,,,,,,0.084,53.0,,0.228,0.39,0.002,,,,,,,0.055,,0,0.162,,,0,0.732,4,0.209,0.094,68.0,,,,,,,58.9,,,,,,,,,0.404,,,0.0,0.295,16.0,0.119,0.115,,,,,,,,,,,,
115,"""20053""","Rice, white, short-grain, enriched, cooked",186.0,1.0 cup,0.095,0.093,,,,,,,,,,,0.158,,,,,,,,,,,,,,,,,,,,,0,,,,,,2.777,0.134,,0.006,0.017,,,,,,,,0.156,,,1012,,0.002,,,,,,,,,,,,,0.030,,0.00,0.108,,0,,,,0.37,,,0.37,,,,,,,,,0.076,48.0,,0.206,0.35,0.002,,,,0.0,242.0,,0.05,,0,0.147,,13.9,106,0.664,110,0.19,0.086,61.0,,,,,,,53.44,,,,,,,,,0.366,,,0.0,0.268,15.0,0.108,0.104,,,,,,,,,,,,
116,"""20052""","Rice, white, short-grain, enriched, uncooked",200.0,1.0 cup,0.28,0.276,,,,,,,,,,,0.47,,,,,,,,,,,,5.6,,,,,,,,,0,,,,,,8.226,0.42,,0.020,0.048,,,,,,,,0.466,,,2996,,0.006,,,,,,,,,,,,,0.096,,0.00,0.322,,0,,,,1.08,,,1.08,,,,,,,,,0.228,152.0,,0.612,1.04,0.004,,,,0.0,716.0,,0.15,,0,0.434,,30.2,450,2.074,462,0.562,0.250,190.0,,,,,,,158.3,,,,,,,,,1.084,,,0.0,0.794,46.0,0.318,0.306,,,,,,,,,,,,
117,"""20452""","Rice, white, short-grain, raw, unenriched",200.0,1.0 cup,0.28,0.276,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,0.42,,0.020,0.048,,,,,,,,0.466,,,2996,,0.006,,,,,,,,,,,,,0.096,,0.00,0.322,,,,,,1.08,,,1.08,,,,,,,,,0.228,152.0,,0.612,1.04,0.004,,,,,,,0.15,,0,0.434,,,0,2.074,12,0.562,0.250,190.0,0.0,,0.684,0.0,,0.684,158.3,,,,,,,,,1.084,,,0.0,0.794,46.0,0.318,0.306,,,,,,,,,,,,
118,"""20063""","Rye flour, dark",128.0,1.0 cup,0.344,1.339,0.29,2.96,0.404,1.097,0.000,,42.0,,,,0.433,,,,,,,,,,,,30.5,,269,,,,,,,,,0,,,,5.466,0.717,,0.012,0.188,0.28,,,,,,,0.627,,0.09,1741,,0.004,,,,,,,,,,,,,0.321,,0.00,0.364,7.6,1,0.000,0.567,,3.2,,0.000,3.2,,0.000,,,,,,0.0,1.151,918.0,,1.298,2.84,0.013,,,,14.0,416.0,,0.23,,0,0.347,,23.0,0,7.759,42,0.452,0.326,639.0,0.0,38.9,0.872,0.0,38.9,0.872,87.85,,,0.0,,,,,,0.978,,0.000,0.0,0.637,205.0,0.335,0.298,,,,,0.0,,,,,,0.0,
119,"""20065""","Rye flour, light",102.0,1.0 cup,0.153,0.596,0.09,0.95,0.338,0.567,0.000,,23.0,,,,0.214,,,,,,,,,,,,8.2,,214,,,,,,,,,0,,,,0.816,0.217,,0.005,0.085,0.14,,,,,,,0.284,,0.13,1522,,0.001,,,,,,,,,,,,,0.092,,0.00,0.161,6.0,0,0.000,0.239,,0.8,,0.000,0.8,,0.000,,,,,,0.0,0.511,228.0,,0.984,1.36,0.005,,,,0.0,364.0,,0.113,,0,0.203,,18.0,0,1.185,23,0.24,0.145,133.0,0.0,11.0,0.443,0.0,11.0,0.443,78.21,,,0.0,,,,,,0.388,,0.000,0.0,0.329,33.0,,0.150,,,,,0.0,,,,,,0.0,
120,"""20064""","Rye flour, medium",102.0,1.0 cup,0.184,0.709,0.12,1.12,0.293,0.623,0.000,,35.0,,,,0.216,,,,,,,,,,,,12.0,,214,,,,,,,,,0,,,,1.762,0.338,,0.005,0.100,0.06,,,,,,,0.348,,0.02,1488,,0.002,,,,,,,,,,,,,0.116,,0.00,0.193,6.0,0,0.000,0.273,,1.22,,0.000,1.22,,0.000,,,,,,0.0,0.61,381.0,,0.868,1.55,0.006,,,,0.0,356.0,,0.125,,0,0.187,,14.7,0,2.460,35,0.258,0.173,230.0,0.0,21.0,0.494,0.0,21.0,0.494,76.94,,,0.0,,,,,,0.479,,0.000,0.0,0.355,64.0,0.177,0.162,,,,,0.0,,,,,,0.0,
121,"""20062""",Rye grain,169.0,1.0 cup,0.333,1.296,0.19,1.66,0.534,0.951,0.000,,64.0,,,,0.483,,,,,,,,,,,,25.5,,355,,,,,,,,,0,,,,7.216,0.62,,0.010,0.183,0.27,,,,,,,0.488,,0.00,2390,,0.003,,,,,,,,,,,,,0.424,,0.00,0.352,10.0,2,0.000,0.497,,2.65,,0.000,2.65,,0.000,,,,,,0.0,1.114,862.0,246.9,1.359,2.75,0.012,,,,19.0,571.0,,0.183,,0,0.338,,23.5,0,4.355,64,0.352,0.314,561.0,0.0,51.4,0.774,0.0,51.4,0.774,128.2,,,0.0,,,,,,0.767,,0.000,0.0,0.536,186.0,0.326,0.319,,,,,0.0,,,,,,0.0,
122,"""20066""","Semolina, enriched",167.0,1.0 cup,0.251,0.718,,,,,0.000,,120.0,,,,0.406,,,,,,,,,,,,6.5,,,,,,,,,0,,,,,,10.003,0.316,,0.028,0.062,,,,,,,,0.559,,,2515,,0.003,,,,,,,,,,,,,0.954,,0.00,0.207,,0,0.000,0.172,,1.29,,0.000,1.29,,0.000,,,,,,,0.656,311.0,,2.33,1.75,0.000,,,,0.0,601.0,,0.271,,0,0.556,,149.3,185,1.034,306,0.818,0.219,227.0,,,,,,,121.63,,,,,,,,,0.78,,0.000,0.0,0.902,78.0,0.207,0.429,,,,,,,,,,,,
123,"""20466""","Semolina, unenriched",167.0,1.0 cup,0.251,0.718,,,,,0.000,,120.0,,,,0.406,,,,,,,,,,,,6.5,,,,,,,,,0,,,,,,5.528,0.316,,0.028,0.062,,,,,,,,0.559,,,2515,,0.003,,,,,,,,,,,,,0.134,,0.00,0.207,,0,0.000,0.172,,1.29,,0.000,1.29,,0.000,,,,,,,0.656,311.0,,2.33,1.75,0.000,,,,0.0,601.0,,0.271,,0,0.556,,,0,1.034,120,0.818,0.219,227.0,0.0,,0.999,0.0,,0.999,121.63,,,,,,,,,0.78,,0.000,0.0,0.902,78.0,0.207,0.429,,,,,,,,,,,,
124,"""20650""","Sorghum flour, refined, unenriched",161.0,1.0 cup,0.488,0.765,0.00,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,0,,,,,,2.14,0.014,0.002,0.040,,0.55,,,,,,,,,,2402,0.002,,,,,,,,,,,0.002,,0.005,0.008,,,0.62,,,,,,0.76,,,0.76,,,,,,,,,0.765,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.73,,,,,,,,,,,,,,,0.605,,,,,,,,,,,,0.0,
125,"""20648""","Sorghum flour, whole-grain",121.0,1.0 cup,0.639,1.698,0.19,2.35,0.398,1.313,0.000,0.002,30.0,0.074,0.60,0.534,0.211,0.000,,0.0,0.001,0.011,0.0,2.107,0.673,0.001,,0.0,8.0,0.000,,0.2,0.13,0.917,,,,0,,,,,,5.44,0.306,0.004,0.052,0.074,1.59,0.002,30,0.000,0.002,30,0.000,0.378,,0.00,1819,,0.002,,,,0.002,12.41,,2.3,0.379,15.0,0.001,,0.002,0.074,0.001,,1.141,7.7,0,0.001,0.393,0.005,1.6,0.04,0.000,1.6,0.04,0.000,0.012,4.0,0.008,0.00,,,1.617,392.0,,0.788,4.04,0.013,0.002,,0.57,0.0,434.0,,0.128,82.28,,0.272,0.007,14.8,0,1.522,30,0.374,0.540,336.0,,,,,,,92.73,0.000,,,,,1.611,,0.652,0.399,,0.008,,,,1.113,0.202,0.0,0.000,0.004,0.005,,,,0.05,0.175,0.000,0.0,0.002
126,"""20067""",Sorghum grain,192.0,1.0 cup,1.171,2.991,,4.86,0.637,2.863,,,,,,,0.44,,,,,,,,,,,,12.9,,,,,,,,,0,,,,,,7.081,0.545,0.004,0.100,0.125,,,,,,,,0.664,,,2644,0.010,0.004,,,,,,,,,,0.004,,0.002,0.184,,0.00,2.172,,0,0.002,0.851,0.008,2.75,,,2.75,,,,,,,,,2.867,697.0,,1.636,6.64,0.031,,,,0.0,632.0,0.006,0.238,,0,0.616,,23.4,0,3.082,38,0.831,1.043,555.0,,,,,,,138.41,,,,,,,,,0.682,,,0.0,1.077,317.0,2.114,0.472,,,,,,,,,,,,
127,"""20523""","Spaghetti, protein-fortified, cooked, enriched (n x 6.25)",140.0,1.0 cup,0.045,0.133,,,,,,,,,,,0.267,,,,,,,,,,,,2.8,,,,,,,,,0,,,,,,2.572,0.118,,0.004,0.013,,,,,,,,0.319,,,960,,0.000,,,,,,,,,,,,,0.225,,0.00,0.036,,0,,,,0.43,,,0.43,,,,,,,,,0.12,59.0,,1.187,0.29,0.000,,,,0.0,230.0,,0.144,,0,0.308,,35.3,99,0.584,115,0.447,0.039,70.0,,,,,,,43.23,,,,,,,,,0.441,,,0.0,0.496,42.0,0.036,0.237,,,,,,,,,,,,
128,"""20622""","Spaghetti, protein-fortified, dry, enriched (n x 6.25)",57.0,2.0 oz,0.187,0.562,,,,,,,,,,,0.268,,,,,,,,,,,,1.4,,,,,,,,,0,,,,,,4.363,0.158,,0.018,0.053,,,,,,,,0.32,,,892,,0.002,,,,,,,,,,,,,0.271,,0.00,0.154,,0,,,,0.64,,,0.64,,,,,,,,,0.509,115.0,,1.188,1.27,0.001,,,,0.0,213.0,,0.145,,0,0.308,,,147,0.519,158,0.447,0.166,93.0,,,,,,,37.42,,,,,,,,,0.441,,,0.0,0.496,37.0,0.154,0.237,,,,,,,,,,,,
129,"""20127""","Spaghetti, spinach, cooked",140.0,1.0 cup,0.127,0.360,,,,,,,,,,,0.132,,,,,,,,,,,,,,,,,,,,,0,,,,,,2.142,0.287,,0.015,0.042,,,,,,,,0.172,,,762,,0.003,,,,,,,,,,,,,0.144,,0.00,0.101,,11,,,,0.7,,,0.7,,,,,,,,,0.318,81.0,,0.683,0.88,0.000,,,,213.0,182.0,,0.081,,0,0.171,,30.9,0,2.106,17,0.248,0.109,151.0,,,,,,,36.61,,,,,,,,,0.238,,,0.0,0.274,87.0,0.101,0.130,,,,,,,,,,,,
