,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g)_x,"Tocopherol, delta (mg)_x",22:1 undifferentiated (g)_x,Ash (g)_y,"Tocopherol, delta (mg)_y",22:1 undifferentiated (g)_y,16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
30,"""20020""","Cornmeal, whole-grain, yellow",122.0,1.0 cup,0.616,1.998,,0.78,0.470,1.215,0.000,,30.0,,,,0.278,,,0.0,,,,,,,,,8.9,,1653,,,,,,,,,0,,,,4.431,0.235,,0.070,0.060,,,,,,,,0.372,,,1848,,0.000,,,,,,,2.27,0.406,7.0,,,,0.245,,0.00,1.157,0.4,13,0.000,0.371,,1.38,0.00,,1.38,0.00,,,,,,,,1.939,350.0,14.2,0.865,4.38,0.004,,,,261.0,442.0,,0.07,,0,0.403,,18.9,0,0.608,30,0.355,0.526,294.0,0.0,26.4,0.471,0.0,26.4,0.471,93.81,,,77.0,0,,,,,0.494,,0.000,0.0,0.501,155.0,1.153,0.303,,,,,0.0,,,0.16,0.207,0.000,,
31,"""20023""","Cornmeal, yellow, self-rising, bolted, plain, enriched",122.0,1.0 cup,0.583,1.891,,,,,,,,,,,0.284,,,,,,,,,,,,8.2,,,,,,,,,0,,,,,,6.455,0.183,,0.066,0.057,,,,,,,,0.379,,,1704,,,,,,,,,,,,,,,0.488,,0.00,1.094,,28,,,,6.65,,,6.65,,,,,,,,,1.834,311.0,,0.882,4.15,0.004,,,,572.0,407.0,,0.071,,0,0.411,,,215,0.608,284,0.361,0.498,981.0,,,,,,,85.74,,,,,,,,,0.504,,,0.0,0.511,105.0,1.091,0.309,,,,,,,,,,,,
32,"""20024""","Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",170.0,1.0 cup,0.68,2.205,,,,,,,,,,,0.391,,,,,,,,,,,,10.7,,,,,,,,,0,,,,,,8.843,0.236,,0.076,0.066,,,,,,,,0.518,,,2475,,,,,,,,,,,,,,,0.736,,0.00,1.277,,24,,,,8.47,,,8.47,,,,,,,,,2.139,352.0,,1.301,4.84,0.003,,,,488.0,592.0,,0.111,,0,0.564,,,337,0.877,449,0.51,0.580,1107.0,,,,,,,124.83,,,,,,,,,0.697,,,0.0,0.706,92.0,1.272,0.423,,,,,,,,,,,,
33,"""20025""","Cornmeal, yellow, self-rising, degermed, enriched",138.0,1.0 cup,0.323,1.020,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,0,,,,,,6.301,0.179,,0.036,0.028,,,,,,,,,,,2049,,0.001,,,,,,,,,,,,,0.534,,0.00,0.592,,15,0.001,0.538,,6.78,,,6.78,,,,,,,,,0.992,235.0,,,,,,,,295.0,490.0,,,,,,,,279,0.145,322,,,,,,,,,,103.21,,,,,,,,,,,,0.0,,68.0,0.585,,,,,,,,,,,,,
34,"""20027""",Cornstarch,128.0,1.0 cup,0.012,0.032,,0.0,,0.046,,,0.0,,,,0.008,,,0.0,,,,,,,,,1.2,,0,,,,,,,,,0,,,,0.0,0.064,,0.001,0.000,,,,,,,,0.012,,,2040,,0.000,,,,,,,0.0,0.012,3.0,,,,,,0.00,0.02,,0,,0.0,,0.12,0.00,,0.12,0.00,,,,,,,,0.032,4.0,,0.031,0.06,0.000,,,,0.0,488.0,,0.001,,0,0.013,,3.6,,0.068,0,0.013,0.012,17.0,0.0,0.5,0.015,0.0,0.5,0.015,116.83,,,0.0,,,,,,0.015,,0.000,0.0,0.018,4.0,0.020,0.010,,,,,0.0,,,0.0,0.008,,,
35,"""20029""","Couscous, cooked",157.0,"1.0 cup, cooked",0.046,0.100,,0.16,0.099,0.407,0.000,,24.0,,,,0.115,,,,,,,,,,,,2.2,,39,,,,,,,,,0,,,,1.543,0.064,,0.002,0.005,,,,,,,,0.157,,,736,,0.000,,,,,,,,,,,,,0.042,,0.00,0.035,0.2,0,0.000,0.08,,0.41,,0.000,0.41,,0.000,,,,,,,0.094,91.0,,0.655,0.25,0.002,,,,0.0,176.0,,0.077,,0,0.157,,43.2,0,0.132,24,0.231,0.042,35.0,0.0,5.2,0.281,0.0,5.2,0.281,36.46,,,0.0,,,,,,0.22,,0.000,0.0,0.254,13.0,0.035,0.121,,,,,0.0,,,,,,,
36,"""20028""","Couscous, dry",173.0,1.0 cup,0.202,0.436,,,,,,,,,,,0.424,,,,,,,,,,,,8.7,,,,,,,,,0,,,,,,6.038,0.427,,0.010,0.021,,,,,,,,0.583,,,2721,,0.002,,,,,,,,,,,,,0.135,,0.00,0.154,,0,,,,1.07,,,1.07,,,,,,,,,0.415,287.0,,2.429,1.11,0.003,,,,0.0,650.0,,0.282,,0,0.58,,,0,1.349,35,0.853,0.189,294.0,,,,,,,133.95,,,,,,,,,0.813,,,0.0,0.941,76.0,0.149,0.448,,,,,,,,,,,,
37,"""20030""","Hominy, canned, white",165.0,1.0 cup,0.203,0.658,,2.49,0.005,0.333,0.000,,2.0,,,,0.054,,,,,,,,,,,,4.1,,50,,,,,,,,,0,,,,0.054,0.05,,0.023,0.020,,,,,,,,0.083,,,497,,0.000,,,,,,,,,,,,,0.010,,0.00,0.381,0.3,0,0.000,0.008,,1.42,,0.000,1.42,,0.000,,,,,,,0.639,15.0,,0.228,1.45,0.002,,,,2.0,119.0,,0.013,,0,0.092,,5.0,0,0.116,2,0.096,0.173,58.0,0.0,5.1,0.107,0.0,5.1,0.107,23.53,,,0.0,,,,,,0.112,,0.000,0.0,0.127,26.0,0.380,0.074,,,,,0.0,,0.5,,,,,
38,"""20330""","Hominy, canned, yellow",160.0,1.0 cup,0.197,0.638,,,,,,,,,,,0.053,,,,,,,,,,,,4.0,,,,,,,,,0,,,,,,0.053,0.048,,0.022,0.019,,,,,,,,0.08,,,482,,,,,,,,,,,,,,,0.010,,0.00,0.37,,,,,,1.38,,,1.38,,,,,,,,,0.619,14.0,,0.221,1.41,0.002,,,,176.0,115.0,,0.013,,0,0.09,,4.8,0,0.112,2,0.093,0.168,56.0,,,,,,,22.82,,,,,,,,,0.109,,,0.0,0.123,26.0,0.368,0.072,,,,,,,,,,,,
39,"""20106""","Macaroni, vegetable, enriched, cooked",134.0,1.0 cup spiral shaped,0.021,0.059,,1.54,0.150,0.414,0.000,,8.0,,,,0.125,,,,,,,,,,,,5.8,,17,,,,,,,,,0,,,,1.435,0.123,,0.003,0.007,,,,,,,,0.163,,,718,,0.000,,,,,,,,,,,,,0.082,,0.00,0.016,0.4,7,0.000,0.032,,0.51,,0.000,0.51,,0.000,,,,,,,0.052,42.0,,0.647,0.15,0.000,,,,123.0,172.0,,0.078,,0,0.161,,26.5,79,1.321,87,0.234,0.017,67.0,0.0,6.7,0.288,0.0,6.7,0.288,35.66,,,0.0,,,,,,0.225,,0.000,0.0,0.260,25.0,0.016,0.123,,,,,0.0,,,,,,,
40,"""20105""","Macaroni, vegetable, enriched, dry",84.0,1.0 cup spiral shaped,0.126,0.358,,,,,,,,,,,0.226,,,,,,,,,,,,3.6,,,,,,,,,0,,,,,,6.156,0.168,,0.014,0.041,,,,,,,,0.297,,,1290,,0.003,,,,,,,,,,,,,0.441,,0.00,0.101,,7,,,,0.88,,,0.88,,,,,,,,,0.316,239.0,,1.177,0.87,0.001,,,,134.0,308.0,,0.141,,0,0.293,,,219,3.231,234,0.427,0.109,97.0,,,,,,,62.9,,,,,,,,,0.409,,,0.0,0.473,39.0,0.101,0.223,,,,,,,,,,,,
41,"""20647""",Millet flour,119.0,1.0 cup,0.638,3.115,0.00,1.98,0.491,1.829,0.001,,50.0,0.052,0.13,0.803,0.171,0.000,,0.0,,0.024,0.0,3.093,0.845,0.000,,0.002,4.2,0.000,,0.2,0.00,1.526,,,,,,,,,,7.164,0.637,0.002,0.084,0.052,1.50,0.002,50,0.000,0.002,50,0.000,0.421,0.000,0.13,1900,0.000,0.004,,,,0.004,10.32,,2.46,0.322,17.0,0.000,,0.002,0.087,0.000,,1.1,1.0,,0.001,0.443,0.018,1.44,0.63,0.000,1.44,0.63,0.000,,5.0,0.008,0.00,,,3.037,267.0,,1.084,5.06,0.008,0.004,,0.36,,,,0.202,83.16,,0.388,0.025,38.9,0,1.192,50,0.563,0.468,339.0,,,,,,,89.39,0.000,,,,,3.033,,1.508,0.44,,0.010,,,,1.065,0.306,0.0,0.000,0.024,0.002,,,,0.01,0.380,0.000,0.0,
42,"""20032""","Millet, cooked",174.0,1.0 cup,0.299,0.884,,0.23,0.184,0.776,0.000,,33.0,,,,0.117,,,,,,,,,,,,2.3,,122,,,,,,,,,0,,,,2.314,0.28,,0.064,0.049,,,,,,,,0.197,,,867,,0.000,,,,,,,,,,,,,0.143,,0.00,0.32,0.5,0,0.002,0.188,,0.71,,0.000,0.71,,0.000,,,,,,,0.835,108.0,,0.485,1.74,0.005,,,,5.0,207.0,,0.066,,0,0.188,,1.6,0,0.473,33,0.258,0.219,174.0,0.0,19.5,0.357,0.0,19.5,0.357,41.19,,,0.0,,,,,,0.212,,0.000,0.0,0.320,77.0,0.306,0.130,,,,,0.0,,,,,,,
43,"""20031""","Millet, raw",200.0,1.0 cup,1.446,4.268,,,,,,,,,,,0.424,,,,,,,,,,,,17.0,,,,,,,,,0,,,,,,9.44,1.5,,0.308,0.236,,,,,,,,0.706,,,3164,,,,,,,,,,,,,,,0.580,,0.00,1.546,1.8,0,0.006,0.768,,6.5,,,6.5,,,,,,,,,4.03,390.0,,1.754,8.44,0.028,,,,0.0,756.0,,0.238,,0,0.68,,5.4,0,3.264,170,0.93,1.056,570.0,,,,,,,145.7,,,,,,,,,0.764,,,0.0,1.156,228.0,1.478,0.472,,,,,,,,,,,,
44,"""20310""","Noodles, egg, cooked, enriched, with added salt",160.0,1.0 cup,0.67,0.883,0.00,0.64,0.462,0.584,,,,,,,0.219,,,0.0,,,,,,,,,1.9,,61,,,,,,,10,,,,,,3.323,0.157,,0.117,0.045,0.11,,,,,,,0.221,,0.48,925,,0.008,,,,,,,0.96,0.254,19.0,,,,0.218,,0.14,0.93,0.0,10,,,,0.8,0.00,,0.8,0.00,,,,,0.00,,,0.835,61.0,30.7,0.792,3.31,0.072,,,,34.0,221.0,,0.069,,46,0.15,,38.2,123,0.504,134,0.304,0.546,122.0,,,,,,,40.26,,,0.0,,,,,,0.307,,,,,,0.859,0.194,0.0,,,,,,,0.0,0.138,,0.0,
45,"""20510""","Noodles, egg, cooked, unenriched, with added salt",160.0,1.0 cup,0.67,0.883,0.00,0.64,0.048,0.584,,,,,,,0.219,,,0.0,,,,,,,,,1.9,,61,,,,,,,10,,,,,,0.64,0.157,,0.117,0.045,0.11,,,,,,,0.221,,0.48,925,,0.008,,,,,,,0.96,0.254,19.0,,,,0.032,,0.14,0.93,0.0,10,,,,0.8,0.00,,0.8,0.00,,,,,0.00,,,0.835,61.0,30.7,0.792,3.31,0.072,,,,34.0,221.0,,0.069,,46,0.15,,38.2,0,0.504,11,0.304,0.546,122.0,,,,,,,40.26,,,0.0,,,,,,0.307,,,,,,0.859,0.194,0.0,,,,,,,0.0,0.138,,0.0,
46,"""20109""","Noodles, egg, dry, enriched",38.0,1.0 cup,0.448,0.506,0.00,0.71,0.431,0.433,0.000,,11.0,0.022,0.14,0.284,0.163,,,0.0,,0.006,0.0,1.740,0.290,0.000,,0.003,1.3,,42,,,,,,,6,,0,,,,3.187,0.113,0.003,0.087,0.022,0.04,0.0,141,,0.0,141,,0.163,0.000,0.58,611,,0.004,,,,,,,0.52,0.188,13.0,,,,0.162,0.000,0.11,0.476,0.2,6,0.000,0.082,,0.43,0.00,0.000,0.43,0.00,0.000,,,,,,0.0,0.465,93.0,50.0,0.587,1.69,0.028,,,,24.0,146.0,,0.051,,32,0.111,0.000,29.9,76,0.325,87,0.225,0.355,92.0,0.0,29.9,0.305,0.0,29.9,0.305,27.08,,,0.0,4,,,,,0.228,,0.000,0.1,0.261,22.0,0.442,0.144,0.0,,,,0.0,,,0.0,0.102,,0.0,
47,"""20409""","Noodles, egg, dry, unenriched",38.0,1.0 cup,0.448,0.506,0.00,0.71,0.065,0.433,0.000,,11.0,0.022,0.14,0.284,0.163,,,0.0,,0.006,0.0,1.740,0.290,0.000,,0.003,1.3,,42,,,,,,,6,,0,,,,0.798,0.113,0.003,0.087,0.022,0.04,0.0,11,,0.0,11,,0.163,0.000,0.57,611,,0.004,,,,,,,0.52,0.188,13.0,,,,0.034,0.000,0.11,0.476,0.2,6,0.000,0.082,,0.43,0.00,0.000,0.43,0.00,0.000,,,,,,0.0,0.465,93.0,50.0,0.587,1.69,0.028,,,,24.0,146.0,,0.051,,32,0.111,0.000,29.9,0,0.325,11,0.225,0.355,92.0,0.0,29.9,0.305,0.0,29.9,0.305,27.08,,,0.0,4,,,,,0.228,,0.000,0.1,0.261,22.0,0.442,0.144,0.0,,,,0.0,,,0.0,0.102,,0.0,
48,"""20110""","Noodles, egg, enriched, cooked",160.0,1.0 cup,0.67,0.883,0.00,0.64,0.462,0.584,0.000,,11.0,,,,0.219,,9.6,0.0,,,,,,,,,1.9,,61,,,,,,,10,,0,,,,3.323,0.157,,0.117,0.045,0.11,,,,,,,0.221,,0.48,925,,0.008,,,,,,,0.96,0.254,19.0,,,,0.218,0.000,0.14,0.93,0.0,10,0.000,0.074,,0.8,0.00,,0.8,0.00,,,,,,,0.0,0.835,61.0,30.7,0.792,3.31,0.072,,,,34.0,221.0,,0.069,,46,0.15,,38.2,123,0.504,134,0.304,0.546,122.0,0.0,41.1,0.411,0.0,41.1,0.411,40.26,,,0.0,6,,,,,0.307,,0.000,0.2,0.352,34.0,0.859,0.194,0.0,,,,0.0,,,0.0,0.138,,0.0,
49,"""20112""","Noodles, egg, spinach, enriched, cooked",160.0,1.0 cup,0.578,0.558,,1.14,0.392,0.582,0.000,,34.0,,,,0.242,,,,,,,,,,,,3.7,,3571,,,,,,,10,,0,,,,2.358,0.128,,0.104,0.077,,,,,,,,0.251,,,883,,0.008,,,,,,,,,,,,,0.197,0.000,0.22,0.789,161.8,16,0.000,0.182,,0.99,,0.000,0.99,,0.000,,,,,,,0.482,59.0,,0.755,2.51,0.075,,,,165.0,211.0,,0.107,,53,0.238,,34.9,69,0.507,102,0.349,0.464,91.0,0.0,41.1,0.413,0.0,41.1,0.413,38.8,,,0.0,6,,,,,0.344,,0.000,0.2,0.390,38.0,0.712,0.170,,,,,0.0,,,,,,,
50,"""20111""","Noodles, egg, spinach, enriched, dry",38.0,1.0 cup,0.398,0.385,,,,,,,,,,,0.166,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,2.498,0.098,,0.072,0.052,,,,,,,,0.174,,,607,,0.006,,,,,,,,,,,,,0.181,,0.15,0.543,,,,,,0.68,,,0.68,,,,,,,,,0.332,135.0,,0.521,1.73,0.052,,,,120.0,145.0,,0.074,,36,0.164,,,60,0.388,93,0.241,0.320,73.0,,,,,,,26.72,,,,,,,,,0.237,,,,,,0.490,0.117,,,,,,,,,,,,
51,"""20410""","Noodles, egg, unenriched, cooked, without added salt",160.0,1.0 cup,0.67,0.883,0.00,0.64,0.048,0.584,0.000,,11.0,,,,0.219,,,0.0,,,,,,,,,1.9,,61,,,,,,,10,,0,,,,0.64,0.157,,0.117,0.045,0.11,,,,,,,0.221,,0.48,925,,0.008,,,,,,,0.96,0.254,19.0,,,,0.032,0.000,0.14,0.93,0.0,10,0.000,0.074,,0.8,0.00,,0.8,0.00,,,,,,,0.0,0.835,61.0,30.7,0.792,3.31,0.072,,,,34.0,221.0,,0.069,,46,0.15,,38.2,0,0.504,11,0.304,0.546,122.0,0.0,41.1,0.411,0.0,41.1,0.411,40.26,,,0.0,6,,,,,0.307,,0.000,0.2,0.352,34.0,0.859,0.194,0.0,,,,0.0,,,0.0,0.138,,0.0,
52,"""20118""","Noodles, flat, crunchy, Chinese restaurant",45.0,1.0 cup,2.219,7.627,,0.11,0.088,,0.000,,8.0,0.906,1.48,,,,,,,,0.0,,,0.007,,0.005,0.9,0.000,24,,,,,,,,,0,,,,1.134,0.055,0.013,0.585,0.908,,0.0,8,0.001,0.0,8,0.001,,,,981,0.012,0.012,,,,0.050,2.22,0,,,,0.000,0,0.002,0.050,,0.00,3.428,2.8,0,0.000,0.012,0.045,0.5,,0.000,0.5,,0.000,0.022,170.0,0.0,,,,6.709,40.0,,,,,0.05,,,0.0,234.0,0.005,,,,,,,0,0.163,8,,,,0.0,3.6,,0.0,3.6,,23.36,0.000,,0.0,,3.275,6.649,,0.159,,,,0.0,,9.0,3.286,,,0.001,0.002,0.061,0.0,,,,,,,
53,"""20115""","Noodles, japanese, soba, cooked",114.0,1.0 cup,0.022,0.035,,,,,,,,,,,0.244,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.581,0.009,,0.001,0.002,,,,,,,,0.202,,,472,,0.001,,,,,,,,,,,,,0.030,,0.00,0.03,,0,0.000,0.046,,0.44,,,0.44,,,,,,,,,0.033,40.0,,0.349,0.11,0.001,,,,0.0,113.0,,0.082,,0,0.12,,,0,0.426,8,0.222,0.015,28.0,,,,,,,24.44,,,,,,,,,0.361,,0.000,0.0,0.284,10.0,0.029,0.136,,,,,,,,,,,,
54,"""20114""","Noodles, japanese, soba, dry",57.0,2.0 oz,0.078,0.125,,,,,,,,,,,0.346,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.83,0.131,,0.005,0.009,,,,,,,,0.287,,,801,,0.002,,,,,,,,,,,,,0.074,,0.00,0.105,,0,0.001,0.137,,1.94,,,1.94,,,,,,,,,0.116,144.0,,0.495,0.4,0.002,,,,0.0,192.0,,0.116,,0,0.17,,,0,0.736,34,0.315,0.053,145.0,,,,,,,42.53,,,,,,,,,0.512,,0.002,0.0,0.403,54.0,0.103,0.193,,,,,,,,,,,,
55,"""20117""","Noodles, japanese, somen, cooked",176.0,1.0 cup,0.044,0.128,,,,,,,,,,,0.136,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.171,0.044,,0.005,0.011,,,,,,,,0.187,,,964,,0.000,,,,,,,,,,,,,0.058,,0.00,0.037,,0,,,,0.63,,,0.63,,,,,,,,,0.116,51.0,,0.774,0.32,,,,,0.0,231.0,,0.09,,0,0.185,,,0,0.442,4,0.273,0.039,48.0,,,,,,,48.47,,,,,,,,,0.26,,,0.0,0.301,4.0,0.037,0.143,,,,,,,,,,,,
56,"""20116""","Noodles, japanese, somen, dry",57.0,2.0 oz,0.066,0.188,,,,,0.000,,8.0,,,,0.124,,,,,,,,,,,,2.5,,,,,,,,,0,,,,,,0.499,0.082,,0.007,0.017,,,,,,,,0.171,,,849,,0.001,,,,,,,,,,,,,0.015,,0.00,0.054,,0,0.000,0.029,,2.59,,0.000,2.59,,0.000,,,,,,,0.172,93.0,,0.712,0.46,0.000,,,,0.0,203.0,,0.083,,0,0.17,,4.7,0,0.273,8,0.25,0.058,46.0,,,,,,,42.24,,,,,,,,,0.238,,0.000,0.0,0.276,16.0,0.054,0.131,,,,,,,,,,,,
57,"""20034""","Oat bran, cooked",219.0,1.0 cup,0.357,0.742,,,,,,,,,,,0.285,,,,,,,,,,,,5.7,,,,,,,,,0,,,,,,0.315,0.145,,0.020,0.033,,,,,,,,0.188,,,366,,0.004,,,,,,,,,,,,,0.074,,0.00,0.637,,0,0.007,0.055,,1.07,,,1.07,,,,,,,,,0.71,201.0,,0.368,1.88,0.004,,,,0.0,88.0,,0.125,,0,0.25,,16.9,0,2.111,13,0.25,0.302,261.0,,,,,,,25.05,,,,,,,,,0.48,,,0.0,0.361,88.0,0.635,0.153,,,,,,,,,,,,
58,"""20033""","Oat bran, raw",94.0,1.0 cup,1.248,2.600,,1.36,1.100,1.292,0.000,,49.0,,,,0.714,,,0.08,,0.000,,,,,,,14.5,,169,,,,,,,,,0,,,,0.878,0.379,,0.067,0.114,,,,,,,,0.472,,,967,,0.015,,,,,,,0.0,0.890,55.0,,,,0.207,,0.00,2.233,3.0,0,0.024,0.155,,2.72,0.09,0.000,2.72,0.09,0.000,,,,,,,2.486,532.0,18.4,0.923,6.61,0.013,,,,0.0,231.0,,0.315,,0,0.628,,42.5,0,5.292,49,0.628,1.060,690.0,0.0,30.3,0.837,0.0,30.3,0.837,62.25,,,0.0,,,,,,1.202,,0.000,0.0,0.906,221.0,2.220,0.385,,,,,0.0,,,0.0,0.315,,,
59,"""20132""","Oat flour, partially debranned",104.0,1.0 cup,1.671,3.462,0.00,0.83,0.720,,0.000,,33.0,,,,,,,,,,,,,,,,6.8,,187,,,,,,,,,0,,,,1.533,0.454,,0.090,0.151,0.10,,,,,,,,,,1756,,0.015,,,,,,,,,,,,,0.130,,0.00,2.981,3.3,0,0.030,0.13,,2.05,,0.000,2.05,,0.000,,,,,,,3.312,386.0,31.9,,,,,,,0.0,420.0,,,,,,,,0,4.180,33,,,,0.0,31.1,,0.0,31.1,,68.33,,,0.0,,,,,,,,,0.0,,150.0,2.966,,,,,,0.0,,,,,,,
60,"""20038""",Oats (Includes foods for USDA's Food Distribution Program),156.0,1.0 cup,1.899,3.955,,,,,,,,,,,1.094,,,,,,,,,,,,16.5,,,,,,,,,0,,,,,,1.499,0.977,,0.101,0.173,,,,,,,,0.897,,,2540,,0.023,,,,,,,,,,,,,0.217,,0.00,3.398,,0,0.037,0.186,,2.68,,,2.68,,,,,,,,,3.781,669.0,,1.457,10.76,0.020,,,,0.0,607.0,,0.365,,0,0.894,,,0,7.669,87,1.083,1.613,816.0,0.0,,1.170,0.0,,1.170,103.38,,,,,,,,,1.86,,,0.0,1.462,276.0,3.377,0.632,,,,,,,,,,,,
61,"""20321""","Pasta, cooked, enriched, with added salt",124.0,1.0 cup spaghetti not packed,0.218,0.404,0.04,0.69,0.340,0.538,0.000,,9.0,0.03,0.07,0.363,0.162,,,0.0,,,0.0,2.502,0.340,,,0.0,2.2,,9,,,,,,0.0,,,0,,7.19,0,2.094,0.124,0.000,0.017,0.030,0.05,0.0,148,,0.0,148,,0.252,0.000,0.50,812,0.000,0.007,,,,,,,0.62,0.241,9.0,,,,0.169,,0.00,0.162,,0,0.007,0.061,0.000,0.68,0.00,,0.68,0.00,,,,,,,0.0,0.366,55.0,,0.854,1.15,0.000,,,,0.0,195.0,,0.1,32.25,0,0.133,0.000,32.7,82,0.399,91,0.278,0.185,72.0,0.0,,0.336,0.0,,0.336,37.93,,,0.0,,0.162,,,,0.258,,0.000,0.0,0.320,22.0,,0.162,0.6,,,,0.0,,,0.0,0.079,,0.0,
62,"""20121""","Pasta, cooked, enriched, without added salt",124.0,1.0 cup spaghetti not packed,0.218,0.404,0.04,0.69,0.340,0.538,0.000,,9.0,0.03,0.07,0.363,0.162,,8.7,0.0,,,0.0,2.502,0.340,,,0.0,2.2,,9,,,,,,0.0,,,0,,7.19,0,2.094,0.124,0.000,0.017,0.030,0.05,0.0,148,,0.0,148,,0.252,0.000,0.50,818,0.000,0.007,,,,,,,0.62,0.241,9.0,,,,0.169,,0.00,0.162,,0,0.007,0.061,0.000,0.33,0.00,,0.33,0.00,,,,,,,0.0,0.366,55.0,84.3,0.854,1.15,0.000,,,,0.0,196.0,,0.1,32.25,0,0.133,0.000,32.7,82,0.399,91,0.278,0.185,72.0,0.0,7.9,0.336,0.0,7.9,0.336,38.27,,,0.0,,0.162,,,,0.258,,0.000,0.0,0.320,22.0,,0.162,0.6,,,,0.0,,,0.0,0.079,,0.0,
63,"""20521""","Pasta, cooked, unenriched, with added salt",124.0,1.0 cup spaghetti not packed,0.218,0.396,0.04,0.69,0.025,0.546,0.000,,9.0,0.033,0.07,0.368,0.165,,,0.0,,,0.0,2.537,0.345,,,0.0,2.2,,,,,,,,0.0,,,,0.000,7.19,,0.496,0.124,0.000,0.017,0.030,0.05,0.0,9,,0.0,9,,0.255,0.000,0.50,812,0.000,0.007,,,,,,,0.62,0.243,9.0,,,,0.025,,0.00,0.435,0.0,,0.007,0.061,0.000,0.68,0.00,,0.68,0.00,,,,,0.00,,,0.366,55.0,,0.866,1.15,0.000,,,,,,,0.103,32.25,0,0.134,0.000,32.7,0,0.399,9,0.283,0.185,72.0,,,,,,,37.93,,,,,,,,,0.262,,0.000,0.0,0.325,22.0,0.162,0.164,0.6,,,,,,,0.0,0.081,,0.0,
