,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
107,"""10150""","Pork, cured, ham, whole, separable lean and fat, unheated",140.0,1.0 cup,9.268,2.296,,0.0,1.088,2.037,0.000,,1,,,,2.191,,,0.0,,,,,,,,,,,0,,,,,,,,,0,,,,6.248,0.099,,3.038,0.266,,,,,,,,1.128,,,1441,,0.336,0.0,0.99,0.378,,,,0.07,1.250,10.0,,,,0.265,0.000,1.04,12.18,,0,0.056,0.574,,4.52,0.00,,,,,,,,,,,1.904,434.0,,1.026,25.93,0.812,,,,0.0,344.0,,0.294,,78,0.818,,21.4,0,0.039,1,1.102,5.810,281.0,0.0,,0.984,0.0,,0.984,0.08,,,0.0,,,,,,1.75,,0.028,,,,11.368,0.882,0.0,,,,0.0,,48.9,0.04,0.662,0.000,,
108,"""10153""","Pork, cured, ham, whole, separable lean only, roasted",140.0,1.0 cup,2.576,0.882,,0.0,0.952,2.783,0.000,,6,,,,2.974,,,,,,,,,,,,,,0,,,,,,,,,0,,,,7.028,0.122,,0.784,0.084,,,,,,,,1.56,,,920,,0.098,0.0,1.32,0.528,,,,,,,,,,0.356,0.000,0.98,3.542,,0,0.028,0.658,,5.24,,0.000,1.3,,,,,,,,,0.7,442.0,9.5,1.498,7.7,0.294,,,,0.0,220.0,,0.42,,77,1.151,,35.6,0,0.022,6,1.537,1.638,318.0,0.0,142.7,1.436,0.0,142.7,1.436,0.0,,,0.0,48,,,,,2.278,,0.028,1.3,1.520,31.0,3.248,1.257,0.0,,,,0.0,,,,,,,
109,"""10152""","Pork, cured, ham, whole, separable lean only, unheated",85.0,3.0 oz,1.632,0.561,,0.0,0.792,1.505,0.000,,3,,,,1.608,,,,,,,,,,,,,,0,,,,,,,,,0,,,,4.464,0.067,,0.501,0.051,,,,,,,,0.843,,,523,,0.060,0.0,0.69,0.286,,,,,,,,,,0.192,0.000,0.74,2.227,,0,0.017,0.451,,3.11,,0.000,0.6,,,,,,,,,0.442,315.0,4.8,0.81,4.85,0.187,,,,0.0,125.0,,0.228,,44,0.622,,16.0,0,0.030,3,0.831,1.028,197.0,0.0,72.0,0.777,0.0,72.0,0.777,0.04,,,0.0,23,,,,,1.232,,0.017,0.6,0.822,15.0,2.04,0.680,0.0,,,,0.0,,,,,,,
110,"""10165""","Pork, cured, salt pork, raw",113.0,4.0 oz,33.199,10.622,,0.0,0.243,0.399,0.000,,1,,,,0.473,,,,,,,,,,,,,,0,,,,,,,,,0,,,,1.831,0.057,,11.673,0.735,,,,,,,,0.188,,,3537,,1.187,0.0,0.5,0.050,,,,,,,,,,0.069,0.000,0.33,42.872,,0,0.181,0.090,,4.12,,0.000,0.2,,,,,,,,,9.752,75.0,1.5,0.303,90.97,2.825,,,,0.0,845.0,,0.019,,97,0.093,,6.6,0,0.006,1,0.15,19.967,59.0,0.0,21.8,0.215,0.0,21.8,0.215,0.0,,,0.0,10,,,,,0.59,,0.000,0.2,0.273,8.0,39.471,0.064,0.0,,,,0.0,,,,,,,
111,"""10167""","Pork, cured, separable fat (from ham and arm picnic), roasted",28.35,1.0 oz,6.433,1.865,,,,,0.000,,1,,,,0.179,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.632,0.02,,2.132,0.181,,,,,,,,0.071,,,701,,0.232,0.0,0.17,0.019,,,,,,,,,,0.026,0.000,0.12,8.417,,0,0.031,0.009,,0.48,,0.000,,,,,,,,,,1.636,46.0,,0.115,17.54,0.519,,,,0.0,168.0,,0.007,,24,0.035,,3.3,0,0.002,1,0.057,3.995,45.0,,,,,,,0.0,,,,,,,,,0.224,,0.000,,,,7.785,0.024,,,,,,,,,,,,
112,"""10166""","Pork, cured, separable fat (from ham and arm picnic), unheated",28.35,1.0 oz,6.384,1.851,,0.0,0.068,0.112,0.000,,0,,,,0.133,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0.516,0.012,,2.118,0.179,,,,,,,,0.053,,,687,,0.232,0.0,0.11,0.014,,,,,,,,,,0.019,0.000,0.09,8.355,,0,0.031,0.009,,0.5,,0.000,0.1,,,,,,,,,1.624,30.0,0.4,0.086,17.41,0.513,,,,0.0,164.0,,0.005,,19,0.026,,1.3,0,0.001,0,0.043,3.966,28.0,0.0,6.6,0.061,0.0,6.6,0.061,0.03,,,0.0,2,,,,,0.166,,0.000,0.1,0.077,2.0,7.728,0.018,0.0,,,,0.0,,,,,,,
113,"""10168""","Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",140.0,1.0 cup,10.738,3.248,,0.0,0.857,2.243,0.000,,4,,,,2.419,,,,,,,,,,,,,,0,,,,,,,,,0,,,,5.778,0.158,,3.5,0.308,,,,,,,,1.239,,,1641,,0.392,0.0,1.33,0.412,,,,,,,,,,0.266,0.000,1.3,14.196,,0,0.070,0.392,,4.91,,0.000,1.0,,,,,,,,,2.772,361.0,7.6,1.102,29.89,0.938,,,,0.0,392.0,,0.318,,81,0.892,,47.0,0,0.034,4,1.205,6.692,309.0,0.0,111.7,1.057,0.0,111.7,1.057,0.0,,,0.0,41,,,,,1.964,,0.042,1.0,1.252,20.0,13.09,0.956,0.0,,,,0.0,,,,,,,
114,"""10169""","Pork, cured, shoulder, arm picnic, separable lean only, roasted",140.0,1.0 cup,3.304,1.134,,0.0,1.018,2.772,0.000,,6,,,,2.961,,,,,,,,,,,,,,0,,,,,,,,,0,,,,6.717,0.179,,1.008,0.112,,,,,,,,1.553,,,995,,0.126,0.0,1.51,0.525,,,,,,,,,,0.316,0.000,1.55,4.522,,0,0.028,0.518,,5.82,,0.000,1.3,,,,,,,,,0.896,409.0,9.5,1.492,9.86,0.378,,,,0.0,238.0,,0.419,,67,1.145,,57.8,0,0.042,6,1.532,2.086,340.0,0.0,142.0,1.431,0.0,142.0,1.431,0.0,,,0.0,49,,,,,2.268,,0.042,1.3,1.515,22.0,4.144,1.252,0.0,,,,0.0,,,,,,,
115,"""10171""","Pork, cured, shoulder, blade roll, separable lean and fat, roasted",85.0,3.0 oz,7.123,2.133,,,,,0.000,,3,,,,1.245,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,2.02,0.065,,2.49,0.306,,,,,,,,0.653,,,1021,,0.212,0.0,0.76,0.221,,,,,,,,,,0.242,0.000,0.89,9.375,,0,0.034,0.178,,2.3,,0.000,,,,,,,,,,1.827,165.0,,0.627,19.96,0.748,,,,0.0,244.0,,0.176,,57,0.482,,24.3,0,0.020,3,0.643,4.352,133.0,,,,,,,0.31,,,,,,,,,0.954,,0.043,,,,8.627,0.526,,,,,,,,,,,,
116,"""10170""","Pork, cured, shoulder, blade roll, separable lean and fat, unheated",28.35,1.0 oz,2.251,0.662,,,,,,,,,,,0.396,,,,,,,,,,,,0.0,,,,,,,,,0,,,,,,0.771,0.026,,0.809,0.090,,,,,,,,0.208,,,319,,0.076,,,,,,,,,,,,,0.062,,0.37,2.766,,0,0.009,0.074,,1.09,,,,,,,,,,,,0.571,84.0,,0.2,6.23,0.206,,,,0.0,76.0,,0.056,,15,0.153,,6.2,0,0.009,1,0.205,1.346,56.0,,,,,,,0.0,,,,,,,,,0.303,,0.011,,,,2.559,0.167,,,,,,,,,,,,
117,"""10004""","Pork, fresh, backfat, raw",113.0,4.0 oz,36.397,11.695,,0.0,0.095,0.264,0.000,,1,,,,0.297,,,,,,,,,,,,,,0,,,,,,,6,,0,,,,1.113,0.02,,12.871,0.836,,,,,,,,0.15,,,3839,,1.266,,,,,,,,,,,,,0.058,0.000,0.2,47.404,0.0,6,0.215,0.045,,0.79,,0.000,3.5,,,,,,,,,10.735,73.0,0.7,0.132,100.22,3.107,,,,17.0,918.0,,0.042,,64,0.115,,9.0,0,0.002,1,0.155,21.979,43.0,0.0,17.4,0.137,0.0,17.4,0.137,0.0,,,0.0,138,,,,,0.206,,0.068,3.5,0.179,2.0,43.482,0.132,0.0,,,,0.0,,0.1,,,,,
118,"""10193""","Pork, fresh, backribs, separable lean and fat, cooked, roasted",85.0,3.0 oz,6.63,3.0,,0.0,0.391,1.610,,,0,0.111,0.21,0.813,1.739,0.000,,,,,0.0,2.988,1.829,0.0,,0.105,,,0,,,,,,,5,,0,0.068,19.56,0.0,6.491,0.091,0.064,2.193,0.125,,0.001,0,0.013,0.001,0,0.013,0.86,0.000,,1040,0.116,0.239,,,,0.044,46.6,0.0,,,,,,,0.281,0.000,0.63,7.896,0.0,5,0.015,0.351,0.000,0.88,,0.000,1.0,0.001,,,,,,,,2.67,204.0,2.6,0.79,18.28,0.380,0.031,,,17.0,248.0,,0.233,,71,0.775,0.030,27.4,,0.009,0,0.926,4.059,140.0,0.0,66.8,0.817,0.0,66.8,0.817,0.0,,,0.0,41,7.274,2.639,,1.071,1.261,,0.019,1.0,0.989,14.0,7.391,0.796,0.0,,,,0.0,,,,,,,
119,"""10192""","Pork, fresh, backribs, separable lean and fat, raw",113.0,4.0 oz,6.535,3.024,,0.0,0.516,1.729,,,0,0.111,0.27,0.873,1.869,0.000,,,,,0.0,3.209,1.965,0.0,,0.104,,,0,,,,,,,8,,0,0.073,21.55,0.0,7.657,0.103,0.062,2.15,0.124,,0.002,0,0.012,0.002,0,0.012,0.924,0.000,,1058,0.114,0.237,,,,0.044,71.72,0.0,,,,,,,0.345,0.000,0.63,7.753,0.0,8,0.016,0.477,0.000,1.16,,0.000,1.2,0.001,,,,,,,,2.676,279.0,2.8,0.85,18.45,0.386,0.031,,,25.0,253.0,,0.25,,78,0.833,0.029,34.7,,0.009,0,0.994,4.010,174.0,0.0,74.0,0.877,0.0,74.0,0.877,0.0,,,0.0,47,7.129,2.645,,0.924,1.354,,0.018,1.2,1.062,18.0,7.243,0.854,0.0,,,,0.0,,,,,,,
120,"""10005""","Pork, fresh, belly, raw",113.0,4.0 oz,21.843,6.385,,0.0,0.447,,0.000,,1,,,,,,,0.0,,0.486,,,,,,,,,0,,,,,,,3,,0,,,,5.251,0.059,,7.334,0.542,,,,,,,,,,,2449,,0.791,,,,,,,0.09,,6.0,,,,0.273,0.000,0.95,27.911,0.0,3,0.068,0.147,,0.55,0.00,,,,,,,,,,,5.684,209.0,,,,,,,,11.0,585.0,,,,,,,,0,0.007,1,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,25.73,,0.0,,,,0.0,,0.3,0.0,,,,
121,"""10988""","Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled",85.0,3.0 oz,2.788,1.25,,0.0,0.541,1.731,,,0,0.026,0.18,0.874,1.869,0.000,,,,,0.0,3.211,1.966,0.0,,0.026,,,0,,,,,,,3,,0,0.073,21.02,0.0,6.543,0.06,0.014,0.904,0.046,,0.001,0,0.003,0.001,0,0.003,0.925,0.002,,720,0.024,0.101,,,,0.006,52.82,0.0,,,,,,,0.214,0.000,0.58,3.324,0.0,3,0.007,0.438,0.000,0.99,,0.000,0.6,0.000,,,,,,,,1.092,346.0,2.2,0.85,9.46,0.173,0.006,,,11.0,172.0,,0.25,,65,0.833,0.008,37.9,,0.008,0,0.995,1.725,230.0,0.0,60.5,0.878,0.0,60.5,0.878,0.71,,,0.0,25,1.677,0.647,,0.974,1.355,,0.008,0.6,1.063,20.0,3.095,0.855,0.0,,,,0.0,,,,,,,
122,"""10001""","Pork, fresh, carcass, separable lean and fat, raw",28.35,1.0 oz,3.527,1.077,,0.0,0.169,0.308,0.000,,1,,,,0.349,,,,,,,,,,,,,,0,,,,,,,1,,0,,,,1.09,0.016,,1.191,0.082,,,,,,,,0.173,,,446,,0.125,0.0,0.2,0.048,,,,,,,,,,0.059,,0.17,4.516,,1,0.014,0.081,,0.2,,,,,,,,,,,,0.936,72.0,,0.191,9.94,0.281,,,,2.0,107.0,,0.045,,21,0.129,,8.1,0,0.003,1,0.175,2.169,44.0,0.0,,0.163,0.0,,0.163,0.0,,,0.0,,,,,,0.258,,0.009,,,,4.156,0.144,,,,,0.0,,0.1,,,,,
123,"""10000""","Pork, fresh, composite of separable fat, with added solution, cooked",85.0,3.0 oz,18.175,7.216,,0.0,0.209,0.728,,,0,0.308,0.2,0.360,0.793,,,,,,0.0,1.364,0.836,0.075,,0.252,,,0,,,,,,,,,0,0.022,8.55,0.0,3.341,0.038,0.190,6.196,0.323,,0.011,0,0.043,0.011,0,0.043,0.383,0.015,,2082,0.378,0.633,,,,,,,,,,,,,0.118,0.000,1.19,21.165,,0,0.037,0.199,0.004,0.79,,0.000,1.3,,,,,,,,,6.48,182.0,1.7,0.346,51.36,0.948,,,,0.0,497.0,,0.09,,69,0.326,,12.8,,0.006,0,0.421,10.956,136.0,0.0,39.1,0.370,0.0,39.1,0.370,0.27,,0.179,0.0,52,19.399,6.301,,0.436,0.569,,0.037,1.3,0.446,10.0,19.778,0.369,0.0,,,,0.0,,,,,,,
124,"""10942""","Pork, fresh, composite of separable fat, with added solution, raw",113.0,4.0 oz,20.891,8.511,,0.0,0.231,0.892,,,0,0.356,0.05,0.440,0.971,,,,,,0.0,1.671,1.024,0.0,,0.293,,,0,,,,,,,,,0,0.027,10.48,0.0,3.65,0.062,0.207,7.065,0.371,,0.012,0,0.049,0.012,0,0.049,0.47,0.016,,2402,0.437,0.730,,,,,,,,,,,,,0.116,0.000,1.66,24.338,,0,0.043,0.311,0.001,0.81,,0.000,,,,,,,,,,7.667,216.0,1.9,0.424,59.13,1.113,,,,0.0,574.0,,0.111,,94,0.399,,12.5,,0.007,0,0.515,12.662,137.0,0.0,38.8,0.453,0.0,38.8,0.453,0.0,,0.218,0.0,,22.371,7.449,,0.690,0.697,,0.044,,,,22.808,0.452,0.0,,,,0.0,,,,,,,
125,"""10003""","Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",28.35,1.0 oz,1.394,0.489,,0.0,0.176,0.425,0.000,,1,0.007,0.03,0.211,0.47,,,0.0,0.010,0.029,0.0,0.805,0.488,0.0,,0.007,,,0,,,,,,,0,,0,0.007,5.17,0.0,1.341,0.021,0.004,0.48,0.026,,0.000,1,0.001,0.000,1,0.001,0.231,0.000,,251,0.006,0.051,,,,0.003,18.71,0.0,0.0,0.259,3.0,,,,0.072,0.000,0.19,1.73,0.0,0,0.003,0.143,0.000,0.25,0.00,,0.2,,,,,,,,,0.427,90.0,0.5,0.219,4.19,0.107,,,,2.0,60.0,,0.058,,20,0.185,0.002,8.1,0,0.004,1,0.245,0.890,55.0,0.0,9.8,0.219,0.0,9.8,0.219,0.0,,0.006,0.0,8,0.620,0.199,,0.255,0.337,,0.002,0.2,0.273,6.0,1.65,0.210,0.0,,,,0.0,,0.1,0.0,0.137,,,
126,"""10093""","Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",85.0,3.0 oz,2.628,0.734,,0.0,0.571,1.936,0.000,,3,0.013,0.09,0.959,2.137,,,0.0,0.018,0.061,0.0,3.698,2.230,0.001,,0.011,,,0,,,,,,,1,,0,0.031,23.38,0.0,5.528,0.066,0.009,0.85,0.022,,0.000,3,,0.000,3,,1.059,0.000,,713,0.018,0.091,,,,0.009,53.15,0.0,0.0,1.081,15.0,,,,0.264,0.000,0.58,3.322,0.0,1,0.003,0.490,0.000,0.94,0.00,,0.7,,,,,,,,,0.627,303.0,2.1,0.943,7.83,0.212,,,,3.0,171.0,,0.271,,71,0.853,0.004,37.6,0,0.010,3,1.124,1.631,196.0,0.0,55.4,0.989,0.0,55.4,0.989,0.0,,0.009,0.0,26,1.223,0.303,,0.616,1.506,,0.005,0.7,1.244,21.0,3.027,0.973,0.0,,,,0.0,,0.2,0.0,0.632,,,
127,"""10002""","Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",113.0,4.0 oz,1.836,0.586,,0.0,0.725,2.003,0.000,,2,,,,2.2,,,0.0,,0.035,0.0,3.801,2.305,0.001,,0.011,,,0,,,,,,,1,,0,0.042,23.96,0.0,6.297,0.085,0.009,0.593,0.023,,0.000,2,0.001,0.000,2,0.001,1.081,,,635,,0.066,,,,,,,0.0,1.097,15.0,,,,0.287,0.000,0.72,2.331,0.0,1,0.003,0.728,0.000,1.13,0.00,,0.6,,,,,,,,,0.497,410.0,2.8,0.966,5.49,0.144,,,,2.0,151.0,,0.269,,72,0.887,0.001,37.9,0,0.012,2,1.161,,244.0,0.0,56.4,1.022,0.0,56.4,1.022,0.0,,,0.0,21,,,,,1.562,,0.005,0.6,1.267,27.0,2.152,1.010,0.0,,,,0.0,,0.2,0.0,0.652,,,
128,"""10188""","Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",85.0,3.0 oz,4.159,1.291,,0.0,0.519,1.869,0.000,,2,0.034,0.11,0.926,2.055,,,0.0,0.045,0.085,0.0,3.539,2.150,0.005,,0.03,,,0,,,,,,,2,,0,0.039,22.41,0.0,5.14,0.076,0.023,1.373,0.046,,0.001,2,0.003,0.001,2,0.003,1.008,0.001,,846,0.045,0.145,,,,0.024,49.75,0.0,0.01,1.056,17.0,,,,0.246,0.000,0.59,5.08,0.0,2,0.007,0.461,0.000,0.87,0.00,,0.8,,,,,,,,,1.126,290.0,2.5,0.92,11.81,0.292,,,,6.0,202.0,,0.249,,75,0.825,0.012,35.7,0,0.009,2,1.08,2.558,188.0,0.0,68.1,0.955,0.0,68.1,0.955,0.0,,0.024,0.0,32,2.946,0.771,,0.717,1.466,,0.009,0.8,1.183,20.0,4.681,0.938,0.0,,,,0.0,,0.1,0.01,0.606,0.000,,
129,"""10187""","Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",28.35,1.0 oz,1.497,0.439,,,,,,,,,,,0.481,,,,,,,,,,,,0.0,,,,,,,,,1,,,,,,1.277,0.018,,0.493,0.026,,,,,,,,0.242,,,256,,0.051,,,,,,,,,,,,,0.072,,0.19,1.88,,1,0.003,0.126,,0.27,,,,,,,,,,,,0.371,95.0,,0.229,4.24,0.116,,,,2.0,61.0,,0.066,,19,0.184,,8.1,0,0.003,1,0.247,0.930,57.0,,,,,,,0.0,,,,,,,,,0.339,,0.003,,,,1.727,0.209,,,,,,,,,,,,
130,"""10227""","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",85.0,3.0 oz,3.998,1.162,,0.0,0.577,1.839,0.000,,2,0.025,0.1,0.911,2.028,,,0.0,0.033,0.089,0.0,3.507,2.118,0.004,,0.021,,,0,,,,,,,2,,0,0.032,22.16,0.0,5.413,0.06,0.016,1.312,0.041,,0.001,2,0.002,0.001,2,0.002,1.002,0.001,,834,0.033,0.140,,,,0.016,50.52,0.0,0.01,1.022,17.0,,,,0.249,0.000,0.58,4.894,0.0,2,0.007,0.477,0.000,0.91,0.00,,0.8,,,,,,,,,1.01,293.0,2.1,0.893,11.61,0.301,,,,6.0,200.0,,0.254,,71,0.812,0.008,35.5,0,0.005,2,1.068,2.459,189.0,0.0,53.9,0.939,0.0,53.9,0.939,0.0,,0.016,0.0,32,1.992,0.551,,0.618,1.432,,0.008,0.8,1.177,20.0,4.47,0.926,0.0,,,,0.0,,0.1,0.01,0.600,0.000,,
131,"""10226""","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw",28.35,1.0 oz,0.881,0.318,,0.0,0.165,0.478,0.000,,0,0.011,0.05,0.236,0.524,,,0.0,0.014,0.019,0.0,0.903,0.550,0.0,,0.009,,,0,,,,,,,1,,0,0.011,5.69,0.0,1.546,0.02,0.007,0.329,0.016,,0.000,0,0.001,0.000,0,0.001,0.256,0.000,,210,0.012,0.035,,,,0.006,19.6,0.0,0.0,0.263,5.0,,,,0.067,0.000,0.18,1.068,0.0,1,0.002,0.177,0.000,0.27,0.00,,0.1,,,,,,,,,0.31,98.0,0.7,0.232,2.87,0.065,,,,2.0,50.0,,0.062,,18,0.212,0.003,9.0,0,0.003,0,0.276,0.611,58.0,0.0,14.4,0.244,0.0,14.4,0.244,0.0,,0.007,0.0,6,0.819,0.242,,0.256,0.374,,0.002,0.1,0.300,7.0,1.12,0.241,0.0,,,,0.0,,0.0,0.0,0.155,,,
132,"""10229""","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked",85.0,3.0 oz,2.839,0.603,,,,,,,,,,,2.252,,,,,,,,,,,,0.0,,,,,,,,,2,,,,,,4.463,0.045,,0.909,0.017,,,,,,,,1.144,,,751,,0.102,,,,,,,,,,,,,0.292,,0.64,3.587,,2,0.009,0.370,,1.01,,,,,,,,,,,,0.518,320.0,,1.006,8.02,0.264,,,,6.0,179.0,,0.318,,72,0.873,,38.6,0,0.013,5,1.173,1.759,199.0,,,,,,,0.0,,,,,,,,,1.557,,0.009,,,,3.213,1.000,,,,,,,,,,,,
133,"""10228""","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw",28.35,1.0 oz,0.576,0.179,,,,,,,,,,,0.541,,,,,,,,,,,,0.0,,,,,,,,,1,,,,,,1.368,0.018,,0.181,0.006,,,,,,,,0.275,,,171,,0.020,,,,,,,,,,,,,0.077,,0.19,0.754,,1,0.003,0.145,,0.3,,,,,,,,,,,,0.145,109.0,,0.242,1.67,0.054,,,,2.0,41.0,,0.077,,17,0.21,,9.2,0,0.003,1,0.282,0.366,59.0,,,,,,,0.0,,,,,,,,,0.374,,0.003,,,,0.683,0.240,,,,,,,,,,,,
134,"""10944""","Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",113.0,4.0 oz,0.758,0.398,,0.0,0.855,1.963,,,0,0.008,0.24,0.968,2.137,,,,,,0.0,3.678,2.254,0.0,,0.008,,,0,,,,,,,,,0,0.059,23.04,0.0,7.288,0.116,0.003,0.261,0.008,,,0,,,0,,1.034,0.000,,501,0.014,0.024,,,,,,,,,,,,,0.381,0.000,0.56,0.861,,0,0.000,0.854,,1.76,,0.000,0.2,,,,,,,,,0.325,596.0,3.3,0.931,2.36,0.053,,,,0.0,120.0,,0.243,,54,0.877,,39.8,,0.012,0,1.133,0.469,328.0,0.0,88.9,0.997,0.0,88.9,0.997,0.0,,0.008,0.0,9,0.781,0.316,,0.931,1.533,,0.000,0.2,1.203,26.0,0.794,0.996,0.0,,,,0.0,,,,,,,
135,"""10220""","Pork, fresh, ground, cooked",85.0,3.0 oz,6.562,1.59,,0.0,0.600,1.752,0.000,,5,,,,1.964,,,,,,,,,,,,,,0,,,,,,,2,,0,,,,3.575,0.037,,2.125,0.060,,,,,,,,0.997,,,1057,,0.281,,,,,,,,,,,,,0.187,0.000,0.46,7.862,0.0,2,0.009,0.332,,1.1,,0.000,0.4,,,,,,,,,1.394,308.0,2.9,0.877,17.65,0.535,,,,7.0,252.0,,0.277,,80,0.761,,30.1,0,0.009,5,1.023,3.970,192.0,0.0,75.1,0.902,0.0,75.1,0.902,0.0,,,0.0,18,,,,,1.357,,0.009,0.4,1.185,20.0,7.08,0.872,0.0,,,,0.0,,0.6,,,,,
136,"""10219""","Pork, fresh, ground, raw",28.35,1.0 oz,2.231,0.541,,,,,,,,,,,0.43,,,,,,,,,,,,0.0,,,,,,,,,1,,,,,,1.23,0.013,,0.723,0.020,,,,,,,,0.219,,,312,,0.094,,,,,,,,,,,,,0.067,,0.2,2.676,,1,0.006,0.109,,0.25,,,,,,,,,,,,0.473,81.0,,0.192,6.01,0.184,,,,2.0,75.0,,0.061,,20,0.167,,7.0,0,0.003,1,0.224,1.352,50.0,,,,,,,0.0,,,,,,,,,0.297,,0.003,,,,2.41,0.191,,,,,,,,,,,,
